"('date', '')","('open', 'BELFB')","('high', 'BELFB')","('low', 'BELFB')","('close', 'BELFB')","('volume', 'BELFB')"
2024-01-02 00:00:00+00:00,65.55574128286757,65.89344903989605,64.39361859703715,64.82072448730469,85600
2024-01-03 00:00:00+00:00,64.06583290971395,64.55253246423139,61.97997009802873,62.47660446166992,82100
2024-01-04 00:00:00+00:00,62.65539686898204,62.99310461892142,61.652193272800695,61.86077880859375,66700
2024-01-05 00:00:00+00:00,61.26481748283703,62.397143264156725,60.877443272282356,61.11582565307617,77300
2024-01-08 00:00:00+00:00,61.45353236376731,62.913638540441276,61.12575566862745,62.18855285644531,63300
2024-01-09 00:00:00+00:00,61.235026302451075,61.71179489720395,60.092765605904404,61.046302795410156,73100
2024-01-10 00:00:00+00:00,60.96683559963655,61.3244129480422,60.09275805786936,60.73838424682617,50400
2024-01-11 00:00:00+00:00,60.807994640764456,62.200162280900784,60.1119089240153,62.19021987915039,61600
2024-01-12 00:00:00+00:00,62.886308585229806,62.896250987452824,61.98139824844916,62.607872009277344,70500
2024-01-16 00:00:00+00:00,61.82228493806761,62.418931448527864,60.74832728861818,61.70295715332031,59100
2024-01-17 00:00:00+00:00,60.76821710105718,61.87200956380384,60.39034134953987,61.72284698486328,62000
2024-01-18 00:00:00+00:00,61.722846111032396,63.920484810357266,61.722846111032396,63.46305847167969,72800
2024-01-19 00:00:00+00:00,64.0596964459238,64.63645432067572,62.389096193374414,64.61656951904297,76000
2024-01-22 00:00:00+00:00,65.15355593109545,67.0230463089772,65.04417811967932,66.80427551269531,115900
2024-01-23 00:00:00+00:00,67.3114155843248,68.60414019617808,66.84404305735121,67.84839630126953,101700
2024-01-24 00:00:00+00:00,68.61408693387983,69.09140565940442,65.82974413955462,66.25733947753906,73400
2024-01-25 00:00:00+00:00,67.59978947315705,67.59978947315705,65.83968487950607,66.47610473632812,63400
2024-01-26 00:00:00+00:00,66.48605213150331,66.62526850352805,65.10382701874111,65.8496322631836,74500
2024-01-29 00:00:00+00:00,66.60538450842994,66.92359444644335,65.3126523677186,66.7545394897461,57700
2024-01-30 00:00:00+00:00,67.26169841017807,68.82291731807622,66.6252784468772,68.50470733642578,89700
2024-01-31 00:00:00+00:00,68.14670353700286,68.61407599315066,66.47609964413552,66.48604583740234,95600
2024-02-01 00:00:00+00:00,66.83409787493909,69.14112196043016,66.83409787493909,68.60414123535156,89500
2024-02-02 00:00:00+00:00,67.81856617644354,68.45498616034318,67.1423689952096,67.43074798583984,58300
2024-02-05 00:00:00+00:00,66.36671994863823,66.75453806523107,65.56125271982589,66.17778778076172,70900
2024-02-06 00:00:00+00:00,66.29710655829933,66.55565447797044,64.71600322043332,66.2175521850586,68800
2024-02-07 00:00:00+00:00,66.41644883767187,67.56001848072938,65.54137335095572,67.25174713134766,82300
2024-02-08 00:00:00+00:00,67.25174786752959,69.82726614133759,66.94348410149723,69.44938659667969,83100
2024-02-09 00:00:00+00:00,70.10569960635797,72.8204342909755,70.03609141376388,71.67686462402344,141000
2024-02-12 00:00:00+00:00,72.16411945607983,73.92421659986161,71.33875978215293,72.95964813232422,135300
2024-02-13 00:00:00+00:00,71.47797747805421,71.47797747805421,67.99755273219358,68.39531707763672,117600
2024-02-14 00:00:00+00:00,69.23062276921763,73.03919607175808,69.23062276921763,72.36299896240234,116500
2024-02-15 00:00:00+00:00,72.59170830002613,74.33192048530073,71.45808496912795,73.71538543701172,114700
2024-02-16 00:00:00+00:00,73.5463436074745,73.96399274254928,72.55193656964484,73.49662780761719,92100
2024-02-20 00:00:00+00:00,72.48233778300656,72.48233778300656,69.01185889506682,70.10570526123047,94500
2024-02-21 00:00:00+00:00,69.43943988451652,69.88691998212957,68.44503292384485,69.7178726196289,74300
2024-02-22 00:00:00+00:00,52.375414442197055,53.52893019442024,45.494119879110244,49.740238189697266,1190500
2024-02-23 00:00:00+00:00,51.04291746567296,53.23061001677511,49.461810049661715,49.968955993652344,320000
2024-02-26 00:00:00+00:00,49.73030159031361,52.683692139930365,49.1734359951649,52.454978942871094,196800
2024-02-27 00:00:00+00:00,52.753291712120095,53.17094463354158,50.31699375168636,50.96335983276367,170300
2024-02-28 00:00:00+00:00,50.26727594242714,51.13240901935518,50.008731776841955,50.0385627746582,143500
2024-02-29 00:00:00+00:00,50.78436492049791,51.977654072919215,50.028617273536014,51.6793327331543,225700
2024-03-01 00:00:00+00:00,51.88816133644928,54.15540824743346,51.32134960870324,53.49909973144531,165400
2024-03-04 00:00:00+00:00,54.13551415472903,56.02488891764023,53.99629778567776,55.04042434692383,184300
2024-03-05 00:00:00+00:00,54.52333605997956,56.05471991290506,54.513389865983584,55.04042434692383,122500
2024-03-06 00:00:00+00:00,55.289032619285216,56.482321884503584,54.453730512968555,55.607242584228516,105000
2024-03-07 00:00:00+00:00,56.2138338087188,57.42701172041117,56.174060406499734,56.99941635131836,104100
2024-03-08 00:00:00+00:00,57.78499341653919,58.1827539545617,55.90556472714002,56.51215362548828,116000
2024-03-11 00:00:00+00:00,56.12433332402196,56.12433332402196,55.35863942957302,55.67685317993164,95400
2024-03-12 00:00:00+00:00,55.269145381017054,55.83595709318891,54.89126964178187,55.567466735839844,96700
2024-03-13 00:00:00+00:00,55.59729790637235,56.541985360719934,54.960878002539566,56.124332427978516,94800
2024-03-14 00:00:00+00:00,55.806124229790946,56.77070031061571,55.06031892029434,55.875732421875,95900
2024-03-15 00:00:00+00:00,55.19953852600442,55.99506727058549,54.89127474117333,55.52769470214844,137500
2024-03-18 00:00:00+00:00,55.22937372381247,55.66691150184447,54.364236776753316,54.702335357666016,93100
2024-03-19 00:00:00+00:00,54.07585874380581,55.88567934840285,53.83719937256397,55.51774978637695,87700
2024-03-20 00:00:00+00:00,55.110038896947245,57.60600280761719,55.110038896947245,57.60600280761719,80200
2024-03-21 00:00:00+00:00,58.17280863542502,59.415817366951195,57.804879113034524,58.679954528808594,137900
2024-03-22 00:00:00+00:00,56.59170493115064,58.42141405059744,56.39282276294432,58.093257904052734,142400
