"('date', '')","('open', 'CHMG')","('high', 'CHMG')","('low', 'CHMG')","('close', 'CHMG')","('volume', 'CHMG')"
1999-01-04 00:00:00+00:00,11.871466892106191,12.465040236711502,11.871466892106191,12.087311744689941,5600
1999-01-05 00:00:00+00:00,12.411078453063965,12.411078453063965,12.411078453063965,12.411078453063965,100
1999-01-06 00:00:00+00:00,12.519007682800293,12.519007682800293,12.519007682800293,12.519007682800293,100
1999-01-07 00:00:00+00:00,12.519007682800293,12.519007682800293,12.519007682800293,12.519007682800293,0
1999-01-08 00:00:00+00:00,12.087308247884113,12.087308247884113,11.655618667602539,11.655618667602539,700
1999-01-11 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-01-12 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-01-13 00:00:00+00:00,12.3031587600708,12.3031587600708,12.3031587600708,12.3031587600708,1000
1999-01-14 00:00:00+00:00,12.3031587600708,12.3031587600708,12.3031587600708,12.3031587600708,0
1999-01-15 00:00:00+00:00,12.3031587600708,12.3031587600708,12.3031587600708,12.3031587600708,0
1999-01-19 00:00:00+00:00,11.871465682983398,11.871465682983398,11.871465682983398,11.871465682983398,200
1999-01-20 00:00:00+00:00,11.871465682983398,11.871465682983398,11.871465682983398,11.871465682983398,0
1999-01-21 00:00:00+00:00,11.925426890633322,11.925426890633322,11.871465682983398,11.871465682983398,700
1999-01-22 00:00:00+00:00,11.871465682983398,11.871465682983398,11.871465682983398,11.871465682983398,1000
1999-01-25 00:00:00+00:00,12.249190604850037,12.249190604850037,11.817501068115234,11.817501068115234,2800
1999-01-26 00:00:00+00:00,11.817501068115234,11.817501068115234,11.817501068115234,11.817501068115234,0
1999-01-27 00:00:00+00:00,11.655616581997025,11.655616581997025,11.439771830478561,11.547694206237793,5200
1999-01-28 00:00:00+00:00,11.439776420593262,11.439776420593262,11.439776420593262,11.439776420593262,700
1999-01-29 00:00:00+00:00,11.439776420593262,11.547698839655462,11.439776420593262,11.439776420593262,3300
1999-02-01 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,500
1999-02-02 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-02-03 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-02-04 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-02-05 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-02-08 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-02-09 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,300
1999-02-10 00:00:00+00:00,11.439776420593262,11.439776420593262,11.439776420593262,11.439776420593262,1400
1999-02-11 00:00:00+00:00,11.439776420593262,11.439776420593262,11.439776420593262,11.439776420593262,500
1999-02-12 00:00:00+00:00,11.439776420593262,11.439776420593262,11.439776420593262,11.439776420593262,0
1999-02-16 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,100
1999-02-17 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-02-18 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-02-19 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,600
1999-02-22 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,1300
1999-02-23 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-02-24 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,800
1999-02-25 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-02-26 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,400
1999-03-01 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,0
1999-03-02 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,800
1999-03-03 00:00:00+00:00,11.60165786743164,11.60165786743164,11.60165786743164,11.60165786743164,1900
1999-03-04 00:00:00+00:00,11.60165786743164,11.60165786743164,11.60165786743164,11.60165786743164,0
1999-03-05 00:00:00+00:00,11.76354694366455,11.76354694366455,11.709585719152328,11.76354694366455,600
1999-03-08 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-03-09 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-03-10 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,1400
1999-03-11 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,0
1999-03-12 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,0
1999-03-15 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,0
1999-03-16 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,300
1999-03-17 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,0
1999-03-18 00:00:00+00:00,11.655618667602539,11.655618667602539,11.655618667602539,11.655618667602539,400
1999-03-19 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,2000
1999-03-22 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,0
1999-03-23 00:00:00+00:00,11.601663270127883,11.76354694366455,11.601663270127883,11.76354694366455,1800
1999-03-24 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-03-25 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-03-26 00:00:00+00:00,11.76354694366455,11.76354694366455,11.76354694366455,11.76354694366455,0
1999-03-29 00:00:00+00:00,11.60165786743164,11.60165786743164,11.60165786743164,11.60165786743164,200
1999-03-30 00:00:00+00:00,11.60165786743164,11.60165786743164,11.60165786743164,11.60165786743164,0
1999-03-31 00:00:00+00:00,11.601660049186563,11.601660049186563,11.439776420593262,11.439776420593262,2400
1999-04-01 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,200
1999-04-05 00:00:00+00:00,11.547694206237793,11.547694206237793,11.547694206237793,11.547694206237793,0
