"('date', '')","('open', 'AIOT')","('high', 'AIOT')","('low', 'AIOT')","('close', 'AIOT')","('volume', 'AIOT')"
2024-01-02 00:00:00+00:00,3.430000066757202,3.430000066757202,3.1600000858306885,3.2799999713897705,189500
2024-01-03 00:00:00+00:00,3.190000057220459,3.2100000381469727,3.069999933242798,3.190000057220459,105400
2024-01-04 00:00:00+00:00,3.1500000953674316,3.2100000381469727,3.130000114440918,3.140000104904175,103700
2024-01-05 00:00:00+00:00,3.1500000953674316,3.2300000190734863,3.069999933242798,3.069999933242798,123100
2024-01-08 00:00:00+00:00,3.0799999237060547,3.2200000286102295,3.0,3.190000057220459,186900
2024-01-09 00:00:00+00:00,3.1600000858306885,3.180000066757202,3.0899999141693115,3.1500000953674316,75200
2024-01-10 00:00:00+00:00,3.140000104904175,3.2899999618530273,3.0999999046325684,3.259999990463257,109800
2024-01-11 00:00:00+00:00,3.2899999618530273,3.2899999618530273,3.0299999713897705,3.2200000286102295,69100
2024-01-12 00:00:00+00:00,3.2200000286102295,3.2799999713897705,3.180000066757202,3.2699999809265137,55400
2024-01-16 00:00:00+00:00,3.1500000953674316,3.319999933242798,3.1500000953674316,3.240000009536743,71200
2024-01-17 00:00:00+00:00,3.2200000286102295,3.3499999046325684,3.119999885559082,3.3299999237060547,84600
2024-01-18 00:00:00+00:00,3.3499999046325684,3.390000104904175,3.2799999713897705,3.3299999237060547,85400
2024-01-19 00:00:00+00:00,3.369999885559082,3.380000114440918,3.299999952316284,3.359999895095825,179400
2024-01-22 00:00:00+00:00,3.3499999046325684,3.4200000762939453,3.2699999809265137,3.2699999809265137,233300
2024-01-23 00:00:00+00:00,3.2899999618530273,3.3299999237060547,3.2200000286102295,3.2799999713897705,116300
2024-01-24 00:00:00+00:00,3.309999942779541,3.3299999237060547,3.1500000953674316,3.2200000286102295,119300
2024-01-25 00:00:00+00:00,3.200000047683716,3.200000047683716,3.0,3.059999942779541,201400
2024-01-26 00:00:00+00:00,3.069999933242798,3.130000114440918,2.9100000858306885,3.009999990463257,154200
2024-01-29 00:00:00+00:00,2.9800000190734863,3.0,2.859999895095825,2.9700000286102295,173000
2024-01-30 00:00:00+00:00,3.009999990463257,3.0299999713897705,2.890000104904175,2.9100000858306885,176300
2024-01-31 00:00:00+00:00,2.9600000381469727,3.259999990463257,2.9100000858306885,3.200000047683716,499500
2024-02-01 00:00:00+00:00,3.2200000286102295,3.2200000286102295,3.0899999141693115,3.1500000953674316,226000
2024-02-02 00:00:00+00:00,3.119999885559082,3.190000057220459,2.990000009536743,3.1700000762939453,137000
2024-02-05 00:00:00+00:00,3.1500000953674316,3.1700000762939453,3.0799999237060547,3.1600000858306885,251600
2024-02-06 00:00:00+00:00,3.119999885559082,3.2100000381469727,3.0899999141693115,3.180000066757202,94100
2024-02-07 00:00:00+00:00,3.200000047683716,3.2300000190734863,3.1700000762939453,3.2300000190734863,131800
2024-02-08 00:00:00+00:00,3.25,3.2699999809265137,3.190000057220459,3.25,253200
2024-02-09 00:00:00+00:00,3.240000009536743,3.259999990463257,3.180000066757202,3.240000009536743,61600
2024-02-12 00:00:00+00:00,3.240000009536743,3.259999990463257,3.200000047683716,3.2100000381469727,60800
2024-02-13 00:00:00+00:00,3.140000104904175,3.2200000286102295,3.109999895095825,3.119999885559082,76300
2024-02-14 00:00:00+00:00,3.1700000762939453,3.2200000286102295,3.0399999618530273,3.109999895095825,50900
2024-02-15 00:00:00+00:00,3.119999885559082,3.140000104904175,3.069999933242798,3.0999999046325684,29100
2024-02-16 00:00:00+00:00,3.109999895095825,3.109999895095825,3.009999990463257,3.059999942779541,81900
2024-02-20 00:00:00+00:00,3.0299999713897705,3.059999942779541,2.9200000762939453,2.990000009536743,158300
2024-02-21 00:00:00+00:00,2.9700000286102295,2.990000009536743,2.8499999046325684,2.930000066757202,95200
2024-02-22 00:00:00+00:00,2.9700000286102295,2.9800000190734863,2.9200000762939453,2.9800000190734863,115700
2024-02-23 00:00:00+00:00,2.859999895095825,3.0299999713897705,2.859999895095825,2.990000009536743,151200
2024-02-26 00:00:00+00:00,2.9700000286102295,3.0999999046325684,2.930000066757202,3.049999952316284,57400
2024-02-27 00:00:00+00:00,3.0899999141693115,3.200000047683716,3.0899999141693115,3.130000114440918,66900
2024-02-28 00:00:00+00:00,3.1500000953674316,3.190000057220459,3.109999895095825,3.1500000953674316,97600
2024-02-29 00:00:00+00:00,3.190000057220459,3.2100000381469727,3.0999999046325684,3.1700000762939453,283000
2024-03-01 00:00:00+00:00,3.2100000381469727,3.240000009536743,3.119999885559082,3.180000066757202,136600
2024-03-04 00:00:00+00:00,3.1600000858306885,3.200000047683716,3.109999895095825,3.1700000762939453,138900
2024-03-05 00:00:00+00:00,3.1600000858306885,3.1600000858306885,3.109999895095825,3.140000104904175,97500
2024-03-06 00:00:00+00:00,3.1500000953674316,3.1500000953674316,3.069999933242798,3.119999885559082,154100
2024-03-07 00:00:00+00:00,3.119999885559082,3.130000114440918,3.049999952316284,3.130000114440918,81800
2024-03-08 00:00:00+00:00,3.119999885559082,3.119999885559082,2.930000066757202,2.990000009536743,236200
2024-03-11 00:00:00+00:00,3.0,3.059999942779541,2.890000104904175,2.9000000953674316,387200
2024-03-12 00:00:00+00:00,2.9000000953674316,3.200000047683716,2.880000114440918,3.1600000858306885,864800
2024-03-13 00:00:00+00:00,3.2300000190734863,3.5999999046325684,3.180000066757202,3.559999942779541,1492200
2024-03-14 00:00:00+00:00,3.5799999237060547,4.190000057220459,3.5799999237060547,3.7699999809265137,2324800
2024-03-15 00:00:00+00:00,3.8299999237060547,3.880000114440918,3.5799999237060547,3.630000114440918,908400
2024-03-18 00:00:00+00:00,3.7100000381469727,3.9800000190734863,3.6500000953674316,3.9200000762939453,1129600
2024-03-19 00:00:00+00:00,3.9700000286102295,4.139999866485596,3.809999942779541,4.079999923706055,998900
2024-03-20 00:00:00+00:00,4.139999866485596,4.630000114440918,4.099999904632568,4.610000133514404,2031700
2024-03-21 00:00:00+00:00,4.559999942779541,4.71999979019165,4.429999828338623,4.670000076293945,1351700
2024-03-22 00:00:00+00:00,4.650000095367432,4.71999979019165,4.5,4.53000020980835,1780400
2024-03-25 00:00:00+00:00,4.539999961853027,4.679999828338623,4.420000076293945,4.630000114440918,5546300
2024-03-26 00:00:00+00:00,4.619999885559082,4.809999942779541,4.559999942779541,4.789999961853027,840300
2024-03-27 00:00:00+00:00,4.789999961853027,5.050000190734863,4.730000019073486,4.940000057220459,988100
2024-03-28 00:00:00+00:00,5.0,5.489999771118164,4.900000095367432,5.340000152587891,1739400
2024-04-01 00:00:00+00:00,5.579999923706055,5.639999866485596,4.820000171661377,4.920000076293945,2136400
2024-04-02 00:00:00+00:00,5.010000228881836,5.670000076293945,4.920000076293945,5.119999885559082,2121500
2024-04-03 00:00:00+00:00,5.179999828338623,5.320000171661377,4.579999923706055,4.75,1176700
2024-04-04 00:00:00+00:00,4.75,5.039999961853027,4.510000228881836,4.570000171661377,856900
2024-04-05 00:00:00+00:00,4.570000171661377,4.849999904632568,4.539999961853027,4.739999771118164,720900
2024-04-08 00:00:00+00:00,4.639999866485596,4.75,4.389999866485596,4.429999828338623,703600
2024-04-09 00:00:00+00:00,4.449999809265137,4.659999847412109,4.329999923706055,4.46999979019165,729200
2024-04-10 00:00:00+00:00,4.420000076293945,4.46999979019165,4.150000095367432,4.159999847412109,748500
2024-04-11 00:00:00+00:00,4.21999979019165,4.389999866485596,4.039999961853027,4.25,1055900
2024-04-12 00:00:00+00:00,4.25,4.289999961853027,4.010000228881836,4.190000057220459,676400
2024-04-15 00:00:00+00:00,4.179999828338623,4.239999771118164,4.090000152587891,4.230000019073486,811900
2024-04-16 00:00:00+00:00,4.179999828338623,4.28000020980835,3.9800000190734863,4.059999942779541,453600
2024-04-17 00:00:00+00:00,4.079999923706055,4.170000076293945,4.010000228881836,4.050000190734863,306700
2024-04-18 00:00:00+00:00,4.019999980926514,4.119999885559082,3.859999895095825,4.059999942779541,801100
2024-04-19 00:00:00+00:00,4.019999980926514,4.019999980926514,3.8499999046325684,3.990000009536743,648200
2024-04-22 00:00:00+00:00,3.9600000381469727,4.090000152587891,3.9100000858306885,4.059999942779541,470900
2024-04-23 00:00:00+00:00,4.050000190734863,4.329999923706055,3.9600000381469727,4.190000057220459,727900
2024-04-24 00:00:00+00:00,4.190000057220459,4.360000133514404,4.179999828338623,4.21999979019165,642300
2024-04-25 00:00:00+00:00,4.199999809265137,4.369999885559082,4.019999980926514,4.329999923706055,669600
2024-04-26 00:00:00+00:00,4.369999885559082,4.53000020980835,4.289999961853027,4.53000020980835,965100
2024-04-29 00:00:00+00:00,4.53000020980835,4.739999771118164,4.510000228881836,4.659999847412109,792200
2024-04-30 00:00:00+00:00,4.659999847412109,4.820000171661377,4.599999904632568,4.789999961853027,802600
2024-05-01 00:00:00+00:00,4.699999809265137,5.150000095367432,4.699999809265137,4.889999866485596,937700
2024-05-02 00:00:00+00:00,4.909999847412109,5.070000171661377,4.710000038146973,5.010000228881836,676800
2024-05-03 00:00:00+00:00,5.099999904632568,5.099999904632568,4.809999942779541,4.989999771118164,905000
2024-05-06 00:00:00+00:00,5.019999980926514,5.28000020980835,4.949999809265137,5.210000038146973,1787600
2024-05-07 00:00:00+00:00,5.199999809265137,5.429999828338623,5.079999923706055,5.119999885559082,2363400
2024-05-08 00:00:00+00:00,5.179999828338623,5.190000057220459,4.929999828338623,4.960000038146973,674200
2024-05-09 00:00:00+00:00,4.989999771118164,5.150000095367432,4.960000038146973,5.039999961853027,571600
2024-05-10 00:00:00+00:00,5.039999961853027,5.239999771118164,5.0,5.199999809265137,666000
2024-05-13 00:00:00+00:00,5.210000038146973,5.519999980926514,5.190000057220459,5.480000019073486,919400
2024-05-14 00:00:00+00:00,5.510000228881836,5.53000020980835,5.289999961853027,5.449999809265137,757700
2024-05-15 00:00:00+00:00,5.380000114440918,5.559999942779541,5.380000114440918,5.5,1333500
2024-05-16 00:00:00+00:00,5.519999980926514,5.53000020980835,5.349999904632568,5.449999809265137,584300
2024-05-17 00:00:00+00:00,5.380000114440918,5.510000228881836,5.360000133514404,5.460000038146973,546700
2024-05-20 00:00:00+00:00,5.460000038146973,5.53000020980835,5.360000133514404,5.449999809265137,543100
2024-05-21 00:00:00+00:00,5.449999809265137,5.579999923706055,5.369999885559082,5.5,731800
2024-05-22 00:00:00+00:00,5.46999979019165,5.579999923706055,5.159999847412109,5.239999771118164,673200
2024-05-23 00:00:00+00:00,5.25,5.409999847412109,5.099999904632568,5.230000019073486,674300
2024-05-24 00:00:00+00:00,5.230000019073486,5.440000057220459,5.210000038146973,5.320000171661377,604900
