"('date', '')","('open', 'BAC')","('high', 'BAC')","('low', 'BAC')","('close', 'BAC')","('volume', 'BAC')"
2025-09-26 00:00:00+00:00,52.11000061035156,52.619998931884766,51.97999954223633,52.209999084472656,19642642
