"('date', '')","('open', 'BWMX')","('high', 'BWMX')","('low', 'BWMX')","('close', 'BWMX')","('volume', 'BWMX')"
2019-01-03 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-04 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-07 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-08 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-09 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-10 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-11 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-14 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-15 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-16 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-17 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-18 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-22 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-23 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-24 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-25 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-28 00:00:00+00:00,6.2311625480651855,6.2311625480651855,6.2311625480651855,6.2311625480651855,0
2019-01-29 00:00:00+00:00,6.1675801246993585,6.199371896727329,6.1675801246993585,6.172667026519775,3500
2019-01-30 00:00:00+00:00,6.172667026519775,6.172667026519775,6.172667026519775,6.172667026519775,0
2019-01-31 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,200
2019-02-01 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-04 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-05 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-06 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-07 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-08 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-11 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-12 00:00:00+00:00,6.243880748748779,6.243880748748779,6.243880748748779,6.243880748748779,0
2019-02-13 00:00:00+00:00,6.199374721176653,6.23752498626709,6.199374721176653,6.23752498626709,23100
2019-02-14 00:00:00+00:00,6.23752498626709,6.23752498626709,6.23752498626709,6.23752498626709,0
