"('date', '')","('open', 'AVD')","('high', 'AVD')","('low', 'AVD')","('close', 'AVD')","('volume', 'AVD')"
2024-01-02 00:00:00+00:00,10.806637278616568,11.273897854523375,10.667453015037989,10.846404075622559,297100
2024-01-03 00:00:00+00:00,10.597861289978027,10.796695273744787,10.508385760254182,10.597861289978027,362100
2024-01-04 00:00:00+00:00,10.548152810850919,10.67739514043836,10.35926075875558,10.538211822509766,372700
2024-01-05 00:00:00+00:00,10.577977789142206,10.677394301549615,10.369201880536927,10.468618392944336,268700
2024-01-08 00:00:00+00:00,10.508386056146529,10.876229173501466,10.369202737648322,10.866288185119629,224000
2024-01-09 00:00:00+00:00,10.866287034266177,10.925936750700666,10.478560084981408,10.528268814086914,236300
2024-01-10 00:00:00+00:00,10.468618996678092,10.548152590436855,10.389085402919331,10.438794136047363,132900
2024-01-11 00:00:00+00:00,10.349318286617851,10.448735749805488,10.14054237241597,10.24990177154541,181200
2024-01-12 00:00:00+00:00,10.408968978000605,10.47856063352227,10.061008804161887,10.09083366394043,158700
2024-01-16 00:00:00+00:00,10.041126116280665,10.299609820626861,9.97153351100861,10.1107177734375,179000
2024-01-17 00:00:00+00:00,9.981474900470253,10.061008489468808,9.74287413347459,9.822407722473145,181800
2024-01-18 00:00:00+00:00,9.802524957022735,9.802524957022735,9.52415736412418,9.673282623291016,169000
2024-01-19 00:00:00+00:00,9.7229910891366,9.89200021716205,9.47444836534803,9.812466621398926,231100
2024-01-22 00:00:00+00:00,9.941708047443628,10.23995947848997,9.931766111848546,10.220075607299805,234200
2024-01-23 00:00:00+00:00,10.389085228245886,10.5382114251227,10.031184062348911,10.100775718688965,212900
2024-01-24 00:00:00+00:00,10.24990203586639,10.24990203586639,10.041126116280665,10.1107177734375,142800
2024-01-25 00:00:00+00:00,10.29960984027028,10.607803226195172,10.239960119197864,10.597861289978027,208700
2024-01-26 00:00:00+00:00,10.687337388143238,10.796695848002742,10.617745727152217,10.727104187011719,149000
2024-01-29 00:00:00+00:00,10.737045620884892,10.945821542195148,10.617745229866921,10.846404075622559,184800
2024-01-30 00:00:00+00:00,10.786754720725625,10.965704839276034,10.707221124010943,10.796695709228516,195100
2024-01-31 00:00:00+00:00,10.80663739654236,11.423023230919041,10.76687059910242,10.856346130371094,554000
2024-02-01 00:00:00+00:00,11.045238163088305,11.601974274450681,10.438794266093861,10.935879707336426,326100
2024-02-02 00:00:00+00:00,10.87622830087953,11.283839131519363,10.776811788230807,11.114830017089844,360300
2024-02-05 00:00:00+00:00,10.925937634848587,10.925937634848587,10.23996015165046,10.438794136047363,431200
2024-02-06 00:00:00+00:00,10.389085269161985,10.667452843733725,10.389085269161985,10.50838565826416,172400
2024-02-07 00:00:00+00:00,10.48850273413807,10.627686047366335,10.45867787389133,10.50838565826416,116800
2024-02-08 00:00:00+00:00,10.478561342973562,10.538212014684493,10.190251817287121,10.230018615722656,185400
2024-02-09 00:00:00+00:00,10.200192655809031,10.568035738765886,10.110717131932875,10.458677291870117,163800
2024-02-12 00:00:00+00:00,10.607802582462135,10.995529538364572,10.607802582462135,10.945820808410645,214200
2024-02-13 00:00:00+00:00,10.52826993696614,10.677395192072275,10.239960415143099,10.299610137939453,224900
2024-02-14 00:00:00+00:00,10.428852097310653,10.428852097310653,10.190251318379183,10.349318504333496,123500
2024-02-15 00:00:00+00:00,10.399026551620075,11.015412330627441,10.399026551620075,11.015412330627441,219600
2024-02-16 00:00:00+00:00,10.896112991212327,11.234131245476261,10.846404257094353,11.104888916015625,140800
2024-02-20 00:00:00+00:00,10.995529890846985,11.144655137374095,10.88617049181959,10.975646018981934,124200
2024-02-21 00:00:00+00:00,10.935879502806024,11.045237956512604,10.687336786833159,10.756928443908691,70900
2024-02-22 00:00:00+00:00,10.697278723019727,10.87622883380184,10.49844473986448,10.756928443908691,199100
2024-02-23 00:00:00+00:00,10.707220993627251,10.985588578738913,10.627686449765813,10.866288185119629,99200
