"('date', '')","('open', 'ASX')","('high', 'ASX')","('low', 'ASX')","('close', 'ASX')","('volume', 'ASX')"
2024-01-02 00:00:00+00:00,8.656522297640457,8.665901193479074,8.450191955715292,8.51584243774414,6495800
2024-01-03 00:00:00+00:00,8.253239644054743,8.253239644054743,8.046908406987672,8.065666198730469,7122700
2024-01-04 00:00:00+00:00,8.121938251531315,8.196967633969694,8.05628776550293,8.05628776550293,6012600
2024-01-05 00:00:00+00:00,8.018773047038067,8.121938223935112,7.971879459568213,8.037529945373535,4537900
2024-01-08 00:00:00+00:00,8.037529499038502,8.262618527510137,8.037529499038502,8.253239631652832,5940400
2024-01-09 00:00:00+00:00,8.159452464328664,8.253239634087912,8.093801982149634,8.21572494506836,4918800
2024-01-10 00:00:00+00:00,8.234482333969419,8.271997025228611,8.112559363771847,8.225104331970215,4944100
2024-01-11 00:00:00+00:00,8.178210744291027,8.271997025228611,8.075044672512654,8.225104331970215,6616900
2024-01-12 00:00:00+00:00,8.234482306586454,8.32826948163295,8.20634651184082,8.20634651184082,3549100
2024-01-16 00:00:00+00:00,8.140695569453165,8.225103843377473,8.065666191391722,8.178210258483887,4890900
2024-01-17 00:00:00+00:00,8.084423555682777,8.11255935047586,7.981258378494278,8.093802452087402,5709600
2024-01-18 00:00:00+00:00,8.328269477219445,8.49708603444536,8.318890580835609,8.487707138061523,8272400
2024-01-19 00:00:00+00:00,8.543978732152937,8.72217418585925,8.534600730184804,8.694038391113281,7967000
2024-01-22 00:00:00+00:00,8.8065824508667,8.881611833020173,8.759688863415581,8.8065824508667,4359100
2024-01-23 00:00:00+00:00,8.806581496340128,8.909746662014106,8.787823705624483,8.881610870361328,5563700
2024-01-24 00:00:00+00:00,8.919126047973942,9.022291219322584,8.862853567152394,8.928504943847656,7511700
2024-01-25 00:00:00+00:00,9.06918430370274,9.172349469357247,9.022290721343166,9.031669616699219,7152900
2024-01-26 00:00:00+00:00,8.975398546160598,9.012913239045732,8.83471867144656,8.853475570678711,5485800
2024-01-29 00:00:00+00:00,8.862853510568094,8.909747095216538,8.787824132898876,8.890989303588867,4052300
2024-01-30 00:00:00+00:00,8.92850589053079,8.956641686714413,8.787825120771007,8.79720401763916,4100500
2024-01-31 00:00:00+00:00,8.77844574320884,8.844097123270103,8.628386979218723,8.71279525756836,6740000
2024-02-01 00:00:00+00:00,8.637765902519764,8.675280593634325,8.450192446946962,8.487707138061523,5769800
2024-02-02 00:00:00+00:00,8.422055251267318,8.422055251267318,8.25323959861528,8.309511184692383,6584500
2024-02-05 00:00:00+00:00,8.29075433178098,8.54397825932268,8.29075433178098,8.534600257873535,5669000
2024-02-06 00:00:00+00:00,8.534600229421375,8.590871815611608,8.46894885297179,8.51584243774414,5897500
2024-02-07 00:00:00+00:00,8.619008114422714,8.694038391113281,8.506464041018047,8.694038391113281,5977300
2024-02-08 00:00:00+00:00,8.694038373220444,8.928505415936153,8.656522787741975,8.844097137451172,6756000
2024-02-09 00:00:00+00:00,8.919126012532974,9.02229118347168,8.834717738846427,9.02229118347168,5033400
2024-02-12 00:00:00+00:00,9.031670081660922,9.106699459530567,8.956640703791274,8.984776496887207,5563000
2024-02-13 00:00:00+00:00,8.825339353715766,8.844097146474137,8.68465948571113,8.769067764282227,6859900
2024-02-14 00:00:00+00:00,8.89098932967535,8.966019601985442,8.85347464073067,8.947261810302734,6439300
2024-02-15 00:00:00+00:00,9.022290721343166,9.106698990706258,8.956640242692178,9.031669616699219,6628200
2024-02-16 00:00:00+00:00,9.022290691895265,9.116077856308298,8.956640213458554,9.012911796569824,5044800
2024-02-20 00:00:00+00:00,8.956640708516716,8.975397605783655,8.844096641652868,8.909747123718262,6486000
2024-02-21 00:00:00+00:00,8.834717771498802,8.9753976318825,8.825338875627692,8.966019630432129,7007000
2024-02-22 00:00:00+00:00,9.087941647231652,9.388060052449987,9.087941647231652,9.322408676147461,9068800
2024-02-23 00:00:00+00:00,9.397438514134004,9.416195410481974,9.172349497013508,9.200486183166504,5588700
2024-02-26 00:00:00+00:00,9.228622405754843,9.266137094622923,9.172349925242358,9.247379302978516,5394900
2024-02-27 00:00:00+00:00,9.125456385624506,9.134835281493034,8.984776525279546,9.003534317016602,4486900
2024-02-28 00:00:00+00:00,8.975397110284446,8.975397110284446,8.862853049633747,8.937882423400879,4179400
2024-02-29 00:00:00+00:00,9.05980586543267,9.162971930712809,9.003534279298716,9.134835243225098,6148300
2024-03-01 00:00:00+00:00,9.106699922259754,9.322409170990412,9.050427438787835,9.294273376464844,8731200
2024-03-04 00:00:00+00:00,9.40681700196593,9.48184638008249,9.369302312907651,9.434953689575195,6268300
2024-03-05 00:00:00+00:00,9.378681178158663,9.556875726998554,9.369302282319527,9.453710556030273,6179500
2024-03-06 00:00:00+00:00,9.716313828225802,10.082082733092257,9.716313828225802,9.950780868530273,7316100
2024-03-07 00:00:00+00:00,10.494743840978279,10.954299898299832,10.494743840978279,10.935542106628418,9479000
2024-03-08 00:00:00+00:00,10.804241169012816,10.944921029209246,10.522880554199219,10.522880554199219,10847600
2024-03-11 00:00:00+00:00,10.363442392206943,10.40095707937427,10.128975373805975,10.307169914245605,8259100
2024-03-12 00:00:00+00:00,10.485365827660306,10.672939272057835,10.400957554076234,10.654181480407715,6302300
2024-03-13 00:00:00+00:00,10.551015824540224,10.663559886004837,10.485365345624373,10.532258033752441,6432700
2024-03-14 00:00:00+00:00,10.344685065687004,10.457229132240013,10.222762103316061,10.297791481018066,6836400
2024-03-15 00:00:00+00:00,10.232141534955353,10.279035122079943,10.119597462508805,10.138355255126953,10377200
2024-03-18 00:00:00+00:00,10.438471765953459,10.522880035680362,10.279034121896128,10.344684600830078,5674000
2024-03-19 00:00:00+00:00,10.400957572519653,10.42909336562399,10.1571116471601,10.354063987731934,6786400
2024-03-20 00:00:00+00:00,10.18524695451829,10.54163692971928,10.175868953544583,10.494743347167969,5512200
2024-03-21 00:00:00+00:00,10.710454486006894,10.813619661877924,10.616667311999938,10.644804000854492,7992000
2024-03-22 00:00:00+00:00,10.560394719934115,10.663559886004837,10.494743346597572,10.532258033752441,5249800
2024-03-25 00:00:00+00:00,10.429093360900879,10.522880530433843,10.382199776134396,10.429093360900879,3717800
2024-03-26 00:00:00+00:00,10.447851130842814,10.457229132240013,10.279034583802932,10.297791481018066,5781900
2024-03-27 00:00:00+00:00,10.288413508036683,10.335307092835137,10.119596960530544,10.316549301147461,6713300
2024-03-28 00:00:00+00:00,10.325927705039616,10.391578183977265,10.241519435307957,10.307169914245605,4218800
2024-04-01 00:00:00+00:00,10.100840993657464,10.307171354702682,10.072704303534264,10.147733688354492,6128400
2024-04-02 00:00:00+00:00,10.082082736117085,10.250899291401602,10.082082736117085,10.194626808166504,4448900
2024-04-03 00:00:00+00:00,10.194626333789332,10.41971446741435,10.147732749012269,10.391578674316406,4017000
