"('date', '')","('open', 'APEI')","('high', 'APEI')","('low', 'APEI')","('close', 'APEI')","('volume', 'APEI')"
2024-01-02 00:00:00+00:00,9.649999618530273,10.649999618530273,9.649999618530273,9.960000038146973,189900
2024-01-03 00:00:00+00:00,9.949999809265137,10.529999732971191,9.829999923706055,9.970000267028809,149900
2024-01-04 00:00:00+00:00,9.920000076293945,10.569999694824219,9.859999656677246,9.930000305175781,174600
2024-01-05 00:00:00+00:00,9.899999618530273,10.489999771118164,9.899999618530273,10.369999885559082,145800
2024-01-08 00:00:00+00:00,10.220000267028809,11.010000228881836,10.1899995803833,10.8100004196167,186900
2024-01-09 00:00:00+00:00,10.760000228881836,11.369999885559082,10.3100004196167,11.130000114440918,169200
2024-01-10 00:00:00+00:00,11.270000457763672,11.600000381469727,11.149999618530273,11.279999732971191,168400
2024-01-11 00:00:00+00:00,11.279999732971191,11.279999732971191,10.539999961853027,10.930000305175781,132200
2024-01-12 00:00:00+00:00,10.970000267028809,11.569999694824219,10.890000343322754,11.569999694824219,118600
2024-01-16 00:00:00+00:00,11.710000038146973,11.930000305175781,10.9399995803833,11.0,197000
2024-01-17 00:00:00+00:00,10.850000381469727,11.890000343322754,10.680000305175781,11.460000038146973,181600
2024-01-18 00:00:00+00:00,11.329999923706055,12.119999885559082,11.020000457763672,11.180000305175781,247400
2024-01-19 00:00:00+00:00,11.25,12.09000015258789,11.25,12.079999923706055,171600
2024-01-22 00:00:00+00:00,12.380000114440918,13.1899995803833,12.15999984741211,12.329999923706055,340800
2024-01-23 00:00:00+00:00,12.0,12.640000343322754,11.90999984741211,12.470000267028809,194200
2024-01-24 00:00:00+00:00,12.609999656677246,12.619999885559082,11.420000076293945,11.65999984741211,177700
2024-01-25 00:00:00+00:00,11.65999984741211,12.100000381469727,11.600000381469727,12.069999694824219,123400
2024-01-26 00:00:00+00:00,12.0,12.15999984741211,11.65999984741211,11.859999656677246,99900
2024-01-29 00:00:00+00:00,11.859999656677246,11.960000038146973,10.170000076293945,10.630000114440918,333700
2024-01-30 00:00:00+00:00,10.600000381469727,10.930000305175781,10.399999618530273,10.489999771118164,146300
2024-01-31 00:00:00+00:00,10.399999618530273,11.0,10.149999618530273,10.579999923706055,183800
2024-02-01 00:00:00+00:00,10.609999656677246,10.880000114440918,10.359999656677246,10.770000457763672,91500
2024-02-02 00:00:00+00:00,10.800000190734863,11.420000076293945,10.770000457763672,11.119999885559082,175400
2024-02-05 00:00:00+00:00,11.380000114440918,11.380000114440918,10.609999656677246,11.149999618530273,222100
2024-02-06 00:00:00+00:00,11.15999984741211,11.489999771118164,10.920000076293945,11.149999618530273,188800
2024-02-07 00:00:00+00:00,11.050000190734863,11.079999923706055,10.59000015258789,10.9399995803833,152700
2024-02-08 00:00:00+00:00,10.880000114440918,11.199999809265137,10.869999885559082,11.130000114440918,86200
2024-02-09 00:00:00+00:00,11.079999923706055,11.5,11.050000190734863,11.4399995803833,112900
2024-02-12 00:00:00+00:00,11.359999656677246,11.600000381469727,11.109999656677246,11.470000267028809,109700
2024-02-13 00:00:00+00:00,10.960000038146973,11.069999694824219,10.75,10.970000267028809,117000
2024-02-14 00:00:00+00:00,11.09000015258789,11.4399995803833,10.899999618530273,11.319999694824219,107000
2024-02-15 00:00:00+00:00,11.470000267028809,11.470000267028809,10.729999542236328,11.15999984741211,119700
2024-02-16 00:00:00+00:00,11.109999656677246,11.5,10.859999656677246,11.34000015258789,115000
2024-02-20 00:00:00+00:00,11.25,12.0600004196167,10.979999542236328,11.5,344100
2024-02-21 00:00:00+00:00,11.420000076293945,11.829999923706055,11.210000038146973,11.449999809265137,106800
2024-02-22 00:00:00+00:00,11.710000038146973,11.8100004196167,10.420000076293945,10.670000076293945,161000
2024-02-23 00:00:00+00:00,10.619999885559082,10.949999809265137,10.600000381469727,10.930000305175781,74300
2024-02-26 00:00:00+00:00,10.789999961853027,11.0,10.420000076293945,10.6899995803833,149000
2024-02-27 00:00:00+00:00,10.859999656677246,11.460000038146973,10.75,10.989999771118164,132900
2024-02-28 00:00:00+00:00,11.0600004196167,11.100000381469727,10.739999771118164,10.779999732971191,92500
2024-02-29 00:00:00+00:00,10.8100004196167,10.869999885559082,10.300000190734863,10.449999809265137,80000
2024-03-01 00:00:00+00:00,10.5600004196167,10.979999542236328,10.359999656677246,10.75,144600
2024-03-04 00:00:00+00:00,10.800000190734863,11.609999656677246,10.6899995803833,11.520000457763672,169700
2024-03-05 00:00:00+00:00,11.319999694824219,11.470000267028809,10.949999809265137,11.369999885559082,106900
2024-03-06 00:00:00+00:00,11.649999618530273,16.389999389648438,11.520000457763672,15.569999694824219,987100
2024-03-07 00:00:00+00:00,15.510000228881836,15.510000228881836,13.460000038146973,13.630000114440918,547600
2024-03-08 00:00:00+00:00,13.569999694824219,13.569999694824219,12.170000076293945,12.289999961853027,239300
2024-03-11 00:00:00+00:00,12.09000015258789,12.09000015258789,11.430000305175781,11.970000267028809,323200
2024-03-12 00:00:00+00:00,11.760000228881836,12.270000457763672,11.4399995803833,12.270000457763672,118400
2024-03-13 00:00:00+00:00,12.109999656677246,13.170000076293945,12.109999656677246,12.800000190734863,121100
2024-03-14 00:00:00+00:00,12.710000038146973,12.829999923706055,12.329999923706055,12.5600004196167,101800
2024-03-15 00:00:00+00:00,12.4399995803833,12.739999771118164,12.329999923706055,12.359999656677246,118100
2024-03-18 00:00:00+00:00,12.449999809265137,12.800000190734863,11.930000305175781,12.359999656677246,118600
2024-03-19 00:00:00+00:00,12.670000076293945,13.1899995803833,12.5600004196167,12.760000228881836,107500
2024-03-20 00:00:00+00:00,12.569999694824219,14.1899995803833,12.569999694824219,13.9399995803833,229400
2024-03-21 00:00:00+00:00,13.869999885559082,14.140000343322754,13.630000114440918,13.9399995803833,124800
2024-03-22 00:00:00+00:00,14.239999771118164,14.239999771118164,13.40999984741211,13.569999694824219,104800
2024-03-25 00:00:00+00:00,13.569999694824219,14.6899995803833,13.569999694824219,14.65999984741211,311700
2024-03-26 00:00:00+00:00,15.220000267028809,15.5,14.420000076293945,14.5,147800
2024-03-27 00:00:00+00:00,14.300000190734863,14.760000228881836,14.109999656677246,14.699999809265137,167900
2024-03-28 00:00:00+00:00,14.649999618530273,14.90999984741211,14.09000015258789,14.199999809265137,88300
2024-04-01 00:00:00+00:00,14.979999542236328,14.979999542236328,14.029999732971191,14.1899995803833,136100
2024-04-02 00:00:00+00:00,13.90999984741211,14.260000228881836,13.729999542236328,14.1899995803833,59000
2024-04-03 00:00:00+00:00,14.270000457763672,14.6899995803833,14.010000228881836,14.210000038146973,86500
2024-04-04 00:00:00+00:00,14.25,14.609999656677246,13.59000015258789,13.800000190734863,112300
2024-04-05 00:00:00+00:00,13.710000038146973,13.869999885559082,13.109999656677246,13.289999961853027,113700
2024-04-08 00:00:00+00:00,13.350000381469727,13.449999809265137,12.6899995803833,13.140000343322754,128100
2024-04-09 00:00:00+00:00,13.350000381469727,13.430000305175781,12.90999984741211,13.430000305175781,112500
2024-04-10 00:00:00+00:00,13.050000190734863,13.529999732971191,13.020000457763672,13.220000267028809,110200
2024-04-11 00:00:00+00:00,13.1899995803833,13.359999656677246,12.890000343322754,12.899999618530273,94900
2024-04-12 00:00:00+00:00,12.930000305175781,12.930000305175781,12.329999923706055,12.6899995803833,83200
2024-04-15 00:00:00+00:00,12.59000015258789,12.84000015258789,12.430000305175781,12.609999656677246,107600
2024-04-16 00:00:00+00:00,12.579999923706055,12.75,12.239999771118164,12.569999694824219,82600
2024-04-17 00:00:00+00:00,12.640000343322754,12.869999885559082,12.489999771118164,12.520000457763672,63800
2024-04-18 00:00:00+00:00,12.5,12.770000457763672,12.329999923706055,12.470000267028809,72300
2024-04-19 00:00:00+00:00,12.5,12.979999542236328,12.5,12.609999656677246,154700
2024-04-22 00:00:00+00:00,12.760000228881836,13.329999923706055,12.520000457763672,13.010000228881836,150900
2024-04-23 00:00:00+00:00,13.0600004196167,13.529999732971191,13.020000457763672,13.029999732971191,95100
