"('date', '')","('open', 'CWCO')","('high', 'CWCO')","('low', 'CWCO')","('close', 'CWCO')","('volume', 'CWCO')"
1995-01-25 00:00:00+00:00,0.9232479333877563,0.9400342594493519,0.9232479333877563,0.9232479333877563,8000
1995-01-26 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-01-27 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-01-30 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-01-31 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-02-01 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,200
1995-02-02 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-03 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-06 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-07 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-08 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-09 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-10 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-13 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-14 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-15 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-16 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-17 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-21 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-22 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-23 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-24 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-27 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-02-28 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-03-01 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-03-02 00:00:00+00:00,0.940034568309784,0.940034568309784,0.940034568309784,0.9400345683097839,0
1995-03-03 00:00:00+00:00,0.9400342594493519,0.9400342594493519,0.9232479333877563,0.9232479333877563,20000
1995-03-06 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-03-07 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-03-08 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-03-09 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
1995-03-10 00:00:00+00:00,0.9232479333877563,0.9232479333877563,0.9232479333877563,0.9232479333877563,0
