"('date', '')","('open', 'APD')","('high', 'APD')","('low', 'APD')","('close', 'APD')","('volume', 'APD')"
2024-01-02 00:00:00+00:00,261.98468274409214,264.42820114316515,261.98468274409214,263.0813903808594,1109200
2024-01-03 00:00:00+00:00,261.6672337683116,262.6869640218351,259.5411957142605,260.5705261230469,1117600
2024-01-04 00:00:00+00:00,260.5609471828235,262.9082587314089,259.86829739212163,259.9837341308594,956800
2024-01-05 00:00:00+00:00,260.65710874379664,262.6292211889034,258.2232200660838,259.8874816894531,777400
2024-01-08 00:00:00+00:00,258.36756126295194,262.57154886531936,256.7609883589298,262.475341796875,912200
2024-01-09 00:00:00+00:00,260.714818479639,260.714818479639,256.46271355006127,257.9057312011719,831600
2024-01-10 00:00:00+00:00,257.15540511348973,257.15540511348973,253.82685207601946,256.8186950683594,922000
2024-01-11 00:00:00+00:00,257.2323777596862,257.88653881009174,253.01876091207785,254.53872680664062,1046200
2024-01-12 00:00:00+00:00,255.85666015172092,257.49209201923037,253.4035417087282,254.09619140625,1201600
2024-01-16 00:00:00+00:00,252.5569714996369,253.96150058973856,250.1230826771478,250.55599975585938,1435200
2024-01-17 00:00:00+00:00,248.2567959887437,250.34437479180698,247.23706569291346,250.25779724121094,1201300
2024-01-18 00:00:00+00:00,249.39191899402508,250.56557451426764,247.23702204863633,250.15191650390625,1157300
2024-01-19 00:00:00+00:00,250.27703899054288,251.08512552671624,247.467951105323,250.7388153076172,2509600
2024-01-22 00:00:00+00:00,248.66083454477996,252.82633295418776,247.96818483569754,251.0177459716797,1501100
2024-01-23 00:00:00+00:00,252.38381495338174,253.9711286357005,250.53673928202795,253.239990234375,1539800
2024-01-24 00:00:00+00:00,253.23041066657422,254.43292557795206,247.34287299951785,247.3909912109375,1768600
2024-01-25 00:00:00+00:00,249.2765322236219,253.71142258719854,248.54539374569237,253.6344451904297,1936400
2024-01-26 00:00:00+00:00,256.05872210620487,256.05872210620487,251.34484027708325,251.95091247558594,873200
2024-01-29 00:00:00+00:00,251.9508978579108,252.26837820931337,249.8922077634589,251.2101593017578,1192400
2024-01-30 00:00:00+00:00,250.0557370212541,252.30684126234152,249.3053689408916,249.43043518066406,2053700
2024-01-31 00:00:00+00:00,251.19090681122105,251.3256025658109,245.71707156810908,245.99606323242188,1941500
2024-02-01 00:00:00+00:00,248.02590732513022,250.31550027264527,246.41933458487702,249.69979858398438,1517100
2024-02-02 00:00:00+00:00,247.34285030239758,250.12307861435048,245.79402533064058,248.36260986328125,1934600
2024-02-05 00:00:00+00:00,218.37668561779023,219.37717146312255,208.7854264892331,209.73782348632812,7998200
2024-02-06 00:00:00+00:00,210.40162447825648,211.62336899539548,204.1774064478799,209.76669311523438,4983100
2024-02-07 00:00:00+00:00,210.04568248488627,211.27705658805866,204.97589015351915,207.19813537597656,3469400
2024-02-08 00:00:00+00:00,205.89941072706634,212.37374685938056,205.67815209491138,211.55604553222656,3243700
2024-02-09 00:00:00+00:00,211.1519978787291,211.58490029926153,208.2755770042049,211.4886932373047,2381700
2024-02-12 00:00:00+00:00,212.00817831916194,214.89421389800538,210.79603398140065,214.13421630859375,1946400
2024-02-13 00:00:00+00:00,212.33525648540407,214.16307312684796,208.1216398894647,209.34339904785156,2769700
2024-02-14 00:00:00+00:00,209.65122340617415,211.046152252018,208.08315416237676,208.76617431640625,2117100
2024-02-15 00:00:00+00:00,212.73931122563855,219.78124538779363,211.89273605533268,218.32859802246094,2429400
2024-02-16 00:00:00+00:00,218.2516362853409,219.18478900792937,217.32811307645414,218.23240661621094,1694100
2024-02-20 00:00:00+00:00,217.84759402394803,219.55997404894762,216.70279750269998,219.42529296875,1927100
2024-02-21 00:00:00+00:00,220.3007261069512,221.13767176645297,218.32859876710967,219.43492126464844,1582300
2024-02-22 00:00:00+00:00,219.0212572678837,223.04247482216135,218.4729180936088,222.7057647705078,2181200
2024-02-23 00:00:00+00:00,222.4171362525316,224.43736700435701,220.92601495276864,223.9467315673828,1795400
2024-02-26 00:00:00+00:00,221.34931352378754,223.11941188860422,219.82933296732435,220.6470489501953,1657100
2024-02-27 00:00:00+00:00,221.2627407071879,225.02421082220295,220.87794181239536,222.92701721191406,2338100
2024-02-28 00:00:00+00:00,222.22473653131706,225.64949635603838,221.02222172324716,223.5811767578125,1793600
2024-02-29 00:00:00+00:00,225.00495031042288,228.6221095706983,224.57204791509474,225.1492462158203,1726300
2024-03-01 00:00:00+00:00,224.83178942504546,227.506181116429,223.5811711203591,227.0347900390625,1292400
2024-03-04 00:00:00+00:00,226.45757600105063,230.4114451587208,226.45757600105063,229.35324096679688,1861700
2024-03-05 00:00:00+00:00,228.97808453310927,231.22918893461724,228.6990928520637,230.47882080078125,2566600
2024-03-06 00:00:00+00:00,232.8742259704989,234.62507998250265,231.55625969535527,233.86509704589844,2325400
2024-03-07 00:00:00+00:00,236.65493222606855,238.5789560653049,235.00027054999435,235.85646057128906,1993000
2024-03-08 00:00:00+00:00,236.21240147736674,236.64531858669122,232.2489170458436,232.43170166015625,1726700
2024-03-11 00:00:00+00:00,234.00940193474105,239.86805106450282,233.21093027147344,238.521240234375,1452000
2024-03-12 00:00:00+00:00,238.12681108342397,238.7713573129294,234.6635622750426,235.56785583496094,1632600
2024-03-13 00:00:00+00:00,236.14508089562872,239.64680390069657,235.6544600724153,237.89593505859375,1144500
2024-03-14 00:00:00+00:00,237.28022359217462,238.00173249993003,235.41393288125514,235.8275909423828,1416100
2024-03-15 00:00:00+00:00,234.11523105768737,237.2417699261505,233.7689061650921,235.3369903564453,2369600
2024-03-18 00:00:00+00:00,235.27923828531914,239.41587737542915,235.27923828531914,236.27972412109375,1172400
2024-03-19 00:00:00+00:00,236.55869268530455,236.89540268259879,231.90255915658616,232.63369750976562,1156600
2024-03-20 00:00:00+00:00,230.69044237682482,231.38309207658318,228.61249327754967,229.8727264404297,2848600
2024-03-21 00:00:00+00:00,230.09398556455972,230.469184275303,226.46721148539902,226.54417419433594,2328600
2024-03-22 00:00:00+00:00,226.07278772866187,228.468202551212,226.03431371297472,227.71783447265625,1153800
2024-03-25 00:00:00+00:00,227.00594236787188,229.73805255844303,226.2651891170644,228.53553771972656,944200
2024-03-26 00:00:00+00:00,230.05552130505527,230.05552130505527,227.23683353150318,228.7952880859375,1097100
2024-03-27 00:00:00+00:00,229.8054056833515,233.87471188033868,229.51679917964154,233.86509704589844,926600
2024-03-28 00:00:00+00:00,234.25269621561756,235.91949359519472,233.33208499460397,234.7760009765625,1439900
2024-04-01 00:00:00+00:00,235.41557820214675,237.0823756091702,234.05888951587073,235.8904266357422,851300
2024-04-02 00:00:00+00:00,235.5609574896989,236.18116017146122,229.94036236865384,232.42117309570312,1227300
2024-04-03 00:00:00+00:00,232.6925184210162,233.83602593240832,231.51025470997632,232.18861389160156,1009000
2024-04-04 00:00:00+00:00,233.6615752643132,233.97168399435333,229.2717002139198,229.77561950683594,829600
2024-04-05 00:00:00+00:00,229.55273303249544,232.3727084517188,229.31046613754785,231.2970428466797,1588700
2024-04-08 00:00:00+00:00,232.1110628278535,233.37085359539086,229.96941704436023,230.27952575683594,1013600
2024-04-09 00:00:00+00:00,231.48119338429922,232.2952214783705,229.68842703757892,232.24676513671875,890800
2024-04-10 00:00:00+00:00,228.31232335548034,229.50427231556813,227.42076818670847,228.61273193359375,1407400
2024-04-11 00:00:00+00:00,229.18449713489997,230.86098001380722,227.68243933373856,228.94223022460938,1737600
2024-04-12 00:00:00+00:00,227.07193204073852,228.08944121330657,223.54451170512186,224.36822509765625,1520100
2024-04-15 00:00:00+00:00,225.91872307338588,227.01375935185152,222.55605748583784,224.00965881347656,1307400
2024-04-16 00:00:00+00:00,223.46699167874294,223.97089617794356,220.49194708630304,220.71482849121094,2590000
2024-04-17 00:00:00+00:00,222.081217082439,223.03089917715639,220.71482823628165,221.92616271972656,1452500
2024-04-18 00:00:00+00:00,223.7770859369028,226.30635293633654,221.41255865322708,225.8121337890625,1302000
2024-04-19 00:00:00+00:00,225.86058203136668,228.42860513614534,223.75769242566048,224.4748077392578,1797200
2024-04-22 00:00:00+00:00,224.7558301574168,227.32386804137795,222.10059452943554,227.1106719970703,1591200
2024-04-23 00:00:00+00:00,226.2482076436054,227.9150050535263,224.9108896599532,226.4807891845703,1175200
2024-04-24 00:00:00+00:00,225.24037427584645,227.80841227772694,224.58141540812645,227.4207763671875,1297300
2024-04-25 00:00:00+00:00,227.2269793961329,228.68058087730253,226.2482263887263,227.8084259033203,1037600
2024-04-26 00:00:00+00:00,227.61460291495314,231.02571022488215,227.20759629684107,228.77748107910156,1251400
2024-04-29 00:00:00+00:00,229.66902825887806,232.1304535323388,229.28140712168377,230.75437927246094,1623400
2024-04-30 00:00:00+00:00,225.38576034878503,229.81439190930493,221.7323710944329,229.02944946289062,3555900
2024-05-01 00:00:00+00:00,226.74243830160378,233.41931363296604,226.2966754756066,230.1438751220703,1845100
2024-05-02 00:00:00+00:00,231.28736088834404,236.57847645783875,227.86655346442674,236.15208435058594,1811400
2024-05-03 00:00:00+00:00,236.67537814924844,239.73763534437649,236.53002392252964,238.2646484375,1559500
