"('date', '')","('open', 'APD')","('high', 'APD')","('low', 'APD')","('close', 'APD')","('volume', 'APD')"
2024-05-06 00:00:00+00:00,239.7764075923346,240.0865163458233,237.31498220541468,239.941162109375,936900
2024-05-07 00:00:00+00:00,240.9295778370844,241.2590720533848,238.9042301367448,240.95864868164062,1099800
2024-05-08 00:00:00+00:00,240.91021200409557,241.2881477777679,238.1483634210146,238.65228271484375,891300
2024-05-09 00:00:00+00:00,239.7085775822946,243.04217270711044,239.06898937622663,242.85804748535156,840300
2024-05-10 00:00:00+00:00,244.06938780082493,245.09659718131167,242.1506379243158,242.79991149902344,1555100
2024-05-13 00:00:00+00:00,243.7980208938142,245.88151025338843,242.31534869551672,242.5188446044922,2289400
2024-05-14 00:00:00+00:00,243.98215826131846,244.38916488635783,240.68731948888814,240.87144470214844,1613400
2024-05-15 00:00:00+00:00,242.3831826399638,243.98215304715924,240.91021053895702,243.81741333007812,1068100
2024-05-16 00:00:00+00:00,244.71862255613144,250.14540664745826,244.34068681030382,249.08912658691406,2746000
2024-05-17 00:00:00+00:00,250.01943668758713,254.84540390270246,247.94563264916977,254.57406616210938,2877900
2024-05-20 00:00:00+00:00,253.4790058193429,258.1886599108522,253.06231387105106,257.9754638671875,2246000
2024-05-21 00:00:00+00:00,257.87858006583247,258.9833313903832,255.56252374336248,256.47344970703125,1900200
2024-05-22 00:00:00+00:00,255.0876856290338,256.51221624336597,253.18829176085933,256.4637451171875,1060000
2024-05-23 00:00:00+00:00,256.3183779988452,256.9967371424582,253.32396268939152,254.86477661132812,1466500
2024-05-24 00:00:00+00:00,256.43465741470817,258.198367501966,255.3008649111821,256.4249572753906,1070600
2024-05-28 00:00:00+00:00,256.0277049482873,257.13242677726544,254.8745119888663,256.44439697265625,1207700
2024-05-29 00:00:00+00:00,254.3899392474394,255.99859497501168,251.53117806421477,252.21920776367188,1109100
2024-05-30 00:00:00+00:00,252.7909735725717,253.41119106534344,250.32956302882798,252.44212341308594,1185600
2024-05-31 00:00:00+00:00,253.41118441152568,258.67321452745546,252.48088777039266,258.4503479003906,2569000
2024-06-03 00:00:00+00:00,258.02396218772185,263.1503087679038,257.50065737563756,262.5301208496094,2101800
2024-06-04 00:00:00+00:00,261.4544310356235,262.8014492175416,259.11900410521883,261.93896484375,1453800
2024-06-05 00:00:00+00:00,262.5882350049746,263.56700269327393,260.63072920197055,261.968017578125,804100
2024-06-06 00:00:00+00:00,261.42533363629735,261.745142478391,258.9154523139701,261.37689208984375,1341300
2024-06-07 00:00:00+00:00,261.95834943844716,272.5018092037668,260.1364976971992,270.8834533691406,2225300
2024-06-10 00:00:00+00:00,272.25953596017155,274.0619873810882,269.81746684332415,273.57745361328125,1942000
2024-06-11 00:00:00+00:00,272.3467670444804,274.401185628174,271.3582991637097,272.1238708496094,1700700
2024-06-12 00:00:00+00:00,273.8875638580354,274.8275605557953,272.0269411668426,274.2945556640625,1400200
2024-06-13 00:00:00+00:00,274.15889354264664,277.7444255951648,273.7228013325326,276.4846496582031,2049400
2024-06-14 00:00:00+00:00,274.7597342101244,275.76757279020154,266.35790514350487,266.6292724609375,1503300
2024-06-17 00:00:00+00:00,264.9721265282385,266.6292532906343,262.7432830479457,264.6620178222656,1217500
2024-06-18 00:00:00+00:00,264.26474566439913,267.6855531005877,263.1599944079367,266.202880859375,1160600
2024-06-20 00:00:00+00:00,265.44701686087046,266.8521471730072,263.58639400842833,263.65423583984375,1146600
2024-06-21 00:00:00+00:00,260.49507835176894,266.7649473679156,260.0493155035862,264.46826171875,2500400
2024-06-24 00:00:00+00:00,265.4566900092274,265.4566900092274,262.1037242746123,262.5204162597656,2891100
2024-06-25 00:00:00+00:00,261.783889960934,261.92924416084094,257.1808196644705,258.8282165527344,3646000
2024-06-26 00:00:00+00:00,257.6944678402351,257.7913509408453,250.93036538154735,255.5431365966797,6456100
2024-06-27 00:00:00+00:00,256.7834937186162,256.8028644203818,253.28514497975456,254.9325714111328,2748000
2024-06-28 00:00:00+00:00,253.47900781929914,254.33179200068645,249.42831253130439,250.06787109375,2606700
2024-07-01 00:00:00+00:00,250.31183026644663,251.64861733568264,240.71035088831115,241.34458923339844,1974700
2024-07-02 00:00:00+00:00,242.54480260839145,245.77456758738276,240.03709089423558,244.9158935546875,2832500
2024-07-03 00:00:00+00:00,245.26715453345835,248.2627314609722,245.14030090676576,246.86740112304688,763700
2024-07-05 00:00:00+00:00,246.53564265282355,248.12612208625796,245.8623655497661,246.54539489746094,1381400
2024-07-08 00:00:00+00:00,247.90169354392106,249.189704463817,247.63823405777458,248.72132873535156,1182000
2024-07-09 00:00:00+00:00,248.10661423446328,249.69709364634238,247.71630112041098,248.52618408203125,1740800
2024-07-10 00:00:00+00:00,250.47772035212654,251.47298529478144,247.95048946170226,249.46292114257812,2172300
2024-07-11 00:00:00+00:00,249.93131553450988,256.17617694812634,249.54100239058133,251.7462158203125,1410500
2024-07-12 00:00:00+00:00,254.56614944894778,257.3373054594994,252.09744700755155,254.9759521484375,1054700
2024-07-15 00:00:00+00:00,253.85386123181055,255.13210513468647,252.5853546852278,253.54161071777344,998500
2024-07-16 00:00:00+00:00,254.0099719042587,262.7527773503734,252.94639656861992,261.0451965332031,1210800
2024-07-17 00:00:00+00:00,261.2891423342503,265.3288050486901,261.2305990871871,263.9139404296875,725300
2024-07-18 00:00:00+00:00,261.2305742162027,266.15815230124275,260.03037820998105,260.1279602050781,696900
2024-07-19 00:00:00+00:00,260.684183122235,260.684183122235,255.56144041138128,256.5372009277344,762600
2024-07-22 00:00:00+00:00,256.49815078654217,256.62500441249426,242.0178689398023,242.5252685546875,3865900
2024-07-23 00:00:00+00:00,243.35466760886447,249.79469299316406,242.40817871383115,249.79469299316406,3224100
2024-07-24 00:00:00+00:00,250.19472778745507,253.95141128377637,250.0190980621025,253.8928680419922,2826900
2024-07-25 00:00:00+00:00,251.35592821079328,254.42956804367043,251.1217254255931,252.3707275390625,1760200
2024-07-26 00:00:00+00:00,253.6489443543115,257.08361046521577,252.41947664160233,254.6539764404297,1042900
2024-07-29 00:00:00+00:00,255.18087351115807,259.9133178596658,254.67348877462055,259.298583984375,1539600
2024-07-30 00:00:00+00:00,258.2447651607637,260.85002889565294,257.56172093227025,257.8251953125,964600
2024-07-31 00:00:00+00:00,259.4547037966502,261.5525828578815,257.05434137103816,257.45440673828125,1813000
2024-08-01 00:00:00+00:00,281.61421301593293,288.825097132991,275.1644506469712,280.5018615722656,3842800
2024-08-02 00:00:00+00:00,275.94507039772003,279.03824442967317,270.6662320502787,274.9107666015625,1832100
2024-08-05 00:00:00+00:00,268.93910831562573,274.24724789818606,268.73420694532206,271.72003173828125,1111500
2024-08-06 00:00:00+00:00,272.0029948132941,275.30106992593863,271.05650597787746,271.8078308105469,838500
2024-08-07 00:00:00+00:00,273.84717921476204,276.4427057261158,270.6564530899377,270.7149963378906,1167900
2024-08-08 00:00:00+00:00,270.2856250190591,273.3104881499314,270.1978101582787,272.4420471191406,940800
2024-08-09 00:00:00+00:00,272.2273975344118,273.330011603794,270.0612081513177,271.48583984375,1228700
2024-08-12 00:00:00+00:00,270.9101315843427,271.0272180678163,266.3825890377354,267.2900390625,1375600
2024-08-13 00:00:00+00:00,268.1096747762081,270.617386154522,267.04609951200933,269.8465270996094,695300
2024-08-14 00:00:00+00:00,269.5245802739067,270.52961244915025,266.67534636605706,269.78802490234375,706600
2024-08-15 00:00:00+00:00,270.7832871064914,271.26140018942556,265.2019362424153,267.24127197265625,846400
2024-08-16 00:00:00+00:00,267.70960737778506,269.4074507121098,266.694838008174,269.3489074707031,764900
2024-08-19 00:00:00+00:00,268.65611741662656,270.65644424917065,267.085157351458,267.5242614746094,548000
2024-08-20 00:00:00+00:00,266.6460620533789,268.7244366901488,265.5239434299993,266.7924499511719,564400
2024-08-21 00:00:00+00:00,266.43139259089077,269.84655434059636,265.2800023476734,268.8415222167969,598600
2024-08-22 00:00:00+00:00,269.0268957242675,269.3489133368613,266.7143483048081,267.7779235839844,545800
2024-08-23 00:00:00+00:00,268.90983419208027,269.7099649534363,267.3876501854186,269.17327880859375,514200
2024-08-26 00:00:00+00:00,269.06594225920276,272.8616646772769,269.06594225920276,272.00299072265625,1058500
2024-08-27 00:00:00+00:00,272.09080116846786,273.0275228410868,268.2463027018263,271.173583984375,1595300
2024-08-28 00:00:00+00:00,271.4077694609065,272.94948768299713,268.7244281616244,270.08074951171875,670200
2024-08-29 00:00:00+00:00,270.8418483709195,272.6665157363386,268.9586377578926,270.38323974609375,506700
2024-08-30 00:00:00+00:00,271.1540681614584,272.50059248175546,267.72913967512994,272.0907897949219,919000
2024-09-03 00:00:00+00:00,269.82704673143076,271.7395289513604,267.2217531245197,268.51953125,1600000
2024-09-04 00:00:00+00:00,269.1537384424188,272.2371448027735,267.738903764451,268.0121154785156,718500
2024-09-05 00:00:00+00:00,267.9828555486259,268.73418035061803,264.3042197141801,266.91925048828125,1008700
2024-09-06 00:00:00+00:00,266.2166917271946,268.34387198958467,260.8695438955032,262.1965637207031,1066100
2024-09-09 00:00:00+00:00,262.66496351360934,267.3095928834703,261.95264764990947,267.1827392578125,1244900
2024-09-10 00:00:00+00:00,267.70962661533315,269.2903835804374,265.36780745725287,268.5585632324219,771400
2024-09-11 00:00:00+00:00,270.29544007007314,271.7395466293789,263.5822027070714,270.97845458984375,914400
2024-09-12 00:00:00+00:00,270.6271884578215,273.6227804261453,267.12421173484785,273.2324523925781,1400400
2024-09-13 00:00:00+00:00,274.1301500734263,279.5456087954697,272.95922559295104,277.2428283691406,1044800
2024-09-16 00:00:00+00:00,280.0432526222066,282.94126238575234,279.37974265466283,281.867919921875,1311500
2024-09-17 00:00:00+00:00,282.589975661295,284.7952038542628,282.1118625595032,284.0731506347656,1056300
2024-09-18 00:00:00+00:00,284.7268900839868,284.90254959780617,279.7602729199905,280.3359680175781,1016900
2024-09-19 00:00:00+00:00,283.19495675157754,284.47320051654816,280.5506245795391,280.74578857421875,958300
2024-09-20 00:00:00+00:00,279.8383543737176,281.9362334349803,278.80405065462355,280.99951171875,4148400
2024-09-23 00:00:00+00:00,282.1313885133938,285.9856243928617,281.22390867110636,284.9708251953125,1539100
2024-09-24 00:00:00+00:00,286.375945778462,290.3180266210868,286.375945778462,288.425048828125,1294600
2024-09-25 00:00:00+00:00,289.9277363461966,289.9277363461966,286.38572079305663,288.5519104003906,1349400
2024-09-26 00:00:00+00:00,288.8641486538467,293.1672560604332,288.84461438589625,292.20123291015625,1798700
2024-09-27 00:00:00+00:00,293.713705463234,294.70897054751015,291.26453684726454,293.0794372558594,1057100
2024-09-30 00:00:00+00:00,292.7281469370084,294.28936967624185,289.40080009348276,290.5229187011719,1031000
2024-10-01 00:00:00+00:00,290.2775218090955,290.2775218090955,285.76217497248206,286.06646728515625,1267400
2024-10-02 00:00:00+00:00,285.64440718026,286.9499165479319,283.30820414301905,284.6628112792969,1347000
2024-10-03 00:00:00+00:00,283.94621824838777,284.8002317933572,279.7253681128765,280.3241271972656,982200
2024-10-04 00:00:00+00:00,280.7855017615479,281.8652632679177,278.743795422537,280.2456359863281,919000
2024-10-07 00:00:00+00:00,300.36833249627716,307.23950350109396,295.7548199821003,306.9352111816406,4243100
2024-10-08 00:00:00+00:00,303.56833982709156,306.67998187239084,300.1719966438894,304.6480712890625,1556600
2024-10-09 00:00:00+00:00,305.8064099446336,312.46162927203113,304.5008705588263,308.1916809082031,2375200
2024-10-10 00:00:00+00:00,308.2014440598476,317.9094104405245,307.41614948708065,308.81982421875,2574100
2024-10-11 00:00:00+00:00,309.93886704962216,312.1278364197275,309.68364256132554,310.8321228027344,775700
2024-10-14 00:00:00+00:00,311.0481140587216,314.7094475995034,310.19413041736954,314.4444274902344,1058000
2024-10-15 00:00:00+00:00,315.50456383730375,318.5474871285984,314.1990245295541,317.28125,2092400
2024-10-16 00:00:00+00:00,317.9192401739825,322.6701600671194,317.1241500032753,320.6873474121094,1886500
2024-10-17 00:00:00+00:00,320.68738808041553,322.97449331519834,318.53769069265036,322.7192687988281,1182000
2024-10-18 00:00:00+00:00,323.8775510636621,326.05669497067464,322.00269946275216,325.98797607421875,1074100
2024-10-21 00:00:00+00:00,324.3389125725578,326.31189985272295,322.92541215803254,325.4579162597656,857800
2024-10-22 00:00:00+00:00,324.0149493001219,324.50574719296145,320.90330743483753,324.289794921875,1246900
2024-10-23 00:00:00+00:00,323.661604296565,324.289810051627,319.06771303875456,320.60882568359375,1045100
2024-10-24 00:00:00+00:00,319.41128189322245,319.8039142399403,314.49350708101343,316.1720275878906,1588200
2024-10-25 00:00:00+00:00,316.8100426317204,316.8100426317204,312.03950144994485,312.1670837402344,1294800
2024-10-28 00:00:00+00:00,314.07137427932355,314.07137427932355,309.6738444001468,312.4026794433594,1185600
2024-10-29 00:00:00+00:00,310.94990385753766,311.273817277942,308.7903812017579,309.49713134765625,1579400
2024-10-30 00:00:00+00:00,309.76218855967784,309.76218855967784,306.1793699414216,307.0137023925781,1042900
2024-10-31 00:00:00+00:00,303.06770208719087,308.52537231777677,301.4775216902403,304.81494140625,2280900
2024-11-01 00:00:00+00:00,304.13763621534775,306.84685018375046,303.2247593193603,303.51922607421875,794500
2024-11-04 00:00:00+00:00,304.90326199673024,305.5707399061976,299.5437576786018,300.4566345214844,1608000
2024-11-05 00:00:00+00:00,299.91679499829485,302.77324242699495,297.6394855082352,300.73150634765625,1502800
2024-11-06 00:00:00+00:00,305.80637345102843,305.80637345102843,296.2652607794141,301.08489990234375,1871400
2024-11-07 00:00:00+00:00,304.05915464497076,312.7659054585367,296.93275884675126,307.0628356933594,2141700
2024-11-08 00:00:00+00:00,305.22721100994943,308.8296506438008,302.8026683047238,307.2296447753906,2585100
2024-11-11 00:00:00+00:00,307.0235433808462,309.24195954884135,304.4321459593711,308.13275146484375,1940800
2024-11-12 00:00:00+00:00,308.4468519312694,309.8407011599255,303.7155530945532,305.3940734863281,1021000
2024-11-13 00:00:00+00:00,304.78550237106424,307.27876414365943,303.1756708460403,307.13153076171875,955200
2024-11-14 00:00:00+00:00,306.856660243762,312.5401085279858,305.4039175767103,310.0664978027344,1081200
2024-11-15 00:00:00+00:00,309.66406247957315,311.578186483686,308.2800086537566,311.2640686035156,1113000
2024-11-18 00:00:00+00:00,314.68000556235216,322.0518004772149,313.70823519143545,321.8554992675781,1898400
2024-11-19 00:00:00+00:00,319.92173374677645,322.00271216320533,316.52539052546774,321.96343994140625,1881500
2024-11-20 00:00:00+00:00,322.27754385635933,324.5646489153774,319.5290576120082,321.8161926269531,1694300
2024-11-21 00:00:00+00:00,320.84439725027465,324.1131281255908,319.9118991892974,322.8272399902344,1972000
2024-11-22 00:00:00+00:00,323.6616339555333,326.56714949529027,322.8959903350592,325.72296142578125,2200200
2024-11-25 00:00:00+00:00,326.8714286771662,330.2284997739188,326.8714286771662,327.8235778808594,2640600
2024-11-26 00:00:00+00:00,327.74504762794635,329.5020826037975,324.2996366622408,328.61865234375,1785000
2024-11-27 00:00:00+00:00,327.7647059430046,330.0321901819246,326.6554977310099,327.08740234375,1293800
2024-11-29 00:00:00+00:00,326.77326598385827,328.461612113898,325.212532112543,328.17694091796875,769800
2024-12-02 00:00:00+00:00,329.7180218941817,329.7180218941817,325.30084081206155,329.44317626953125,766200
2024-12-03 00:00:00+00:00,330.5229291946987,330.79777481232946,323.11189310634757,324.5548400878906,1441900
2024-12-04 00:00:00+00:00,323.8775457506176,323.8775457506176,319.62721916709603,321.4530029296875,974900
2024-12-05 00:00:00+00:00,308.70205565804457,317.4088056703803,306.8468551604944,316.0444030761719,1730000
2024-12-06 00:00:00+00:00,317.19292286977134,318.4297133702547,314.1499694987441,314.2186584472656,1020300
2024-12-09 00:00:00+00:00,316.5057723065389,316.5057723065389,310.08612697801607,310.7928771972656,1216000
2024-12-10 00:00:00+00:00,309.8210969061569,310.45912820506925,305.74748019902535,309.4088134765625,742100
2024-12-11 00:00:00+00:00,309.18307339460847,310.26280487107334,305.79655571026836,306.61126708984375,858300
2024-12-12 00:00:00+00:00,306.45425371840963,307.396577400149,304.51068304113795,305.1683654785156,653100
2024-12-13 00:00:00+00:00,305.1486933054243,306.6603592833034,301.73275896165734,306.5523681640625,1025300
2024-12-16 00:00:00+00:00,305.5904200373707,306.2971702310161,300.67261535842425,301.0750732421875,984800
2024-12-17 00:00:00+00:00,300.14253994304124,301.4480791452404,298.189173867666,299.10205078125,924200
2024-12-18 00:00:00+00:00,299.08243467774975,299.612504811551,289.24685528347806,289.87506103515625,1043200
2024-12-19 00:00:00+00:00,290.6996116256702,292.329064368597,287.2345793942686,287.77447509765625,1041300
2024-12-20 00:00:00+00:00,287.51923746267556,291.8775253337794,287.1266051228133,289.5609436035156,2258700
2024-12-23 00:00:00+00:00,288.01984813097573,289.5707562891372,285.38914866326894,288.1474304199219,797200
2024-12-24 00:00:00+00:00,287.7253387916748,290.57196044921875,286.92042309468127,290.57196044921875,296100
2024-12-26 00:00:00+00:00,289.4137185726573,290.7487045138277,288.7462405800362,289.6492919921875,418500
2024-12-27 00:00:00+00:00,287.774471629864,290.3854902578172,286.056678873831,287.42108154296875,457000
2024-12-30 00:00:00+00:00,286.60638150425814,286.60638150425814,282.5916578702372,283.3769226074219,816100
2024-12-31 00:00:00+00:00,284.574475140522,285.5756921890826,282.8763034244626,284.70208740234375,777900
2025-01-02 00:00:00+00:00,283.0132382120811,286.618056054415,279.359021136922,279.7837219238281,918100
2025-01-03 00:00:00+00:00,280.2577754380332,283.8922510826074,279.0232466546506,280.39605712890625,1581600
2025-01-06 00:00:00+00:00,280.80096362631195,281.7194457337881,278.4800436720492,279.73431396484375,1458200
2025-01-07 00:00:00+00:00,282.31200157476894,288.76117766817964,281.5613985537137,282.7860412597656,1260200
2025-01-08 00:00:00+00:00,282.7465882312072,283.71443945130596,280.7120873262774,281.7194519042969,1041700
2025-01-10 00:00:00+00:00,290.0846077898653,291.56604218274424,286.4106492899311,289.4525146484375,2423500
2025-01-13 00:00:00+00:00,290.11424281632327,298.29175967207067,289.3043847602567,298.0053405761719,2290700
2025-01-14 00:00:00+00:00,302.5088882835885,305.4026463449416,300.6422966378639,304.1483459472656,1949300
2025-01-15 00:00:00+00:00,304.6421603056479,307.4667775559221,296.4844154054595,303.1014709472656,2212000
2025-01-16 00:00:00+00:00,305.3828700111809,308.3358829921896,302.50888374089214,308.1976013183594,1237800
2025-01-17 00:00:00+00:00,310.60740310572544,314.1529657119934,307.47662524054624,313.8665466308594,2315400
2025-01-21 00:00:00+00:00,314.97273794977815,317.03686638679636,314.31101728343174,315.8023376464844,1975100
