"('date', '')","('open', 'BME')","('high', 'BME')","('low', 'BME')","('close', 'BME')","('volume', 'BME')"
2024-01-02 00:00:00+00:00,35.55556978799107,35.78450461269403,35.388268032502936,35.74928283691406,66100
2024-01-03 00:00:00+00:00,36.03985973983424,36.23357616000564,35.705259566520084,36.215965270996094,48400
2024-01-04 00:00:00+00:00,35.969409713556225,37.24617038614669,35.969409713556225,36.93798828125,72100
2024-01-05 00:00:00+00:00,36.990816111082026,37.14050695532609,36.58577582960522,36.70024490356445,43400
2024-01-08 00:00:00+00:00,37.13169795543091,37.41346874452665,36.99962136194164,37.34302520751953,47500
2024-01-09 00:00:00+00:00,37.334226712621444,37.55435775842951,37.334226712621444,37.404666900634766,37900
2024-01-10 00:00:00+00:00,37.545554558278546,37.73927097368737,37.351838142869724,37.53675079345703,63400
2024-01-11 00:00:00+00:00,37.61903833094242,37.79602813720703,37.52169714450667,37.79602813720703,39200
2024-01-12 00:00:00+00:00,37.8668341958507,37.8668341958507,37.645597730638855,37.698692321777344,41500
2024-01-16 00:00:00+00:00,37.486295919788446,37.61018776287942,37.41549865185102,37.49514389038086,28400
2024-01-17 00:00:00+00:00,37.44205882481327,37.58365002085013,37.25621763717707,37.3270149230957,27500
2024-01-18 00:00:00+00:00,37.20312484416541,37.47745590083982,37.167726199497565,37.40666198730469,37300
2024-01-19 00:00:00+00:00,37.40665270851917,37.442051344406316,37.16771697998047,37.16771697998047,26400
2024-01-22 00:00:00+00:00,37.14117449909705,37.41550552323686,37.14117449909705,37.2739143371582,29400
2024-01-23 00:00:00+00:00,37.33585441864548,37.34470576527577,36.98187819682558,37.0615234375,25000
2024-01-24 00:00:00+00:00,37.16772538472421,37.32701590643706,36.4863166809082,36.4863166809082,23300
2024-01-25 00:00:00+00:00,36.592501739285,36.592501739285,36.00843773794119,36.03498840332031,42500
2024-01-26 00:00:00+00:00,36.2385224544084,36.30931634593624,36.11463061238504,36.256221771240234,38300
2024-01-29 00:00:00+00:00,36.353572032215425,36.72524761662618,36.132335600789965,36.38011932373047,36200
2024-01-30 00:00:00+00:00,36.46861091791322,36.46861091791322,36.282773134004195,36.43321228027344,19800
2024-01-31 00:00:00+00:00,36.68984691551548,36.946481971738685,36.530556423776936,36.70754623413086,35600
2024-02-01 00:00:00+00:00,36.787190083692884,37.4862979513654,36.787190083692884,37.16771697998047,34500
2024-02-02 00:00:00+00:00,37.291606955614256,37.291606955614256,36.77834026424477,36.79603958129883,36900
2024-02-05 00:00:00+00:00,36.63675721430936,36.84914231437707,36.539412636861535,36.56595993041992,35200
2024-02-06 00:00:00+00:00,36.610204101148504,36.99958238494805,36.610204101148504,36.91993713378906,17500
2024-02-07 00:00:00+00:00,37.04383040822029,37.74293837550247,37.04383040822029,37.61019515991211,46800
2024-02-08 00:00:00+00:00,37.76063400419238,37.82258331320298,37.424357045564406,37.680992126464844,26200
2024-02-09 00:00:00+00:00,37.813731401568155,37.813731401568155,37.53939700443911,37.59249496459961,20900
2024-02-12 00:00:00+00:00,37.716388326327085,37.83143222334144,37.56594916360085,37.74293899536133,34300
2024-02-13 00:00:00+00:00,37.61018504351562,37.75177619335336,37.27390479672627,37.397796630859375,16200
2024-02-14 00:00:00+00:00,37.47162628173828,37.57835675920786,37.35599961862083,37.47162628173828,17800
2024-02-15 00:00:00+00:00,37.50720011168456,37.61393397996627,37.26705739030231,37.48051834106445,19700
2024-02-16 00:00:00+00:00,37.31153181943095,37.774035115571735,37.31153181943095,37.60504150390625,23500
2024-02-20 00:00:00+00:00,37.44494425506724,37.711775560449034,37.35600274854063,37.41826248168945,28100
2024-02-21 00:00:00+00:00,37.418267480085554,37.56057594527852,37.18701749648501,37.27595901489258,18600
2024-02-22 00:00:00+00:00,37.31152886908357,37.711772400720356,37.27595091229347,37.47162628173828,17100
2024-02-23 00:00:00+00:00,37.4182599148816,37.67619501617638,37.356000186003655,37.649513244628906,18300
2024-02-26 00:00:00+00:00,37.46272722757201,37.64950978996772,37.45383443550576,37.57835388183594,32000
2024-02-27 00:00:00+00:00,37.578357329967965,37.74734753793656,37.45383787221207,37.649513244628906,22600
2024-02-28 00:00:00+00:00,37.507201252320044,37.8362922668457,37.267058523634795,37.8362922668457,60700
2024-02-29 00:00:00+00:00,38.00528812131651,38.00528812131651,37.37379455566406,37.37379455566406,34300
2024-03-01 00:00:00+00:00,37.373789056218946,37.80071436424349,37.267058577438,37.77403259277344,27600
2024-03-04 00:00:00+00:00,37.7651335869431,37.85407847336931,37.54277646022832,37.81850051879883,15800
2024-03-05 00:00:00+00:00,37.720668039121826,37.889658257272366,37.24037576492434,37.42715835571289,31500
2024-03-06 00:00:00+00:00,37.400470936216365,37.68508780905862,37.32931841445618,37.649513244628906,20700
2024-03-07 00:00:00+00:00,37.66729809666409,37.71177223891124,37.5072006846963,37.65840530395508,25000
2024-03-08 00:00:00+00:00,37.62282791669124,37.8362922668457,37.533886416652315,37.8362922668457,33500
2024-03-11 00:00:00+00:00,37.75624315025762,37.83629185658498,37.453837303343235,37.47162628173828,22100
2024-03-12 00:00:00+00:00,37.40047191901348,37.800715467246846,37.39157912589756,37.69398498535156,28300
2024-03-13 00:00:00+00:00,37.667294471514786,37.67619065626831,37.40936279296875,37.40936279296875,26900
2024-03-14 00:00:00+00:00,37.57295846606416,37.57295846606416,36.96506829320349,37.117042541503906,28600
2024-03-15 00:00:00+00:00,36.965062125710894,37.1706749114887,36.7773322710476,36.79521179199219,37800
