"('date', '')","('open', 'CCK')","('high', 'CCK')","('low', 'CCK')","('close', 'CCK')","('volume', 'CCK')"
1980-05-02 00:00:00+00:00,2.185229172851862,2.185229172851862,2.1629306171872007,2.1740798950195312,152100
1980-05-05 00:00:00+00:00,2.1740805835702317,2.1740805835702317,2.1294844150543213,2.1294844150543213,122400
1980-05-06 00:00:00+00:00,2.1406330184599556,2.1740798950195312,2.1406330184599556,2.1740798950195312,28800
1980-05-07 00:00:00+00:00,2.174079885744633,2.218676805496216,2.151782287112512,2.218676805496216,68400
1980-05-08 00:00:00+00:00,2.2186764599769195,2.2744216918945312,2.2186764599769195,2.2744216918945312,101700
1980-05-09 00:00:00+00:00,2.263272869303194,2.263272869303194,2.252124547958374,2.252124547958374,78300
1980-05-12 00:00:00+00:00,2.263272762298584,2.2855713178088863,2.263272762298584,2.263272762298584,18900
1980-05-13 00:00:00+00:00,2.263272869303194,2.2744221475854687,2.252124547958374,2.252124547958374,64800
1980-05-14 00:00:00+00:00,2.252124547958374,2.263272869303194,2.252124547958374,2.252124547958374,44100
1980-05-15 00:00:00+00:00,2.2521244414808423,2.274422040053735,2.2521244414808423,2.263272762298584,165600
1980-05-16 00:00:00+00:00,2.263272762298584,2.263272762298584,2.240975163725691,2.263272762298584,149400
1980-05-19 00:00:00+00:00,2.263272980668101,2.2744222594989787,2.2409753799438477,2.2409753799438477,216000
1980-05-20 00:00:00+00:00,2.2409753799438477,2.2409753799438477,2.2409753799438477,2.2409753799438477,109800
1980-05-21 00:00:00+00:00,2.2409753799438477,2.2409753799438477,2.22982610111297,2.2409753799438477,270900
1980-05-22 00:00:00+00:00,2.240975163725691,2.263272762298584,2.240975163725691,2.263272762298584,137700
1980-05-23 00:00:00+00:00,2.2744216896096097,2.319018602371216,2.2744216896096097,2.319018602371216,243900
1980-05-27 00:00:00+00:00,2.330168408370787,2.385913848876953,2.330168408370787,2.385913848876953,75600
1980-05-28 00:00:00+00:00,2.3859133451862817,2.4082117080688477,2.3859133451862817,2.4082117080688477,159300
1980-05-29 00:00:00+00:00,2.4082117080688477,2.4305100709514136,2.397062430933829,2.4082117080688477,105300
1980-05-30 00:00:00+00:00,2.4082117080688477,2.4082117080688477,2.3636147909162446,2.4082117080688477,114300
1980-06-02 00:00:00+00:00,2.4082119577878123,2.4082119577878123,2.363615036010742,2.363615036010742,35100
1980-06-03 00:00:00+00:00,2.3747639656066895,2.3970623275273297,2.3747639656066895,2.3747639656066895,146700
1980-06-04 00:00:00+00:00,2.3747649736145715,2.430510997772217,2.3747649736145715,2.430510997772217,237600
1980-06-05 00:00:00+00:00,2.430510536838404,2.4639574177172943,2.430510536838404,2.4528090953826904,54000
1980-06-06 00:00:00+00:00,2.4528087505370837,2.4751063490089638,2.4528087505370837,2.4639570713043213,13500
1980-06-09 00:00:00+00:00,2.4751066705193137,2.542001962661743,2.4751066705193137,2.542001962661743,684000
1980-06-10 00:00:00+00:00,2.542001993824356,2.542001993824356,2.508554347343104,2.5197036266326904,162900
1980-06-11 00:00:00+00:00,2.5197036303709726,2.5865981578826904,2.4974050717587164,2.5865981578826904,207900
1980-06-12 00:00:00+00:00,2.586597901417802,2.586597901417802,2.5308524673519437,2.5642993450164795,84600
1980-06-13 00:00:00+00:00,2.5642992217803475,2.586597777110037,2.4974047041161613,2.508553981781006,213300
1980-06-16 00:00:00+00:00,2.508553981781006,2.54200162338806,2.4974047041161613,2.508553981781006,66600
1980-06-17 00:00:00+00:00,2.508554347343104,2.542001993824356,2.508554347343104,2.5197036266326904,89100
1980-06-18 00:00:00+00:00,2.5197033700752027,2.542001734996437,2.4974048137664795,2.4974048137664795,384300
1980-06-19 00:00:00+00:00,2.4974048137664795,2.4974048137664795,2.4974048137664795,2.4974048137664795,54000
1980-06-20 00:00:00+00:00,2.4974048137664795,2.5197033700752027,2.4974048137664795,2.4974048137664795,101700
1980-06-23 00:00:00+00:00,2.4974044926667713,2.5085537693876327,2.475106130612512,2.486255407333374,72900
1980-06-24 00:00:00+00:00,2.4751066969894375,2.4751066969894375,2.4528090953826904,2.4528090953826904,35100
1980-06-25 00:00:00+00:00,2.4639570713043213,2.4751063490089638,2.4639570713043213,2.4639570713043213,36000
1980-06-26 00:00:00+00:00,2.4639570713043213,2.4751063490089638,2.4528087505370837,2.4639570713043213,72000
1980-06-27 00:00:00+00:00,2.4639574367975254,2.475106716156006,2.452809114376592,2.475106716156006,53100
1980-06-30 00:00:00+00:00,2.4528087563070824,2.4528087563070824,2.419361114501953,2.419361114501953,31500
1980-07-01 00:00:00+00:00,2.419360880835433,2.419360880835433,2.3747639656066895,2.3747639656066895,37800
1980-07-02 00:00:00+00:00,2.385913472696824,2.4305102008453416,2.385913472696824,2.419361114501953,36900
1980-07-03 00:00:00+00:00,2.4193615591953295,2.441659927368164,2.4193615591953295,2.441659927368164,26100
1980-07-07 00:00:00+00:00,2.4974048137664795,2.542001734996437,2.4974048137664795,2.4974048137664795,120600
1980-07-08 00:00:00+00:00,2.4974048137664795,2.5308524568420756,2.4974048137664795,2.4974048137664795,46800
1980-07-09 00:00:00+00:00,2.4974049076026654,2.6423439979553223,2.4974049076026654,2.6423439979553223,301500
1980-07-10 00:00:00+00:00,2.6423442683860365,2.6534935481003883,2.6200459003448486,2.6200459003448486,491400
1980-07-11 00:00:00+00:00,2.620045652416331,2.6757908973879605,2.620045652416331,2.6646416187286377,266400
1980-07-14 00:00:00+00:00,2.6423438695537094,2.6423438695537094,2.6200455048782105,2.631194591522217,136800
1980-07-15 00:00:00+00:00,2.6311947193820435,2.675790876737679,2.6311947193820435,2.6423439979553223,75600
1980-07-16 00:00:00+00:00,2.6534929275512695,2.6757905248278524,2.6534929275512695,2.6534929275512695,86400
1980-07-17 00:00:00+00:00,2.6757905414832748,2.7203874588012695,2.6757905414832748,2.7203874588012695,91800
1980-07-18 00:00:00+00:00,2.720387540691288,2.742685904327782,2.7092382631793015,2.731536626815796,45000
1980-07-21 00:00:00+00:00,2.731536541055182,2.7649834156036377,2.675790538020436,2.7649834156036377,67500
1980-07-22 00:00:00+00:00,2.7649834191819043,2.7984310593235326,2.7203874588012695,2.7203874588012695,19800
1980-07-23 00:00:00+00:00,2.6980892633191087,2.6980892633191087,2.642344018347479,2.6646416187286377,63900
1980-07-24 00:00:00+00:00,2.664641870877163,2.664641870877163,2.6200459003448486,2.6200459003448486,60300
1980-07-25 00:00:00+00:00,2.6200459003448486,2.6311949886716848,2.608896620630497,2.6200459003448486,21600
1980-07-28 00:00:00+00:00,2.631194591522217,2.653493147585202,2.631194591522217,2.631194591522217,23400
1980-07-29 00:00:00+00:00,2.6311947193820435,2.6423439979553223,2.620045632196261,2.6423439979553223,97200
1980-07-30 00:00:00+00:00,2.6534929275512695,2.6757905248278524,2.6534929275512695,2.6534929275512695,52200
1980-07-31 00:00:00+00:00,2.6534929275512695,2.6534929275512695,2.6311943733373333,2.6534929275512695,18000
1980-08-01 00:00:00+00:00,2.6534929275512695,2.6534929275512695,2.620045287617836,2.6534929275512695,107100
1980-08-04 00:00:00+00:00,2.6534929275512695,2.6534929275512695,2.6311943733373333,2.6534929275512695,58500
1980-08-05 00:00:00+00:00,2.6534929275512695,2.6757905248278524,2.6534929275512695,2.6534929275512695,21600
1980-08-06 00:00:00+00:00,2.653493276528601,2.6646415981644003,2.6423439979553223,2.6423439979553223,23400
1980-08-07 00:00:00+00:00,2.6423439979553223,2.6646415981644003,2.6311947193820435,2.6423439979553223,232200
1980-08-08 00:00:00+00:00,2.653493297006802,2.6757908973879605,2.653493297006802,2.6646416187286377,26100
1980-08-11 00:00:00+00:00,2.6757912130143957,2.7426865100860596,2.6757912130143957,2.7426865100860596,129600
1980-08-12 00:00:00+00:00,2.742685801339482,2.753835078432811,2.6980888843536377,2.6980888843536377,147600
1980-08-13 00:00:00+00:00,2.6646416187286377,2.6646416187286377,2.653493297006802,2.6646416187286377,33300
1980-08-14 00:00:00+00:00,2.6646413992754976,2.6869399547576904,2.653493078471809,2.6869399547576904,155700
1980-08-15 00:00:00+00:00,2.6869401633793033,2.7092385292053223,2.6869401633793033,2.7092385292053223,188100
1980-08-18 00:00:00+00:00,2.6757901774163324,2.6757901774163324,2.542001166152875,2.5754480361938477,170100
1980-08-19 00:00:00+00:00,2.553151013150799,2.553151013150799,2.4974048137664795,2.4974048137664795,86400
1980-08-20 00:00:00+00:00,2.4974050680535167,2.5197036266326904,2.4528090992202185,2.5197036266326904,58500
1980-08-21 00:00:00+00:00,2.5420017455526045,2.5642993450164795,2.5420017455526045,2.5642993450164795,70200
1980-08-22 00:00:00+00:00,2.5865979008692177,2.675790786743164,2.5865979008692177,2.675790786743164,60300
1980-08-25 00:00:00+00:00,2.6646409017569317,2.6646409017569317,2.564298760534447,2.5754480361938477,702000
1980-08-26 00:00:00+00:00,2.575448471040178,2.5865977485820557,2.5308523178100586,2.5308523178100586,54900
1980-08-27 00:00:00+00:00,2.5197030461084946,2.5197030461084946,2.486255407333374,2.486255407333374,204300
1980-08-28 00:00:00+00:00,2.4974050680535167,2.5197036266326904,2.4974050680535167,2.5197036266326904,45900
1980-08-29 00:00:00+00:00,2.519703380538772,2.5642993450164795,2.4974048241374494,2.5642993450164795,59400
1980-09-02 00:00:00+00:00,2.564298760534447,2.5865973118532484,2.542001166152875,2.5754480361938477,27000
1980-09-03 00:00:00+00:00,2.5754480361938477,2.5865973118532484,2.5531504418122757,2.5754480361938477,84600
1980-09-04 00:00:00+00:00,2.5754488785765624,2.6088965251074385,2.5754488785765624,2.5865981578826904,169200
1980-09-05 00:00:00+00:00,2.586598734367277,2.6088971065617437,2.553151845932007,2.553151845932007,279900
1980-09-08 00:00:00+00:00,2.553151845932007,2.575449452576269,2.553151845932007,2.553151845932007,150300
1980-09-09 00:00:00+00:00,2.542001993824356,2.542001993824356,2.4974050680535167,2.5197036266326904,214200
1980-09-10 00:00:00+00:00,2.519703259445851,2.54200162338806,2.508553981781006,2.508553981781006,125100
1980-09-11 00:00:00+00:00,2.5197036266326904,2.530852714534769,2.5197036266326904,2.5197036266326904,45900
1980-09-12 00:00:00+00:00,2.5197033700752027,2.5308524568420756,2.4974048137664795,2.4974048137664795,284400
1980-09-15 00:00:00+00:00,2.4751066969894375,2.4751066969894375,2.408212169681625,2.4528090953826904,272700
1980-09-16 00:00:00+00:00,2.452809114376592,2.5085543628439377,2.4416598350181116,2.475106716156006,321300
1980-09-17 00:00:00+00:00,2.497404676571904,2.542001595351936,2.497404676571904,2.5308523178100586,279900
1980-09-18 00:00:00+00:00,2.553151845932007,2.6757916489824893,2.553151845932007,2.553151845932007,594900
1980-09-19 00:00:00+00:00,2.5754488785765624,2.59774724580131,2.5754488785765624,2.5865981578826904,251100
1980-09-22 00:00:00+00:00,2.5865975254488576,2.620045163801647,2.5754482488687738,2.5977466106414795,72000
1980-09-23 00:00:00+00:00,2.608896226846718,2.653493147585202,2.608896226846718,2.631194591522217,276300
1980-09-24 00:00:00+00:00,2.631194892332186,2.631194892332186,2.5865981578826904,2.5865981578826904,168300
1980-09-25 00:00:00+00:00,2.586597901417802,2.586597901417802,2.5642993450164795,2.5642993450164795,19800
1980-09-26 00:00:00+00:00,2.5642993450164795,2.5754486232171407,2.5420017455526045,2.5642993450164795,109800
1980-09-29 00:00:00+00:00,2.542002009531869,2.542002009531869,2.4416598350181116,2.475106716156006,554400
1980-09-30 00:00:00+00:00,2.475106130612512,2.486255407333374,2.4639568538916508,2.486255407333374,63900
1980-10-01 00:00:00+00:00,2.475106716156006,2.475106716156006,2.4639574367975254,2.475106716156006,117900
1980-10-02 00:00:00+00:00,2.475106716156006,2.475106716156006,2.452809114376592,2.475106716156006,76500
1980-10-03 00:00:00+00:00,2.475106716156006,2.475106716156006,2.452809114376592,2.475106716156006,491400
1980-10-06 00:00:00+00:00,2.475106130612512,2.486255407333374,2.4639568538916508,2.486255407333374,108000
1980-10-07 00:00:00+00:00,2.475106716156006,2.475106716156006,2.452809114376592,2.475106716156006,170100
1980-10-08 00:00:00+00:00,2.475106716156006,2.475106716156006,2.4639574367975254,2.475106716156006,481500
1980-10-09 00:00:00+00:00,2.475106716156006,2.475106716156006,2.4639574367975254,2.475106716156006,107100
1980-10-10 00:00:00+00:00,2.4751063490089638,2.4751063490089638,2.4528087505370837,2.4639570713043213,25200
1980-10-13 00:00:00+00:00,2.4639570713043213,2.4751063490089638,2.4528087505370837,2.4639570713043213,23400
1980-10-14 00:00:00+00:00,2.4639574367975254,2.475106716156006,2.4639574367975254,2.475106716156006,20700
1980-10-15 00:00:00+00:00,2.475106716156006,2.475106716156006,2.4639574367975254,2.475106716156006,110700
1980-10-16 00:00:00+00:00,2.4751063490089638,2.4862556267136062,2.4528087505370837,2.4639570713043213,183600
1980-10-17 00:00:00+00:00,2.4639574367975254,2.4862559955144863,2.4416598350181116,2.475106716156006,128700
1980-10-20 00:00:00+00:00,2.4751066969894375,2.4751066969894375,2.4528090953826904,2.4528090953826904,31500
1980-10-21 00:00:00+00:00,2.4305100709514136,2.4305100709514136,2.4082117080688477,2.4082117080688477,417600
1980-10-22 00:00:00+00:00,2.4082117080688477,2.419360985203866,2.3859133451862817,2.4082117080688477,45000
1980-10-23 00:00:00+00:00,2.3970626794966723,2.3970626794966723,2.363615036010742,2.363615036010742,122400
1980-10-24 00:00:00+00:00,2.3747645693882085,2.3970629369781866,2.3747645693882085,2.385913848876953,28800
1980-10-27 00:00:00+00:00,2.385913242260741,2.3970623275273297,2.3747639656066895,2.3747639656066895,13500
1980-10-28 00:00:00+00:00,2.37476488475884,2.430510906830656,2.37476488475884,2.3970632553100586,96300
1980-10-29 00:00:00+00:00,2.3970626794966723,2.3970626794966723,2.363615036010742,2.363615036010742,93600
1980-10-30 00:00:00+00:00,2.363615036010742,2.3747643143018826,2.363615036010742,2.363615036010742,53100
1980-10-31 00:00:00+00:00,2.363615289899464,2.4082122164669313,2.363615289899464,2.385913848876953,20700
1980-11-03 00:00:00+00:00,2.397062559040213,2.4305102008453416,2.397062559040213,2.419361114501953,37800
1980-11-05 00:00:00+00:00,2.4751064488452448,2.4974048137664795,2.4751064488452448,2.4974048137664795,56700
1980-11-06 00:00:00+00:00,2.4974044926667713,2.4974044926667713,2.475106130612512,2.486255407333374,39600
1980-11-07 00:00:00+00:00,2.4862557269996066,2.508554091920841,2.4862557269996066,2.4974048137664795,24300
1980-11-10 00:00:00+00:00,2.4974044926667713,2.5197030461084946,2.486255407333374,2.486255407333374,66600
1980-11-11 00:00:00+00:00,2.4974047041161613,2.5531509010529043,2.4974047041161613,2.508553981781006,132300
1980-11-12 00:00:00+00:00,2.5085543165905286,2.542001962661743,2.4862559496722203,2.542001962661743,39600
1980-11-13 00:00:00+00:00,2.586597862171219,2.653493147585202,2.586597862171219,2.631194591522217,157500
1980-11-14 00:00:00+00:00,2.653492944067901,2.7538350989428975,2.653492944067901,2.7203874588012695,112500
1980-11-17 00:00:00+00:00,2.7203874385402953,2.742685801339482,2.686939798647779,2.6980888843536377,130500
1980-11-18 00:00:00+00:00,2.7092382822884056,2.7538352012634277,2.7092382822884056,2.7538352012634277,41400
1980-11-19 00:00:00+00:00,2.7538352012634277,2.764983521916658,2.731536646082177,2.7538352012634277,79200
1980-11-20 00:00:00+00:00,2.75383579006051,2.75383579006051,2.698089581575777,2.7426865100860596,66600
1980-11-21 00:00:00+00:00,2.7426861736380994,2.753835452244857,2.6869401633793033,2.7092385292053223,87300
1980-11-24 00:00:00+00:00,2.686940024742247,2.686940024742247,2.6200455048782105,2.631194591522217,53100
1980-11-25 00:00:00+00:00,2.597746396125203,2.597746396125203,2.5531504418122757,2.5754480361938477,81000
1980-11-26 00:00:00+00:00,2.5754488431829348,2.5977472101012427,2.5085543165905286,2.542001962661743,69300
1980-11-28 00:00:00+00:00,2.542001595351936,2.5531508728938137,2.5085539541137813,2.5308523178100586,209700
1980-12-01 00:00:00+00:00,2.5197036422024177,2.5197036422024177,2.475106716156006,2.475106716156006,43200
1980-12-02 00:00:00+00:00,2.475106130612512,2.4974044926667713,2.4639568538916508,2.486255407333374,574200
1980-12-03 00:00:00+00:00,2.486255407333374,2.5197030461084946,2.486255407333374,2.486255407333374,1186200
1980-12-04 00:00:00+00:00,2.4862559496722203,2.542001962661743,2.4751066705193137,2.542001962661743,104400
1980-12-05 00:00:00+00:00,2.5420014081627533,2.553150684883615,2.475106130612512,2.486255407333374,43200
1980-12-08 00:00:00+00:00,2.4862557269996066,2.4974048137664795,2.4639571706908834,2.4974048137664795,92700
1980-12-09 00:00:00+00:00,2.475106716156006,2.475106716156006,2.475106716156006,2.475106716156006,30600
1980-12-10 00:00:00+00:00,2.475106716156006,2.4974050834854573,2.475106716156006,2.475106716156006,55800
1980-12-11 00:00:00+00:00,2.4639570713043213,2.4639570713043213,2.4528087505370837,2.4639570713043213,66600
1980-12-12 00:00:00+00:00,2.4639574177172943,2.4751066969894375,2.4528090953826904,2.4528090953826904,67500
1980-12-15 00:00:00+00:00,2.4528087505370837,2.4639570713043213,2.4528087505370837,2.4639570713043213,81000
1980-12-16 00:00:00+00:00,2.4639574177172943,2.486255976261581,2.4528090953826904,2.4528090953826904,27900
1980-12-17 00:00:00+00:00,2.4528092071483396,2.463957529990932,2.441659927368164,2.441659927368164,37800
1980-12-18 00:00:00+00:00,2.4416595713196036,2.4974048137664795,2.430510293165242,2.4974048137664795,40500
1980-12-19 00:00:00+00:00,2.497404713030768,2.497404713030768,2.4639570713043213,2.4639570713043213,52200
1980-12-22 00:00:00+00:00,2.4639568538916508,2.486255407333374,2.4639568538916508,2.486255407333374,42300
1980-12-23 00:00:00+00:00,2.4862557269996066,2.4974048137664795,2.4639571706908834,2.4974048137664795,27900
1980-12-24 00:00:00+00:00,2.4974042549027184,2.5754480361938477,2.475105894971363,2.5754480361938477,65700
1980-12-26 00:00:00+00:00,2.5754488785765624,2.5865981578826904,2.5754488785765624,2.5865981578826904,6300
1980-12-29 00:00:00+00:00,2.586598734367277,2.586598734367277,2.553151845932007,2.553151845932007,18900
1980-12-30 00:00:00+00:00,2.542001595351936,2.542001595351936,2.5197032316556593,2.5308523178100586,50400
1980-12-31 00:00:00+00:00,2.5308523178100586,2.575448471040178,2.5308523178100586,2.5308523178100586,62100
1981-01-02 00:00:00+00:00,2.5308526835088365,2.5642995640300277,2.5308526835088365,2.542001962661743,26100
1981-01-05 00:00:00+00:00,2.542001993824356,2.5642995954659886,2.5197036266326904,2.5197036266326904,452700
1981-01-06 00:00:00+00:00,2.519703722628291,2.6311949886716848,2.519703722628291,2.6200459003448486,164700
1981-01-07 00:00:00+00:00,2.620045652416331,2.6980892633191087,2.575448729166537,2.6646416187286377,122400
1981-01-08 00:00:00+00:00,2.675790786743164,2.7649836726171104,2.675790786743164,2.675790786743164,325800
1981-01-09 00:00:00+00:00,2.698089581575777,2.798431761633193,2.698089581575777,2.7426865100860596,627300
1981-01-12 00:00:00+00:00,2.7649834156036377,2.7872819699275135,2.7649834156036377,2.7649834156036377,369900
1981-01-13 00:00:00+00:00,2.7649834156036377,2.7872819699275135,2.731536541055182,2.7649834156036377,217800
1981-01-14 00:00:00+00:00,2.7872828754228873,2.943371083910634,2.7872828754228873,2.8318796157836914,263700
1981-01-15 00:00:00+00:00,2.8318792538689244,2.9879668682460396,2.8318792538689244,2.9545199871063232,216900
1981-01-16 00:00:00+00:00,2.9545196598427257,2.9656679810293993,2.8764750957489014,2.8764750957489014,241200
1981-01-19 00:00:00+00:00,2.876474697279681,2.9433699739825934,2.865325420700042,2.932220697402954,207000
1981-01-20 00:00:00+00:00,2.9322214409210017,2.954519999734485,2.8430285453796387,2.8430285453796387,291600
1981-01-21 00:00:00+00:00,2.8430284344225547,2.8764753143998716,2.8430284344225547,2.854177713394165,63000
1981-01-22 00:00:00+00:00,2.8430288965676596,2.8430288965676596,2.8318796157836914,2.8318796157836914,40500
1981-01-23 00:00:00+00:00,2.8318796157836914,2.876475781981894,2.8318796157836914,2.8318796157836914,115200
1981-01-26 00:00:00+00:00,2.8318792974939155,2.8318792974939155,2.820730209350586,2.820730209350586,190800
1981-01-27 00:00:00+00:00,2.8207298534532583,2.887624373873016,2.8207298534532583,2.8764750957489014,33300
1981-01-28 00:00:00+00:00,2.876475303723578,2.898773670196533,2.865326024793349,2.898773670196533,52200
1981-01-29 00:00:00+00:00,2.8987730846956294,2.9210716380521733,2.8653254460482773,2.9099223613739014,95400
1981-01-30 00:00:00+00:00,2.9099227387337563,2.9210720168578708,2.8764750957489014,2.8764750957489014,119700
1981-02-02 00:00:00+00:00,2.8764756985585476,2.887624979019165,2.843028814114337,2.887624979019165,71100
1981-02-03 00:00:00+00:00,2.887624979019165,2.887624979019165,2.854178094574954,2.887624979019165,54900
1981-02-04 00:00:00+00:00,2.8764750957489014,2.8764750957489014,2.8541774964381132,2.8764750957489014,62100
1981-02-05 00:00:00+00:00,2.8764756985585476,2.887624979019165,2.86532641809793,2.887624979019165,9900
1981-02-06 00:00:00+00:00,2.8987730590514977,2.932220697402954,2.8987730590514977,2.932220697402954,187200
1981-02-09 00:00:00+00:00,2.932220697402954,2.932220697402954,2.8541771010577106,2.932220697402954,252900
1981-02-10 00:00:00+00:00,2.932220697402954,2.9433699739825934,2.909922335631137,2.932220697402954,320400
1981-02-11 00:00:00+00:00,2.932220697402954,2.9433699739825934,2.909922335631137,2.932220697402954,35100
1981-02-12 00:00:00+00:00,2.9433707077472357,2.965668309527864,2.9433707077472357,2.9545199871063232,322200
1981-02-13 00:00:00+00:00,2.9545193809075747,2.9545193809075747,2.9433701038360596,2.9433701038360596,310500
1981-02-17 00:00:00+00:00,2.9433708371045335,2.9656684398651123,2.9433708371045335,2.9656684398651123,138600
1981-02-18 00:00:00+00:00,2.965668405824629,3.0548622608184814,2.943370803319986,3.0548622608184814,160200
1981-02-19 00:00:00+00:00,3.0437122577674036,3.0437122577674036,2.9433701038360596,2.9433701038360596,351000
1981-02-20 00:00:00+00:00,2.9433708371045335,2.9656684398651123,2.9433708371045335,2.9656684398651123,34200
1981-02-23 00:00:00+00:00,2.965668309527864,2.9879668682460396,2.9433707077472357,2.9545199871063232,1899000
1981-02-24 00:00:00+00:00,2.9545201313858636,2.9656684543518157,2.898773923255652,2.921072483062744,128700
1981-02-25 00:00:00+00:00,2.898773330802869,2.898773330802869,2.8318788133786414,2.865325689315796,216900
1981-02-26 00:00:00+00:00,2.8653254460482773,2.9545192766995254,2.8653254460482773,2.9099223613739014,89100
1981-02-27 00:00:00+00:00,2.9099227387337563,2.9210720168578708,2.8764750957489014,2.8764750957489014,15300
1981-03-02 00:00:00+00:00,2.8764753143998716,2.8764753143998716,2.8430284344225547,2.854177713394165,52200
1981-03-03 00:00:00+00:00,2.854177713394165,2.887624593371482,2.854177713394165,2.854177713394165,150300
1981-03-04 00:00:00+00:00,2.8541781773516273,2.8541781773516273,2.8318796157836914,2.8318796157836914,74700
1981-03-05 00:00:00+00:00,2.8318796502060843,2.8541782120450665,2.8095812797546387,2.8095812797546387,33300
1981-03-06 00:00:00+00:00,2.8095809298197443,2.8541778565555997,2.798431650288902,2.820730209350586,106200
1981-03-09 00:00:00+00:00,2.8207301779536653,2.8541778247863805,2.8207301779536653,2.8430285453796387,126000
1981-03-10 00:00:00+00:00,2.843028814114337,2.887624979019165,2.8318795336537197,2.887624979019165,581400
1981-03-11 00:00:00+00:00,2.887624979019165,2.898774068092254,2.86532641809793,2.887624979019165,89100
1981-03-12 00:00:00+00:00,2.887624979019165,2.898774068092254,2.8764756985585476,2.887624979019165,46800
1981-03-13 00:00:00+00:00,2.8876239738593203,2.932220697402954,2.876474697279681,2.932220697402954,46800
1981-03-16 00:00:00+00:00,2.932220869818274,2.9991153849047536,2.932220869818274,2.987966299057007,890100
1981-03-17 00:00:00+00:00,2.9879669995632803,2.9991160880248464,2.9433708371045335,2.9656684398651123,139500
1981-03-18 00:00:00+00:00,2.9545201313858636,2.9545201313858636,2.921072483062744,2.921072483062744,19800
1981-03-19 00:00:00+00:00,2.9210717410804996,2.9433701038360596,2.8987731869374698,2.9433701038360596,505800
