"('date', '')","('open', 'BWA')","('high', 'BWA')","('low', 'BWA')","('close', 'BWA')","('volume', 'BWA')"
1993-08-13 00:00:00+00:00,1.9026710728449356,1.9120441400763462,1.874552845954895,1.874552845954895,16809165
1993-08-16 00:00:00+00:00,1.8839271508643924,1.8839271508643924,1.8183175924076629,1.8558082580566406,3887846
1993-08-17 00:00:00+00:00,1.837063479941733,1.8558084901758785,1.827690243721008,1.8276902437210083,832461
1993-08-18 00:00:00+00:00,1.8276900151187203,1.8745539158160454,1.8276900151187203,1.8558082580566406,1232333
1993-08-19 00:00:00+00:00,1.8464347487049182,1.8932986259460447,1.8370623306849214,1.893298625946045,946061
1993-08-20 00:00:00+00:00,1.8932987562699743,1.9214169870697235,1.8839263376048334,1.9120444059371948,527104
1993-08-23 00:00:00+00:00,1.9026705491685736,1.9026705491685736,1.8839255571365356,1.8839255571365356,166310
1993-08-24 00:00:00+00:00,1.8932984930156205,1.8932984930156205,1.874552845954895,1.874552845954895,402598
1993-08-25 00:00:00+00:00,1.8745529775691683,1.8932986259460447,1.8745529775691683,1.893298625946045,243558
1993-08-26 00:00:00+00:00,1.8932986259460447,1.9120442743229213,1.8932986259460447,1.893298625946045,326259
1993-08-27 00:00:00+00:00,1.8932987562699743,1.9307900556044155,1.8932987562699743,1.9120444059371948,375334
1993-08-30 00:00:00+00:00,1.9214169870697235,1.9307900556044155,1.9026713374025028,1.9120444059371948,137229
1993-08-31 00:00:00+00:00,1.9214164018630984,1.9214164018630984,1.9026707579052466,1.9214164018630981,265370
1993-09-01 00:00:00+00:00,1.9026713374025028,1.9120444059371948,1.9026713374025028,1.9120444059371948,223565
1993-09-02 00:00:00+00:00,1.9120441400763462,1.9120441400763462,1.874552845954895,1.874552845954895,149952
1993-09-03 00:00:00+00:00,1.8745523981048413,1.8932980406870379,1.8370617628097534,1.8370617628097534,58163
1993-09-07 00:00:00+00:00,1.8558082580566406,1.89329957357545,1.8558082580566406,1.8558082580566406,1118733
1993-09-08 00:00:00+00:00,1.8745527327178726,1.8745527327178726,1.7714525736824123,1.7995707988739014,237197
1993-09-09 00:00:00+00:00,1.780825258888023,1.7995709059315619,1.780825258888023,1.7901983261108398,315354
1993-09-10 00:00:00+00:00,1.7995715514595652,1.7995715514595652,1.7152163532054607,1.7245895862579346,172672
1993-09-13 00:00:00+00:00,1.7245895862579346,1.7620802439239032,1.7245895862579346,1.7245895862579346,364429
1993-09-14 00:00:00+00:00,1.7433346815207018,1.7433346815207018,1.6308612823486328,1.6308612823486328,1376832
1993-09-15 00:00:00+00:00,1.5933704972853877,1.7245895862579346,1.537134185851588,1.7245895862579346,2048435
1993-09-16 00:00:00+00:00,1.7245887925125356,1.7245887925125356,1.6683516946248549,1.7152155637741089,281728
1993-09-17 00:00:00+00:00,1.6964710700960168,1.7808256045970556,1.6964710700960168,1.7714530229568481,891533
1993-09-20 00:00:00+00:00,1.7995722970282286,1.8183179585624483,1.7433359622955324,1.7433359622955322,550733
1993-09-21 00:00:00+00:00,1.72458920663701,1.72458920663701,1.6683520952451485,1.6964709758758545,272640
1993-09-22 00:00:00+00:00,1.6964708440697662,1.6964708440697662,1.6589795476996432,1.6777251958847046,172672
1993-09-23 00:00:00+00:00,1.668352425009695,1.668352425009695,1.6308617681859041,1.640234351158142,1075110
1993-09-24 00:00:00+00:00,1.6402339528302483,1.6964708992134103,1.6402339528302483,1.6870976686477661,546189
1993-09-27 00:00:00+00:00,1.687097123009138,1.743334213671558,1.687097123009138,1.7339609861373901,98150
1993-09-28 00:00:00+00:00,1.7339609861373901,1.743334213671558,1.7339609861373901,1.7339609861373901,111782
1993-09-29 00:00:00+00:00,1.874552845954895,1.874552845954895,1.8464346190648546,1.874552845954895,896077
1993-09-30 00:00:00+00:00,1.8745532614776328,1.9870265189039034,1.8745532614776328,1.9776540994644165,1440448
1993-10-01 00:00:00+00:00,1.97765377136332,1.97765377136332,1.9120442466933913,1.9495348930358887,623437
1993-10-04 00:00:00+00:00,1.9307894675430315,1.9495344616315302,1.9214164018630984,1.9214164018630981,439859
1993-10-05 00:00:00+00:00,1.883924742133238,1.883924742133238,1.8183152675628662,1.8183152675628662,548006
1993-10-06 00:00:00+00:00,1.8183161202275566,1.8370617628097534,1.8183161202275566,1.8370617628097534,48166
1993-10-07 00:00:00+00:00,1.8276891824006107,1.8464348316192627,1.8276891824006107,1.8464348316192627,9088
1993-10-08 00:00:00+00:00,1.8464346190648546,1.874552845954895,1.8464346190648546,1.874552845954895,1028762
1993-10-11 00:00:00+00:00,1.8651806575737435,1.9682806730270386,1.8651806575737435,1.9682806730270386,810650
1993-10-12 00:00:00+00:00,1.9589082545144743,1.9776539038765284,1.9495350236649844,1.9682806730270386,200845
1993-10-13 00:00:00+00:00,1.97765377136332,1.97765377136332,1.9495348930358887,1.9495348930358887,393510
1993-10-14 00:00:00+00:00,1.968280867687924,1.9963997506803959,1.968280867687924,1.9776540994644165,435315
1993-10-15 00:00:00+00:00,1.9870265189039034,1.9963997506803959,1.9776540994644167,1.9776540994644165,163584
1993-10-18 00:00:00+00:00,1.9776540994644167,2.005772332587284,1.9776540994644167,1.9776540994644165,181760
1993-10-19 00:00:00+00:00,1.9870265189039034,1.9870265189039034,1.968280867687924,1.9776540994644165,450765
1993-10-20 00:00:00+00:00,1.9776536779484648,1.9870260953903198,1.9776536779484648,1.9870260953903198,345344
1993-10-21 00:00:00+00:00,1.9870260953903198,1.9963993251690078,1.9870260953903198,1.9870260953903198,102694
1993-10-22 00:00:00+00:00,1.9870260953903198,1.9963993251690078,1.9870260953903198,1.9870260953903198,90880
1993-10-25 00:00:00+00:00,1.9870260953903198,1.9963993251690078,1.9870260953903198,1.9870260953903198,99059
1993-10-26 00:00:00+00:00,1.996399419469317,1.996399419469317,1.9495348930358887,1.9495348930358887,570726
1993-10-27 00:00:00+00:00,1.9495344616315302,1.9495344616315302,1.9214164018630984,1.9214164018630981,45440
1993-10-28 00:00:00+00:00,1.9214168270453285,1.9495348930358887,1.9214168270453285,1.9495348930358887,102694
1993-10-29 00:00:00+00:00,1.949534992991455,2.005772102660181,1.9401625746263542,1.9963995218276978,464397
1993-11-01 00:00:00+00:00,1.9870260953903198,1.9870260953903198,1.9776536779484648,1.9870260953903198,72704
1993-11-02 00:00:00+00:00,1.9870260953903198,1.9870260953903198,1.9589080307279219,1.9870260953903198,326259
1993-11-03 00:00:00+00:00,1.9776540994644167,1.9776540994644167,1.9589084482484374,1.9776540994644165,46349
1993-11-04 00:00:00+00:00,1.9589081232573229,1.9682805411418858,1.9495348930358887,1.9495348930358887,60890
1993-11-05 00:00:00+00:00,1.9401626367369442,1.9401626367369442,1.9120444059371948,1.9120444059371948,129958
1993-11-08 00:00:00+00:00,1.9307907819747925,1.9307907819747925,1.912045125255389,1.9307907819747925,170854
1993-11-09 00:00:00+00:00,1.9120438235851798,1.9401620458209499,1.9120438235851798,1.9214164018630981,88154
1993-11-10 00:00:00+00:00,1.9120450046437558,1.9120450046437558,1.8839269275069588,1.9026719331741333,108147
1993-11-11 00:00:00+00:00,1.883926207926048,1.9026712064334181,1.883926207926048,1.893298625946045,78157
1993-11-12 00:00:00+00:00,1.8932979719188945,1.9214161910698933,1.8839255571365356,1.8839255571365356,308083
1993-11-15 00:00:00+00:00,1.8839255571365356,1.8839255571365356,1.8839255571365356,1.8839255571365356,12723
1993-11-16 00:00:00+00:00,1.8745529775691683,1.9026712064334181,1.8745529775691683,1.893298625946045,144499
1993-11-17 00:00:00+00:00,1.874552844236258,1.874552844236258,1.7901983261108398,1.7901983261108398,339891
1993-11-18 00:00:00+00:00,1.780825138092041,1.7901982046790692,1.780825138092041,1.780825138092041,22720
1993-11-19 00:00:00+00:00,1.7808258365792466,1.7808258365792466,1.752707600593567,1.752707600593567,30899
1993-11-22 00:00:00+00:00,1.7433351801998422,1.752707600593567,1.7433351801998422,1.752707600593567,12723
1993-11-23 00:00:00+00:00,1.752707846806733,1.7714535025645828,1.7433354250964093,1.762080430984497,44531
1993-11-24 00:00:00+00:00,1.762079507017205,1.7995707988739014,1.762079507017205,1.7995707988739014,184486
1993-11-26 00:00:00+00:00,1.8183169654893703,1.8651808500289917,1.8183169654893703,1.8651808500289917,87245
1993-11-29 00:00:00+00:00,1.8745539158160454,1.8839271508643924,1.8558082580566406,1.8558082580566406,30899
1993-11-30 00:00:00+00:00,1.8558074125275128,1.8558074125275128,1.8464348316192627,1.8464348316192627,69069
1993-12-01 00:00:00+00:00,1.8558084901758785,1.8558084901758785,1.827690243721008,1.8276902437210083,159949
1993-12-02 00:00:00+00:00,1.808943748474121,1.808943748474121,1.7995713289177926,1.808943748474121,114509
1993-12-03 00:00:00+00:00,1.7995707988739014,1.7995707988739014,1.7995707988739014,1.7995707988739014,31808
1993-12-06 00:00:00+00:00,1.7995696337710814,1.8276876782906333,1.7995696337710814,1.8183152675628662,46349
1993-12-07 00:00:00+00:00,1.8089439100975087,1.8089439100975087,1.7433351801998422,1.752707600593567,272640
1993-12-08 00:00:00+00:00,1.7339609861373901,1.7620792065339446,1.7339609861373901,1.7339609861373901,146317
1993-12-09 00:00:00+00:00,1.7245895862579346,1.7339620069732917,1.7058437700226803,1.7245895862579346,205389
1993-12-10 00:00:00+00:00,1.7245885709398605,1.7339609861373901,1.7152153434056927,1.7339609861373901,232653
1993-12-13 00:00:00+00:00,1.7245897693385595,1.762080430984497,1.7245897693385595,1.762080430984497,138138
1993-12-14 00:00:00+00:00,1.7808251529455532,1.8276888615980351,1.7808251529455532,1.7995707988739014,346253
1993-12-15 00:00:00+00:00,1.7995713141930805,1.8651808500289917,1.7995713141930805,1.8651808500289917,1096013
1993-12-16 00:00:00+00:00,1.8745539158160454,1.8839271508643924,1.8558082580566406,1.8558082580566406,59981
1993-12-17 00:00:00+00:00,1.8558076182123422,1.8651808500289917,1.8464350362653001,1.8651808500289917,30899
1993-12-20 00:00:00+00:00,1.8651814931049877,1.8745539158160454,1.8558082580566406,1.8558082580566406,42714
1993-12-21 00:00:00+00:00,1.8558071988941696,1.874552845954895,1.8370622017029046,1.874552845954895,478938
1993-12-22 00:00:00+00:00,1.8839263376048334,1.9120444059371948,1.8839263376048334,1.9120444059371948,591629
1993-12-23 00:00:00+00:00,1.9120444059371948,1.9120444059371948,1.9026713374025028,1.9120444059371948,35443
1993-12-27 00:00:00+00:00,1.9120441563776145,1.9870260953903198,1.9120441563776145,1.9870260953903198,235379
1993-12-28 00:00:00+00:00,2.0057711601257324,2.0245168003840597,2.0057711601257324,2.0057711601257324,193574
1993-12-29 00:00:00+00:00,2.0057726555467803,2.0526363849639893,2.0057726555467803,2.0526363849639893,249920
1993-12-30 00:00:00+00:00,2.043263708992158,2.043263708992158,2.0151448249816895,2.0151448249816895,458944
1993-12-31 00:00:00+00:00,2.024518215707438,2.0995001792907715,2.024518215707438,2.0995001792907715,306266
1994-01-03 00:00:00+00:00,2.0807526023008815,2.0807526023008815,2.0245163440704346,2.0245163440704346,998771
1994-01-04 00:00:00+00:00,2.0151431198856726,2.0432619801036096,2.0151431198856726,2.0245163440704346,30899
1994-01-05 00:00:00+00:00,2.024519371558706,2.080755713885591,2.0057737074930615,2.0620100498199463,135411
1994-01-06 00:00:00+00:00,2.0620100498199463,2.080755713885591,2.0338917974227475,2.0620100498199463,144499
1994-01-07 00:00:00+00:00,2.0432619801036096,2.0432619801036096,2.0151431198856726,2.0245163440704346,89062
1994-01-10 00:00:00+00:00,2.024518057097524,2.024518057097524,2.0057724052028902,2.0151448249816895,459853
1994-01-11 00:00:00+00:00,2.0057711601257324,2.0151435740866304,2.0057711601257324,2.0057711601257324,391693
1994-01-12 00:00:00+00:00,1.9870249095368144,2.0245163440704346,1.9776524976884007,2.0245163440704346,374426
1994-01-13 00:00:00+00:00,2.024518057097524,2.024518057097524,1.9963998229566837,2.0151448249816895,72704
1994-01-14 00:00:00+00:00,2.0245170772857843,2.0432627201080322,2.0151438497063396,2.0432627201080322,193574
1994-01-17 00:00:00+00:00,2.0432650356243514,2.0620100498199463,2.0338917974227475,2.0620100498199463,99059
1994-01-18 00:00:00+00:00,2.080753843941174,2.136990785598755,2.080753843941174,2.136990785598755,223565
1994-01-19 00:00:00+00:00,2.1182457902738707,2.1557364463806152,2.1182457902738707,2.1557364463806152,150861
1994-01-20 00:00:00+00:00,2.1557368206391043,2.2026007175445557,2.1557368206391043,2.2026007175445557,135411
1994-01-21 00:00:00+00:00,2.1932279590578174,2.2682099282076487,2.183855537848952,2.249464273452759,238106
1994-01-24 00:00:00+00:00,2.2682087421417236,2.305700194514331,2.2494630971890937,2.2682087421417236,1262323
1994-01-25 00:00:00+00:00,2.2588375069987836,2.2588375069987836,2.2307192685675967,2.249464273452759,287181
1994-01-26 00:00:00+00:00,2.2400521951489294,2.2776997089385986,2.2400521951489294,2.2776997089385986,222656
1994-01-27 00:00:00+00:00,2.277699056723607,2.324759006500244,2.277699056723607,2.324759006500244,308992
1994-01-28 00:00:00+00:00,2.315347671508789,2.315347671508789,2.268287715715069,2.315347671508789,259008
1994-01-31 00:00:00+00:00,2.296522515543832,2.465937852859497,2.296522515543832,2.465937852859497,683418
1994-02-01 00:00:00+00:00,2.4565281297071353,2.4565281297071353,2.390644073486328,2.390644073486328,393510
1994-02-02 00:00:00+00:00,2.3906426237094403,2.409466698277116,2.3812308311462402,2.3812308311462402,96333
1994-02-03 00:00:00+00:00,2.3718199875030157,2.390644073486328,2.3718199875030157,2.390644073486328,134502
1994-02-04 00:00:00+00:00,2.4471145012357045,2.456526947565836,2.409466999974747,2.4188787937164307,443494
1994-02-07 00:00:00+00:00,2.3906431631699365,2.4282913208007812,2.3718190843545144,2.4282913208007812,169037
1994-02-08 00:00:00+00:00,2.4282903626717136,2.465937852859497,2.4094662912836937,2.465937852859497,743398
1994-02-09 00:00:00+00:00,2.484762084411376,2.5412336496272476,2.484762084411376,2.5224103927612305,1917568
1994-02-10 00:00:00+00:00,2.522411287086209,2.522411287086209,2.456527254342667,2.475351333618164,244467
1994-02-11 00:00:00+00:00,2.456526199900056,2.456526199900056,2.40946626663208,2.40946626663208,79066
1994-02-14 00:00:00+00:00,2.3906442862331265,2.3906442862331265,2.3341726758464634,2.3529961109161377,330803
1994-02-15 00:00:00+00:00,2.3529951415385186,2.3529951415385186,2.287111759185791,2.287111759185791,51802
1994-02-16 00:00:00+00:00,2.2682876378930916,2.3059351444244385,2.2682876378930916,2.3059351444244385,454400
1994-02-17 00:00:00+00:00,2.287112701421035,2.3529961109161377,2.287112701421035,2.3529961109161377,135411
1994-02-18 00:00:00+00:00,2.371819496154785,2.400055211412442,2.371819496154785,2.371819496154785,198118
1994-02-22 00:00:00+00:00,2.3906421954366524,2.40946626663208,2.3906421954366524,2.40946626663208,39078
1994-02-23 00:00:00+00:00,2.3906435436392104,2.3906435436392104,2.343583583831787,2.343583583831787,43622
1994-02-24 00:00:00+00:00,2.3624071620980973,2.3624071620980973,2.296523297669653,2.324759006500244,390784
1994-02-25 00:00:00+00:00,2.296523955274932,2.296523955274932,2.2776997089385986,2.2776997089385986,39078
1994-02-28 00:00:00+00:00,2.258875267744332,2.315347671508789,2.240051840127121,2.315347671508789,185395
1994-03-01 00:00:00+00:00,2.315348852918085,2.3341729427288698,2.2777005101492915,2.2965247631073,275366
1994-03-02 00:00:00+00:00,2.2588744986695692,2.268286943435669,2.221227003664358,2.268286943435669,244467
1994-03-03 00:00:00+00:00,2.2494637373644433,2.2776994510837567,2.240051941556104,2.2588753700256348,667059
1994-03-04 00:00:00+00:00,2.2588753700256348,2.2776994510837567,2.2588753700256348,2.2588753700256348,235379
1994-03-07 00:00:00+00:00,2.277699347950104,2.3247593037438246,2.277699347950104,2.315347671508789,77248
1994-03-08 00:00:00+00:00,2.324758190973249,2.40946626663208,2.324758190973249,2.40946626663208,131776
1994-03-09 00:00:00+00:00,2.4000542868426002,2.465938304034395,2.371818582462148,2.4471142292022705,212659
1994-03-10 00:00:00+00:00,2.465938304034395,2.465938304034395,2.4471142292022705,2.4471142292022705,8179
1994-03-11 00:00:00+00:00,2.4471142292022705,2.4471142292022705,2.4471142292022705,2.4471142292022705,240832
1994-03-14 00:00:00+00:00,2.4471152607096074,2.465939343476454,2.4282918305314114,2.4565277099609375,185395
1994-03-15 00:00:00+00:00,2.465939538031923,2.4847636222839355,2.465939538031923,2.4847636222839355,41805
1994-03-16 00:00:00+00:00,2.484762084411376,2.531822021194239,2.484762084411376,2.5224103927612305,208115
1994-03-17 00:00:00+00:00,2.5318228616981724,2.5412344932556152,2.512998782847644,2.5412344932556152,114509
1994-03-18 00:00:00+00:00,2.550647239319654,2.5600590351266796,2.53182315826416,2.53182315826416,135411
1994-03-21 00:00:00+00:00,2.5412342709227627,2.5412342709227627,2.4941744857815284,2.503586769104004,35443
1994-03-22 00:00:00+00:00,2.4847629653880823,2.4847629653880823,2.428291380150119,2.475351333618164,126323
1994-03-23 00:00:00+00:00,2.4565279037738557,2.4847636222839355,2.4565279037738557,2.4847636222839355,62707
1994-03-24 00:00:00+00:00,2.475350749318192,2.475350749318192,2.4282908069585214,2.4471142292022705,375334
1994-03-25 00:00:00+00:00,2.4565266744860677,2.4565266744860677,2.4188785248218183,2.4471142292022705,139955
1994-03-28 00:00:00+00:00,2.428290337827508,2.428290337827508,2.40946626663208,2.40946626663208,17267
1994-03-29 00:00:00+00:00,2.390643578238484,2.390643578238484,2.371819496154785,2.371819496154785,27264
1994-03-30 00:00:00+00:00,2.31534688320698,2.31534688320698,2.2400510774611333,2.268286943435669,138138
1994-03-31 00:00:00+00:00,2.240052475401417,2.249464273452759,2.1835802187686832,2.249464273452759,116326
1994-04-04 00:00:00+00:00,2.2306396768583894,2.2306396768583894,2.19299216698387,2.211815595626831,32717
1994-04-05 00:00:00+00:00,2.221227724244512,2.287111759185791,2.183579564437663,2.287111759185791,145408
1994-04-06 00:00:00+00:00,2.2965247631073,2.315348852918085,2.2965247631073,2.2965247631073,604352
1994-04-07 00:00:00+00:00,2.3341719845760145,2.3812317819173696,2.3341719845760145,2.371819496154785,955149
1994-04-08 00:00:00+00:00,2.3812318082841903,2.3812318082841903,2.334172010421753,2.334172010421753,147226
1994-04-11 00:00:00+00:00,2.315347592072247,2.324759223984381,2.3059351444244385,2.3059351444244385,36352
1994-04-12 00:00:00+00:00,2.268287379350679,2.268287379350679,2.240051507949829,2.240051507949829,122688
1994-04-13 00:00:00+00:00,2.2212276026308415,2.2212276026308415,2.183579444885254,2.183579444885254,47258
1994-04-14 00:00:00+00:00,2.1553441876803277,2.1647558212280273,2.1553441876803277,2.1647558212280273,82701
1994-04-15 00:00:00+00:00,2.145932385406954,2.145932385406954,2.098872423171997,2.098872423171997,148134
1994-04-18 00:00:00+00:00,2.0988728859692274,2.1082846847149064,2.070636510848999,2.070636510848999,136320
1994-04-19 00:00:00+00:00,1.995340963490967,1.995340963490967,1.920045256614685,1.920045256614685,223565
1994-04-20 00:00:00+00:00,1.9200443640122107,1.9200443640122107,1.8259246110246257,1.863572120666504,1134182
1994-04-21 00:00:00+00:00,1.8823966242520163,1.9388688802719116,1.8823966242520163,1.9388688802719116,180851
1994-04-22 00:00:00+00:00,1.957691368688325,1.957691368688325,1.9482797384262085,1.9482797384262085,680691
1994-04-25 00:00:00+00:00,1.9576919078826907,1.9576919078826907,1.948280275028389,1.9576919078826904,331712
1994-04-26 00:00:00+00:00,1.9595859287447275,1.9879854917526245,1.9595859287447275,1.9879854917526245,88154
1994-04-28 00:00:00+00:00,2.025851948818187,2.044785261154175,2.025851948818187,2.044785261154175,103603
1994-04-29 00:00:00+00:00,2.025852286836616,2.044785602331674,1.9690521762575666,1.9879854917526245,612531
1994-05-02 00:00:00+00:00,1.9690524168481143,1.9690524168481143,1.9311864376068115,1.9311864376068115,30899
1994-05-03 00:00:00+00:00,1.9311857079002743,1.9501190185546877,1.9311857079002743,1.9501190185546875,35443
1994-05-04 00:00:00+00:00,1.9595859287447275,1.9879854917526245,1.9595859287447275,1.9879854917526245,26355
1994-05-05 00:00:00+00:00,1.9974519472993806,2.00691819190979,1.9974519472993806,2.00691819190979,5453
1994-05-06 00:00:00+00:00,2.0069176118922125,2.0069176118922125,1.959584761581537,1.9690510034561157,41805
1994-05-09 00:00:00+00:00,1.987984836573688,1.997451901435852,1.9785185921806334,1.997451901435852,12723
1994-05-10 00:00:00+00:00,2.016385555267334,2.016385555267334,2.016385555267334,2.016385555267334,19994
1994-05-11 00:00:00+00:00,2.016385210691071,2.016385210691071,1.987984836573688,1.997451901435852,9997
1994-05-12 00:00:00+00:00,1.997451901435852,1.997451901435852,1.997451901435852,1.997451901435852,13632
1994-05-13 00:00:00+00:00,1.9785187383955567,1.9785187383955567,1.9406521170867301,1.9501190185546875,59981
1994-05-16 00:00:00+00:00,1.9595857858657837,1.9595857858657837,1.9595857858657837,1.9595857858657837,6362
1994-05-17 00:00:00+00:00,1.9406521170867301,1.9501190185546877,1.9311857079002743,1.9501190185546875,133594
1994-05-18 00:00:00+00:00,1.9311860608347151,1.9595857858657837,1.9311860608347151,1.9595857858657837,33626
1994-05-19 00:00:00+00:00,1.9406528503701892,1.9406528503701892,1.9311864376068115,1.9311864376068115,11814
1994-05-20 00:00:00+00:00,1.9217186084401516,1.9217186084401516,1.8933188915252686,1.8933188915252686,56346
1994-05-23 00:00:00+00:00,1.8649207639953067,1.8649207639953067,1.8459874391555786,1.8459874391555786,99968
1994-05-24 00:00:00+00:00,1.8365195381773125,1.8365195381773125,1.8270524740219114,1.8270524740219116,20902
1994-05-25 00:00:00+00:00,1.8175857067108154,1.8175857067108154,1.8175857067108154,1.8175857067108154,786112
1994-05-26 00:00:00+00:00,1.798653004381841,1.9122522002290077,1.798653004381841,1.8933188915252686,2521011
1994-05-27 00:00:00+00:00,1.8933186053191005,1.9027856684744107,1.8838523626327515,1.8838523626327515,156314
1994-05-31 00:00:00+00:00,1.8743871802742353,1.8743871802742353,1.8459874391555786,1.8459874391555786,53619
1994-06-01 00:00:00+00:00,1.8365195022878762,1.8365195022878762,1.770253172277433,1.7986528873443604,316262
1994-06-02 00:00:00+00:00,1.8081201620036893,1.8081201620036893,1.779719948768616,1.7797199487686157,464397
1994-06-03 00:00:00+00:00,1.7891864776611326,1.7891864776611326,1.7797195777955925,1.7891864776611328,164493
1994-06-06 00:00:00+00:00,1.7702531702114708,1.8081197851107946,1.7702531702114708,1.7891864776611328,463488
1994-06-07 00:00:00+00:00,1.808119787220949,1.808119787220949,1.7986528873443604,1.7986528873443604,41805
1994-06-08 00:00:00+00:00,1.789186479749191,1.7986528873443604,1.789186479749191,1.7986528873443604,170854
1994-06-09 00:00:00+00:00,1.78918721193304,1.78918721193304,1.7702538967132568,1.7702538967132568,388966
1994-06-10 00:00:00+00:00,1.7702535392112722,1.779719948768616,1.7702535392112722,1.7797199487686157,32717
1994-06-13 00:00:00+00:00,1.7891868506074806,1.7891868506074806,1.7702535392112722,1.7797199487686157,58163
1994-06-14 00:00:00+00:00,1.7702535392112722,1.779719948768616,1.7702535392112722,1.7797199487686157,597082
1994-06-15 00:00:00+00:00,1.7797195798726024,1.7986528873443604,1.7797195798726024,1.7986528873443604,500749
1994-06-16 00:00:00+00:00,1.7986536234021213,1.7986536234021213,1.7702538967132568,1.7702538967132568,33626
1994-06-17 00:00:00+00:00,1.7891859992705148,1.8270519476700577,1.7891859992705148,1.8175857067108154,785203
1994-06-20 00:00:00+00:00,1.8270532680240583,1.8365203362936648,1.808120608329773,1.808120608329773,84518
1994-06-21 00:00:00+00:00,1.7891868506074806,1.7986532601648244,1.779719948768616,1.7797199487686157,69978
1994-06-22 00:00:00+00:00,1.7986532601648244,1.8081201620036893,1.779719948768616,1.7797199487686157,1485888
1994-06-23 00:00:00+00:00,1.770253733532646,1.770253733532646,1.7418541735555044,1.7607874870300293,1215974
1994-06-24 00:00:00+00:00,1.7607869493348376,1.7607869493348376,1.7418536416420163,1.7513198852539062,67251
1994-06-27 00:00:00+00:00,1.7513198381371824,1.7513198381371824,1.741853594779968,1.7418535947799683,30899
