"('date', '')","('open', 'CIVI')","('high', 'CIVI')","('low', 'CIVI')","('close', 'CIVI')","('volume', 'CIVI')"
2011-12-15 00:00:00+00:00,1204.8866022089367,1204.8866022089367,1018.3235466869015,1057.9681396484375,56231
2011-12-16 00:00:00+00:00,1099.1677767390117,1123.2655172451227,993.4486132093155,1057.1910400390625,14461
2011-12-19 00:00:00+00:00,1062.6321629378747,1064.9642126566125,971.6826490911924,1022.9874877929688,3496
2011-12-20 00:00:00+00:00,1032.3159937347195,1078.9567468725113,1026.0971642893282,1051.7496337890625,5389
2011-12-21 00:00:00+00:00,1051.749588324783,1071.1832275390625,1024.5424764174238,1071.1832275390625,1806
2011-12-22 00:00:00+00:00,1061.8550519534515,1079.7339616146392,1050.1948010474207,1075.0699462890625,1765
2011-12-23 00:00:00+00:00,1070.4058151175007,1086.730080879252,1049.4174491275824,1060.30029296875,1058
2011-12-27 00:00:00+00:00,1047.8627235040838,1049.4173667669054,1018.3235661053823,1037.7572021484375,1028
2011-12-28 00:00:00+00:00,1027.65191876564,1036.9800356131564,983.3432149254561,1002.77685546875,1112
2011-12-29 00:00:00+00:00,1002.7767736931673,1002.7767736931673,963.1320889913084,972.460205078125,1549
2011-12-30 00:00:00+00:00,991.116437590725,991.8938443091544,968.5734285297475,971.6828002929688,2239
2012-01-03 00:00:00+00:00,982.5653874546828,1039.3116411694566,981.010744497374,1017.5459594726562,1250
2012-01-04 00:00:00+00:00,1020.6557978339162,1052.5270134959014,1018.3238323300283,1044.7535400390625,527
2012-01-05 00:00:00+00:00,1033.8705167074913,1106.9410526124934,1022.2103510425248,1098.3902587890625,5057
2012-01-06 00:00:00+00:00,1099.944956029042,1119.378593265042,1087.5073839788495,1109.2730712890625,1433
2012-01-09 00:00:00+00:00,1122.4878077840874,1122.4878077840874,1088.284638251578,1117.04638671875,5760
2012-01-10 00:00:00+00:00,1124.042390706794,1126.374440152982,1069.6281870851064,1116.2689208984375,2704
2012-01-11 00:00:00+00:00,1120.9334880650313,1124.8201820744862,1099.1677975236562,1115.4920654296875,1517
2012-01-12 00:00:00+00:00,1120.933258076856,1120.933258076856,1096.0581153874764,1110.0504150390625,1114
2012-01-13 00:00:00+00:00,1097.6128185956254,1105.3862898786997,1092.171397201156,1101.49951171875,2271
2012-01-17 00:00:00+00:00,1114.7144931166158,1114.7144931166158,1096.8355842757019,1109.2730712890625,1060
2012-01-18 00:00:00+00:00,1103.831680770958,1124.0427252961897,1091.3941934048164,1098.3902587890625,1817
2012-01-19 00:00:00+00:00,1096.8356056306452,1138.8122526732534,1096.8356056306452,1135.702880859375,3082
2012-01-20 00:00:00+00:00,1131.8162710499753,1140.3670654296875,1109.273174917818,1140.3670654296875,1727
2012-01-23 00:00:00+00:00,1136.480292457537,1162.13276076579,1136.480292457537,1146.5858154296875,877
2012-01-24 00:00:00+00:00,1134.1482462865865,1181.566315631271,1134.1482462865865,1170.6834716796875,2344
2012-01-25 00:00:00+00:00,1193.2265500527337,1204.8867155456576,1180.0116561435648,1201.77734375,3596
2012-01-26 00:00:00+00:00,1208.7734343608142,1263.1877395539843,1203.3320123451806,1205.6640625,4761
2012-01-27 00:00:00+00:00,1235.9807386050763,1259.3011587799508,1204.8869300754252,1247.6409912109375,1716
2012-01-30 00:00:00+00:00,1248.4181223993528,1248.4181223993528,1223.5430623668085,1237.5352783203125,1048
2012-01-31 00:00:00+00:00,1246.086055783908,1281.0666377242844,1242.199362251348,1268.629150390625,3445
2012-02-01 00:00:00+00:00,1282.6215627894694,1302.0552035051778,1267.851938020475,1284.95361328125,3001
2012-02-02 00:00:00+00:00,1289.6174898557217,1320.7113796699373,1282.6214241733096,1311.3831787109375,3914
2012-02-03 00:00:00+00:00,1321.4886065670673,1330.816806856625,1298.9455975953558,1323.0433349609375,3728
2012-02-06 00:00:00+00:00,1319.1566672898339,1323.0434460825418,1283.3987615958524,1305.9417724609375,2213
2012-02-07 00:00:00+00:00,1305.9416845490846,1327.7074572419997,1300.500262635064,1323.8206787109375,1902
2012-02-08 00:00:00+00:00,1321.4887250492825,1371.2389326348268,1308.273830145474,1369.6842041015625,4771
2012-02-09 00:00:00+00:00,1368.9067538315398,1410.8833998465636,1329.2620728422137,1363.46533203125,3115
2012-02-10 00:00:00+00:00,1344.80909987776,1347.9184718081444,1268.629189954412,1292.7269287109375,2924
2012-02-13 00:00:00+00:00,1301.277554054159,1325.3752896861556,1294.2814043402923,1309.051025390625,2028
2012-02-14 00:00:00+00:00,1302.0549693462644,1333.9261786075338,1290.3948040211492,1323.0433349609375,3757
2012-02-15 00:00:00+00:00,1323.0431649109219,1323.0431649109219,1299.7227522212195,1313.7149658203125,2874
2012-02-16 00:00:00+00:00,1313.7150505445227,1346.3635793935853,1300.5001576717843,1318.379150390625,2756
2012-02-17 00:00:00+00:00,1326.1526369385883,1358.0238445230082,1312.9377439148818,1356.4691162109375,1308
2012-02-21 00:00:00+00:00,1365.7974954096428,1414.7702956753699,1365.7974954096428,1403.887451171875,2685
2012-02-22 00:00:00+00:00,1399.2232900873987,1473.8485549018826,1399.2232900873987,1454.4149169921875,4010
2012-02-23 00:00:00+00:00,1452.0829482092981,1524.3761669199096,1431.0944956376295,1501.0556640625,2694
2012-02-24 00:00:00+00:00,1496.3917295786284,1522.0441125797674,1473.0712267833399,1502.6104736328125,1774
2012-02-27 00:00:00+00:00,1499.500959862457,1530.5948490311825,1484.7314220330975,1509.6065673828125,1183
2012-02-28 00:00:00+00:00,1503.3876516191501,1514.2704958072932,1457.5242246781422,1480.8447265625,2932
2012-02-29 00:00:00+00:00,1479.28965501576,1499.5006964321499,1438.090335638193,1445.8638916015625,1897
2012-03-01 00:00:00+00:00,1456.7469615874463,1466.0749920984035,1414.7702290302982,1422.543701171875,2169
2012-03-02 00:00:00+00:00,1420.9890252453888,1432.649276407108,1358.0240091194555,1383.6763916015625,4175
2012-03-05 00:00:00+00:00,1382.898963386803,1395.3365353226673,1361.133276276664,1378.23486328125,1351
2012-03-06 00:00:00+00:00,1361.1335105938724,1406.9969427622523,1331.5943465682967,1400.7781982421875,2412
2012-03-07 00:00:00+00:00,1410.1062396083964,1464.5204638409493,1399.2233947618856,1462.9658203125,1854
2012-03-08 00:00:00+00:00,1460.6337437973916,1481.6220263130785,1430.3172601308754,1480.0673828125,1980
2012-03-09 00:00:00+00:00,1484.731439203428,1489.3955396400424,1454.4149564391075,1478.5126953125,1438
2012-03-12 00:00:00+00:00,1483.1767824714727,1534.481546667596,1474.6259884387855,1508.0517578125,1613
2012-03-13 00:00:00+00:00,1510.3838040641438,1566.3528385825844,1476.9580347777521,1509.6065673828125,3853
2012-03-14 00:00:00+00:00,1506.4968863374936,1515.047679075869,1424.8755669664238,1484.731201171875,1505
2012-03-15 00:00:00+00:00,1488.6180569631842,1506.4970510338999,1473.0711129918516,1487.8408203125,1290
2012-03-16 00:00:00+00:00,1496.3915585862235,1516.6024319344092,1455.1920650469656,1515.8251953125,2313
2012-03-19 00:00:00+00:00,1516.6025799630224,1542.255132610355,1469.1845085255939,1498.7237548828125,1554
2012-03-20 00:00:00+00:00,1486.285830029765,1494.8366226855992,1455.9693524184174,1472.293701171875,755
2012-03-21 00:00:00+00:00,1476.1805354210928,1476.1805354210928,1435.7584480227158,1469.9617919921875,1063
2012-03-22 00:00:00+00:00,1455.191948048672,1455.191948048672,1386.0082000625953,1409.32861328125,1553
2012-03-23 00:00:00+00:00,1410.883676958566,1511.938831023477,1408.5517114748466,1491.727783203125,2304
2012-03-26 00:00:00+00:00,1509.6065203988755,1596.6692713026898,1499.5009131930399,1593.559814453125,2852
2012-03-27 00:00:00+00:00,1610.6616003286674,1729.5956608135205,1602.110805531236,1670.517333984375,6511
2012-03-28 00:00:00+00:00,1683.7320663995415,1729.5954931739864,1618.4350015078242,1646.41943359375,2950
2012-03-29 00:00:00+00:00,1642.5329608690265,1648.7517054939954,1580.3451744719484,1613.7711181640625,3180
2012-03-30 00:00:00+00:00,1630.094948631638,1717.9351013670525,1605.997212130958,1698.50146484375,8062
2012-04-02 00:00:00+00:00,1690.7281935017827,1735.8142129000114,1653.415561213236,1713.2711181640625,1901
2012-04-03 00:00:00+00:00,1713.2712744026385,1724.9315262041657,1694.6150415938794,1710.1619873046875,1115
2012-04-04 00:00:00+00:00,1691.5057349277483,1697.724649824361,1617.6578637858934,1656.525146484375,1916
2012-04-05 00:00:00+00:00,1653.4157065753045,1696.9470863934455,1633.9820670188976,1675.181396484375,1774
2012-04-09 00:00:00+00:00,1637.0910883810116,1650.3059815432252,1557.8018994813863,1619.989501953125,1420
2012-04-10 00:00:00+00:00,1619.9893932465416,1623.098849694619,1543.8094960419123,1553.1376953125,2164
2012-04-11 00:00:00+00:00,1571.0168530739045,1605.9974377447236,1522.8215433756266,1556.247314453125,2071
2012-04-12 00:00:00+00:00,1553.1379550133931,1658.8569408206763,1553.1379550133931,1623.09912109375,977
2012-04-13 00:00:00+00:00,1618.4350206785698,1660.4117543415186,1546.1418043906226,1623.09912109375,2318
2012-04-16 00:00:00+00:00,1630.8725466098224,1630.8725466098224,1574.1262736851866,1618.43505859375,1144
2012-04-17 00:00:00+00:00,1630.8725791069915,1638.6461368271923,1602.8881454763655,1607.55224609375,1040
2012-04-18 00:00:00+00:00,1598.22407136921,1612.9936101867936,1540.7003895655466,1590.45068359375,1789
2012-04-19 00:00:00+00:00,1586.5635337365197,1597.4463767053053,1514.270326142375,1566.3526611328125,1723
2012-04-20 00:00:00+00:00,1579.5679108986094,1579.5679108986094,1538.368409568804,1546.1419677734375,1564
2012-04-23 00:00:00+00:00,1523.5987063720506,1560.133932794579,1493.2822238008382,1544.587158203125,1585
2012-04-24 00:00:00+00:00,1551.5832917542934,1561.688900323744,1539.9232096608057,1554.6927490234375,1199
2012-04-25 00:00:00+00:00,1559.356668201373,1577.235662749972,1550.028467554509,1553.9151611328125,3099
2012-04-26 00:00:00+00:00,1548.4739384923273,1635.5366974294993,1548.4739384923273,1626.20849609375,4467
2012-04-27 00:00:00+00:00,1628.540377112261,1691.5053894348819,1625.4310903727312,1668.18505859375,1631
2012-04-30 00:00:00+00:00,1668.1851503229275,1710.9392909685505,1662.743813192713,1707.829833984375,2357
2012-05-01 00:00:00+00:00,1710.1619739746347,1761.466741354085,1692.282978042881,1747.474609375,2930
2012-05-02 00:00:00+00:00,1727.2633310572228,1739.7008178285741,1669.7396571108175,1731.1500244140625,2294
2012-05-03 00:00:00+00:00,1725.708542751734,1725.708542751734,1642.5324955494477,1668.9622802734375,923
2012-05-04 00:00:00+00:00,1661.9664752622432,1666.630575894843,1523.5987800986059,1556.247314453125,2351
2012-05-07 00:00:00+00:00,1543.0323084819763,1554.6925592256637,1434.2038684531237,1497.9462890625,3056
2012-05-08 00:00:00+00:00,1476.180429365877,1508.8289575772642,1445.8639510319924,1503.387451171875,2395
2012-05-09 00:00:00+00:00,1480.0674641322844,1520.4895579576819,1477.7354137164466,1505.7198486328125,700
2012-05-10 00:00:00+00:00,1523.5988142316646,1523.5988142316646,1470.7392326428967,1495.6143798828125,1842
2012-05-11 00:00:00+00:00,1444.3094040428514,1612.9935826083165,1427.2078151702908,1550.028564453125,5400
2012-05-14 00:00:00+00:00,1525.9305041311673,1630.8722357043457,1508.8289188508527,1553.1376953125,2261
2012-05-15 00:00:00+00:00,1523.5987024374783,1536.036190107992,1476.9580386362159,1508.0517578125,3086
2012-05-16 00:00:00+00:00,1528.2628566339515,1553.1380029243664,1496.3917295786284,1502.6104736328125,2249
2012-05-17 00:00:00+00:00,1507.2745281643324,1515.0479154762675,1410.1061663231033,1417.879638671875,2729
2012-05-18 00:00:00+00:00,1425.6532065038286,1425.6532065038286,1346.3638342580496,1353.3599853515625,4055
2012-05-21 00:00:00+00:00,1358.0239917037707,1443.532102287889,1358.0239917037707,1435.758544921875,4888
2012-05-22 00:00:00+00:00,1441.1997920382692,1520.4891444669693,1427.2074933483896,1445.8638916015625,3456
2012-05-23 00:00:00+00:00,1437.3133167226845,1472.2938986702893,1410.1061218418063,1441.9774169921875,2706
2012-05-24 00:00:00+00:00,1454.4149470535926,1465.2977913109069,1408.5515198210771,1414.770263671875,1159
2012-05-25 00:00:00+00:00,1412.4383086216137,1440.4227428722925,1396.891362910418,1431.8719482421875,1059
2012-05-29 00:00:00+00:00,1448.973311435397,1448.973311435397,1392.2271300130003,1411.6607666015625,1725
2012-05-30 00:00:00+00:00,1401.5553331684891,1432.6492216965312,1340.922284553541,1347.14111328125,1890
2012-05-31 00:00:00+00:00,1351.027893426006,1367.3521604385182,1298.1683985917546,1326.15283203125,8173
2012-06-01 00:00:00+00:00,1280.2892970559374,1307.4964064912497,1194.7811902381939,1198.66796875,4497
2012-06-04 00:00:00+00:00,1205.6641817386396,1231.3166509418138,1173.0156464159402,1202.5548095703125,4635
2012-06-05 00:00:00+00:00,1193.2266044838552,1243.7540472826443,1193.2266044838552,1241.4219970703125,3900
2012-06-06 00:00:00+00:00,1243.7541488606416,1307.4965764141316,1229.7619314807362,1301.27783203125,3109
2012-06-07 00:00:00+00:00,1321.4888840810922,1321.4888840810922,1244.5316407152998,1248.4183349609375,1516
2012-06-08 00:00:00+00:00,1237.5350862307469,1243.7538290144041,1219.656094431705,1227.4295654296875,1131
2012-06-11 00:00:00+00:00,1245.30895458894,1245.30895458894,1173.0157277731116,1175.3477783203125,1947
2012-06-12 00:00:00+00:00,1186.2305068831956,1201.0000455058607,1141.9217209415187,1181.56640625,1853
2012-06-13 00:00:00+00:00,1176.1248492921952,1183.8983211125167,1156.691212259807,1169.1287841796875,1525
2012-06-14 00:00:00+00:00,1174.570191562428,1206.441315087463,1156.6911980910127,1195.5584716796875,1323
2012-06-15 00:00:00+00:00,1199.4452366082658,1201.7772866033238,1166.7967067511095,1183.1209716796875,1447
2012-06-18 00:00:00+00:00,1164.4648411818036,1176.1250079669808,1128.706934013576,1132.5936279296875,1569
2012-06-19 00:00:00+00:00,1141.9215454383277,1190.894424486504,1134.925480600608,1185.4530029296875,2207
2012-06-20 00:00:00+00:00,1179.2341613498436,1179.2341613498436,1131.0386895243892,1168.351318359375,893
2012-06-21 00:00:00+00:00,1195.5587530973626,1212.66042893281,1160.5781646188857,1163.6876220703125,2586
2012-06-22 00:00:00+00:00,1187.7851904347224,1234.4259398889396,1154.359250545783,1201.0,5310
2012-06-25 00:00:00+00:00,1171.4608832236897,1185.4531851232766,1158.2460731577032,1181.56640625,1138
2012-06-26 00:00:00+00:00,1182.3437750385078,1207.2188358878363,1169.9062020954248,1186.23046875,823
2012-06-27 00:00:00+00:00,1190.8945695913592,1254.6369077221282,1190.8945695913592,1235.9805908203125,1790
2012-06-28 00:00:00+00:00,1222.7659489859193,1247.6410132565481,1192.4493767118392,1216.547119140625,1338
2012-06-29 00:00:00+00:00,1247.640823128271,1298.1683508483195,1230.5391499559014,1292.7269287109375,1629
2012-07-02 00:00:00+00:00,1296.6133362407281,1297.3906577925834,1247.6405478111274,1271.73828125,806
