"('date', '')","('open', 'CIVI')","('high', 'CIVI')","('low', 'CIVI')","('close', 'CIVI')","('volume', 'CIVI')"
2012-07-03 00:00:00+00:00,1276.4026340869832,1332.3715864361332,1276.4026340869832,1314.49267578125,788
2012-07-05 00:00:00+00:00,1310.605937897512,1332.371628096609,1302.0551431817014,1312.93798828125,755
2012-07-06 00:00:00+00:00,1289.617597430913,1307.4965940691714,1250.750316957815,1267.0745849609375,1023
2012-07-09 00:00:00+00:00,1263.9649031173444,1272.5156959239484,1236.7577964432298,1260.078125,647
2012-07-10 00:00:00+00:00,1260.0781829551588,1271.7384328066614,1224.3202818298162,1235.203125,1259
2012-07-11 00:00:00+00:00,1221.2110183395241,1250.7501788506445,1166.0193909206885,1243.7540283203125,2248
2012-07-12 00:00:00+00:00,1229.7616079658935,1229.7616079658935,1173.7926681332428,1221.2108154296875,2964
2012-07-13 00:00:00+00:00,1221.211245628498,1243.7542598049395,1177.67986099159,1228.2073974609375,1624
2012-07-16 00:00:00+00:00,1226.652279815071,1253.0820649759557,1216.546758717646,1245.30859375,800
2012-07-17 00:00:00+00:00,1249.195223656726,1268.628943257015,1227.42953933975,1263.96484375,976
2012-07-18 00:00:00+00:00,1265.519698413557,1350.2504851266874,1265.519698413557,1347.14111328125,3266
2012-07-19 00:00:00+00:00,1355.6920600516974,1360.35616086443,1308.2739002082176,1333.1490478515625,1385
2012-07-20 00:00:00+00:00,1328.48494703883,1368.9069556632105,1328.48494703883,1333.1490478515625,954
2012-07-23 00:00:00+00:00,1303.6096039587815,1326.1526113087546,1285.7306113812274,1309.051025390625,1506
2012-07-24 00:00:00+00:00,1307.496466639473,1307.496466639473,1268.629189954412,1292.7269287109375,610
2012-07-25 00:00:00+00:00,1304.3871180653534,1325.3754852673108,1282.6214291260906,1322.26611328125,1336
2012-07-26 00:00:00+00:00,1337.0355917334175,1338.5903201753993,1305.9417031884577,1321.4886474609375,2041
2012-07-27 00:00:00+00:00,1326.1527041632971,1382.1216506825888,1288.8400731504357,1340.9222412109375,3365
2012-07-30 00:00:00+00:00,1337.035469952381,1397.6685130776868,1330.8167268245438,1390.67236328125,1231
2012-07-31 00:00:00+00:00,1389.8953458570397,1427.2078978275192,1361.9108255831236,1362.688232421875,963
2012-08-01 00:00:00+00:00,1373.5709836345159,1415.547633612527,1351.0278875930135,1398.446044921875,1146
2012-08-02 00:00:00+00:00,1387.5632353219594,1406.9968747858968,1345.5864992474342,1361.9107666015625,1100
2012-08-03 00:00:00+00:00,1399.2233915851943,1411.6609649687582,1384.4538529142505,1402.332763671875,548
2012-08-06 00:00:00+00:00,1403.11006333635,1425.6530730211389,1395.3365911947733,1422.543701171875,1249
2012-08-07 00:00:00+00:00,1422.5437315962586,1449.7508421552473,1419.4343596804936,1437.3133544921875,1150
2012-08-08 00:00:00+00:00,1437.3131134310213,1474.625740235929,1437.3131134310213,1458.3013916015625,1454
2012-08-09 00:00:00+00:00,1455.1922167217056,1478.5127192828616,1440.4226784820914,1453.6375732421875,501
2012-08-10 00:00:00+00:00,1445.8640068942657,1454.4148000842597,1427.9850138338575,1439.645263671875,857
2012-08-13 00:00:00+00:00,1441.2001938729766,1454.415089628997,1382.121866388477,1433.4266357421875,1729
2012-08-14 00:00:00+00:00,1444.3090927721057,1476.180383414654,1439.6451632359308,1458.3013916015625,1577
2012-08-15 00:00:00+00:00,1459.8562787526064,1481.621967186831,1451.3054847301376,1479.2899169921875,798
2012-08-16 00:00:00+00:00,1483.1768275169106,1602.8881176839454,1483.1768275169106,1567.130126953125,3185
2012-08-17 00:00:00+00:00,1568.6850033801438,1595.1146240234375,1525.1534533193624,1595.1146240234375,3390
2012-08-20 00:00:00+00:00,1595.8915463512606,1604.4423383904534,1549.2507233499641,1602.8876953125,2559
2012-08-21 00:00:00+00:00,1612.2159682220051,1629.3175530884698,1602.887769177155,1616.1026611328125,2032
2012-08-22 00:00:00+00:00,1613.7710266603835,1630.0952091161053,1591.2279298586222,1623.87646484375,1238
2012-08-23 00:00:00+00:00,1624.653840275124,1625.4312470717844,1550.8059770975458,1556.247314453125,1768
2012-08-24 00:00:00+00:00,1560.1341044533533,1595.8920981249012,1540.700464002114,1581.12255859375,1379
2012-08-27 00:00:00+00:00,1588.1185609808235,1595.1145416309198,1546.919233483512,1548.473876953125,1187
2012-08-28 00:00:00+00:00,1545.3643882921347,1566.3528400336202,1536.8135942738645,1559.356689453125,1267
2012-08-29 00:00:00+00:00,1557.8020310354098,1594.3372569506628,1551.5831171967675,1560.1339111328125,1129
2012-08-30 00:00:00+00:00,1543.0323806446534,1560.1339691527355,1507.2745601478484,1532.1495361328125,1223
2012-08-31 00:00:00+00:00,1551.5830945312007,1578.0128827014964,1529.0401699716945,1564.020751953125,2434
2012-09-04 00:00:00+00:00,1571.0169724976479,1623.8765569204254,1545.3645871420156,1613.7711181640625,1434
2012-09-05 00:00:00+00:00,1620.7672110688886,1667.4078791073698,1612.2164162593774,1649.529052734375,1937
2012-09-06 00:00:00+00:00,1665.0755734888596,1702.3882042448813,1659.6342367503055,1686.8414306640625,2049
2012-09-07 00:00:00+00:00,1693.8373784660878,1750.5836451903676,1685.2865851301272,1741.255615234375,1547
2012-09-10 00:00:00+00:00,1760.6893836039717,1806.55281041522,1759.9119768521352,1776.236328125,2156
2012-09-11 00:00:00+00:00,1792.5599834170785,1823.6538633367106,1788.6732909455297,1816.65771484375,1505
2012-09-12 00:00:00+00:00,1834.5370862313998,1843.865286164041,1804.9978431359216,1808.1072998046875,1704
2012-09-13 00:00:00+00:00,1817.4354225378804,1868.7401798408143,1811.9939161170937,1853.1932373046875,1795
2012-09-14 00:00:00+00:00,1863.2991503234587,1881.178145687824,1855.5255927384974,1861.7445068359375,1532
2012-09-17 00:00:00+00:00,1853.9710912293533,1892.8383719096098,1810.4397096556756,1830.6507568359375,2835
2012-09-18 00:00:00+00:00,1818.98993798856,1832.9822363102348,1740.4779942443174,1766.13037109375,2865
2012-09-19 00:00:00+00:00,1771.572461455711,1896.7252708114513,1750.5840070505096,1875.73681640625,6546
2012-09-20 00:00:00+00:00,1830.6504026674215,1839.9784325759172,1764.5759362499305,1822.099609375,3479
2012-09-21 00:00:00+00:00,1834.537511086898,1838.4242052677216,1793.3381786080347,1794.892822265625,4236
2012-09-24 00:00:00+00:00,1795.670453804144,1822.1002496585345,1791.0063521741083,1797.22509765625,2584
2012-09-25 00:00:00+00:00,1811.2171510818264,1811.2171510818264,1776.236563786887,1791.006103515625,12142
2012-09-26 00:00:00+00:00,1777.7908385401095,1807.3299118683701,1763.0213018759791,1805.7752685546875,4184
2012-09-27 00:00:00+00:00,1817.4354907102684,1840.7558203523843,1815.1034407386912,1824.431640625,1305
2012-09-28 00:00:00+00:00,1818.2127192158584,1845.419912071797,1803.4431828441243,1831.4276123046875,1182
2012-10-01 00:00:00+00:00,1848.5297054273517,1849.3069421735527,1826.764015207367,1842.310791015625,1328
2012-10-02 00:00:00+00:00,1839.201685395922,1860.189970867372,1823.6547379796355,1850.8619384765625,899
2012-10-03 00:00:00+00:00,1850.0846893650312,1857.0808418100846,1783.2327927661431,1797.22509765625,1693
2012-10-04 00:00:00+00:00,1811.2167512461945,1843.8652808425568,1808.8847012697647,1822.8768310546875,2398
2012-10-05 00:00:00+00:00,1831.4276242770452,1839.9784174994027,1813.5488012226244,1822.8768310546875,1193
2012-10-08 00:00:00+00:00,1815.8812173892306,1843.0882458359338,1787.896612028703,1830.6507568359375,1800
2012-10-09 00:00:00+00:00,1836.0914968907355,1856.302537492774,1816.6578628758032,1820.5445556640625,1722
2012-10-10 00:00:00+00:00,1822.1000216787836,1836.0921547444882,1787.8966706959245,1794.892822265625,1020
2012-10-11 00:00:00+00:00,1814.3262426145757,1826.7639005839205,1770.01745813495,1777.791015625,1856
2012-10-12 00:00:00+00:00,1808.107069957521,1814.3258124308677,1777.7905941039344,1784.7867431640625,2346
2012-10-15 00:00:00+00:00,1789.4515153303014,1789.4515153303014,1721.822389135996,1749.0294189453125,1690
2012-10-16 00:00:00+00:00,1757.579832999202,1883.5100258859165,1757.579832999202,1873.4044189453125,6688
2012-10-17 00:00:00+00:00,1881.9556656740117,1943.3660485221208,1868.7407688567298,1913.049560546875,6589
2012-10-18 00:00:00+00:00,1920.0449553091719,1941.8106391229837,1914.6034493189009,1930.150390625,2167
2012-10-19 00:00:00+00:00,1915.3811618162786,1924.709362104476,1818.9902123680072,1843.8653564453125,1998
2012-10-22 00:00:00+00:00,1910.7172405368808,1917.7133914079477,1844.6427657662712,1880.4007568359375,4004
2012-10-23 00:00:00+00:00,1858.6352671845968,1913.8269032207668,1833.7601181063194,1906.0533447265625,3088
2012-10-24 00:00:00+00:00,1912.271401779029,1927.8183431026869,1828.3181227196392,1834.536865234375,5122
2012-10-25 00:00:00+00:00,1857.0806295302978,1888.9517602607825,1843.0883262396276,1856.30322265625,4087
2012-10-26 00:00:00+00:00,1872.627193951479,1911.4944683874173,1788.6737315050289,1843.8653564453125,3655
2012-10-31 00:00:00+00:00,1861.7443247026656,1931.7054857546727,1850.0840745027774,1925.486572265625,5499
2012-11-01 00:00:00+00:00,1925.4866527439035,1983.0103293694158,1892.8381208932888,1952.69384765625,2861
2012-11-02 00:00:00+00:00,1983.0106567423309,1983.0106567423309,1938.7018668895857,1951.1395263671875,3424
2012-11-05 00:00:00+00:00,1983.0102039680705,2067.740900074072,1923.154480990258,1931.7054443359375,5777
2012-11-06 00:00:00+00:00,1941.8111645631523,1956.5807032747052,1893.6156844949844,1898.27978515625,1973
2012-11-07 00:00:00+00:00,1870.295589573426,1886.6197738941835,1819.7680527364598,1855.52587890625,3626
2012-11-08 00:00:00+00:00,1892.0610484383744,1897.5023858488864,1798.7793749920168,1825.986572265625,2855
2012-11-09 00:00:00+00:00,1809.661807140435,1892.060616898628,1698.5013332069207,1773.1265869140625,12175
2012-11-12 00:00:00+00:00,1769.24033056948,1769.24033056948,1693.8376516259457,1728.8182373046875,3233
2012-11-13 00:00:00+00:00,1692.2828892108462,1727.2634724328675,1665.8531001032145,1707.829833984375,3572
2012-11-14 00:00:00+00:00,1714.8256892674735,1714.8256892674735,1624.6534931424953,1654.969970703125,2774
2012-11-15 00:00:00+00:00,1627.7631649025004,1679.067927537983,1619.2122010562528,1651.08349609375,2459
2012-11-16 00:00:00+00:00,1649.52901267876,1695.3924428495643,1630.0952030486692,1675.181396484375,2350
2012-11-19 00:00:00+00:00,1693.0602459643444,1754.470616480009,1693.0602459643444,1742.032958984375,1975
2012-11-20 00:00:00+00:00,1737.3689053715045,1752.9158501035927,1708.607236194499,1730.3729248046875,955
2012-11-21 00:00:00+00:00,1745.1425704936494,1769.2403108047727,1703.1658341333568,1759.912109375,1437
2012-11-23 00:00:00+00:00,1771.572171686355,1806.552753233022,1751.3611274413843,1804.220703125,435
2012-11-26 00:00:00+00:00,1792.5603521649755,1812.7713952777158,1761.4664658490146,1779.345458984375,2679
2012-11-27 00:00:00+00:00,1767.6856915555766,1823.6545607561688,1746.6972380500897,1792.5606689453125,3801
2012-11-28 00:00:00+00:00,1769.2401690665379,1779.3456064234304,1714.8259485415965,1762.2440185546875,2866
2012-11-29 00:00:00+00:00,1779.3458210801612,1830.650760949386,1774.6817201762597,1829.095947265625,3555
2012-11-30 00:00:00+00:00,1831.4279459056327,1866.4085316215856,1815.8811700973747,1842.310791015625,3874
2012-12-03 00:00:00+00:00,1847.752480963824,1870.2955802284948,1840.7563291154395,1850.8619384765625,3063
2012-12-04 00:00:00+00:00,1853.9708191659806,1872.627220001908,1846.9746688525079,1868.7403564453125,4163
2012-12-05 00:00:00+00:00,1882.7331164005936,1960.467685318666,1879.6236588114396,1949.5848388671875,3026
2012-12-06 00:00:00+00:00,1931.7056496835507,1983.0104147695743,1923.9320921993901,1957.3580322265625,2653
2012-12-07 00:00:00+00:00,1959.6898929892138,1993.89306640625,1923.9319061814692,1993.89306640625,3114
2012-12-10 00:00:00+00:00,1990.0065654832163,2010.2176108536235,1948.02983127504,1957.3580322265625,2907
2012-12-11 00:00:00+00:00,1962.7996439889325,2000.1122829412736,1948.8075106778667,1967.4637451171875,1482
2012-12-12 00:00:00+00:00,1989.229274907823,2000.8895267783266,1965.9089412405015,1972.127685546875,1234
2012-12-13 00:00:00+00:00,1965.131247137626,1977.5689040057691,1931.7054801182462,1970.57275390625,1512
2012-12-14 00:00:00+00:00,1962.7993285745547,2062.2997398160264,1945.697740568246,2034.3153076171875,3279
2012-12-17 00:00:00+00:00,2048.307451574844,2051.4169085381445,2021.1004259590727,2025.7645263671875,4847
2012-12-18 00:00:00+00:00,2033.538207247842,2192.1167936494417,2033.538207247842,2089.507080078125,5594
2012-12-19 00:00:00+00:00,2114.381996771465,2168.018813166003,2105.8312024197803,2138.479736328125,5223
