"('date', '')","('open', 'CBNA')","('high', 'CBNA')","('low', 'CBNA')","('close', 'CBNA')","('volume', 'CBNA')"
2024-10-04 00:00:00+00:00,22.0,22.0,21.010000228881836,21.200000762939453,345100
2024-10-07 00:00:00+00:00,21.110000610351562,21.149999618530273,20.75,20.75,76100
2024-10-08 00:00:00+00:00,21.700000762939453,21.700000762939453,20.75,20.790000915527344,23300
2024-10-09 00:00:00+00:00,20.850000381469727,20.989999771118164,20.700000762939453,20.75,20000
2024-10-10 00:00:00+00:00,20.69700050354004,20.799999237060547,20.610000610351562,20.649999618530273,44600
2024-10-11 00:00:00+00:00,20.100000381469727,20.75,20.100000381469727,20.649999618530273,32300
2024-10-14 00:00:00+00:00,20.959999084472656,20.959999084472656,20.709999084472656,20.719999313354492,4300
2024-10-15 00:00:00+00:00,20.90999984741211,21.149999618530273,20.709999084472656,21.149999618530273,15900
2024-10-16 00:00:00+00:00,21.299999237060547,21.5,21.00200080871582,21.469999313354492,29500
2024-10-17 00:00:00+00:00,21.350000381469727,22.149999618530273,21.350000381469727,22.0,68700
2024-10-18 00:00:00+00:00,21.549999237060547,22.149999618530273,21.549999237060547,21.899999618530273,29700
2024-10-21 00:00:00+00:00,21.600000381469727,21.889999389648438,21.06999969482422,21.06999969482422,51600
2024-10-22 00:00:00+00:00,21.44300079345703,21.44300079345703,21.0,21.0,8900
2024-10-23 00:00:00+00:00,20.780000686645508,21.520000457763672,20.780000686645508,21.229999542236328,16100
2024-10-24 00:00:00+00:00,21.0,21.1200008392334,21.0,21.049999237060547,3900
2024-10-25 00:00:00+00:00,20.770000457763672,21.09000015258789,20.75,21.059999465942383,15600
2024-10-28 00:00:00+00:00,20.940000534057617,21.200000762939453,20.850000381469727,21.149999618530273,11700
2024-10-29 00:00:00+00:00,21.469999313354492,21.469999313354492,20.850000381469727,21.079999923706055,44500
2024-10-30 00:00:00+00:00,21.200000762939453,22.799999237060547,21.200000762939453,22.190000534057617,128900
2024-10-31 00:00:00+00:00,22.3799991607666,22.3799991607666,21.75,22.299999237060547,13900
2024-11-01 00:00:00+00:00,22.229999542236328,22.229999542236328,21.895000457763672,22.219999313354492,2500
2024-11-04 00:00:00+00:00,22.600000381469727,24.59000015258789,21.100000381469727,23.059999465942383,117500
2024-11-05 00:00:00+00:00,24.020000457763672,24.020000457763672,22.40999984741211,22.799999237060547,31600
2024-11-06 00:00:00+00:00,24.020000457763672,24.020000457763672,22.579999923706055,22.700000762939453,90700
2024-11-07 00:00:00+00:00,22.899999618530273,23.950000762939453,22.899999618530273,23.100000381469727,72000
2024-11-08 00:00:00+00:00,23.5,23.899999618530273,23.0,23.530000686645508,139400
2024-11-11 00:00:00+00:00,24.219999313354492,24.889999389648438,23.600000381469727,24.780000686645508,50000
2024-11-12 00:00:00+00:00,24.25,25.0,24.25,24.700000762939453,24400
2024-11-13 00:00:00+00:00,24.3799991607666,24.75,23.389999389648438,23.93000030517578,33500
2024-11-14 00:00:00+00:00,23.3700008392334,23.93000030517578,23.0,23.3799991607666,31300
2024-11-15 00:00:00+00:00,23.5,24.110000610351562,23.200000762939453,23.979999542236328,9600
2024-11-18 00:00:00+00:00,24.09000015258789,24.450000762939453,23.68000030517578,24.020000457763672,28900
2024-11-19 00:00:00+00:00,24.0,24.200000762939453,23.709999084472656,24.200000762939453,10600
2024-11-20 00:00:00+00:00,23.989999771118164,24.0,23.610000610351562,23.899999618530273,16400
2024-11-21 00:00:00+00:00,24.200000762939453,24.399999618530273,23.920000076293945,24.200000762939453,15100
2024-11-22 00:00:00+00:00,24.059999465942383,24.5,23.8799991607666,24.5,22800
2024-11-25 00:00:00+00:00,24.56999969482422,24.56999969482422,23.5,24.0,25200
2024-11-26 00:00:00+00:00,23.989999771118164,24.799999237060547,23.899999618530273,24.190000534057617,40200
2024-11-27 00:00:00+00:00,24.010000228881836,24.3799991607666,24.0,24.200000762939453,16500
2024-11-29 00:00:00+00:00,24.399999618530273,24.399999618530273,24.399999618530273,24.399999618530273,500
2024-12-02 00:00:00+00:00,24.420000076293945,27.31999969482422,24.420000076293945,26.790000915527344,105000
2024-12-03 00:00:00+00:00,27.149999618530273,27.559999465942383,26.600000381469727,26.979999542236328,52300
2024-12-04 00:00:00+00:00,26.979999542236328,27.010000228881836,26.18000030517578,26.670000076293945,20500
2024-12-05 00:00:00+00:00,27.0,27.0,26.281999588012695,26.989999771118164,16600
2024-12-06 00:00:00+00:00,26.899999618530273,26.899999618530273,25.510000228881836,25.989999771118164,34200
2024-12-09 00:00:00+00:00,26.489999771118164,26.5,26.049999237060547,26.209999084472656,15300
2024-12-10 00:00:00+00:00,26.239999771118164,26.65999984741211,26.049999237060547,26.65999984741211,12600
2024-12-11 00:00:00+00:00,26.299999237060547,27.399999618530273,25.5,27.040000915527344,20200
2024-12-12 00:00:00+00:00,26.600000381469727,27.200000762939453,26.06999969482422,27.18000030517578,41800
2024-12-13 00:00:00+00:00,27.200000762939453,27.350000381469727,26.770000457763672,26.959999084472656,17200
2024-12-16 00:00:00+00:00,26.763999938964844,26.90999984741211,26.325000762939453,26.520000457763672,35300
2024-12-17 00:00:00+00:00,26.506000518798828,26.739999771118164,25.829999923706055,25.829999923706055,10500
2024-12-18 00:00:00+00:00,25.709999084472656,26.1200008392334,24.110000610351562,24.110000610351562,32400
2024-12-19 00:00:00+00:00,24.0,24.5,23.75,23.75,38100
2024-12-20 00:00:00+00:00,23.75,24.700000762939453,23.75,24.0,94500
2024-12-23 00:00:00+00:00,23.850000381469727,24.549999237060547,23.850000381469727,24.290000915527344,25400
2024-12-24 00:00:00+00:00,24.15999984741211,24.239999771118164,23.75,24.0,19900
2024-12-26 00:00:00+00:00,23.75,24.700000762939453,23.75,24.440000534057617,9700
2024-12-27 00:00:00+00:00,24.600000381469727,24.600000381469727,23.780000686645508,24.219999313354492,11500
2024-12-30 00:00:00+00:00,24.219999313354492,25.3700008392334,24.219999313354492,25.030000686645508,29100
2024-12-31 00:00:00+00:00,24.920000076293945,25.440000534057617,24.75,25.06999969482422,13500
2025-01-02 00:00:00+00:00,25.190000534057617,25.239999771118164,24.729999542236328,24.729999542236328,7400
2025-01-03 00:00:00+00:00,24.540000915527344,25.25,24.540000915527344,24.75,47000
2025-01-06 00:00:00+00:00,24.520000457763672,24.992000579833984,23.96500015258789,24.079999923706055,28700
2025-01-07 00:00:00+00:00,23.75,24.3700008392334,23.63599967956543,23.940000534057617,55200
2025-01-08 00:00:00+00:00,23.75,23.920000076293945,23.5,23.75,26600
2025-01-10 00:00:00+00:00,23.75,24.1299991607666,23.600000381469727,24.0,14000
2025-01-13 00:00:00+00:00,23.520000457763672,23.989999771118164,23.520000457763672,23.90999984741211,8300
2025-01-14 00:00:00+00:00,23.940000534057617,24.049999237060547,23.75,23.799999237060547,8100
2025-01-15 00:00:00+00:00,23.799999237060547,24.600000381469727,23.799999237060547,24.100000381469727,15100
2025-01-16 00:00:00+00:00,24.260000228881836,24.600000381469727,24.030000686645508,24.260000228881836,55700
2025-01-17 00:00:00+00:00,24.0,24.540000915527344,24.0,24.350000381469727,15000
2025-01-21 00:00:00+00:00,24.15999984741211,24.889999389648438,24.15999984741211,24.770000457763672,28400
2025-01-22 00:00:00+00:00,24.420000076293945,24.889999389648438,24.420000076293945,24.709999084472656,28700
2025-01-23 00:00:00+00:00,24.200000762939453,24.48200035095215,24.200000762939453,24.420000076293945,6300
2025-01-24 00:00:00+00:00,24.299999237060547,24.6200008392334,24.200000762939453,24.53499984741211,9800
2025-01-27 00:00:00+00:00,24.829999923706055,24.829999923706055,24.389999389648438,24.40999984741211,15600
2025-01-28 00:00:00+00:00,24.309999465942383,25.0,24.0,24.239999771118164,45800
