"('date', '')","('open', 'ACN')","('high', 'ACN')","('low', 'ACN')","('close', 'ACN')","('volume', 'ACN')"
2025-09-26 00:00:00+00:00,232.60000610351562,241.3000030517578,231.0500030517578,238.97000122070312,7060504
