"('date', '')","('open', 'ABUS')","('high', 'ABUS')","('low', 'ABUS')","('close', 'ABUS')","('volume', 'ABUS')"
2025-09-26 00:00:00+00:00,4.309999942779541,4.434999942779541,4.25,4.409999847412109,601852
