"('date', '')","('open', 'DCOM')","('high', 'DCOM')","('low', 'DCOM')","('close', 'DCOM')","('volume', 'DCOM')"
1999-01-12 00:00:00+00:00,6.070336818695068,6.070336818695068,6.070336818695068,6.070336818695068,2250
1999-01-13 00:00:00+00:00,6.070336818695068,6.070336818695068,6.070336818695068,6.070336818695068,0
1999-01-14 00:00:00+00:00,6.208302021026611,6.208302021026611,6.208302021026611,6.208302021026611,300
1999-01-15 00:00:00+00:00,6.208298884558702,6.2772801148470245,6.070336818695068,6.070336818695068,4050
1999-01-19 00:00:00+00:00,6.070336818695068,6.070336818695068,6.070336818695068,6.070336818695068,1500
1999-01-20 00:00:00+00:00,6.070339885463757,6.208302021026611,6.070339885463757,6.208302021026611,1050
1999-01-21 00:00:00+00:00,6.104828757710616,6.173810005187988,6.104828757710616,6.173810005187988,2250
1999-01-22 00:00:00+00:00,5.932376234374985,5.932376234374985,5.725432872772217,5.725432872772217,52350
1999-01-25 00:00:00+00:00,5.828901767730713,5.828901767730713,5.828901767730713,5.828901767730713,300
1999-01-26 00:00:00+00:00,6.070335476957554,6.070335476957554,5.932373046875,5.932373046875,4800
1999-01-27 00:00:00+00:00,5.863391399383545,5.863391399383545,5.863391399383545,5.863391399383545,300
1999-01-28 00:00:00+00:00,5.932376150984672,5.932376150984672,5.794414043426514,5.794414043426514,600
1999-01-29 00:00:00+00:00,5.932373046875,5.932373046875,5.932373046875,5.932373046875,150
1999-02-01 00:00:00+00:00,5.932373046875,5.932373046875,5.932373046875,5.932373046875,3300
1999-02-02 00:00:00+00:00,5.794414043426514,5.794414043426514,5.794414043426514,5.794414043426514,5100
1999-02-03 00:00:00+00:00,6.070335476957554,6.070335476957554,5.932373046875,5.932373046875,450
1999-02-04 00:00:00+00:00,5.794414043426514,5.794414043426514,5.794414043426514,5.794414043426514,600
1999-02-05 00:00:00+00:00,5.794414043426514,5.794414043426514,5.794414043426514,5.794414043426514,0
1999-02-08 00:00:00+00:00,5.794414043426514,5.794414043426514,5.794414043426514,5.794414043426514,0
1999-02-09 00:00:00+00:00,6.070336818695068,6.070336818695068,6.070336818695068,6.070336818695068,600
1999-02-10 00:00:00+00:00,6.070336818695068,6.070336818695068,6.070336818695068,6.070336818695068,0
1999-02-11 00:00:00+00:00,6.070336818695068,6.070336818695068,6.070336818695068,6.070336818695068,0
