"('date', '')","('open', 'CPAC')","('high', 'CPAC')","('low', 'CPAC')","('close', 'CPAC')","('volume', 'CPAC')"
2012-02-22 00:00:00+00:00,5.081255127393572,5.1034440994262695,5.081255127393572,5.1034440994262695,71800
2012-02-23 00:00:00+00:00,5.134507790836303,5.192198941917759,4.996936942520007,5.147821426391602,110000
2012-02-24 00:00:00+00:00,5.294268031744763,5.294268031744763,5.116756699981962,5.147821426391602,40000
2012-02-27 00:00:00+00:00,5.147821426391602,5.147821426391602,5.112319244682919,5.147821426391602,13800
2012-02-28 00:00:00+00:00,5.147821778408523,5.161134991654812,5.130070686340332,5.130070686340332,30300
2012-02-29 00:00:00+00:00,5.183324229456206,5.183324229456206,5.1034440994262695,5.1034440994262695,167500
2012-03-01 00:00:00+00:00,5.103443792211957,5.174448159866756,5.103443792211957,5.1256327629089355,14900
2012-03-02 00:00:00+00:00,5.125631202017052,5.130069079448878,5.103442238077207,5.107880115509033,40800
2012-03-05 00:00:00+00:00,5.125633151122104,5.125633151122104,5.116757392883301,5.116757392883301,50100
2012-03-06 00:00:00+00:00,5.081254191135876,5.094567402614664,4.996936620811073,5.036876678466797,1700
2012-03-07 00:00:00+00:00,5.094567730609189,5.214387911290533,5.094567730609189,5.147821426391602,87600
2012-03-08 00:00:00+00:00,5.156697090837564,5.196637153625488,5.076816965261713,5.196637153625488,32800
2012-03-09 00:00:00+00:00,5.192198753356934,5.192198753356934,5.192198753356934,5.192198753356934,900
2012-03-12 00:00:00+00:00,5.218826019260634,5.218826019260634,5.07681686296292,5.112319469451904,2400
2012-03-13 00:00:00+00:00,5.170009136199951,5.170009136199951,5.041313642520018,5.170009136199951,1100
2012-03-14 00:00:00+00:00,5.147821652721481,5.147821652721481,5.099005833311257,5.112319469451904,32400
2012-03-15 00:00:00+00:00,5.1034440994262695,5.1034440994262695,5.041315062378604,5.1034440994262695,2100
2012-03-16 00:00:00+00:00,5.125632798525755,5.13450813293457,5.036877338340516,5.13450813293457,27300
2012-03-19 00:00:00+00:00,5.192198821920927,5.192198821920927,5.067941188812256,5.067941188812256,27100
2012-03-20 00:00:00+00:00,5.036877606547616,5.209950657319891,5.036877606547616,5.1034440994262695,47200
2012-03-21 00:00:00+00:00,5.15669737837308,5.15669737837308,5.059066155360873,5.1034440994262695,1800
2012-03-22 00:00:00+00:00,5.0679412700277116,5.1034434514848375,5.059065513053737,5.081254482269287,40300
2012-03-23 00:00:00+00:00,5.1034440994262695,5.107881978476697,4.823864067540932,5.1034440994262695,39800
2012-03-26 00:00:00+00:00,5.125633071458967,5.125633071458967,5.059066155360873,5.1034440994262695,25500
2012-03-27 00:00:00+00:00,5.099006299625141,5.116757392883301,4.903744273785385,5.116757392883301,19500
2012-03-28 00:00:00+00:00,5.103443055173883,5.125632022666335,5.0590651201889765,5.09456729888916,34000
2012-03-29 00:00:00+00:00,5.076816432077661,5.107881157216536,5.054627886831942,5.059065341949463,71100
2012-03-30 00:00:00+00:00,5.094567694510863,5.1034434514848375,5.050190179299149,5.081254482269287,19700
2012-04-02 00:00:00+00:00,5.143384227957888,5.41408850508535,5.143384227957888,5.3120198249816895,32100
2012-04-03 00:00:00+00:00,5.258765462616018,5.360834121704102,5.174447469855171,5.360834121704102,151400
2012-04-04 00:00:00+00:00,5.30758059788924,5.405211797311332,5.30758059788924,5.387460708618164,5800
2012-04-05 00:00:00+00:00,5.3342079061966965,5.3918986320495605,5.214387729688346,5.3918986320495605,6600
2012-04-09 00:00:00+00:00,5.338645243922392,5.3830231801463295,5.338645243922392,5.3697099685668945,2900
2012-04-10 00:00:00+00:00,5.369710425903224,5.436276912689209,5.2720792118269655,5.436276912689209,12100
2012-04-11 00:00:00+00:00,5.485092171806261,5.538345444555518,5.480654716491699,5.480654716491699,400
2012-04-12 00:00:00+00:00,5.462904732407452,5.520595472159918,5.245453295599518,5.507282257080078,45900
2012-04-13 00:00:00+00:00,5.467341318574816,5.507281380677945,5.320894706342949,5.383023738861084,8100
2012-04-16 00:00:00+00:00,5.405212385589574,5.471778869628906,5.325332266166868,5.471778869628906,161500
2012-04-17 00:00:00+00:00,5.409649840831315,5.5072810508791346,5.343083356791983,5.471778869628906,7300
2012-04-18 00:00:00+00:00,5.445153131629687,5.498406410217285,5.34752190927604,5.498406410217285,5500
2012-04-19 00:00:00+00:00,5.493967928874166,5.493967928874166,5.467341080889841,5.480654716491699,45800
