"('date', '')","('open', 'CWBC')","('high', 'CWBC')","('low', 'CWBC')","('close', 'CWBC')","('volume', 'CWBC')"
1999-03-08 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,3520
1999-03-09 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,0
1999-03-10 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,0
1999-03-11 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,880
1999-03-12 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,0
1999-03-15 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,0
1999-03-16 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,0
1999-03-17 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,0
1999-03-18 00:00:00+00:00,3.8898298740386963,3.8898298740386963,3.8898298740386963,3.8898298740386963,0
1999-03-19 00:00:00+00:00,3.8480045542647527,3.8480045542647527,3.6806998252868652,3.6806998252868652,3520
1999-03-22 00:00:00+00:00,3.8480026721954346,3.8480026721954346,3.8480026721954346,3.8480026721954346,2640
1999-03-23 00:00:00+00:00,3.6806998252868652,3.6806998252868652,3.6806998252868652,3.6806998252868652,880
1999-03-24 00:00:00+00:00,3.6806998252868652,3.6806998252868652,3.6806998252868652,3.6806998252868652,0
1999-03-25 00:00:00+00:00,3.6806998252868652,3.6806998252868652,3.6806998252868652,3.6806998252868652,0
1999-03-26 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,3520
1999-03-29 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-03-30 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-03-31 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-01 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-05 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-06 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-07 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,1760
1999-04-08 00:00:00+00:00,3.4715683578547654,3.513394355773926,3.4715683578547654,3.513394355773926,14080
1999-04-09 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,2640
1999-04-12 00:00:00+00:00,3.5133929945531635,3.5970456600189213,3.5133929945531635,3.597045660018921,37400
1999-04-13 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-14 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-15 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-16 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-19 00:00:00+00:00,3.4297406673431396,3.4297406673431396,3.4297406673431396,3.4297406673431396,440
1999-04-20 00:00:00+00:00,3.4297406673431396,3.4297406673431396,3.4297406673431396,3.4297406673431396,0
1999-04-21 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,440
1999-04-22 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,0
1999-04-23 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,4400
1999-04-26 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-27 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-28 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-29 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-04-30 00:00:00+00:00,3.5970456600189213,3.5970456600189213,3.5970456600189213,3.597045660018921,0
1999-05-03 00:00:00+00:00,3.513392621898844,3.513392621898844,3.4297406673431396,3.4297406673431396,2640
1999-05-04 00:00:00+00:00,3.4297406673431396,3.4297406673431396,3.4297406673431396,3.4297406673431396,0
1999-05-05 00:00:00+00:00,3.4297406673431396,3.4297406673431396,3.4297406673431396,3.4297406673431396,0
1999-05-06 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,3080
1999-05-07 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,0
1999-05-10 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,0
1999-05-11 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,0
1999-05-12 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,0
1999-05-13 00:00:00+00:00,3.38791561126709,3.38791561126709,3.38791561126709,3.38791561126709,0
1999-05-14 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,440
1999-05-17 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,440
1999-05-18 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,0
1999-05-19 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,0
1999-05-20 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,0
1999-05-21 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,0
1999-05-24 00:00:00+00:00,3.4297417290697925,3.4297417290697925,3.1787850856781006,3.1787850856781006,6600
1999-05-25 00:00:00+00:00,3.346090316772461,3.346090316772461,3.346090316772461,3.346090316772461,3080
1999-05-26 00:00:00+00:00,3.346090316772461,3.346090316772461,3.346090316772461,3.346090316772461,8360
1999-05-27 00:00:00+00:00,3.346090316772461,3.346090316772461,3.346090316772461,3.346090316772461,0
1999-05-28 00:00:00+00:00,3.3670036792755127,3.3670036792755127,3.3670036792755127,3.3670036792755127,22000
1999-06-01 00:00:00+00:00,3.3670036792755127,3.3670036792755127,3.3670036792755127,3.3670036792755127,0
1999-06-02 00:00:00+00:00,3.3670036792755127,3.3670036792755127,3.3670036792755127,3.3670036792755127,0
1999-06-03 00:00:00+00:00,3.3670036792755127,3.3670036792755127,3.3670036792755127,3.3670036792755127,0
1999-06-04 00:00:00+00:00,3.3670036792755127,3.3670036792755127,3.3670036792755127,3.3670036792755127,0
1999-06-07 00:00:00+00:00,3.3670036792755127,3.3670036792755127,3.3670036792755127,3.3670036792755127,0
1999-06-08 00:00:00+00:00,3.6806998252868652,3.6806998252868652,3.6806998252868652,3.6806998252868652,440
1999-06-09 00:00:00+00:00,3.6806975458513964,3.6806975458513964,3.659784555435181,3.6597845554351807,2200
1999-06-10 00:00:00+00:00,3.513394355773926,3.513394355773926,3.513394355773926,3.513394355773926,3520
1999-06-11 00:00:00+00:00,3.8647336959838867,3.8647336959838867,3.8647336959838867,3.8647336959838867,0
1999-06-14 00:00:00+00:00,3.8647336959838867,3.8647336959838867,3.8647336959838867,3.8647336959838867,0
1999-06-15 00:00:00+00:00,3.8647336959838867,3.8647336959838867,3.8647336959838867,3.8647336959838867,0
1999-06-16 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,3200
1999-06-17 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-06-18 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-06-21 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-06-22 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-06-23 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,800
1999-06-24 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,800
1999-06-25 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-06-28 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-06-29 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-06-30 00:00:00+00:00,3.496663808822632,3.496663808822632,3.496663808822632,3.496663808822632,0
1999-07-01 00:00:00+00:00,3.6806998252868652,3.6806998252868652,3.6806998252868652,3.6806998252868652,800
