"('date', '')","('open', 'ACRE')","('high', 'ACRE')","('low', 'ACRE')","('close', 'ACRE')","('volume', 'ACRE')"
2024-01-02 00:00:00+00:00,8.351772754649149,8.400282906974734,8.246668067145976,8.279007911682129,675800
2024-01-03 00:00:00+00:00,8.17390283294286,8.17390283294286,8.028373925017135,8.060713768005371,477100
2024-01-04 00:00:00+00:00,8.084967809210324,8.181987330395733,8.028373281279489,8.1011381149292,359200
2024-01-05 00:00:00+00:00,8.068797711175145,8.262837529582994,8.060713329150238,8.133478164672852,376600
2024-01-08 00:00:00+00:00,8.149646558617723,8.27900590541443,8.093052037154797,8.270920753479004,419300
2024-01-09 00:00:00+00:00,8.190071961120848,8.270921171433075,8.133477436798032,8.181986808776855,337600
2024-01-10 00:00:00+00:00,8.165817362391198,8.327516555786133,8.165817362391198,8.327516555786133,398700
2024-01-11 00:00:00+00:00,8.230496535886928,8.287091057349855,8.141561406682298,8.270920753479004,383800
2024-01-12 00:00:00+00:00,8.384112892896933,8.464962892591002,8.254753510220615,8.303263664245605,350100
2024-01-16 00:00:00+00:00,8.222412124328367,8.238581658612658,8.084967613220215,8.084967613220215,583500
2024-01-17 00:00:00+00:00,8.044542847855839,8.15773267520897,7.874758492347449,7.979863166809082,640900
2024-01-18 00:00:00+00:00,8.02028646038201,8.060711445229105,7.850502140858185,8.012201309204102,409400
2024-01-19 00:00:00+00:00,8.044543228434483,8.181987749921847,7.90709870694712,8.165818214416504,556600
2024-01-22 00:00:00+00:00,8.21432695672626,8.262837101576103,8.11730743806917,8.222412109375,357800
2024-01-23 00:00:00+00:00,8.254753221040692,8.359857908543866,8.246668067145976,8.279007911682129,391200
2024-01-24 00:00:00+00:00,8.343685884970599,8.351771037202695,8.125392172001861,8.157732009887695,476400
2024-01-25 00:00:00+00:00,8.287091676444982,8.359856507214728,8.076882336675183,8.351771354675293,968900
2024-01-26 00:00:00+00:00,8.376026557831267,8.456876546126761,8.367942175835822,8.42453670501709,365300
2024-01-29 00:00:00+00:00,8.392197180009148,8.51347139597769,8.335602648696183,8.481131553649902,537100
2024-01-30 00:00:00+00:00,8.408366869716904,8.424537176698415,8.214327812194824,8.214327812194824,369500
2024-01-31 00:00:00+00:00,8.141562900142818,8.149648053561355,7.688805103302002,7.688805103302002,723100
2024-02-01 00:00:00+00:00,7.737313369167378,7.753483673679301,7.551359493535597,7.74539852142334,679800
2024-02-02 00:00:00+00:00,7.591784799657984,7.5998691812077706,7.462424671307744,7.494765281677246,711900
2024-02-05 00:00:00+00:00,7.422000885009766,7.462425108253415,7.211791531555199,7.422000885009766,605800
2024-02-06 00:00:00+00:00,7.422000787114415,7.470510162784015,7.36540548744305,7.413915634155273,402900
2024-02-07 00:00:00+00:00,7.405829792905593,7.413914945113309,6.993496282822747,7.090516567230225,1330400
2024-02-08 00:00:00+00:00,7.0500913325366295,7.155195994461253,6.961156203423665,7.001581192016602,1020100
2024-02-09 00:00:00+00:00,7.009667603810689,7.058176982006916,6.90456292299531,7.0420074462890625,1163300
2024-02-12 00:00:00+00:00,7.042007080502823,7.130941449938124,7.025836774582246,7.0662617683410645,941600
2024-02-13 00:00:00+00:00,6.872222408676522,6.872222408676522,6.500313871012324,6.524568557739258,1757700
2024-02-14 00:00:00+00:00,6.629673312329418,6.726692831509739,6.5811639382605565,6.670098304748535,858000
2024-02-15 00:00:00+00:00,6.702437719546728,6.944986887641429,6.694352567366976,6.896476745605469,655300
2024-02-16 00:00:00+00:00,6.8075434845828475,6.9045630132866975,6.718609109364987,6.839883327484131,505800
2024-02-20 00:00:00+00:00,6.783287813993761,6.783287813993761,6.589248013610421,6.629673004150391,666500
2024-02-21 00:00:00+00:00,6.605419646964321,6.6700993364219645,6.5488251114495615,6.621589183807373,694700
2024-02-22 00:00:00+00:00,5.942451232368474,6.492228901804132,5.796921951332322,6.185000419616699,2872700
2024-02-23 00:00:00+00:00,6.144575589349471,6.3871247830232765,6.10415098075138,6.136490821838379,1593800
2024-02-26 00:00:00+00:00,6.063725929272666,6.079895849663207,5.813091970458619,5.853516578674316,1957500
2024-02-27 00:00:00+00:00,5.869687086687651,5.982876533318709,5.813092170611458,5.877771854400635,1005900
2024-02-28 00:00:00+00:00,5.821176150807487,5.918196048887254,5.780751546668751,5.829261302947998,826600
2024-02-29 00:00:00+00:00,5.92628163486526,6.104151151335745,5.893941792874505,6.096065998077393,1249900
2024-03-01 00:00:00+00:00,6.104150960100168,6.282020085476904,6.023300972134884,6.273935317993164,1060200
2024-03-04 00:00:00+00:00,6.0960650961650895,6.160744770577249,6.01521550314989,6.03138542175293,1465500
2024-03-05 00:00:00+00:00,5.999046595432693,6.055641127319316,5.950536831449303,5.9667067527771,1124700
2024-03-06 00:00:00+00:00,6.0313864442603045,6.055641133516152,5.934366916194241,5.974791526794434,684100
2024-03-07 00:00:00+00:00,6.039470461532976,6.104150524392676,5.999045855957111,6.0071306228637695,584700
2024-03-08 00:00:00+00:00,6.087981327677974,6.2173406977092585,6.0637262530364415,6.104151248931885,478300
2024-03-11 00:00:00+00:00,6.071810978810803,6.225425027143867,6.071810978810803,6.185000419616699,469100
2024-03-12 00:00:00+00:00,6.176915584462676,6.2577651891962205,6.144575742569258,6.241595268249512,430400
2024-03-13 00:00:00+00:00,6.265850237830279,6.330529920537375,6.2254252433776855,6.2254252433776855,509300
2024-03-14 00:00:00+00:00,6.225425465575547,6.233510618963169,6.087981327677974,6.104151248931885,447500
2024-03-15 00:00:00+00:00,6.0637256678534195,6.290104929082651,6.0637256678534195,6.2335100173950195,1309800
2024-03-18 00:00:00+00:00,6.257764554159068,6.257764554159068,6.120320432820517,6.144575119018555,585500
2024-03-19 00:00:00+00:00,6.136491091439706,6.176915701813816,6.0637262530364415,6.104151248931885,485300
2024-03-20 00:00:00+00:00,6.096065807095114,6.3305298469432865,6.063725966117525,6.273935317993164,513000
2024-03-21 00:00:00+00:00,6.3224451843792515,6.370954946650643,6.27393542210786,6.29010534286499,502900
2024-03-22 00:00:00+00:00,6.314359787389747,6.346699627655097,6.193085193634033,6.193085193634033,601600
2024-03-25 00:00:00+00:00,6.233510427454372,6.387124867407774,6.233510427454372,6.29010534286499,473000
2024-03-26 00:00:00+00:00,6.346699249728833,6.346699249728833,6.063725471496582,6.063725471496582,764400
2024-03-27 00:00:00+00:00,6.105545516963087,6.172455539261555,6.080454059193565,6.16409158706665,708900
2024-03-28 00:00:00+00:00,6.164090885584539,6.272819858853637,6.1557273331566105,6.231000900268555,679700
2024-04-01 00:00:00+00:00,6.222637434837546,6.222637434837546,6.038634493068865,6.06372594833374,565900
2024-04-02 00:00:00+00:00,5.988451786220084,6.0553617996592815,5.929905723868356,5.980088233947754,502800
2024-04-03 00:00:00+00:00,5.938268918960607,6.0720893366049955,5.913177864837675,6.005178928375244,416200
2024-04-04 00:00:00+00:00,6.0888170920957565,6.130635650310916,5.980088122869105,6.013543128967285,351000
2024-04-05 00:00:00+00:00,5.996815909029612,6.0219069653802375,5.946633397513211,5.988451957702637,487000
2024-04-08 00:00:00+00:00,6.013543240667352,6.0553617996592815,5.971724282860285,5.980088233947754,449400
2024-04-09 00:00:00+00:00,5.9800886535852,6.080453680786855,5.9633611490515905,6.055362224578857,541800
2024-04-10 00:00:00+00:00,5.9048145837597135,5.921542088009989,5.695720581223682,5.804449558258057,1142200
2024-04-11 00:00:00+00:00,5.846268500567998,5.938269979349257,5.837904947305257,5.91317892074585,530000
2024-04-12 00:00:00+00:00,5.879723777022951,5.954997349945129,5.837904815209937,5.871359825134277,452000
2024-04-15 00:00:00+00:00,5.854632084038803,5.896451044165144,5.5786280638873995,5.637174129486084,844800
2024-04-16 00:00:00+00:00,5.6204467774477695,5.628810729225669,5.444808177078777,5.453171730041504,977200
2024-04-17 00:00:00+00:00,5.511717686953143,5.561900196539931,5.369533710383012,5.377897262573242,831000
2024-04-18 00:00:00+00:00,5.38626174859392,5.45317176802245,5.3193517291653905,5.361170291900635,880200
2024-04-19 00:00:00+00:00,5.33607908553611,5.503354129452694,5.33607908553611,5.486626625061035,484000
2024-04-22 00:00:00+00:00,5.48662634492198,5.603718869685017,5.453171337846827,5.570263862609863,416100
