"('date', '')","('open', 'CZFS')","('high', 'CZFS')","('low', 'CZFS')","('close', 'CZFS')","('volume', 'CZFS')"
1999-01-04 00:00:00+00:00,8.645428657531738,8.645428657531738,8.645428657531738,8.645428657531738,483
1999-01-05 00:00:00+00:00,8.645428657531738,8.645428657531738,8.645428657531738,8.645428657531738,0
1999-01-06 00:00:00+00:00,8.645428657531738,8.645428657531738,8.645428657531738,8.645428657531738,1448
1999-01-07 00:00:00+00:00,8.645423725015307,8.735480308532715,8.645423725015307,8.735480308532715,724
1999-01-08 00:00:00+00:00,8.735480308532715,8.735480308532715,8.735480308532715,8.735480308532715,0
1999-01-11 00:00:00+00:00,8.735480308532715,8.735480308532715,8.735480308532715,8.735480308532715,0
1999-01-12 00:00:00+00:00,8.735480308532715,8.735480308532715,8.735480308532715,8.735480308532715,0
1999-01-13 00:00:00+00:00,8.735480308532715,8.735480308532715,8.735480308532715,8.735480308532715,0
1999-01-14 00:00:00+00:00,8.465313911437988,8.465313911437988,8.465313911437988,8.465313911437988,241
1999-01-15 00:00:00+00:00,8.465313911437988,8.465313911437988,8.465313911437988,8.465313911437988,0
1999-01-19 00:00:00+00:00,8.465313911437988,8.465313911437988,8.465313911437988,8.465313911437988,0
1999-01-20 00:00:00+00:00,8.285199165344238,8.285199165344238,8.285199165344238,8.285199165344238,966
1999-01-21 00:00:00+00:00,8.285199165344238,8.285199165344238,8.285199165344238,8.285199165344238,0
1999-01-22 00:00:00+00:00,8.285199165344238,8.285199165344238,8.285199165344238,8.285199165344238,0
1999-01-25 00:00:00+00:00,7.924971580505371,7.924971580505371,7.924971580505371,7.924971580505371,121
1999-01-26 00:00:00+00:00,7.924971580505371,7.924971580505371,7.924971580505371,7.924971580505371,0
1999-01-27 00:00:00+00:00,7.924975251058632,7.924975251058632,7.564748764038086,7.564748764038086,1448
1999-01-28 00:00:00+00:00,7.564748764038086,7.564748764038086,7.564748764038086,7.564748764038086,241
1999-01-29 00:00:00+00:00,7.564748764038086,7.564748764038086,7.564748764038086,7.564748764038086,241
1999-02-01 00:00:00+00:00,7.564748764038086,7.564748764038086,7.564748764038086,7.564748764038086,0
1999-02-02 00:00:00+00:00,7.924972077140389,8.105084419250488,7.834915491452539,8.105084419250488,2535
1999-02-03 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
1999-02-04 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
1999-02-05 00:00:00+00:00,7.654802320076839,8.105084419250488,7.654802320076839,8.105084419250488,241
1999-02-08 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,483
1999-02-09 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
1999-02-10 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
1999-02-11 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
1999-02-12 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
1999-02-16 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,241
1999-02-17 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
1999-02-18 00:00:00+00:00,8.105084419250488,8.105084419250488,8.105084419250488,8.105084419250488,0
