"('date', '')","('open', 'ACU')","('high', 'ACU')","('low', 'ACU')","('close', 'ACU')","('volume', 'ACU')"
2025-09-26 00:00:00+00:00,41.709999084472656,41.652801513671875,40.80009841918945,41.45000076293945,4708
