"('date', '')","('open', 'BPRN')","('high', 'BPRN')","('low', 'BPRN')","('close', 'BPRN')","('volume', 'BPRN')"
2017-05-31 00:00:00+00:00,27.09050178527832,27.09050178527832,27.09050178527832,27.09050178527832,800
2017-06-01 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,200
2017-06-02 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-05 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-06 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-07 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-08 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-09 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-12 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-13 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-14 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-15 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-16 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-19 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-20 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-21 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-22 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-23 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-26 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-27 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-28 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-29 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-06-30 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-03 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,600
2017-07-05 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-06 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-07 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-10 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-11 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-12 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-13 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-14 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-17 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-18 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-19 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-20 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-21 00:00:00+00:00,27.41448974609375,27.41448974609375,27.41448974609375,27.41448974609375,0
2017-07-24 00:00:00+00:00,27.829858822930127,27.829858822930127,27.622173309326172,27.622173309326172,1100
2017-07-25 00:00:00+00:00,27.829862594604492,27.829862594604492,27.829862594604492,27.829862594604492,500
2017-07-26 00:00:00+00:00,27.829862594604492,27.829862594604492,27.829862594604492,27.829862594604492,0
2017-07-27 00:00:00+00:00,27.829862594604492,27.829862594604492,27.829862594604492,27.829862594604492,0
2017-07-28 00:00:00+00:00,27.829862594604492,27.829862594604492,27.829862594604492,27.829862594604492,0
2017-07-31 00:00:00+00:00,28.868290807686602,32.398945079130286,28.868290807686602,31.775888442993164,3900
2017-08-01 00:00:00+00:00,27.59725063327911,27.82155135664454,27.206800873824925,27.630477905273438,339400
2017-08-02 00:00:00+00:00,27.6470958435361,27.663711065681206,27.007424051582728,27.3480281829834,61600
2017-08-03 00:00:00+00:00,27.406181945591396,27.41448797181595,26.63359157649968,26.791431427001953,59900
2017-08-04 00:00:00+00:00,26.832971791416412,26.832971791416412,25.969000747802852,26.583749771118164,57800
2017-08-07 00:00:00+00:00,26.583749736244773,26.66682268655857,26.37606419143036,26.500675201416016,16400
2017-08-08 00:00:00+00:00,26.17668625855032,26.500675201416016,26.17668625855032,26.500675201416016,6300
2017-08-09 00:00:00+00:00,26.417598966761457,26.50898110764465,25.96899904277502,26.25145149230957,64200
2017-08-10 00:00:00+00:00,26.251451532401475,26.33452606201172,26.194130122815555,26.33452606201172,6700
2017-08-11 00:00:00+00:00,25.80285242151297,26.508983612060547,25.80285242151297,26.508983612060547,58800
2017-08-14 00:00:00+00:00,26.500675201416016,26.500675201416016,26.334527716273463,26.500675201416016,3400
2017-08-15 00:00:00+00:00,26.20991456874888,26.68343734741211,26.20991456874888,26.68343734741211,4200
2017-08-16 00:00:00+00:00,26.543869920959608,26.807216268473105,26.334523835318915,26.625282287597656,13600
2017-08-17 00:00:00+00:00,26.22653038004637,26.957584386080498,26.20991515615583,26.583749771118164,14200
2017-08-18 00:00:00+00:00,26.209905753523344,26.99911117553711,26.209905753523344,26.99911117553711,2600
2017-08-21 00:00:00+00:00,26.790601141282444,27.406181945591396,26.500671389185808,26.791431427001953,15400
2017-08-22 00:00:00+00:00,26.583749771118164,26.583749771118164,26.542213295906777,26.583749771118164,13000
2017-08-23 00:00:00+00:00,26.400987061867113,26.583749771118164,26.392679449921843,26.583749771118164,8900
2017-08-24 00:00:00+00:00,26.583744257055955,26.91604232788086,26.560483582239968,26.91604232788086,30700
2017-08-25 00:00:00+00:00,26.791431427001953,26.791431427001953,26.542209442882246,26.791431427001953,3900
2017-08-28 00:00:00+00:00,26.791425704956055,26.99911117553711,26.666813154995907,26.99911117553711,9100
