"('date', '')","('open', 'BCAX')","('high', 'BCAX')","('low', 'BCAX')","('close', 'BCAX')","('volume', 'BCAX')"
2025-09-26 00:00:00+00:00,10.680000305175781,12.1899995803833,10.479999542236328,11.710000038146973,747253
