"('date', '')","('open', 'AHH')","('high', 'AHH')","('low', 'AHH')","('close', 'AHH')","('volume', 'AHH')"
2024-01-02 00:00:00+00:00,10.761229946369694,10.944958293052832,10.66499077207067,10.874966621398926,497900
2024-01-03 00:00:00+00:00,10.813722973477564,10.813722973477564,10.57750129699707,10.57750129699707,274000
2024-01-04 00:00:00+00:00,10.65624102453074,10.787475182872019,10.594997694187237,10.717483520507812,276400
2024-01-05 00:00:00+00:00,10.612496382308445,10.857467208785726,10.586249716634637,10.743730545043945,291300
2024-01-08 00:00:00+00:00,10.769977977829404,11.023697969402381,10.743730477953045,10.971203804016113,248300
2024-01-09 00:00:00+00:00,10.813721498873095,10.909960657294532,10.734981507027925,10.822470664978027,226600
2024-01-10 00:00:00+00:00,10.787475627458946,10.874965626203165,10.76997812832998,10.831220626831055,172000
2024-01-11 00:00:00+00:00,10.734982847849032,10.796225349500055,10.656242011802568,10.761229515075684,236300
2024-01-12 00:00:00+00:00,10.91870979120881,10.95370645819967,10.787475627458946,10.831220626831055,140000
2024-01-16 00:00:00+00:00,10.734982206387091,10.75247970537047,10.577500543704378,10.612496376037598,669100
2024-01-17 00:00:00+00:00,10.463763796746413,10.64749212362509,10.385022966031773,10.525006294250488,387500
2024-01-18 00:00:00+00:00,10.59499804268776,10.638743041695896,10.463763880029804,10.612496376037598,313600
2024-01-19 00:00:00+00:00,10.664989111090302,10.673738277276067,10.542504121955222,10.638742446899414,317600
2024-01-22 00:00:00+00:00,10.752479351689916,10.822471014054122,10.673738522938576,10.717483520507812,258800
2024-01-23 00:00:00+00:00,10.778726976639701,10.813722810939186,10.542505303709797,10.586250305175781,248300
2024-01-24 00:00:00+00:00,10.647492606383144,10.664990106020596,10.490010937813635,10.551254272460938,268600
2024-01-25 00:00:00+00:00,10.734982366844893,10.743730699284118,10.594998201053192,10.603747367858887,433500
2024-01-26 00:00:00+00:00,10.68248848246505,10.866216818403917,10.638743481647891,10.857467651367188,521000
2024-01-29 00:00:00+00:00,10.83122078215094,10.83122078215094,10.560002449647754,10.691237449645996,510100
2024-01-30 00:00:00+00:00,10.664990266689097,10.70873526799148,10.516258597247397,10.542505264282227,201400
2024-01-31 00:00:00+00:00,10.56000252385565,10.717484191213615,10.402521690864168,10.463764190673828,615700
2024-02-01 00:00:00+00:00,10.455015419444322,10.55125459063512,10.218793743833256,10.533756256103516,421300
2024-02-02 00:00:00+00:00,10.35877680716054,10.472513475491954,10.227541804762833,10.280035972595215,277400
2024-02-05 00:00:00+00:00,10.131302876217434,10.280035369590614,10.026315381077504,10.175047874450684,230600
2024-02-06 00:00:00+00:00,10.148801062001079,10.358776049234264,10.131302729215097,10.315031051635742,229000
2024-02-07 00:00:00+00:00,10.376275108438854,10.376275108438854,10.253790097978685,10.288785934448242,226600
2024-02-08 00:00:00+00:00,10.262536573359158,10.393771562135715,10.25378824160051,10.332529067993164,250900
2024-02-09 00:00:00+00:00,10.341277369940295,10.428767362205788,10.245039045941377,10.420018196105957,227900
2024-02-12 00:00:00+00:00,10.411269389401125,10.498759384686753,10.38502272456201,10.44626522064209,272800
2024-02-13 00:00:00+00:00,10.148801720615868,10.148801720615868,9.772595884967405,9.93007755279541,689000
2024-02-14 00:00:00+00:00,10.245039201130393,10.245039201130393,9.860085064937138,10.008816719055176,467600
2024-02-15 00:00:00+00:00,10.070059591506611,10.227540404713196,10.035063762531106,10.166297912597656,545300
2024-02-16 00:00:00+00:00,10.017565523819295,10.166298006936968,9.982569694519043,9.982569694519043,398900
2024-02-20 00:00:00+00:00,10.078809214547638,10.175047540004346,9.895080895500161,10.008816719055176,326100
2024-02-21 00:00:00+00:00,9.982570298411627,10.10505612555545,9.95632363344025,10.087557792663574,276200
2024-02-22 00:00:00+00:00,9.650110367040611,9.921328711152412,9.291402853551771,9.466382026672363,879600
2024-02-23 00:00:00+00:00,9.448884327563203,9.483880161450358,9.247657656937193,9.300151824951172,464100
2024-02-26 00:00:00+00:00,9.238908798794597,9.457632956741408,9.09892463684082,9.09892463684082,550300
2024-02-27 00:00:00+00:00,9.151419039863702,9.195164039463998,8.985189042622336,9.046431541442871,471000
2024-02-28 00:00:00+00:00,8.967689671762802,9.055179660843622,8.880199682681981,8.958940505981445,602800
2024-02-29 00:00:00+00:00,9.072677392900532,9.081426558908374,8.845204082894993,8.906447410583496,1082700
2024-03-01 00:00:00+00:00,8.880200478894007,9.133920468737653,8.766464651004139,9.09892463684082,797800
2024-03-04 00:00:00+00:00,9.098924720894415,9.195163885274573,9.063928888674301,9.18641471862793,391800
2024-03-05 00:00:00+00:00,9.177665705877292,9.230159872270942,9.037682374649517,9.046431541442871,348000
2024-03-06 00:00:00+00:00,9.09892460621755,9.247657099870125,9.063928774438498,9.238908767700195,375000
2024-03-07 00:00:00+00:00,9.326398651258051,9.3438969856841,9.212661980588257,9.291402816772461,357000
2024-03-08 00:00:00+00:00,9.361394485743642,9.43138615471482,9.212661980588257,9.291402816772461,430000
2024-03-11 00:00:00+00:00,9.273904607819219,9.370142936706543,9.221410442920213,9.370142936706543,325500
2024-03-12 00:00:00+00:00,9.317649886000732,9.378893224767383,9.212662378014887,9.2301607131958,264500
2024-03-13 00:00:00+00:00,9.186415354155825,9.256407023438168,9.160168686766575,9.203913688659668,727900
2024-03-14 00:00:00+00:00,9.2126624723453,9.221411640025341,8.976440785550063,9.002687454223633,389500
2024-03-15 00:00:00+00:00,9.002685838932837,9.151418325341263,8.96769000885829,9.125171661376953,957600
2024-03-18 00:00:00+00:00,9.151418642721435,9.19516364042334,9.081426980144963,9.107673645019531,417500
2024-03-19 00:00:00+00:00,9.107675197179645,9.168917703779602,9.072679359927303,9.081428527832031,642500
2024-03-20 00:00:00+00:00,9.072678642645897,9.335147818471077,9.046431975373332,9.291402816772461,587800
2024-03-21 00:00:00+00:00,9.370143928290391,9.475131434832129,9.317649757836254,9.413888931274414,682100
2024-03-22 00:00:00+00:00,9.4226371685748,9.457633000634049,9.125172178887977,9.142669677734375,521500
2024-03-25 00:00:00+00:00,9.212662708936675,9.230161044746133,9.072679359927303,9.081428527832031,576300
2024-03-26 00:00:00+00:00,9.130514783980297,9.201917445401453,8.943085670471191,8.943085670471191,907700
2024-03-27 00:00:00+00:00,9.032337921832594,9.130515202626068,9.032337921832594,9.121590614318848,493000
2024-03-28 00:00:00+00:00,9.166217368562808,9.33579647042278,9.166217368562808,9.282244682312012,558800
2024-04-01 00:00:00+00:00,9.33579691387,9.33579691387,9.157292363649862,9.166217803955078,444100
2024-04-02 00:00:00+00:00,9.103739630152416,9.16621685464154,9.050188696220879,9.139440536499023,558100
2024-04-03 00:00:00+00:00,9.103739309113653,9.27331924666245,9.06803840402602,9.255468368530273,444600
2024-04-04 00:00:00+00:00,9.335797538672809,9.460751157777906,9.24654483200104,9.264395713806152,514700
2024-04-05 00:00:00+00:00,9.192991997421094,9.317944739639453,9.184066558355006,9.255468368530273,273500
2024-04-08 00:00:00+00:00,9.326871644082972,9.442899816641553,9.326871644082972,9.407198905944824,361700
2024-04-09 00:00:00+00:00,9.433974537399747,9.67495632710368,9.433974537399747,9.657105445861816,669900
2024-04-10 00:00:00+00:00,9.398271880593802,9.4161227585203,9.210841918249118,9.291169166564941,491700
2024-04-11 00:00:00+00:00,9.425049897526414,9.451825368069077,9.29117084245938,9.380423545837402,462200
2024-04-12 00:00:00+00:00,9.300095673026997,9.371497490575331,9.210842975503176,9.246543884277344,266000
2024-04-15 00:00:00+00:00,9.2733217421152,9.309022656809958,9.005564456316053,9.076966285705566,479800
2024-04-16 00:00:00+00:00,9.023414729431416,9.076966528494417,8.952012898132061,8.987713813781738,439100
2024-04-17 00:00:00+00:00,9.023414611816406,9.112667325365727,9.014490021403041,9.023414611816406,328500
2024-04-18 00:00:00+00:00,9.085890553027198,9.157292373189637,9.014488732864757,9.130516052246094,272600
2024-04-19 00:00:00+00:00,9.112665362118301,9.380422593903253,9.10373992245089,9.37149715423584,392500
2024-04-22 00:00:00+00:00,9.38934749307487,9.59462748654781,9.335795709329869,9.567852020263672,341900
2024-04-23 00:00:00+00:00,9.541076658036276,9.728506643143813,9.487525720106587,9.550002098083496,249200
2024-04-24 00:00:00+00:00,9.487526167806676,9.496451608275072,9.389348876184886,9.407198905944824,307500
2024-04-25 00:00:00+00:00,9.344721686410377,9.407198061728716,9.291169899582677,9.37149715423584,362300
2024-04-26 00:00:00+00:00,9.425049676864878,9.558927877620663,9.407198796136457,9.433974266052246,273800
2024-04-29 00:00:00+00:00,9.487524984838824,9.576776824863703,9.460749517949035,9.496450424194336,169900
2024-04-30 00:00:00+00:00,9.41612349790587,9.460749845049616,9.380422590426228,9.389348030090332,234300
2024-05-01 00:00:00+00:00,9.407199632014098,9.612480522746974,9.407199632014098,9.46967601776123,381800
2024-05-02 00:00:00+00:00,9.585702898136683,9.648180126580236,9.44289926371165,9.576777458190918,308600
2024-05-03 00:00:00+00:00,9.808834528976693,9.808834528976693,9.612479942432135,9.666030883789062,449800
2024-05-06 00:00:00+00:00,9.719582222888025,9.835610391984282,9.666030432852512,9.826684951782227,281500
2024-05-07 00:00:00+00:00,9.89808581186133,9.9337867180331,9.808833120843536,9.817758560180664,297000
2024-05-08 00:00:00+00:00,9.799907789840834,9.86238501471465,9.746356855579567,9.782057762145996,280000
2024-05-09 00:00:00+00:00,9.862385381496509,10.344348063655865,9.853459941728776,10.308647155761719,501800
2024-05-10 00:00:00+00:00,10.308647271846205,10.308647271846205,10.103366410760636,10.246170043945312,386800
2024-05-13 00:00:00+00:00,10.344348065504324,10.397899001766719,10.25509537016462,10.299721717834473,348500
2024-05-14 00:00:00+00:00,10.362197132366955,10.460375258366124,10.281870735426779,10.317571640014648,464100
2024-05-15 00:00:00+00:00,10.442525863647461,10.531778563382147,10.38897492474811,10.442525863647461,293900
2024-05-16 00:00:00+00:00,10.442525234907679,10.478226142416652,10.290796165200348,10.353273391723633,431100
2024-05-17 00:00:00+00:00,10.362197762581888,10.487151361827292,10.290795949063588,10.424674987792969,332500
2024-05-20 00:00:00+00:00,10.380048339172658,10.424674684115793,10.183692932128906,10.183692932128906,460000
2024-05-21 00:00:00+00:00,10.130142833711233,10.299721937053853,10.076591045132256,10.237245559692383,266700
2024-05-22 00:00:00+00:00,10.228320013449698,10.29079639016197,10.210469133716595,10.255095481872559,328700
2024-05-23 00:00:00+00:00,10.272946926098765,10.272946926098765,10.014115113983657,10.067666053771973,300100
2024-05-24 00:00:00+00:00,10.139066803125015,10.139066803125015,10.049814962514617,10.11229133605957,267800
2024-05-28 00:00:00+00:00,10.183695306894387,10.19262074819971,10.031966209411621,10.031966209411621,277000
2024-05-29 00:00:00+00:00,9.951636964719725,9.951636964719725,9.68388058812238,9.755282402038574,474900
2024-05-30 00:00:00+00:00,9.853459038455082,9.978412630218399,9.799907255934603,9.960561752319336,384900
2024-05-31 00:00:00+00:00,10.014114998146555,10.156918637499325,9.978414088308364,10.121217727661133,491400
2024-06-03 00:00:00+00:00,10.14799319724557,10.201544987591275,10.058741348238504,10.121217727661133,764700
2024-06-04 00:00:00+00:00,10.112292397077981,10.183694217528737,10.031965136276668,10.094442367553711,542600
2024-06-05 00:00:00+00:00,10.139067985134494,10.192619776685184,9.969488872381529,10.04089069366455,569600
2024-06-06 00:00:00+00:00,9.969487296092577,10.040889106086162,9.915935513009028,9.94271183013916,515800
2024-06-07 00:00:00+00:00,9.764206990395527,9.844534243845436,9.710656055546762,9.755282402038574,622200
2024-06-10 00:00:00+00:00,9.674955042446706,9.844534135843059,9.594627789878052,9.782057762145996,797300
2024-06-11 00:00:00+00:00,9.68388058812238,9.79098330899667,9.68388058812238,9.755282402038574,476300
2024-06-12 00:00:00+00:00,10.005190244265503,10.14799389341484,9.82668568282883,9.880236625671387,551900
2024-06-13 00:00:00+00:00,9.898085489441355,9.95163642136627,9.817758240377268,9.915935516357422,295900
2024-06-14 00:00:00+00:00,9.81775940265434,9.86238575199268,9.773133053316004,9.853460311889648,579000
2024-06-17 00:00:00+00:00,9.817759511580169,9.844534981009513,9.737432252115312,9.826684951782227,353600
2024-06-18 00:00:00+00:00,9.817758670227864,9.817758670227864,9.719581389949216,9.77313232421875,257400
2024-06-20 00:00:00+00:00,9.701730508082543,9.853459573760679,9.683880480390455,9.790983200073242,359600
2024-06-21 00:00:00+00:00,9.799908638000488,9.844534987865021,9.719582229656519,9.799908638000488,1134900
2024-06-24 00:00:00+00:00,9.835610172261928,9.933787458760843,9.782058383422735,9.889161109924316,354000
2024-06-25 00:00:00+00:00,9.880235897521283,9.880235897521283,9.746357699104509,9.799908638000488,329800
2024-06-26 00:00:00+00:00,9.749886795794096,9.94088274243999,9.713506656783968,9.931787490844727,379100
2024-06-27 00:00:00+00:00,9.922691594841044,10.004547119140625,9.822646435903152,10.004547119140625,701800
2024-06-28 00:00:00+00:00,10.050021805283992,10.15006695723856,9.913595651850509,10.08640193939209,1278300
2024-07-01 00:00:00+00:00,10.068211444915338,10.068211444915338,9.86812114088174,9.977261543273926,465300
2024-07-02 00:00:00+00:00,10.00454780748713,10.104592973308465,10.00454780748713,10.031832695007324,486100
2024-07-03 00:00:00+00:00,10.040926620006239,10.140971772609365,9.96816635131836,9.96816635131836,272500
2024-07-05 00:00:00+00:00,9.959071217942817,10.050021988557058,9.913595832635696,9.949975967407227,325200
2024-07-08 00:00:00+00:00,10.022738456726074,10.05911859640651,9.98635744967469,10.022738456726074,200800
2024-07-09 00:00:00+00:00,10.004548132785484,10.013643384711594,9.92269260019243,9.995452880859375,205400
2024-07-10 00:00:00+00:00,10.077307966114628,10.104592853310798,9.977262801481386,10.050023078918457,236100
2024-07-11 00:00:00+00:00,10.19554301245735,10.377443694964665,10.177352510521182,10.331968307495117,483000
2024-07-12 00:00:00+00:00,10.459300199986801,10.723056431204673,10.441109696344418,10.659391403198242,405800
2024-07-15 00:00:00+00:00,10.541154979884174,10.577535117203505,10.341063790942407,10.522964477539062,475000
2024-07-16 00:00:00+00:00,10.613915106439475,10.777626155777844,10.54115483281595,10.759435653686523,345000
2024-07-17 00:00:00+00:00,10.732151090857917,10.932242283028925,10.68667570163211,10.723055839538574,586400
2024-07-18 00:00:00+00:00,10.623011139999843,10.786721334026591,10.53206035758536,10.559345245361328,466200
