"('date', '')","('open', 'CMA')","('high', 'CMA')","('low', 'CMA')","('close', 'CMA')","('volume', 'CMA')"
1980-03-17 00:00:00+00:00,0.7292006611824036,0.7579848474213865,0.7292006611824036,0.7292006611824036,84375
1980-03-18 00:00:00+00:00,0.7387952208518982,0.767579463069869,0.7387952208518982,0.7387952208518982,24300
1980-03-19 00:00:00+00:00,0.7483901977539062,0.77717438624253,0.7483901977539062,0.7483901977539062,24975
1980-03-20 00:00:00+00:00,0.7483901977539062,0.77717438624253,0.7483901977539062,0.7483901977539062,16200
1980-03-21 00:00:00+00:00,0.7483899888459731,0.767579463069869,0.7387952208518982,0.7387952208518982,6750
1980-03-24 00:00:00+00:00,0.7387952180357907,0.7483899859932927,0.7196057438850403,0.7196057438850403,84375
1980-03-25 00:00:00+00:00,0.7196057438850403,0.7483899859932927,0.7196057438850403,0.7196057438850403,6075
1980-03-26 00:00:00+00:00,0.7387952208518982,0.767579463069869,0.7387952208518982,0.7387952208518982,70875
1980-03-27 00:00:00+00:00,0.7387953693406425,0.7579848474213865,0.7292006611824036,0.7292006611824036,66825
1980-03-28 00:00:00+00:00,0.7292006611824036,0.7579848474213865,0.7292006611824036,0.7292006611824036,5400
1980-03-31 00:00:00+00:00,0.7387952208518982,0.767579463069869,0.7387952208518982,0.7387952208518982,10800
1980-04-01 00:00:00+00:00,0.777174174785614,0.8059583554425132,0.777174174785614,0.777174174785614,172125
1980-04-02 00:00:00+00:00,0.8635266423225404,0.8923108184395124,0.8635266423225404,0.8635266423225403,73575
1980-04-03 00:00:00+00:00,0.8539324192675777,0.8539324192675777,0.8251482248306274,0.8251482248306274,27675
1980-04-07 00:00:00+00:00,0.825148017780696,0.825148017780696,0.7963638305664062,0.7963638305664062,50625
1980-04-08 00:00:00+00:00,0.7963638305664062,0.825148017780696,0.7963638305664062,0.7963638305664062,2025
1980-04-09 00:00:00+00:00,0.8059587478637695,0.8347430042999752,0.8059587478637695,0.8059587478637695,12825
1980-04-10 00:00:00+00:00,0.7963636775919309,0.7963636775919309,0.76757949590683,0.7675794959068298,36450
1980-04-11 00:00:00+00:00,0.76757949590683,0.7963636775919309,0.76757949590683,0.7675794959068298,7425
1980-04-14 00:00:00+00:00,0.7675796773344125,0.77717438624253,0.7483901977539062,0.7483901977539062,38475
1980-04-15 00:00:00+00:00,0.7483901392631476,0.7579848474213865,0.7292006611824036,0.7292006611824036,14850
1980-04-16 00:00:00+00:00,0.76757949590683,0.7963636775919309,0.76757949590683,0.7675794959068298,28350
1980-04-17 00:00:00+00:00,0.76757949590683,0.7963636775919309,0.76757949590683,0.7675794959068298,9450
1980-04-18 00:00:00+00:00,0.76757949590683,0.7963636775919309,0.76757949590683,0.7675794959068298,31050
1980-04-21 00:00:00+00:00,0.76757949590683,0.7963636775919309,0.76757949590683,0.7675794959068298,28350
1980-04-22 00:00:00+00:00,0.76757949590683,0.7963636775919309,0.76757949590683,0.7675794959068298,2025
1980-04-23 00:00:00+00:00,0.777174174785614,0.8059583554425132,0.777174174785614,0.777174174785614,23625
1980-04-24 00:00:00+00:00,0.777174174785614,0.8059583554425132,0.777174174785614,0.777174174785614,14850
1980-04-25 00:00:00+00:00,0.7771742025471114,0.7963636775919309,0.76757949590683,0.7675794959068298,13500
1980-04-28 00:00:00+00:00,0.777174174785614,0.8059583554425132,0.777174174785614,0.777174174785614,6075
1980-04-29 00:00:00+00:00,0.7867691516876221,0.8155534040089437,0.7867691516876221,0.7867691516876221,9450
1980-04-30 00:00:00+00:00,0.7867688810831623,0.8059583554425132,0.777174174785614,0.777174174785614,10125
1980-05-01 00:00:00+00:00,0.7771742025471114,0.7963636775919309,0.76757949590683,0.7675794959068298,16875
1980-05-02 00:00:00+00:00,0.76757949590683,0.7963636775919309,0.76757949590683,0.7675794959068298,6075
1980-05-05 00:00:00+00:00,0.777174174785614,0.8059583554425132,0.777174174785614,0.777174174785614,32400
1980-05-06 00:00:00+00:00,0.7963638305664062,0.825148017780696,0.7963638305664062,0.7963638305664062,57375
1980-05-07 00:00:00+00:00,0.8155534267425538,0.8443376181019614,0.8155534267425538,0.8155534267425537,15525
1980-05-08 00:00:00+00:00,0.8155534267425538,0.8443376181019614,0.8155534267425538,0.8155534267425537,7425
1980-05-09 00:00:00+00:00,0.8155534267425538,0.8443376181019614,0.8155534267425538,0.8155534267425537,14175
1980-05-12 00:00:00+00:00,0.8251482248306274,0.8539324192675777,0.8251482248306274,0.8251482248306274,29700
1980-05-13 00:00:00+00:00,0.8251482248306274,0.8539324192675777,0.8251482248306274,0.8251482248306274,5400
