"('date', '')","('open', 'CBU')","('high', 'CBU')","('low', 'CBU')","('close', 'CBU')","('volume', 'CBU')"
1985-11-26 00:00:00+00:00,1.0769164562225342,1.2158734183157645,1.0769164562225342,1.0769164562225342,6400
1985-11-27 00:00:00+00:00,1.0769164562225342,1.2158734183157645,1.0769164562225342,1.0769164562225342,4000
1985-11-29 00:00:00+00:00,1.0769164562225342,1.0769164562225342,1.0769164562225342,1.0769164562225342,0
1985-12-02 00:00:00+00:00,1.0769164562225342,1.2158734183157645,1.0769164562225342,1.0769164562225342,1600
1985-12-03 00:00:00+00:00,1.0769163391419818,1.1116555758884974,0.9726986289024352,0.9726986289024353,11200
1985-12-04 00:00:00+00:00,0.9726986289024352,0.9726986289024352,0.9726986289024352,0.9726986289024353,0
1985-12-05 00:00:00+00:00,0.9726986289024352,0.9726986289024352,0.9726986289024352,0.9726986289024353,0
1985-12-06 00:00:00+00:00,1.0421773195266724,1.1463950514793397,1.0421773195266724,1.0421773195266724,3200
1985-12-09 00:00:00+00:00,1.0421773195266724,1.0421773195266724,1.0421773195266724,1.0421773195266724,0
1985-12-10 00:00:00+00:00,1.0421773195266724,1.0421773195266724,1.0421773195266724,1.0421773195266724,0
1985-12-11 00:00:00+00:00,1.0421773195266724,1.0421773195266724,1.0421773195266724,1.0421773195266724,0
1985-12-12 00:00:00+00:00,1.0421773195266724,1.0421773195266724,1.0421773195266724,1.0421773195266724,0
1985-12-13 00:00:00+00:00,1.0421773195266724,1.1463950514793397,1.0421773195266724,1.0421773195266724,4000
1985-12-16 00:00:00+00:00,1.0421773195266724,1.0421773195266724,1.0421773195266724,1.0421773195266724,0
1985-12-17 00:00:00+00:00,1.0421773195266724,1.0421773195266724,1.0421773195266724,1.0421773195266724,0
1985-12-18 00:00:00+00:00,1.0421773195266724,1.0421773195266724,1.0421773195266724,1.0421773195266724,0
1985-12-19 00:00:00+00:00,1.0421773195266724,1.1463950514793397,1.0421773195266724,1.0421773195266724,2400
1985-12-20 00:00:00+00:00,1.0421773195266724,1.1463950514793397,1.0421773195266724,1.0421773195266724,12800
1985-12-23 00:00:00+00:00,1.0769164562225342,1.1463949372691493,1.0769164562225342,1.0769164562225342,15200
1985-12-24 00:00:00+00:00,1.0769164562225342,1.0769164562225342,1.0769164562225342,1.0769164562225342,0
1985-12-26 00:00:00+00:00,1.0769164562225342,1.1463949372691493,1.0769164562225342,1.0769164562225342,6400
1985-12-27 00:00:00+00:00,1.0769164562225342,1.1463949372691493,1.0769164562225342,1.0769164562225342,12800
1985-12-30 00:00:00+00:00,1.0769164562225342,1.1463949372691493,1.0769164562225342,1.0769164562225342,4000
1985-12-31 00:00:00+00:00,1.0769164562225342,1.1116556967458417,1.0769164562225342,1.0769164562225342,4000
1986-01-02 00:00:00+00:00,1.0769164562225342,1.1811341777924569,1.0769164562225342,1.0769164562225342,32800
1986-01-03 00:00:00+00:00,1.0769164562225342,1.1463949372691493,1.0769164562225342,1.0769164562225342,4000
1986-01-06 00:00:00+00:00,1.0769164562225342,1.1116556967458417,1.0769164562225342,1.0769164562225342,8000
1986-01-07 00:00:00+00:00,1.0769164562225342,1.1116556967458417,1.0769164562225342,1.0769164562225342,4000
1986-01-08 00:00:00+00:00,1.0769164562225342,1.0769164562225342,1.0769164562225342,1.0769164562225342,0
