"('date', '')","('open', 'BKD')","('high', 'BKD')","('low', 'BKD')","('close', 'BKD')","('volume', 'BKD')"
2025-09-26 00:00:00+00:00,8.359999656677246,8.460000038146973,8.289999961853027,8.34000015258789,1797142
