"('date', '')","('open', 'ASTE')","('high', 'ASTE')","('low', 'ASTE')","('close', 'ASTE')","('volume', 'ASTE')"
2025-09-26 00:00:00+00:00,47.040000915527344,48.15999984741211,46.935001373291016,47.720001220703125,123015
