"('date', '')","('open', 'AMX')","('high', 'AMX')","('low', 'AMX')","('close', 'AMX')","('volume', 'AMX')"
2025-09-26 00:00:00+00:00,20.59000015258789,20.899999618530273,20.532800674438477,20.860000610351562,1165865
