"('date', '')","('open', 'AFG')","('high', 'AFG')","('low', 'AFG')","('close', 'AFG')","('volume', 'AFG')"
2024-03-25 00:00:00+00:00,121.92127597482337,124.16436958122479,121.92127597482337,123.81360626220703,313700
2024-03-26 00:00:00+00:00,123.69358825683594,124.52436045433896,123.61051385412202,123.69358825683594,332200
2024-03-27 00:00:00+00:00,124.3766729326781,126.49053469871329,124.3766729326781,126.27822875976562,253100
2024-03-28 00:00:00+00:00,126.69362971251246,127.12748152030984,125.87208324171843,125.98284912109375,208500
2024-04-01 00:00:00+00:00,125.99209082320095,126.4443942273132,124.2566835669148,124.40438079833984,293200
2024-04-02 00:00:00+00:00,124.33976895734952,125.1059325671911,124.00745719989033,124.92131805419922,296800
2024-04-03 00:00:00+00:00,124.74593070579863,124.99516804792385,122.85360023520337,122.8997573852539,306200
2024-04-04 00:00:00+00:00,123.61052910972593,123.73052078894996,121.66281583413291,122.12435913085938,237800
2024-04-05 00:00:00+00:00,122.14283469620247,122.9828328595178,121.5889770612127,122.35514068603516,234100
2024-04-08 00:00:00+00:00,122.62282206026275,124.02591765324006,122.17051863525961,123.18590545654297,179000
2024-04-09 00:00:00+00:00,123.46285329928511,123.6474678329758,120.85974189313237,120.90589904785156,193600
2024-04-10 00:00:00+00:00,120.13972214226851,120.6843539717728,119.31817558526909,119.3274154663086,218400
2024-04-11 00:00:00+00:00,119.17049153417682,119.56741203074023,117.96124323995357,119.13356018066406,254500
2024-04-12 00:00:00+00:00,119.00362556961598,119.67191147040545,117.78768797721314,118.16824340820312,193400
2024-04-15 00:00:00+00:00,119.85755656035545,119.85755656035545,116.49749563306861,117.10082244873047,256800
2024-04-16 00:00:00+00:00,117.20291054705763,118.4559765864556,116.07979802444984,117.81552124023438,401200
2024-04-17 00:00:00+00:00,117.55562759716803,118.33530620348749,115.45790974249255,115.62498474121094,298800
2024-04-18 00:00:00+00:00,116.46036002119192,117.26788328235864,115.88487789495792,116.40467071533203,193500
2024-04-19 00:00:00+00:00,117.31430433871242,119.07786524772624,116.8502078718035,118.67874908447266,207600
2024-04-22 00:00:00+00:00,119.32848000019584,120.48872115477631,118.3631585097989,119.59766387939453,246500
2024-04-23 00:00:00+00:00,119.87611982479416,120.8785699605199,119.73689654056884,120.39591979980469,291700
2024-04-24 00:00:00+00:00,119.72761263247848,120.73006270895154,118.70659473150583,120.40518951416016,330000
2024-04-25 00:00:00+00:00,120.30308033320003,120.84143390581163,119.07785892730476,119.46771240234375,367500
2024-04-26 00:00:00+00:00,119.04074970935923,119.15212833478974,117.51851378837178,118.19609069824219,352300
2024-04-29 00:00:00+00:00,118.53951920273673,119.58837467279258,118.42813350087455,118.53023529052734,301200
2024-04-30 00:00:00+00:00,118.34459666869878,118.7344359934472,117.35143053285876,118.57664489746094,258500
2024-05-01 00:00:00+00:00,118.40957617157648,120.84144428738185,118.26106897969578,119.49556732177734,192500
2024-05-02 00:00:00+00:00,120.52585700330901,121.09205525420901,117.43496578124922,118.51167297363281,443500
2024-05-03 00:00:00+00:00,118.2703470824913,118.93864715701704,116.4789343588794,118.26107025146484,246900
2024-05-06 00:00:00+00:00,118.83654125004027,120.80430575519995,118.83654125004027,120.72077178955078,227900
2024-05-07 00:00:00+00:00,120.62796472898968,121.4911773936316,119.84827186948318,119.90396118164062,326700
2024-05-08 00:00:00+00:00,120.16385866345364,121.37978909228674,119.04073902645,121.20343017578125,294600
2024-05-09 00:00:00+00:00,120.7764551122831,121.94598722579104,120.7764551122831,121.75106048583984,144400
2024-05-10 00:00:00+00:00,122.38225599730951,122.38225599730951,120.6372485783192,121.91815948486328,186200
2024-05-13 00:00:00+00:00,122.31725398743305,122.9669861569709,121.63038617215072,121.86243438720703,190600
2024-05-14 00:00:00+00:00,122.30798920628582,122.30798920628582,120.6650837161744,121.3519515991211,214100
2024-05-15 00:00:00+00:00,121.41690835951331,122.43792619269259,121.26839409957826,121.73249053955078,308800
2024-05-16 00:00:00+00:00,122.4843490342392,124.34073495122125,122.44721338456326,123.94160461425781,291300
2024-05-17 00:00:00+00:00,124.3592907412402,124.51708184731204,123.66314601045814,123.96017456054688,230200
2024-05-20 00:00:00+00:00,124.03441948531993,124.08081779898959,122.54930520730605,122.81848907470703,169400
2024-05-21 00:00:00+00:00,122.94845422577806,124.3964330775337,122.70711497508442,123.09695434570312,165600
2024-05-22 00:00:00+00:00,122.5771569409114,123.43109274300865,121.62111934926443,121.96454620361328,189000
2024-05-23 00:00:00+00:00,121.75106939270889,121.76963721765773,119.22638339748957,119.33777618408203,223700
2024-05-24 00:00:00+00:00,119.72761087548574,119.9689359380377,118.97576270683902,119.76473236083984,119600
2024-05-28 00:00:00+00:00,119.46771623539077,120.00605566217521,117.3699911846173,117.40711975097656,178600
2024-05-29 00:00:00+00:00,116.8687842906605,117.22149508209155,115.86633414884518,116.34899139404297,200600
2024-05-30 00:00:00+00:00,116.79451747831072,118.83653908114509,116.1540620938222,118.51167297363281,202800
2024-05-31 00:00:00+00:00,119.0221790635661,120.59082742901028,118.93864509647275,120.58155059814453,369400
2024-06-03 00:00:00+00:00,120.58154738631714,120.58154738631714,118.62305973017004,119.54196166992188,163400
2024-06-04 00:00:00+00:00,118.88295242539613,119.39346137059583,117.96403632403668,118.75300598144531,255600
2024-06-05 00:00:00+00:00,118.92936273737138,118.95720739177484,116.48821083860155,118.57664489746094,237200
2024-06-06 00:00:00+00:00,118.88295469279872,119.51411910028342,118.06614036490046,119.40274047851562,216300
2024-06-07 00:00:00+00:00,119.65336513914885,120.75791709472306,118.9293757194299,118.94792938232422,240300
2024-06-10 00:00:00+00:00,118.14968215206432,118.7715697326598,117.37928029944888,118.15896606445312,205200
2024-06-11 00:00:00+00:00,117.64845132234522,117.64845132234522,115.94985659776424,116.3861083984375,213300
2024-06-12 00:00:00+00:00,116.99871358300278,117.90833862594569,116.11692611144025,116.40467071533203,167800
2024-06-13 00:00:00+00:00,116.13550509352768,116.27472837155494,114.7803442288437,115.97770690917969,185500
2024-06-14 00:00:00+00:00,114.99381999569613,115.84775578032175,114.32551996197174,115.22586822509766,171800
2024-06-17 00:00:00+00:00,115.27229008714109,116.08909737176727,114.27912386771757,116.02412414550781,184900
2024-06-18 00:00:00+00:00,116.19118408010081,117.51850017123529,116.01482516820369,117.35142517089844,196100
2024-06-20 00:00:00+00:00,116.64600189350321,118.6694627308585,116.64600189350321,118.41885375976562,213300
2024-06-21 00:00:00+00:00,118.65090695087781,118.65090695087781,116.91518357839571,117.22148895263672,638800
2024-06-24 00:00:00+00:00,117.67630025004732,118.89223073999997,117.35143413611533,117.44425201416016,249900
2024-06-25 00:00:00+00:00,117.39784298185012,117.87121626969048,115.68996433618211,115.8477554321289,246700
2024-06-26 00:00:00+00:00,115.33726107964394,115.42079504826663,113.71292337306566,115.3743896484375,240800
2024-06-27 00:00:00+00:00,115.4486292389637,116.84091857553294,115.21658101620216,116.4417953491211,301000
2024-06-28 00:00:00+00:00,115.85704471236792,116.8780555496646,113.2116961988787,114.18629455566406,647400
2024-07-01 00:00:00+00:00,115.67140867599835,115.67140867599835,113.72219780400205,114.1027603149414,290200
2024-07-02 00:00:00+00:00,113.64794645564844,114.79890372465239,113.35092499650064,114.16773223876953,405800
2024-07-03 00:00:00+00:00,114.21413996226278,114.45546501920478,112.40415954589844,112.40415954589844,201800
2024-07-05 00:00:00+00:00,112.36702924014676,112.36702924014676,110.42710949499818,111.05828094482422,773300
2024-07-08 00:00:00+00:00,111.90294707100155,113.15601330031875,111.58736484660064,112.21853637695312,366300
2024-07-09 00:00:00+00:00,111.92151256914488,113.73148606921389,111.92151256914488,112.43201446533203,202900
2024-07-10 00:00:00+00:00,112.80329052173718,114.26983711404819,112.58052619175018,113.88927459716797,248900
2024-07-11 00:00:00+00:00,114.7432105960246,116.07052674651466,114.15844452792096,115.53217315673828,257300
2024-07-12 00:00:00+00:00,116.08909051289216,117.41640669795714,115.4022297213666,116.97087097167969,244100
2024-07-15 00:00:00+00:00,117.21357131437703,119.00579750571325,117.21357131437703,118.29637908935547,301700
2024-07-16 00:00:00+00:00,119.01513565894227,120.69535218750279,118.83777749157369,120.24729919433594,245800
2024-07-17 00:00:00+00:00,120.3126286987379,123.73839585768185,120.3126286987379,123.36502075195312,367400
2024-07-18 00:00:00+00:00,122.9636333960363,125.10124654660514,122.33822223764982,122.73027038574219,208800
2024-07-19 00:00:00+00:00,122.43156461168161,122.43156461168161,116.19610512605911,116.60681915283203,344100
2024-07-22 00:00:00+00:00,116.73750253754756,117.25090397608632,115.57068756057167,116.5694808959961,452200
2024-07-23 00:00:00+00:00,116.57882097122588,117.10155181794438,115.28132324692555,116.87752532958984,315800
2024-07-24 00:00:00+00:00,117.0642223928109,117.84831867888481,116.14943627071753,116.27078247070312,280500
2024-07-25 00:00:00+00:00,116.57881689488673,118.10034105433941,116.23343709942516,116.40145874023438,292300
2024-07-26 00:00:00+00:00,117.03621046939679,119.81790059319428,116.44813826680183,119.48185729980469,217500
2024-07-29 00:00:00+00:00,119.6872165269329,119.9485819473504,118.94978859265575,119.72454833984375,243100
2024-07-30 00:00:00+00:00,120.27529788166393,122.32888946687505,120.01393245681966,122.21686553955078,248300
2024-07-31 00:00:00+00:00,122.62759282613659,122.70227070029779,121.3394386660631,122.24488830566406,360300
2024-08-01 00:00:00+00:00,122.80493326755038,123.21565439446731,118.25902693980706,120.2099380493164,261000
2024-08-02 00:00:00+00:00,119.30449540782975,120.21927436103547,117.71762988886357,119.295166015625,410100
2024-08-05 00:00:00+00:00,117.42826502234264,117.42826502234264,114.73991869133815,115.17864227294922,439100
2024-08-06 00:00:00+00:00,115.73871527175358,117.45627071120522,115.66404452178303,116.06542205810547,341600
2024-08-07 00:00:00+00:00,115.09463365691438,117.41892712685657,114.32920330704684,115.2533187866211,290400
2024-08-08 00:00:00+00:00,115.40266747169859,118.75376383393065,115.18797750118362,118.72576141357422,285800
2024-08-09 00:00:00+00:00,118.40838589285335,118.96845567380291,117.56827766059217,118.81910705566406,283600
2024-08-12 00:00:00+00:00,119.12714359664223,119.12714359664223,116.634821411269,116.81217956542969,193800
2024-08-13 00:00:00+00:00,117.36291779978954,118.19368947258305,116.42012932824615,118.16567993164062,189200
2024-08-14 00:00:00+00:00,118.47372506003295,119.24849192223226,118.47372506003295,119.22048950195312,120900
2024-08-15 00:00:00+00:00,120.23794859316885,120.44330917050529,119.02446527876721,119.59386444091797,195600
2024-08-16 00:00:00+00:00,119.8179024507059,120.78868628924384,119.7712270008051,120.5273208618164,147800
2024-08-19 00:00:00+00:00,120.81669482034873,121.50745448110943,120.20995667099753,120.63935089111328,169900
2024-08-20 00:00:00+00:00,120.37796964693277,120.37796964693277,119.31382787280793,119.60320281982422,125900
2024-08-21 00:00:00+00:00,120.45264112944604,121.76881188223479,119.70589091596196,121.38609313964844,172700
2024-08-22 00:00:00+00:00,121.46077404355948,122.37556729161797,120.97538924134017,122.22621154785156,267100
2024-08-23 00:00:00+00:00,122.84229804317613,123.77575011267336,122.31955291984515,122.83295440673828,183400
2024-08-26 00:00:00+00:00,123.54237037611544,124.37314203580442,122.60891843294372,122.7396011352539,196500
2024-08-27 00:00:00+00:00,122.72093998614857,123.25300023871333,121.87149521724326,122.22621154785156,234800
2024-08-28 00:00:00+00:00,122.21686452819785,124.35447760205011,121.9368403205729,123.44902801513672,147600
2024-08-29 00:00:00+00:00,124.14913334658117,124.33582092399642,122.68360666500566,123.78508758544922,177500
2024-08-30 00:00:00+00:00,124.18644040139095,124.85852694074812,123.25298845710005,124.72784423828125,474400
2024-09-03 00:00:00+00:00,124.39181009826918,125.78265872494786,123.86907925003615,124.19579315185547,243500
2024-09-04 00:00:00+00:00,124.64382800001137,125.65195773640248,123.56102040425662,124.718505859375,239400
2024-09-05 00:00:00+00:00,125.19456538646561,125.19456538646561,123.30900278686127,124.20510864257812,222700
2024-09-06 00:00:00+00:00,124.11180286996746,125.3252792579577,124.11180286996746,125.15726470947266,353200
2024-09-09 00:00:00+00:00,125.69867262215193,128.52703155759377,125.68932898470871,127.91094970703125,383400
2024-09-10 00:00:00+00:00,127.99494475791283,128.7697116941574,125.00790094810448,125.73599243164062,338100
2024-09-11 00:00:00+00:00,125.14790447258595,125.14790447258595,122.75825561739009,123.71038055419922,241600
2024-09-12 00:00:00+00:00,123.68238646924303,124.50382876366443,122.89829023002991,124.3731460571289,241400
2024-09-13 00:00:00+00:00,124.88651994248568,125.52127462327962,124.59715214051081,125.33458709716797,210800
2024-09-16 00:00:00+00:00,126.04404113663857,127.49089480014932,126.04404113663857,127.0615005493164,299200
2024-09-17 00:00:00+00:00,127.12683460829835,128.1442939055055,126.31473589774647,127.43487548828125,326700
2024-09-18 00:00:00+00:00,127.33219350955649,128.1536216019573,126.32406361841471,126.52008056640625,310600
2024-09-19 00:00:00+00:00,127.62154387300986,127.95758712401982,125.67063283622625,127.53753662109375,374200
2024-09-20 00:00:00+00:00,127.957587859144,128.18162144221958,126.53873698635657,126.59474182128906,1595200
2024-09-23 00:00:00+00:00,126.82810275258203,127.97625882358415,126.38004983699446,127.78022766113281,222600
2024-09-24 00:00:00+00:00,127.30418683118017,127.73356676989135,126.53874936331252,126.86546325683594,232900
2024-09-25 00:00:00+00:00,127.60288970026338,128.041613293996,126.00669470463845,126.27738952636719,265900
2024-09-26 00:00:00+00:00,126.44539097789308,127.85489811157164,126.07200170042077,127.20148468017578,265900
2024-09-27 00:00:00+00:00,127.47221744131068,128.07896985681438,126.01603443345984,126.12804412841797,186500
2024-09-30 00:00:00+00:00,126.37073822104826,126.37073822104826,124.67184871865588,125.64264678955078,260700
2024-10-01 00:00:00+00:00,125.67998332589569,127.36019986300951,124.95189186703767,126.3333969116211,263200
2024-10-02 00:00:00+00:00,126.74411589105678,127.04282737839958,125.70798356477638,125.86666870117188,275400
2024-10-03 00:00:00+00:00,125.75466037742409,125.9040161227135,124.21447020375203,125.62397766113281,264900
2024-10-04 00:00:00+00:00,126.06270725207138,129.4884747036284,126.06270725207138,129.42312622070312,274300
2024-10-07 00:00:00+00:00,128.88171567196878,129.00305473820316,125.09188884646751,126.08135986328125,436600
2024-10-08 00:00:00+00:00,126.95879752685332,127.34151625360391,126.08136463798031,126.68810272216797,205300
2024-10-09 00:00:00+00:00,126.31474307368043,128.9003950958575,126.31474307368043,128.09762573242188,265100
2024-10-10 00:00:00+00:00,129.03106205165793,129.57246590441073,126.15602826980516,126.85611724853516,252200
2024-10-11 00:00:00+00:00,127.23882815578187,128.31230640320473,126.42672954823398,126.8934555053711,346400
2024-10-14 00:00:00+00:00,127.0988304910222,128.41500125793024,126.01602272916817,128.08828735351562,225600
2024-10-15 00:00:00+00:00,128.14460142467536,129.44970783838474,126.68926343015302,126.70804595947266,303700
2024-10-16 00:00:00+00:00,127.36529116260519,128.85819421512994,126.39819864270147,126.69866180419922,304200
2024-10-17 00:00:00+00:00,127.77843731854908,129.9567525396049,127.55310424524947,129.5060577392578,334500
2024-10-18 00:00:00+00:00,129.52484739265438,130.1257594992832,127.21509730309276,127.9944076538086,314600
2024-10-21 00:00:00+00:00,127.96621473666355,127.96621473666355,125.46868253338802,125.51561737060547,229300
2024-10-22 00:00:00+00:00,124.87715832387187,124.98982485956446,122.80212555466575,124.11663055419922,313700
2024-10-23 00:00:00+00:00,123.82556692273798,124.63304386532158,123.09320578026379,123.95701599121094,335800
2024-10-24 00:00:00+00:00,123.90069011527503,124.83961618235179,123.8725091525379,124.510986328125,284100
2024-10-25 00:00:00+00:00,124.48281000252682,124.48281000252682,121.21535155496342,121.50641632080078,249800
2024-10-28 00:00:00+00:00,122.7364057918095,123.27158615279018,121.9946462412965,122.03221130371094,192700
2024-10-29 00:00:00+00:00,121.77870005328977,122.5204596207165,120.69894087766718,120.82099151611328,257400
2024-10-30 00:00:00+00:00,121.24351785672688,122.52984188037338,120.74588822742392,122.42655944824219,277800
2024-10-31 00:00:00+00:00,122.65189533601851,122.99929333564984,120.89609415452652,121.05570983886719,333600
2024-11-01 00:00:00+00:00,121.30923020752222,122.43593848523953,119.81634138137495,119.91023254394531,303500
2024-11-04 00:00:00+00:00,119.83511981997297,119.91023561732914,118.28589768926315,119.06520080566406,293500
2024-11-05 00:00:00+00:00,119.24360092328602,119.95718668260501,118.53940642964457,119.65673065185547,240200
2024-11-06 00:00:00+00:00,124.60486247662534,125.90996890438079,122.58616319576443,125.62828826904297,578300
2024-11-07 00:00:00+00:00,125.81606498988981,127.47796777031017,124.86775503084876,126.04141235351562,363500
2024-11-08 00:00:00+00:00,126.29492043690128,130.34170318973028,125.37477704613073,130.2947540283203,393800
2024-11-11 00:00:00+00:00,131.449640687241,133.9941364643685,130.6515478523189,133.52467346191406,427800
2024-11-12 00:00:00+00:00,133.39322827097664,134.92366796118154,132.64208457984503,134.7358856201172,373200
2024-11-13 00:00:00+00:00,134.6889472727966,135.96588735223563,133.79697033593214,135.0081787109375,263100
2024-11-14 00:00:00+00:00,135.03633628108415,135.58090072151293,132.4824565646424,133.3368682861328,351100
2024-11-15 00:00:00+00:00,133.58808003245838,134.45759947237514,132.43837195066683,133.1533203125,428300
2024-11-18 00:00:00+00:00,133.6267000643869,135.4140633430757,132.3417332586566,134.9116668701172,467700
2024-11-19 00:00:00+00:00,133.38519096721123,133.93589745090037,131.82005000028997,133.73300170898438,418500
2024-11-20 00:00:00+00:00,134.32234233592158,136.10970589300862,133.29823706230582,135.99375915527344,302300
2024-11-21 00:00:00+00:00,136.312599753202,139.40424277920766,135.33680429968487,138.92117309570312,377400
2024-11-22 00:00:00+00:00,138.66031382068095,142.03213047845404,138.66031382068095,141.5104217529297,519100
2024-11-25 00:00:00+00:00,141.73262728786813,144.07068254111712,141.39448739024223,144.03204345703125,1727700
2024-11-26 00:00:00+00:00,143.54896634384613,144.0030529542972,141.81956889329044,143.04656982421875,362100
2024-11-27 00:00:00+00:00,144.31221763505656,145.10445891043557,142.66012774360468,142.9209747314453,415800
2024-11-29 00:00:00+00:00,143.09489644995628,143.69389811579802,141.65534354417312,141.88722229003906,190800
2024-12-02 00:00:00+00:00,142.02246066973262,142.02246066973262,138.70861033032028,139.03709411621094,409800
2024-12-03 00:00:00+00:00,139.02742448136988,139.77135579047683,137.0081970987652,137.2207489013672,357800
2024-12-04 00:00:00+00:00,136.89227159985361,138.61199827177376,135.99375443861732,138.0516357421875,355100
2024-12-05 00:00:00+00:00,138.5540328726824,140.5249504489266,138.40910314044467,139.52017211914062,286800
2024-12-06 00:00:00+00:00,139.520167060508,140.68918725075247,137.33668300772618,138.13858032226562,284100
2024-12-09 00:00:00+00:00,138.01299671406372,138.58301532913893,136.43818503101423,137.1917724609375,333200
2024-12-10 00:00:00+00:00,136.843966401624,137.24008704271415,131.9649601115876,134.52523803710938,272000
2024-12-11 00:00:00+00:00,134.61217351186403,135.84883048099704,133.54941451864948,135.2401580810547,540200
2024-12-12 00:00:00+00:00,135.4430730349679,136.40921235072673,134.19674506205408,134.3416748046875,217400
2024-12-13 00:00:00+00:00,135.5010301945373,135.65561601308073,133.90690632438876,135.17254638671875,230000
2024-12-16 00:00:00+00:00,135.19186902358996,136.4671800121315,134.42862544138066,135.05661010742188,240000
2024-12-17 00:00:00+00:00,133.82961041320482,134.90202554935786,132.61226554712508,133.24026489257812,240400
2024-12-18 00:00:00+00:00,133.18230726541142,133.82961882183406,130.01337156782097,130.08099365234375,410000
2024-12-19 00:00:00+00:00,130.853904548407,133.1339938058974,130.853904548407,131.83937072753906,392300
2024-12-20 00:00:00+00:00,131.8779931784366,133.81992755104616,130.92151011855304,132.34173583984375,1149100
2024-12-23 00:00:00+00:00,131.50121337617034,133.17263014412882,131.17272957060442,132.64125061035156,182200
2024-12-24 00:00:00+00:00,132.36107492117173,133.67502486773805,132.33209192355088,133.6460418701172,82600
2024-12-26 00:00:00+00:00,133.55908917019696,134.18707375737156,133.00838274645653,133.48179626464844,171300
2024-12-27 00:00:00+00:00,132.7185355075873,133.57839879502515,131.7523963198093,132.36106872558594,160200
2024-12-30 00:00:00+00:00,131.38528332188568,132.26445884479483,129.99404042824614,131.43357849121094,137300
2024-12-31 00:00:00+00:00,131.21137051892694,132.78618222992853,131.21137051892694,132.29344177246094,220100
2025-01-02 00:00:00+00:00,132.7958410258932,133.17263475523356,130.68966447268696,130.83457946777344,262400
2025-01-03 00:00:00+00:00,132.1098746851449,132.1098746851449,130.14861336021892,130.4287872314453,237100
2025-01-06 00:00:00+00:00,130.11963051199695,131.18238961159804,127.63666024055136,127.89752197265625,326300
2025-01-07 00:00:00+00:00,127.91683209981198,128.8250053627563,126.78645093490742,127.71395111083984,329700
2025-01-08 00:00:00+00:00,126.97968067871531,128.08109362929466,125.78167738585904,127.78157806396484,224100
2025-01-10 00:00:00+00:00,125.39521564952314,126.39035271022921,123.27937555453111,125.46285247802734,394300
2025-01-13 00:00:00+00:00,124.31313205463083,127.1632398140642,124.31313205463083,126.86373901367188,258900
2025-01-14 00:00:00+00:00,127.0678803151258,130.44093490270342,126.53324352426684,130.25624084472656,250500
2025-01-15 00:00:00+00:00,132.2003699597031,132.56975809274948,131.4518784178657,132.15176391601562,238700
2025-01-16 00:00:00+00:00,132.0351176658314,134.00840135921848,132.0351176658314,133.90147399902344,215900
2025-01-17 00:00:00+00:00,133.84313481288652,134.2708441965667,131.3546600341797,131.3546600341797,220000
2025-01-21 00:00:00+00:00,131.77264389986595,132.8807933268625,130.59645788626725,131.3643798828125,321200
2025-01-22 00:00:00+00:00,131.9865120583604,131.9865120583604,130.05210429299703,130.45065307617188,162300
2025-01-23 00:00:00+00:00,130.03265270019637,130.3437046235116,128.77868523555867,130.0618133544922,323000
2025-01-24 00:00:00+00:00,130.08127325009332,131.40326261229768,129.02171497335573,131.31578063964844,285500
