"('date', '')","('open', 'CCI')","('high', 'CCI')","('low', 'CCI')","('close', 'CCI')","('volume', 'CCI')"
1998-11-12 00:00:00+00:00,7.740518145666451,7.740518145666451,7.436968274011282,7.588743209838867,24435
1998-11-13 00:00:00+00:00,7.626689143972401,7.626689143972401,6.3745464085557995,7.171364784240723,99595
1998-11-16 00:00:00+00:00,7.095478945099395,7.436973069368427,6.829872934600174,6.981647968292236,72686
1998-11-17 00:00:00+00:00,7.133420467376709,7.285195447140924,6.753983614889738,7.133420467376709,194343
1998-11-18 00:00:00+00:00,6.9816445561692,7.285194475200075,6.9816445561692,7.247251033782959,23197
1998-11-19 00:00:00+00:00,7.285195424215511,7.285195424215511,6.526321124706064,6.602208614349365,42993
1998-11-20 00:00:00+00:00,6.678096203397818,6.678096203397818,5.995109383365241,6.450433731079102,153104
1998-11-23 00:00:00+00:00,6.526318212661121,7.588741996689993,6.526318212661121,7.057530403137207,155887
1998-11-24 00:00:00+00:00,6.9437010664182,6.9437010664182,6.791926107959241,6.867813587188721,34435
1998-11-25 00:00:00+00:00,6.905759859191472,7.664634300049099,6.791928305062439,7.285196781158447,68252
1998-11-27 00:00:00+00:00,7.209307750108491,8.044068851861343,7.209307750108491,7.854351043701172,209499
1998-11-30 00:00:00+00:00,8.04406834317677,8.271731369957996,7.816406510242468,8.157899856567383,274143
1998-12-01 00:00:00+00:00,8.044069089894348,8.195844057221876,7.664632268499046,8.082013130187988,75366
1998-12-02 00:00:00+00:00,7.968182203154101,8.347619024549404,7.854351276120214,8.082013130187988,146814
1998-12-03 00:00:00+00:00,8.195844247968795,8.271732330322266,8.044069277108916,8.271732330322266,103100
1998-12-04 00:00:00+00:00,8.727055592411412,10.0930289713972,8.461449723933448,9.941254615783691,388893
1998-12-07 00:00:00+00:00,10.017141602330954,10.1689165474479,9.410042418786603,9.523873329162598,199395
1998-12-08 00:00:00+00:00,9.63770536567599,9.67564940485059,9.030606111193885,9.220324516296387,144649
1998-12-09 00:00:00+00:00,8.95471942809611,11.76255529732321,8.95471942809611,10.700130462646484,425287
1998-12-10 00:00:00+00:00,10.776021126807962,10.85190803623777,10.093032972702733,10.28275203704834,206406
1998-12-11 00:00:00+00:00,10.017141044634753,10.093027916044855,9.182379489889655,9.675647735595703,234862
1998-12-14 00:00:00+00:00,9.713595236235996,9.865370227090704,9.258270263671875,9.258270263671875,87016
1998-12-15 00:00:00+00:00,9.789479626658219,9.941254578627921,9.10649293971801,9.694620132446289,285484
1998-12-16 00:00:00+00:00,9.675650981614623,10.32069438038893,9.561820039387696,10.244806289672852,233934
1998-12-17 00:00:00+00:00,10.396581616175478,10.47246970936543,10.168919724300087,10.358638763427734,229604
1998-12-18 00:00:00+00:00,10.472469918971319,10.472469918971319,10.244806828692031,10.320694923400879,48972
1998-12-21 00:00:00+00:00,10.396581200541279,11.534894195952495,10.244806214076263,11.231344223022461,149598
1998-12-22 00:00:00+00:00,11.421062474532759,11.421062474532759,10.776019654070272,10.870879173278809,672315
1998-12-23 00:00:00+00:00,11.15545613286636,11.383119209487477,10.776019263627413,11.231344223022461,350540
1998-12-24 00:00:00+00:00,11.155457317098124,11.383120417887312,10.851907311944084,10.92779541015625,27940
1998-12-28 00:00:00+00:00,11.041622245087389,12.141989707946777,10.851903264169717,12.141989707946777,143412
1998-12-29 00:00:00+00:00,12.217877680386426,12.673202514648438,11.231341136408831,12.673202514648438,106812
1998-12-30 00:00:00+00:00,12.521427569894433,12.900864334856013,12.29376455584,12.673202514648438,29590
1998-12-31 00:00:00+00:00,12.787036374361238,14.266840934753418,12.67320543799986,14.266840934753418,99079
1999-01-04 00:00:00+00:00,13.96329675158223,14.266846836683708,12.141997434820988,12.787041664123535,205375
1999-01-05 00:00:00+00:00,12.483486786576188,12.55937368179455,12.028161833724507,12.104048728942871,120524
1999-01-06 00:00:00+00:00,12.066101281546814,13.356187559564146,12.066101281546814,12.597312927246094,165269
1999-01-07 00:00:00+00:00,12.74909536149074,14.115069310221305,12.293770313964748,13.659744262695312,217747
1999-01-08 00:00:00+00:00,14.115071495376647,14.26684653471495,13.583859454616384,13.60283088684082,97533
1999-01-11 00:00:00+00:00,13.659741782540614,13.659741782540614,13.204418011533686,13.280304908752441,38353
1999-01-12 00:00:00+00:00,13.394135861007372,13.394135861007372,12.293768090547916,12.749093055725098,82274
1999-01-13 00:00:00+00:00,11.990219816532877,12.673207958215595,11.686669796639972,12.293769836425781,116915
1999-01-14 00:00:00+00:00,12.445543280178635,12.900868252718197,12.293768289332114,12.711149215698242,218881
1999-01-15 00:00:00+00:00,12.521430418832587,13.20441722869873,12.521430418832587,13.20441722869873,44024
1999-01-19 00:00:00+00:00,13.204414627012817,13.887401302309057,12.824977850480881,13.432076454162598,184446
1999-01-20 00:00:00+00:00,13.507966113827342,13.925346975235493,13.507966113827342,13.811514854431152,108049
1999-01-21 00:00:00+00:00,13.621799716366624,13.659742570240407,13.052643775939941,13.052643775939941,132071
1999-01-22 00:00:00+00:00,12.824977561711648,12.900864437770597,12.066102831887829,12.141989707946777,75057
1999-01-25 00:00:00+00:00,12.141989881500715,13.128527641296387,11.838439985232338,13.128527641296387,72582
1999-01-26 00:00:00+00:00,13.280305674571707,13.81151756727734,12.749093781866074,13.052643775939941,127638
1999-01-27 00:00:00+00:00,13.20441663954241,13.507966584571784,12.59731674948366,13.090585708618164,15465
1999-01-28 00:00:00+00:00,13.128533013475192,13.356194931911997,12.749094890950685,12.976758003234863,31961
1999-01-29 00:00:00+00:00,13.128527641296387,13.20441451844004,12.976752693162197,13.128527641296387,53509
1999-02-01 00:00:00+00:00,13.128529750208603,13.20441663954241,12.976754777693916,13.090585708618164,75366
1999-02-02 00:00:00+00:00,13.090587068781954,13.356192999818395,13.090587068781954,13.280304908752441,13712
1999-02-03 00:00:00+00:00,13.507964414708418,13.507964414708418,13.05263957030585,13.128527641296387,10104
1999-02-04 00:00:00+00:00,12.976755356692392,13.20441722869873,12.976755356692392,13.20441722869873,29693
1999-02-05 00:00:00+00:00,13.20441722869873,13.356192207985334,12.976755356692392,13.20441722869873,26187
1999-02-08 00:00:00+00:00,13.280304121418467,14.039179017851477,12.900867270125527,13.20441722869873,199602
1999-02-09 00:00:00+00:00,13.052641643543375,13.204416615784988,12.749091699060148,12.824979782104492,24538
1999-02-10 00:00:00+00:00,12.824981146844895,13.052643032509886,12.597318067332703,12.749093055725098,5567
1999-02-11 00:00:00+00:00,12.976755375923616,13.052642268755815,11.838442432663586,11.95227336883545,99491
1999-02-12 00:00:00+00:00,11.952273307388865,11.952273307388865,11.00368058570387,11.383118629455566,88151
1999-02-16 00:00:00+00:00,11.762555868263451,11.762555868263451,10.927794054565533,11.534893989562988,81243
1999-02-17 00:00:00+00:00,11.61078151910268,11.61078151910268,10.624244667736113,11.15545654296875,29280
1999-02-18 00:00:00+00:00,11.155455564435124,11.572836457484291,10.927793693261805,11.383118629455566,33404
1999-02-19 00:00:00+00:00,11.383120958567218,11.534895968353307,11.307232856750488,11.307232856750488,126297
1999-02-22 00:00:00+00:00,11.610780127793232,11.610780127793232,11.496949195861816,11.496949195861816,100007
1999-02-23 00:00:00+00:00,11.61077839975517,11.61077839975517,11.383116569775362,11.459003448486328,13506
1999-02-24 00:00:00+00:00,11.45900515393565,11.610780127793232,11.45900515393565,11.496949195861816,195993
1999-02-25 00:00:00+00:00,11.496947889595633,11.61077880859375,11.307228895367475,11.61077880859375,17836
1999-02-26 00:00:00+00:00,11.534894887964398,11.534894887964398,10.320694923400879,10.320694923400879,178775
1999-03-01 00:00:00+00:00,10.3206971623606,10.472472190856934,10.093034022692343,10.472472190856934,32683
1999-03-02 00:00:00+00:00,10.39657974243164,10.472467821944516,10.320692856765783,10.39657974243164,135783
1999-03-03 00:00:00+00:00,10.39657974243164,10.510411861700954,10.320692856765783,10.39657974243164,121039
1999-03-04 00:00:00+00:00,10.472470233032123,11.003682136535645,10.396582136047453,11.003682136535645,255276
1999-03-05 00:00:00+00:00,11.1554578469644,11.421063815628214,11.079570938995039,11.307232856750488,68149
1999-03-08 00:00:00+00:00,11.459003448486328,11.534891521044203,11.15545354594865,11.459003448486328,389718
1999-03-09 00:00:00+00:00,12.74909392458422,13.05264392205614,11.6866689334325,11.762557029724121,552101
1999-03-10 00:00:00+00:00,11.83844404028326,11.83844404028326,10.927795233398266,11.003682136535645,162898
1999-03-11 00:00:00+00:00,10.927794251426107,11.269288269475867,10.81396331002525,10.965738296508789,524573
1999-03-12 00:00:00+00:00,10.927794976029972,11.459006867022541,10.776019979482484,11.269289016723633,242491
1999-03-15 00:00:00+00:00,11.155455972553913,12.104048728942871,11.155455972553913,12.104048728942871,238986
1999-03-16 00:00:00+00:00,12.141989707946777,12.179933742899685,11.7625529399583,12.141989707946777,59076
1999-03-17 00:00:00+00:00,12.141993713723886,12.179937761194953,11.534894923423138,12.085078239440918,58355
1999-03-18 00:00:00+00:00,11.838442421692653,11.990217401063529,11.383118677427156,11.686667442321777,402812
1999-03-19 00:00:00+00:00,11.762553351024009,11.762553351024009,11.383116569775362,11.459003448486328,45467
1999-03-22 00:00:00+00:00,11.68666701779848,11.68666701779848,11.3831182639304,11.496949195861816,125885
1999-03-23 00:00:00+00:00,11.459002760354952,11.572833668509128,11.07956600189209,11.07956600189209,372706
1999-03-24 00:00:00+00:00,11.231344635914686,11.231344635914686,11.003681550924107,11.15545654296875,2990
1999-03-25 00:00:00+00:00,11.155457136657692,11.231345233642362,10.927795233398266,11.003682136535645,203416
1999-03-26 00:00:00+00:00,10.927795410156248,11.07957041273327,10.927795410156248,10.92779541015625,25363
1999-03-29 00:00:00+00:00,10.9277946518254,11.231344635914686,10.9277946518254,11.15545654296875,532821
1999-03-30 00:00:00+00:00,11.155457317098124,11.23134541531029,10.851907311944084,10.92779541015625,133824
1999-03-31 00:00:00+00:00,10.851907311944084,10.965739459262332,10.624245405002208,10.92779541015625,320950
1999-04-01 00:00:00+00:00,10.965738098964664,11.781527293539435,10.889850010166402,11.534893989562988,48560
1999-04-05 00:00:00+00:00,11.534895233886457,11.534895233886457,10.927795233398266,11.003682136535645,27012
1999-04-06 00:00:00+00:00,11.003683489428841,11.003683489428841,10.624246539395928,10.889852523803711,77634
1999-04-07 00:00:00+00:00,11.155455183561038,11.155455183561038,10.851905236462457,10.984708786010742,143515
1999-04-08 00:00:00+00:00,10.965737943349694,11.155455774958737,10.965737943349694,11.098540306091309,72892
1999-04-09 00:00:00+00:00,11.07956600189209,11.117510035892426,11.07956600189209,11.07956600189209,47632
1999-04-12 00:00:00+00:00,11.041622161865234,11.11751023119907,10.965735286378255,11.041622161865234,49179
1999-04-13 00:00:00+00:00,10.965735093737914,11.117510035892426,10.965735093737914,11.07956600189209,171455
1999-04-14 00:00:00+00:00,11.117514461839352,11.117514461839352,10.927795410156248,10.92779541015625,183209
1999-04-15 00:00:00+00:00,10.889849481586248,10.889849481586248,10.472468594996453,10.700130462646484,117534
1999-04-16 00:00:00+00:00,10.548354707610374,10.776017752301982,10.320692856765783,10.39657974243164,300021
1999-04-19 00:00:00+00:00,10.39657974243164,10.624242787123249,10.320692856765783,10.39657974243164,144649
1999-04-20 00:00:00+00:00,10.396581087617177,10.472469176949009,9.941256730091299,10.301721572875977,73820
1999-04-21 00:00:00+00:00,10.320691472428072,11.079566196532152,10.206860562274173,11.041622161865234,234037
1999-04-22 00:00:00+00:00,11.079567551571468,11.307229399722477,10.927792588188462,11.193398475646973,438690
1999-04-23 00:00:00+00:00,11.193399607579718,11.459005521897632,11.117512715137654,11.383118629455566,294041
1999-04-26 00:00:00+00:00,11.421061856365592,11.610780884514089,11.23134402206426,11.534893989562988,155578
1999-04-27 00:00:00+00:00,11.610787166759934,11.648731231689453,11.534900230748708,11.648731231689453,31445
1999-04-28 00:00:00+00:00,11.686666876729367,11.876385890223029,11.534893098550922,11.838441848754883,463950
1999-04-29 00:00:00+00:00,11.838442371802206,11.838442371802206,11.383118629455566,11.383118629455566,353118
1999-04-30 00:00:00+00:00,11.231342013984381,11.61077880859375,11.231342013984381,11.61077880859375,59282
1999-05-03 00:00:00+00:00,11.610780884514089,11.610780884514089,11.459005900764724,11.534893989562988,33095
1999-05-04 00:00:00+00:00,11.762554593699749,12.293766382338038,11.610779626396376,12.179935455322266,744588
1999-05-05 00:00:00+00:00,12.21788345368182,12.5214334866258,12.104051295942261,12.369658470153809,455496
1999-05-06 00:00:00+00:00,12.407598090186132,12.67320519506744,12.293767156006778,12.48348617553711,844183
1999-05-07 00:00:00+00:00,12.559375407976134,12.824982562363816,12.331713497183644,12.407600402832031,357138
1999-05-10 00:00:00+00:00,12.369654997081149,12.369654997081149,11.19339924814665,11.496949195861816,351674
1999-05-11 00:00:00+00:00,11.269285176019887,11.383116086173784,10.927791251711335,11.041622161865234,937591
1999-05-12 00:00:00+00:00,10.624241175428551,11.30722781820044,10.396578165273363,11.07956600189209,10887154
1999-05-13 00:00:00+00:00,11.45900500155864,12.293766749751498,11.383118112562505,12.066104888916016,3226721
1999-05-14 00:00:00+00:00,11.990216820780399,12.066104903716692,11.307230043589113,11.838441848754883,1249881
1999-05-17 00:00:00+00:00,11.686670299106144,12.597320397938084,11.534896476481574,12.369658470153809,704689
1999-05-18 00:00:00+00:00,12.597317491818126,12.976755542387899,12.369655616553977,12.635261535644531,1051620
1999-05-19 00:00:00+00:00,12.900868044117491,13.052643032509886,12.597318067332703,12.749093055725098,565710
1999-05-20 00:00:00+00:00,12.824979029463007,12.824979029463007,12.141991097533761,12.559371948242188,610043
1999-05-21 00:00:00+00:00,12.445539599876305,12.59731454584107,12.066102831887829,12.141989707946777,676852
1999-05-24 00:00:00+00:00,12.10404773649055,12.179935819333757,11.610779973397985,12.066104888916016,520346
1999-05-25 00:00:00+00:00,11.876387052767097,12.028162039649413,11.610781124184841,11.800498962402344,879031
1999-05-26 00:00:00+00:00,11.762555868263451,11.838442763214552,11.23134402206426,11.534893989562988,902847
1999-05-27 00:00:00+00:00,11.496951917444942,11.496951917444942,10.77602091942286,11.307232856750488,562926
1999-05-28 00:00:00+00:00,11.307231271641097,12.217881202697756,10.92779439729109,12.217881202697754,525191
1999-06-01 00:00:00+00:00,12.0281628056138,12.0281628056138,11.193400921526257,11.269289016723633,445598
1999-06-02 00:00:00+00:00,11.345173814877318,11.345173814877318,10.39657996384639,10.85190486907959,609733
1999-06-03 00:00:00+00:00,10.927792588188462,11.421060323797981,10.851904509573457,11.193398475646973,431164
1999-06-04 00:00:00+00:00,10.965739351219174,11.990219116210938,10.927795302486945,11.990219116210938,499004
1999-06-07 00:00:00+00:00,12.066103678433162,12.066103678433162,11.459003851980611,11.61077880859375,331879
1999-06-08 00:00:00+00:00,11.610780127793232,11.838441991656065,11.45900515393565,11.496949195861816,450031
1999-06-09 00:00:00+00:00,11.459007032252202,11.762557029724121,11.459007032252202,11.762557029724121,236718
1999-06-10 00:00:00+00:00,11.459005900764724,11.64872492891322,11.421061856365592,11.534893989562988,281257
1999-06-11 00:00:00+00:00,11.57283436347623,11.57283436347623,11.15545354594865,11.459003448486328,400337
1999-06-14 00:00:00+00:00,11.23134541531029,11.23134541531029,10.776020407579228,10.92779541015625,481271
1999-06-15 00:00:00+00:00,10.851902991736901,11.269284978046938,10.851902991736901,11.07956600189209,760156
1999-06-16 00:00:00+00:00,11.003682036044323,11.762557029724121,11.003682036044323,11.762557029724121,491168
1999-06-17 00:00:00+00:00,11.610778326641222,12.066103177580526,11.534891448408121,12.028159141540527,461785
1999-06-18 00:00:00+00:00,12.028163164943164,12.066107213675393,11.762557211512167,11.990219116210938,78975
1999-06-21 00:00:00+00:00,11.952272178342028,11.990216217902317,11.648723443400751,11.724610328674316,102997
1999-06-22 00:00:00+00:00,11.724610250563995,11.838441174639499,11.193398475646973,11.193398475646973,251048
1999-06-23 00:00:00+00:00,11.345172932982496,11.61077880859375,11.079567057371243,11.61077880859375,254863
1999-06-24 00:00:00+00:00,11.610782324829186,11.610782324829186,10.927795410156248,10.92779541015625,212592
1999-06-25 00:00:00+00:00,11.00367939252265,11.23134243285651,10.24480458115478,10.434523582458496,242594
1999-06-28 00:00:00+00:00,10.548357807820043,11.307232856750488,10.510414950759047,11.307232856750488,390233
1999-06-29 00:00:00+00:00,11.383120305731785,12.028163164943164,11.307232208267328,11.990219116210938,400234
1999-06-30 00:00:00+00:00,12.141992547442685,12.787036517103012,11.914330672178538,12.635261535644531,1098840
1999-07-01 00:00:00+00:00,12.635263931732283,13.356194931911997,12.369657962273552,12.976758003234863,413946
1999-07-02 00:00:00+00:00,13.052643200153879,13.50796817117911,12.711149173423152,12.938812255859375,223933
1999-07-06 00:00:00+00:00,12.938811316782086,12.938811316782086,12.369655442770734,12.445542335510254,248986
1999-07-07 00:00:00+00:00,12.369656058596421,12.369656058596421,11.72461206588478,11.800498962402344,327549
1999-07-08 00:00:00+00:00,11.990217789191743,12.104048728942871,11.800498760375083,12.104048728942871,141350
1999-07-09 00:00:00+00:00,12.066104528306495,12.217879495609868,11.990216447731292,12.179935455322266,245997
1999-07-12 00:00:00+00:00,12.445541754576922,13.052641643543375,12.40759771305475,12.824979782104492,398378
1999-07-13 00:00:00+00:00,12.787038689968893,13.88740659713997,12.787038689968893,13.583856582641602,356107
1999-07-14 00:00:00+00:00,13.659737061401888,15.253373290668133,13.545906157992897,15.177486419677734,1010174
1999-07-15 00:00:00+00:00,15.253380960564593,15.253380960564593,14.03918205725197,14.190957069396973,334456
1999-07-16 00:00:00+00:00,14.115069230852411,14.722170484654095,14.115069230852411,14.570395469665527,977491
1999-07-19 00:00:00+00:00,14.646277850620011,15.481039577968854,14.60833381014587,15.063658714294434,711493
1999-07-20 00:00:00+00:00,15.025714035928834,15.101602113655412,14.494502267230736,14.684221267700195,219809
1999-07-21 00:00:00+00:00,14.494500859510126,15.101600646972656,14.342725912644493,15.101600646972656,292289
1999-07-22 00:00:00+00:00,14.722167419597671,15.025716192530583,14.266841275580402,14.3806734085083,261565
1999-07-23 00:00:00+00:00,14.646279335021973,14.798054318453904,14.380673412477883,14.646279335021973,530759
1999-07-26 00:00:00+00:00,14.684222971808977,14.949828886981678,14.494503949322564,14.722167015075684,481374
1999-07-27 00:00:00+00:00,14.83599159018376,14.83599159018376,13.811510024305909,14.115059852600098,1117707
1999-07-28 00:00:00+00:00,13.963292504307656,14.190955595808319,13.849461555480957,13.849461555480957,139494
1999-07-29 00:00:00+00:00,13.659743245449574,14.26684326360662,13.204419425679117,13.887406349182129,288474
1999-07-30 00:00:00+00:00,13.887409827230673,13.96329675158223,12.445547519922467,12.787041664123535,145990
1999-08-02 00:00:00+00:00,12.90086761891724,14.3806734085083,12.824980724145805,14.3806734085083,349715
1999-08-03 00:00:00+00:00,14.418617493461719,14.418617493461719,13.35619371261617,13.849461555480957,376830
1999-08-04 00:00:00+00:00,13.583853497373646,13.621797539029641,13.090585731234029,13.356191635131836,167022
1999-08-05 00:00:00+00:00,13.50797489321431,13.659748765236763,11.383125164878447,11.648731231689453,633343
1999-08-06 00:00:00+00:00,11.686668764920139,11.876387809066314,11.231344969124944,11.269289016723633,427246
1999-08-09 00:00:00+00:00,11.288260108700523,11.686668418201387,10.9277946518254,11.15545654296875,265379
1999-08-10 00:00:00+00:00,11.155459222166677,11.155459222166677,10.472472190856934,10.472472190856934,186405
1999-08-11 00:00:00+00:00,10.68116126404892,10.81396484375,10.624245785276274,10.81396484375,299506
1999-08-12 00:00:00+00:00,11.38311845329079,11.38311845329079,10.700130462646484,10.700130462646484,214036
1999-08-13 00:00:00+00:00,10.889849650596698,11.00368058618837,10.320693778791217,10.62424373626709,297753
1999-08-16 00:00:00+00:00,10.662188400916904,10.70013125242775,10.244806289672852,10.244806289672852,280844
1999-08-17 00:00:00+00:00,10.472468044975445,10.965736990773173,10.320693076564378,10.85190486907959,565297
1999-08-18 00:00:00+00:00,10.96574019115357,10.96574019115357,10.206865127618531,10.28275203704834,353118
1999-08-19 00:00:00+00:00,10.320696351566063,10.700133296074549,9.865371898771137,10.662190437316895,494261
1999-08-20 00:00:00+00:00,10.700130628712497,10.700130628712497,10.510412800675418,10.62424373626709,241151
1999-08-23 00:00:00+00:00,10.83293557940238,10.927795102573942,10.396582011582653,10.548357009887695,193828
1999-08-24 00:00:00+00:00,10.624245105963857,10.662189154001936,10.320695109353771,10.548357009887695,108564
1999-08-25 00:00:00+00:00,10.700129846459701,10.700129846459701,10.017143088993558,10.093029975891113,379923
1999-08-26 00:00:00+00:00,10.39657974243164,10.472467821944516,10.282748817009345,10.39657974243164,407245
1999-08-27 00:00:00+00:00,10.472469593585924,10.510413639761405,9.106495272817167,9.258270263671875,250739
1999-08-30 00:00:00+00:00,9.675648274279542,9.979198164513432,9.485929294421645,9.523873329162598,497664
1999-08-31 00:00:00+00:00,9.637701945284102,10.130970101029996,9.030602906259647,9.182377815246582,325590
1999-09-01 00:00:00+00:00,9.52387657292528,9.52387657292528,8.916777182607317,9.410045623779297,929446
1999-09-02 00:00:00+00:00,9.523876495117886,10.358638970755305,9.447988997332665,10.320694923400879,606228
1999-09-03 00:00:00+00:00,10.624245405002208,11.003682314521104,10.434526353319104,10.92779541015625,435701
1999-09-07 00:00:00+00:00,11.421061112009482,11.762555101650817,11.079568316215234,11.496949195861816,870886
