"('date', '')","('open', 'BTO')","('high', 'BTO')","('low', 'BTO')","('close', 'BTO')","('volume', 'BTO')"
1994-08-16 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,215100
1994-08-17 00:00:00+00:00,0.7579516977071763,0.7579516977071763,0.7532439231872559,0.7532439231872559,49600
1994-08-18 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,210700
1994-08-19 00:00:00+00:00,0.7532435470486278,0.7579513192176818,0.7532435470486278,0.7579513192176819,41500
1994-08-22 00:00:00+00:00,0.7579516977071763,0.7579516977071763,0.7532439231872559,0.7532439231872559,50000
1994-08-23 00:00:00+00:00,0.7579513192176818,0.7579513192176818,0.7532435470486278,0.7579513192176819,65000
1994-08-24 00:00:00+00:00,0.7579516977071763,0.7579516977071763,0.7532439231872559,0.7532439231872559,59500
1994-08-25 00:00:00+00:00,0.7579513192176818,0.7579513192176818,0.7532435470486278,0.7579513192176819,43300
1994-08-26 00:00:00+00:00,0.7579516977071763,0.7579516977071763,0.7532439231872559,0.7532439231872559,42700
1994-08-29 00:00:00+00:00,0.7579513192176818,0.7579513192176818,0.7532435470486278,0.7579513192176819,46100
1994-08-30 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,41800
1994-08-31 00:00:00+00:00,0.7579516977071763,0.7579516977071763,0.7532439231872559,0.7532439231872559,36300
1994-09-01 00:00:00+00:00,0.7532435470486278,0.7579513192176818,0.7532435470486278,0.7579513192176819,20900
1994-09-02 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,14200
1994-09-06 00:00:00+00:00,0.7579516977071763,0.7579516977071763,0.7532439231872559,0.7532439231872559,271900
1994-09-07 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,338200
1994-09-08 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,228300
1994-09-09 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,196900
1994-09-12 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,196300
1994-09-13 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,114300
1994-09-14 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,105800
1994-09-15 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,76500
1994-09-16 00:00:00+00:00,0.7532439231872559,0.7626594722270966,0.7532439231872559,0.7532439231872559,94900
1994-09-19 00:00:00+00:00,0.7532435470486278,0.7579513192176818,0.7532435470486278,0.7579513192176819,140800
1994-09-20 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,111800
1994-09-21 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,134300
1994-09-22 00:00:00+00:00,0.7532439231872559,0.7579516977071763,0.7532439231872559,0.7532439231872559,106600
1994-09-23 00:00:00+00:00,0.757951618749884,0.757951618749884,0.7438282966613768,0.743828296661377,186000
1994-09-26 00:00:00+00:00,0.7438282966613768,0.7485360706908792,0.7438282966613768,0.743828296661377,136800
1994-09-27 00:00:00+00:00,0.7438282966613768,0.7485360706908792,0.7438282966613768,0.743828296661377,77400
1994-09-28 00:00:00+00:00,0.7438282966613768,0.7485360706908792,0.7438282966613768,0.743828296661377,43600
1994-09-29 00:00:00+00:00,0.7438282966613768,0.7485360706908792,0.7438282966613768,0.743828296661377,42400
1994-09-30 00:00:00+00:00,0.7438282966613768,0.7485360706908792,0.7438282966613768,0.743828296661377,42300
1994-10-03 00:00:00+00:00,0.7438282966613768,0.7485360706908792,0.7438282966613768,0.743828296661377,35000
1994-10-04 00:00:00+00:00,0.7485360706908792,0.7485360706908792,0.7438282966613768,0.743828296661377,80700
1994-10-05 00:00:00+00:00,0.739120323688556,0.7438280964509035,0.7344125509262085,0.7344125509262085,109900
1994-10-06 00:00:00+00:00,0.7391204637865866,0.7391204637865866,0.7249971428225117,0.7297049164772034,60700
1994-10-07 00:00:00+00:00,0.7249971628189087,0.7297049366034472,0.7249971628189087,0.7249971628189087,37200
1994-10-10 00:00:00+00:00,0.7297049164772034,0.7297049164772034,0.7249971428225117,0.7297049164772034,38700
1994-10-11 00:00:00+00:00,0.7297049366034472,0.7297049366034472,0.7249971628189087,0.7249971628189087,34900
1994-10-12 00:00:00+00:00,0.7249971628189087,0.7297049366034472,0.7249971628189087,0.7249971628189087,25300
1994-10-13 00:00:00+00:00,0.7249971428225117,0.7297049164772034,0.7249971428225117,0.7297049164772034,29200
1994-10-14 00:00:00+00:00,0.7249971628189087,0.7297049366034472,0.7249971628189087,0.7249971628189087,20000
