"('date', '')","('open', 'ATEN')","('high', 'ATEN')","('low', 'ATEN')","('close', 'ATEN')","('volume', 'ATEN')"
2025-09-26 00:00:00+00:00,18.2450008392334,18.46500015258789,18.114999771118164,18.309999465942383,368133
