"('date', '')","('open', 'CSCO')","('high', 'CSCO')","('low', 'CSCO')","('close', 'CSCO')","('volume', 'CSCO')"
1990-02-16 00:00:00+00:00,0.04828799485861218,0.05226438421980325,0.04828799485861218,0.05056021735072136,940636800
1990-02-20 00:00:00+00:00,0.05056019641035134,0.05226436257362366,0.04885603024707901,0.05226436257362366,151862400
1990-02-21 00:00:00+00:00,0.05169631627897715,0.05169631627897715,0.04942409432827546,0.05112826079130173,70531200
1990-02-22 00:00:00+00:00,0.05169632285833359,0.05340048953824801,0.05169632285833359,0.05169632285833359,45216000
1990-02-23 00:00:00+00:00,0.05169631080067099,0.05226436622814905,0.05112825537319293,0.05141228064894676,44697600
1990-02-26 00:00:00+00:00,0.051412299382446285,0.052264385272129746,0.049992162734270096,0.049992162734270096,26928000
1990-02-27 00:00:00+00:00,0.04999214981595088,0.051980341584829406,0.04999214981595088,0.05112826079130173,25574400
1990-02-28 00:00:00+00:00,0.051128251051681894,0.05396852794900359,0.051128251051681894,0.05283241719007492,67968000
1990-03-01 00:00:00+00:00,0.0528324179613811,0.05340047334913854,0.05226436257362366,0.05226436257362366,28425600
1990-03-02 00:00:00+00:00,0.052264361810610574,0.053400472569539253,0.052264361810610574,0.05283241719007492,8438400
1990-03-05 00:00:00+00:00,0.0528324179613811,0.05340047334913854,0.05226436257362366,0.05226436257362366,2419200
1990-03-06 00:00:00+00:00,0.05226436257362366,0.05340047334913854,0.051696307185866215,0.05226436257362366,23904000
1990-03-07 00:00:00+00:00,0.05226437176665257,0.05226437176665257,0.05056020530362631,0.05112826079130173,18172800
1990-03-08 00:00:00+00:00,0.051128272973748654,0.05169632859677595,0.05056021735072136,0.05056021735072136,33523200
1990-03-09 00:00:00+00:00,0.05056021735072136,0.051128272973748654,0.05056021735072136,0.05056021735072136,11145600
1990-03-12 00:00:00+00:00,0.05056021173839064,0.052264378418305064,0.05056021173839064,0.05169632285833359,20304000
1990-03-13 00:00:00+00:00,0.05169631290529381,0.054536590158315426,0.05169631290529381,0.05340047925710678,53020800
1990-03-14 00:00:00+00:00,0.05340046703619501,0.05964972894273392,0.05340046703619501,0.05908167362213135,87350400
1990-03-15 00:00:00+00:00,0.0590816968878073,0.0590816968878073,0.055672710241862516,0.05624141916632652,38620800
1990-03-16 00:00:00+00:00,0.0562414027412717,0.05737751349806785,0.0562414027412717,0.057377513498067856,19929600
1990-03-19 00:00:00+00:00,0.057377507660323616,0.05964972894273392,0.05567268831860532,0.05908167362213135,43027200
1990-03-20 00:00:00+00:00,0.05908167399531788,0.05964972931950854,0.05396852269768715,0.05396852269768715,43228800
1990-03-21 00:00:00+00:00,0.05396854780273219,0.05567271456804711,0.05396854780273219,0.0545366033911705,19900800
