"('date', '')","('open', 'CLCO')","('high', 'CLCO')","('low', 'CLCO')","('close', 'CLCO')","('volume', 'CLCO')"
2023-03-20 00:00:00+00:00,9.966028046998083,10.488441283485226,9.644543567990194,9.88565731048584,102800
2023-03-21 00:00:00+00:00,9.885656707516558,10.27947536190037,9.885656707516558,10.006213188171387,96200
2023-03-22 00:00:00+00:00,9.66061722984361,9.941915929829252,9.66061722984361,9.781173706054688,125800
2023-03-23 00:00:00+00:00,9.765099209204946,10.301175662021233,9.765099209204946,9.957990646362305,30900
2023-03-24 00:00:00+00:00,9.523986052634278,9.853507799691878,9.403428811151178,9.708839416503906,109700
2023-03-27 00:00:00+00:00,9.532021971240944,9.728931276443653,9.48379969095584,9.580245018005371,68900
2023-03-28 00:00:00+00:00,9.427539217521991,9.55613375170299,9.29090891419844,9.403428077697754,109400
2023-03-29 00:00:00+00:00,9.347169494997383,10.287512479921345,9.323058352596087,9.96602725982666,178700
2023-03-30 00:00:00+00:00,9.732949363730993,9.941914610139573,9.660615947493513,9.805283546447754,56900
2023-03-31 00:00:00+00:00,9.692763483786363,9.909765245214237,9.660615046297819,9.668651580810547,85700
2023-04-03 00:00:00+00:00,9.668651580810547,9.692763483786363,9.548095131848306,9.668651580810547,33400
2023-04-04 00:00:00+00:00,9.636505422139875,10.239289342454404,9.532022783974497,9.998175621032715,210100
2023-04-05 00:00:00+00:00,9.861545102419958,9.925841991285862,9.652579830366085,9.708839416503906,87500
2023-04-06 00:00:00+00:00,9.86154501816302,9.885656159661886,9.628467839916311,9.740987777709961,48700
2023-04-10 00:00:00+00:00,9.797245330764726,9.797245330764726,9.604354705833458,9.668651580810547,45300
2023-04-11 00:00:00+00:00,9.580245993404215,9.821359718816352,9.580245993404215,9.78921127319336,121500
2023-04-12 00:00:00+00:00,9.6927667058361,9.821360498537166,9.60435789849452,9.74902629852295,140000
2023-04-13 00:00:00+00:00,9.749025288006314,10.04639859442373,9.716876843163332,9.99013900756836,436300
2023-04-14 00:00:00+00:00,9.95799090250122,10.095425259788549,9.933878993186724,10.006213188171387,106100
2023-04-17 00:00:00+00:00,10.006211467034955,10.126768693432533,9.901728844082099,10.04639720916748,131200
2023-04-18 00:00:00+00:00,10.15088028348077,10.18302872532042,10.102657237481639,10.134805679321289,48300
2023-04-19 00:00:00+00:00,9.974064485679106,10.062473284599385,9.877619150340124,9.957990646362305,89600
2023-04-20 00:00:00+00:00,9.869580639364933,9.966025962898614,9.773135315831253,9.949952125549316,90600
2023-04-21 00:00:00+00:00,9.821360414684262,9.917805758386628,9.692766623081106,9.88565731048584,96500
2023-04-24 00:00:00+00:00,9.789209841233356,10.223214176897535,9.789209841233356,9.982100486755371,110200
2023-04-25 00:00:00+00:00,9.724914972690446,9.8293968524524,9.5641719683317,9.604357719421387,234700
2023-04-26 00:00:00+00:00,9.604356077071982,9.757061751804157,9.564170332854076,9.612393379211426,122600
2023-04-27 00:00:00+00:00,9.523985793043087,9.732950292921931,9.48380004697738,9.700801849365234,116700
2023-04-28 00:00:00+00:00,9.69276559207606,9.949953147925715,9.69276559207606,9.813322067260742,84800
2023-05-01 00:00:00+00:00,9.829396175420314,9.96602725982666,9.789211193577952,9.96602725982666,67300
2023-05-02 00:00:00+00:00,9.998174189372929,9.998174189372929,9.724912828468572,9.805283546447754,82400
2023-05-03 00:00:00+00:00,9.57220771579808,9.732949927547299,9.540059273448236,9.580245018005371,63200
2023-05-04 00:00:00+00:00,9.45165277597098,9.482193916110607,9.323058985791148,9.395392417907715,51300
2023-05-05 00:00:00+00:00,9.49183726917581,9.740184242655806,9.49183726917581,9.732950210571289,41600
2023-05-08 00:00:00+00:00,9.660617133094167,9.79724744707468,9.62846792218184,9.708839416503906,49700
2023-05-09 00:00:00+00:00,9.515948783712135,9.676691006447939,9.507911480955501,9.640523910522461,45000
2023-05-10 00:00:00+00:00,9.580246313645977,9.691158186484989,9.451652526855469,9.451652526855469,72900
2023-05-11 00:00:00+00:00,9.403429725982816,9.532023516225129,9.242687488179925,9.49987506866455,75100
2023-05-12 00:00:00+00:00,9.31502099336781,9.43477420072193,9.242686800121461,9.258761405944824,116200
2023-05-15 00:00:00+00:00,9.098017349426692,9.154277696748254,9.001572025205974,9.08194351196289,152600
2023-05-16 00:00:00+00:00,8.937275969712466,9.065869747243967,8.84083063656384,8.90512752532959,171000
2023-05-17 00:00:00+00:00,8.993535468696308,9.491837501525879,8.937275883190768,9.491837501525879,67000
2023-05-18 00:00:00+00:00,9.523986803419387,9.544079295344128,9.250724620958088,9.315021514892578,103200
2023-05-19 00:00:00+00:00,9.02568446990348,9.399410634355263,9.02568446990348,9.306983947753906,229900
2023-05-22 00:00:00+00:00,9.306984065540252,9.797248065720247,9.306984065540252,9.692766189575195,104300
2023-05-23 00:00:00+00:00,9.845470654581456,10.769739021685105,9.845470654581456,10.343771934509277,378000
2023-05-24 00:00:00+00:00,10.472366520482485,10.805906949920402,10.335735427317127,10.721517562866211,168400
2023-05-25 00:00:00+00:00,10.52862687833139,10.769739850760192,10.496478430908923,10.721517562866211,124100
2023-05-26 00:00:00+00:00,10.408069027453038,10.641145449490171,10.408069027453038,10.592923164367676,207100
2023-05-30 00:00:00+00:00,10.279473833287392,10.45629064290302,10.215176950968853,10.335733413696289,145200
2023-05-31 00:00:00+00:00,9.970456312272509,10.277622642348101,9.862532878723641,10.21120834350586,239400
2023-06-01 00:00:00+00:00,10.11988609174804,10.437845098292911,10.103282916174397,10.352336883544922,56400
2023-06-02 00:00:00+00:00,10.49346882317701,10.63459939691711,10.39384738142885,10.559883117675781,68800
2023-06-05 00:00:00+00:00,10.725919683170101,10.742522862218006,10.460262484636395,10.701014518737793,51400
2023-06-06 00:00:00+00:00,10.352338699587536,10.54327960664398,10.27762241709732,10.5183744430542,117500
2023-06-07 00:00:00+00:00,10.717616341255118,11.03308462044547,10.69271117997506,10.98327350616455,129800
2023-06-08 00:00:00+00:00,10.891953923377065,11.074593617928123,10.825539632944096,10.908557891845703,94500
2023-06-09 00:00:00+00:00,11.08289701713158,11.273837928573862,11.066293046543091,11.141009330749512,74300
2023-06-12 00:00:00+00:00,10.983273917838513,11.049689003276038,10.900256446553065,10.97497272491455,42400
2023-06-13 00:00:00+00:00,11.124404907226562,11.248932306407381,11.057990611018472,11.124404907226562,43400
2023-06-14 00:00:00+00:00,11.240629106075877,11.39421264427665,11.06629139944941,11.132705688476562,96900
2023-06-15 00:00:00+00:00,11.435721873391275,11.589305423575285,11.40666571863991,11.572701454162598,66200
2023-06-16 00:00:00+00:00,11.58100298298683,11.708020335454712,11.45647638417697,11.61421012878418,95600
2023-06-20 00:00:00+00:00,11.340252172937417,11.390063292742395,11.207423575751994,11.331950187683105,55600
2023-06-21 00:00:00+00:00,11.24893216600879,11.647417938283816,11.215725018319205,11.597607612609863,79300
2023-06-22 00:00:00+00:00,11.473080844886283,11.473080844886283,11.323649067939368,11.439873695373535,25700
2023-06-23 00:00:00+00:00,11.049688622300541,11.124404106365127,10.792332649230957,10.792332649230957,97000
2023-06-26 00:00:00+00:00,10.825539762429775,11.087045935172398,10.825539762429775,10.98327350616455,34700
2023-06-27 00:00:00+00:00,10.593090675965534,11.024783606958401,10.593090675965534,10.709315299987793,127800
2023-06-28 00:00:00+00:00,10.60969392990846,10.86954068058147,10.584788766257933,10.817238807678223,39500
2023-06-29 00:00:00+00:00,10.709315563736347,11.11610413299524,10.676108414380609,11.057991027832031,71500
2023-06-30 00:00:00+00:00,11.099499693758114,11.46477911296745,11.074594530723203,11.373458862304688,75500
2023-07-03 00:00:00+00:00,11.37345916344318,11.39836432713751,11.091198002504504,11.174216270446777,151300
2023-07-05 00:00:00+00:00,10.974973889272965,11.033086204510122,10.883653631933528,10.941766738891602,77400
2023-07-06 00:00:00+00:00,10.750823971519608,10.842144219864576,10.60139220538202,10.808937072753906,110300
2023-07-07 00:00:00+00:00,10.850447006230953,11.13270819398188,10.84214581202489,11.00818157196045,55000
2023-07-10 00:00:00+00:00,10.842143934983941,11.074593958650924,10.842143934983941,10.950066566467285,44700
2023-07-11 00:00:00+00:00,10.983274570867898,11.207423419279511,10.933464243479238,11.174216270446777,38100
2023-07-12 00:00:00+00:00,11.124404243478288,11.27798778912133,11.124404243478288,11.257233619689941,40500
2023-07-13 00:00:00+00:00,11.153461849757706,11.273837464687576,11.141008872328744,11.182518005371094,27600
2023-07-14 00:00:00+00:00,11.186668666274612,11.331949440035427,10.983273999567798,11.08289623260498,20600
2023-07-17 00:00:00+00:00,10.900257505102214,11.141009541135414,10.833843204935876,11.107802391052246,44700
2023-07-18 00:00:00+00:00,10.925161155909718,11.0994988676198,10.908557979029176,10.958368301391602,50300
2023-07-19 00:00:00+00:00,10.974972476715793,11.016481607280205,10.81723793891519,10.925161361694336,99000
2023-07-20 00:00:00+00:00,10.983275091971834,10.983275091971834,10.858748475871108,10.88365364074707,10700
2023-07-21 00:00:00+00:00,11.016481355852765,11.016481355852765,10.808936499488281,10.933463096618652,29100
2023-07-24 00:00:00+00:00,10.862897984945215,11.157611305600398,10.833841831271696,11.09119701385498,44300
2023-07-25 00:00:00+00:00,10.99987895535172,11.215725826752772,10.950067834366513,11.107802391052246,52500
2023-07-26 00:00:00+00:00,10.983274365915147,11.240630358357116,10.925162054472484,11.207423210144043,39800
2023-07-27 00:00:00+00:00,11.116103585730665,11.514589358381382,11.057990483428464,11.265535354614258,79900
2023-07-28 00:00:00+00:00,11.240629573569612,11.439872448937505,11.107800989991016,11.423269271850586,80300
2023-07-31 00:00:00+00:00,11.390063158667573,11.4730806350708,11.273837741637998,11.4730806350708,65600
2023-08-01 00:00:00+00:00,11.456477699073734,11.572702326843528,11.315347115306784,11.522891998291016,64700
2023-08-02 00:00:00+00:00,11.39836394549783,11.39836394549783,10.958369040265785,11.265535354614258,115700
2023-08-03 00:00:00+00:00,11.290441261454369,11.680625047594772,11.232328159397897,11.514589309692383,106000
2023-08-04 00:00:00+00:00,11.489683730163874,11.539494053867362,11.248931721008164,11.30704402923584,43600
2023-08-07 00:00:00+00:00,11.340251760866993,11.340251760866993,10.96667114692756,11.182518005371094,80100
2023-08-08 00:00:00+00:00,10.99987768548088,11.323647955205095,10.916859423996472,11.28213882446289,62000
2023-08-09 00:00:00+00:00,11.448175052146304,11.70553104053123,11.32364844624057,11.597607612609863,138100
2023-08-10 00:00:00+00:00,11.747040287473725,11.830058558961822,11.622513671962492,11.788549423217773,55000
2023-08-11 00:00:00+00:00,11.468927900450788,11.937979698181152,11.468927900450788,11.937979698181152,140700
2023-08-14 00:00:00+00:00,11.813454627990723,11.821756613511836,11.639117682372842,11.813454627990723,77100
2023-08-15 00:00:00+00:00,11.72213457529244,12.037602883805572,11.70138040425009,11.99609375,94900
2023-08-16 00:00:00+00:00,11.929679503291394,12.037602934956126,11.697229461401674,11.805152893066406,143200
2023-08-17 00:00:00+00:00,11.755339919454409,11.921375637468023,11.597606185271664,11.830056190490723,72900
2023-08-18 00:00:00+00:00,11.572701535078474,11.780246403863188,11.439872945731592,11.680624961853027,139800
2023-08-21 00:00:00+00:00,11.747038635364037,11.841679356543638,11.62583251440813,11.780245780944824,43500
2023-08-22 00:00:00+00:00,11.888169039347769,11.942131145003689,11.745378236132105,11.89647102355957,21300
2023-08-23 00:00:00+00:00,11.614210162814615,11.62251214721848,11.348552995657423,11.423269271850586,129300
2023-08-24 00:00:00+00:00,11.257234161474674,11.315346472056024,11.141008748591123,11.265535354614258,98400
2023-08-25 00:00:00+00:00,11.190818826216395,11.315346221199665,11.04138706064564,11.273837089538574,105400
2023-08-28 00:00:00+00:00,11.302892755638648,11.56439971959578,11.302892755638648,11.50628662109375,77500
2023-08-29 00:00:00+00:00,11.298742491682743,11.713832233662988,11.298742491682743,11.597607612609863,162500
2023-08-30 00:00:00+00:00,11.713830792020817,11.94628158896063,11.65571848864624,11.830056190490723,66000
2023-08-31 00:00:00+00:00,11.664020535595348,11.767792958880502,11.381759417584412,11.605907440185547,255100
