"('date', '')","('open', 'AMC')","('high', 'AMC')","('low', 'AMC')","('close', 'AMC')","('volume', 'AMC')"
2025-09-26 00:00:00+00:00,2.8299999237060547,2.9100000858306885,2.799999952316284,2.890000104904175,12137576
