"('date', '')","('open', 'CTEV')","('high', 'CTEV')","('low', 'CTEV')","('close', 'CTEV')","('volume', 'CTEV')"
2020-04-03 00:00:00+00:00,386.3999938964844,388.79998779296875,386.3999938964844,388.79998779296875,628
2020-04-06 00:00:00+00:00,388.79998779296875,388.79998779296875,388.79998779296875,388.79998779296875,0
2020-04-07 00:00:00+00:00,390.0,390.0,389.239990234375,390.0,105
2020-04-08 00:00:00+00:00,390.0,392.3999938964844,390.0,392.0,1265
2020-04-09 00:00:00+00:00,392.0,392.0,392.0,392.0,0
2020-04-13 00:00:00+00:00,392.0,392.0,392.0,392.0,0
2020-04-14 00:00:00+00:00,394.0,396.0,391.6000061035156,392.3999938964844,32018
2020-04-15 00:00:00+00:00,392.0,392.0,391.20001220703125,391.20001220703125,2525
2020-04-16 00:00:00+00:00,390.3999938964844,391.20001220703125,388.0,390.3999938964844,6513
2020-04-17 00:00:00+00:00,392.3999938964844,392.3999938964844,390.79998779296875,390.79998779296875,19605
2020-04-20 00:00:00+00:00,390.0,392.0,390.0,392.0,13
2020-04-21 00:00:00+00:00,392.0,392.0,392.0,392.0,0
2020-04-22 00:00:00+00:00,394.0,394.0,394.0,394.0,3
2020-04-23 00:00:00+00:00,394.0,394.0,392.0,392.79998779296875,218
2020-04-24 00:00:00+00:00,390.0,394.0,390.0,393.6000061035156,6263
2020-04-27 00:00:00+00:00,398.0,398.0,398.0,398.0,50
2020-04-28 00:00:00+00:00,397.6000061035156,397.6000061035156,397.6000061035156,397.6000061035156,27575
2020-04-29 00:00:00+00:00,398.0,398.0,398.0,398.0,53
2020-04-30 00:00:00+00:00,398.0,398.0,398.0,398.0,28
2020-05-01 00:00:00+00:00,396.0,396.0,395.6000061035156,395.6000061035156,6293
2020-05-04 00:00:00+00:00,388.0,396.0,388.0,395.6000061035156,24015
2020-05-05 00:00:00+00:00,395.6000061035156,395.6000061035156,395.6000061035156,395.6000061035156,0
2020-05-06 00:00:00+00:00,394.0,394.3999938964844,394.0,394.3999938964844,10118
2020-05-07 00:00:00+00:00,394.3999938964844,394.3999938964844,394.3999938964844,394.3999938964844,0
2020-05-08 00:00:00+00:00,395.0,410.0,394.0,396.79998779296875,7640
2020-05-11 00:00:00+00:00,397.20001220703125,398.79998779296875,396.79998779296875,398.79998779296875,5585
2020-05-12 00:00:00+00:00,415.8800048828125,415.8800048828125,400.0,408.0,9943
2020-05-13 00:00:00+00:00,404.0,409.6000061035156,400.79998779296875,400.79998779296875,9243
2020-05-14 00:00:00+00:00,403.6000061035156,406.0,402.0,403.6000061035156,10653
2020-05-15 00:00:00+00:00,403.6000061035156,404.0,401.6000061035156,401.6000061035156,183
2020-05-18 00:00:00+00:00,402.0,402.79998779296875,402.0,402.79998779296875,20
2020-05-19 00:00:00+00:00,402.6000061035156,404.0,402.6000061035156,403.6000061035156,17558
2020-05-20 00:00:00+00:00,402.0,409.6000061035156,402.0,404.0,13095
2020-05-21 00:00:00+00:00,403.0400085449219,404.79998779296875,403.0400085449219,404.0,265
2020-05-22 00:00:00+00:00,404.0,404.0,404.0,404.0,60
2020-05-26 00:00:00+00:00,405.6000061035156,407.20001220703125,402.0,404.0,405
2020-05-27 00:00:00+00:00,406.0,408.0,403.1199951171875,405.6000061035156,1370
2020-05-28 00:00:00+00:00,404.3999938964844,408.0,404.0,408.0,538
2020-05-29 00:00:00+00:00,406.79998779296875,414.3999938964844,406.0,410.0,3845
2020-06-01 00:00:00+00:00,410.0,410.0,401.20001220703125,409.20001220703125,980
2020-06-02 00:00:00+00:00,412.0,412.0,405.3999938964844,408.0,585
2020-06-03 00:00:00+00:00,408.79998779296875,409.20001220703125,401.67999267578125,407.6000061035156,533
2020-06-04 00:00:00+00:00,409.6000061035156,409.6000061035156,402.3999938964844,407.6000061035156,10485
2020-06-05 00:00:00+00:00,407.6000061035156,410.0,404.67999267578125,410.0,15495
2020-06-08 00:00:00+00:00,410.0,412.0,405.6000061035156,410.3999938964844,515
2020-06-09 00:00:00+00:00,410.3999938964844,412.0,410.3999938964844,411.6000061035156,1525
2020-06-10 00:00:00+00:00,411.6000061035156,418.0,407.6000061035156,412.79998779296875,6333
2020-06-11 00:00:00+00:00,408.0,416.79998779296875,408.0,408.0,1545
2020-06-12 00:00:00+00:00,411.20001220703125,412.0,402.3999938964844,404.0,2605
2020-06-15 00:00:00+00:00,406.3999938964844,411.20001220703125,396.3999938964844,403.6000061035156,3663
2020-06-16 00:00:00+00:00,406.3999938964844,409.20001220703125,402.79998779296875,407.6000061035156,1253
2020-06-17 00:00:00+00:00,411.6000061035156,412.0,406.79998779296875,410.3999938964844,4410
2020-06-18 00:00:00+00:00,412.3999938964844,412.3999938964844,406.79998779296875,410.0,1773
2020-06-19 00:00:00+00:00,421.20001220703125,421.20001220703125,408.0,410.0,3900
2020-06-22 00:00:00+00:00,416.0,416.0,410.0,410.0,4300
2020-06-23 00:00:00+00:00,413.20001220703125,420.0,410.0,417.4800109863281,11918
2020-06-24 00:00:00+00:00,417.6000061035156,417.6000061035156,411.6000061035156,414.0,1860
2020-06-25 00:00:00+00:00,414.3999938964844,416.239990234375,412.0,415.20001220703125,1550
2020-06-26 00:00:00+00:00,417.6000061035156,417.6000061035156,410.79998779296875,410.79998779296875,15103
2020-06-29 00:00:00+00:00,414.0,416.79998779296875,410.3999938964844,416.0,3345
2020-06-30 00:00:00+00:00,418.0,468.0,416.0,431.6000061035156,79245
2020-07-01 00:00:00+00:00,440.0,440.0,428.3999938964844,432.3999938964844,5588
2020-07-02 00:00:00+00:00,436.0,442.0,432.3999938964844,437.20001220703125,14780
2020-07-06 00:00:00+00:00,428.0,435.20001220703125,424.0,430.0,6535
2020-07-07 00:00:00+00:00,424.0,431.6000061035156,421.6000061035156,426.79998779296875,5348
2020-07-08 00:00:00+00:00,423.20001220703125,426.0,421.6000061035156,425.20001220703125,4410
2020-07-09 00:00:00+00:00,426.0,428.0,420.0,426.0,4813
2020-07-10 00:00:00+00:00,428.0,434.0,424.6400146484375,432.3999938964844,3773
2020-07-13 00:00:00+00:00,510.3999938964844,517.2000122070312,440.0,448.3999938964844,593028
2020-07-14 00:00:00+00:00,448.0,453.6000061035156,429.0,445.6000061035156,132235
2020-07-15 00:00:00+00:00,440.0,459.6000061035156,440.0,454.0,234228
2020-07-16 00:00:00+00:00,449.20001220703125,475.6000061035156,449.20001220703125,472.0,208575
2020-07-17 00:00:00+00:00,470.0,490.79998779296875,470.0,478.79998779296875,255895
2020-07-20 00:00:00+00:00,477.6000061035156,480.0,456.0,466.79998779296875,39465
2020-07-21 00:00:00+00:00,466.79998779296875,472.0,445.6000061035156,456.0,39575
2020-07-22 00:00:00+00:00,462.0,469.6000061035156,436.3999938964844,443.1199951171875,43125
2020-07-23 00:00:00+00:00,444.79998779296875,452.79998779296875,436.3999938964844,439.20001220703125,31855
2020-07-24 00:00:00+00:00,440.0,448.0,434.0,439.20001220703125,25108
2020-07-27 00:00:00+00:00,440.0,457.6000061035156,438.0,451.6000061035156,81635
2020-07-28 00:00:00+00:00,450.0,451.6000061035156,436.3999938964844,437.6000061035156,34913
2020-07-29 00:00:00+00:00,438.3999938964844,442.0,424.0,438.3999938964844,22660
2020-07-30 00:00:00+00:00,434.0,439.20001220703125,420.79998779296875,424.0,55385
2020-07-31 00:00:00+00:00,422.0,427.6000061035156,410.79998779296875,414.3999938964844,32213
2020-08-03 00:00:00+00:00,412.0,420.0,408.0,410.0,28308
2020-08-04 00:00:00+00:00,410.3999938964844,418.79998779296875,407.6000061035156,418.79998779296875,38995
