"('date', '')","('open', 'CTEV')","('high', 'CTEV')","('low', 'CTEV')","('close', 'CTEV')","('volume', 'CTEV')"
2020-08-05 00:00:00+00:00,418.3999938964844,420.0,407.6000061035156,409.6000061035156,48800
2020-08-06 00:00:00+00:00,408.0,434.0,406.3999938964844,433.20001220703125,98995
2020-08-07 00:00:00+00:00,428.0,435.20001220703125,412.79998779296875,434.3999938964844,118983
2020-08-10 00:00:00+00:00,429.20001220703125,437.6000061035156,426.6000061035156,436.79998779296875,38130
2020-08-11 00:00:00+00:00,437.20001220703125,437.20001220703125,426.0,430.0,39595
2020-08-12 00:00:00+00:00,424.0,436.0,423.20001220703125,427.6000061035156,45285
2020-08-13 00:00:00+00:00,424.0,430.3999938964844,420.0,430.0,31300
2020-08-14 00:00:00+00:00,424.0,436.0,424.0,432.0,22025
2020-08-17 00:00:00+00:00,423.6000061035156,438.3999938964844,422.0,432.0,49295
2020-08-18 00:00:00+00:00,429.6000061035156,436.0,424.3999938964844,428.0,56435
2020-08-19 00:00:00+00:00,424.3999938964844,428.20001220703125,414.0,416.79998779296875,42155
2020-08-20 00:00:00+00:00,416.79998779296875,436.79998779296875,416.0,436.0,133253
2020-08-21 00:00:00+00:00,429.6000061035156,454.79998779296875,429.6000061035156,453.6000061035156,151775
2020-08-24 00:00:00+00:00,442.3999938964844,456.7200012207031,442.3999938964844,456.0,87348
2020-08-25 00:00:00+00:00,456.3999938964844,460.79998779296875,453.20001220703125,460.0,83188
2020-08-26 00:00:00+00:00,464.3999938964844,466.0,446.0,458.0,18553
2020-08-27 00:00:00+00:00,462.0,462.0,448.79998779296875,453.6000061035156,28688
2020-08-28 00:00:00+00:00,452.3999938964844,460.0,449.6400146484375,458.3999938964844,29548
2020-08-31 00:00:00+00:00,471.20001220703125,471.6000061035156,458.79998779296875,460.79998779296875,24673
2020-09-01 00:00:00+00:00,456.0,464.0,456.0,457.6000061035156,28263
2020-09-02 00:00:00+00:00,460.0,472.0,456.79998779296875,458.0,22590
2020-09-03 00:00:00+00:00,454.0,456.3999938964844,440.0,443.20001220703125,47755
2020-09-04 00:00:00+00:00,447.20001220703125,448.79998779296875,433.6000061035156,440.0,18830
2020-09-08 00:00:00+00:00,444.0,444.0,432.0,432.0,12035
2020-09-09 00:00:00+00:00,438.79998779296875,442.0,434.79998779296875,441.20001220703125,13140
2020-09-10 00:00:00+00:00,444.0,448.79998779296875,438.0,438.0,10828
2020-09-11 00:00:00+00:00,453.6000061035156,454.79998779296875,433.20001220703125,435.6000061035156,15228
2020-09-14 00:00:00+00:00,452.0,452.0,442.0,443.6000061035156,43170
2020-09-15 00:00:00+00:00,448.79998779296875,450.3999938964844,442.0,445.6000061035156,32565
2020-09-16 00:00:00+00:00,450.0,452.0,446.0,446.3999938964844,21543
2020-09-17 00:00:00+00:00,452.0,452.0,446.0,446.3999938964844,42055
2020-09-18 00:00:00+00:00,454.79998779296875,462.0,448.79998779296875,450.79998779296875,58753
2020-09-21 00:00:00+00:00,460.0,461.6000061035156,447.6000061035156,454.0,70435
2020-09-22 00:00:00+00:00,456.0,459.20001220703125,448.0,450.79998779296875,39733
2020-09-23 00:00:00+00:00,455.6000061035156,459.20001220703125,437.20001220703125,439.6000061035156,34968
2020-09-24 00:00:00+00:00,429.20001220703125,444.0,419.6000061035156,430.3999938964844,37200
2020-09-25 00:00:00+00:00,437.6000061035156,439.6000061035156,431.20001220703125,431.6000061035156,66500
2020-09-28 00:00:00+00:00,440.0,440.20001220703125,435.20001220703125,436.0,49283
2020-09-29 00:00:00+00:00,438.0,438.0,416.79998779296875,417.6000061035156,51758
2020-09-30 00:00:00+00:00,423.6000061035156,424.3999938964844,408.0,410.0,123105
2020-10-01 00:00:00+00:00,408.79998779296875,414.0,400.0,404.79998779296875,108843
2020-10-02 00:00:00+00:00,404.0,404.32000732421875,394.79998779296875,396.0,125138
2020-10-05 00:00:00+00:00,399.6000061035156,419.6000061035156,359.6000061035156,414.0,211315
2020-10-06 00:00:00+00:00,413.6000061035156,422.0,401.20001220703125,404.3999938964844,104750
2020-10-07 00:00:00+00:00,410.79998779296875,418.0,405.20001220703125,410.0,44420
2020-10-08 00:00:00+00:00,406.79998779296875,410.0,390.79998779296875,393.6000061035156,120753
2020-10-09 00:00:00+00:00,404.0,418.79998779296875,380.0,387.0,27635
2020-10-12 00:00:00+00:00,392.79998779296875,392.8399963378906,348.3999938964844,360.0,96783
2020-10-13 00:00:00+00:00,356.0,360.0,324.3999938964844,332.79998779296875,118243
2020-10-14 00:00:00+00:00,338.0,351.6000061035156,328.79998779296875,349.20001220703125,60320
2020-10-15 00:00:00+00:00,340.0,385.20001220703125,340.0,379.6000061035156,98845
2020-10-16 00:00:00+00:00,379.20001220703125,380.0,368.79998779296875,374.79998779296875,58300
2020-10-19 00:00:00+00:00,366.79998779296875,381.3999938964844,343.6000061035156,352.3999938964844,66248
2020-10-20 00:00:00+00:00,354.79998779296875,358.0,335.6000061035156,335.6000061035156,74088
2020-10-21 00:00:00+00:00,335.6000061035156,338.3999938964844,308.3999938964844,315.20001220703125,86335
2020-10-22 00:00:00+00:00,316.79998779296875,322.79998779296875,282.0,320.0,156663
2020-10-23 00:00:00+00:00,312.79998779296875,323.6000061035156,300.0,309.20001220703125,75498
2020-10-26 00:00:00+00:00,302.0,324.0,296.0,312.0,70288
2020-10-27 00:00:00+00:00,310.79998779296875,318.3999938964844,301.6000061035156,312.3999938964844,31558
2020-10-28 00:00:00+00:00,306.0,315.20001220703125,297.20001220703125,300.0,31415
2020-10-29 00:00:00+00:00,300.3999938964844,311.0,294.0,303.6000061035156,28250
2020-10-30 00:00:00+00:00,302.79998779296875,314.0,286.79998779296875,292.0,54770
2020-11-02 00:00:00+00:00,292.79998779296875,306.79998779296875,288.0,292.3999938964844,36730
2020-11-03 00:00:00+00:00,294.0,312.20001220703125,294.0,307.6000061035156,33755
2020-11-04 00:00:00+00:00,305.20001220703125,338.0,296.6000061035156,336.0,91403
2020-11-05 00:00:00+00:00,349.6000061035156,364.6000061035156,341.6000061035156,354.0,126573
2020-11-06 00:00:00+00:00,350.3999938964844,365.6000061035156,346.0,348.0,86720
2020-11-09 00:00:00+00:00,359.6000061035156,361.6000061035156,334.79998779296875,346.79998779296875,69790
2020-11-10 00:00:00+00:00,340.0,358.79998779296875,340.0,349.20001220703125,53705
2020-11-11 00:00:00+00:00,347.6000061035156,358.79998779296875,248.0,280.3999938964844,690110
2020-11-12 00:00:00+00:00,294.79998779296875,296.79998779296875,244.8000030517578,250.8000030517578,434055
2020-11-13 00:00:00+00:00,248.39999389648438,278.3999938964844,248.39999389648438,267.6000061035156,177798
2020-11-16 00:00:00+00:00,281.6000061035156,305.0400085449219,275.20001220703125,276.3999938964844,173863
2020-11-17 00:00:00+00:00,287.20001220703125,288.3999938964844,276.3999938964844,282.3999938964844,155145
2020-11-18 00:00:00+00:00,284.79998779296875,293.6000061035156,276.0,285.20001220703125,117735
2020-11-19 00:00:00+00:00,283.6000061035156,306.0,282.79998779296875,303.20001220703125,139178
2020-11-20 00:00:00+00:00,302.0,317.20001220703125,296.79998779296875,302.3999938964844,87880
2020-11-23 00:00:00+00:00,304.0,311.6000061035156,290.79998779296875,302.3999938964844,110438
2020-11-24 00:00:00+00:00,298.3999938964844,316.0,298.0,298.79998779296875,134568
2020-11-25 00:00:00+00:00,298.79998779296875,303.20001220703125,296.0,300.0,123268
2020-11-27 00:00:00+00:00,299.20001220703125,300.0,294.79998779296875,298.79998779296875,49245
2020-11-30 00:00:00+00:00,294.0,296.0,268.79998779296875,277.6000061035156,119513
2020-12-01 00:00:00+00:00,281.20001220703125,283.6000061035156,269.20001220703125,271.20001220703125,78950
2020-12-02 00:00:00+00:00,268.79998779296875,283.20001220703125,257.20001220703125,282.0,136998
2020-12-03 00:00:00+00:00,280.0,286.79998779296875,278.0,281.20001220703125,72615
2020-12-04 00:00:00+00:00,280.0,309.6000061035156,277.20001220703125,303.6000061035156,107975
2020-12-07 00:00:00+00:00,312.3999938964844,346.6000061035156,309.20001220703125,344.3999938964844,226420
2020-12-08 00:00:00+00:00,348.79998779296875,364.79998779296875,327.6000061035156,329.6000061035156,163823
2020-12-09 00:00:00+00:00,334.0,356.0,334.0,352.3999938964844,149305
2020-12-10 00:00:00+00:00,348.0,371.6000061035156,335.6000061035156,335.6000061035156,123925
2020-12-11 00:00:00+00:00,333.6000061035156,346.3999938964844,320.9200134277344,338.79998779296875,110655
2020-12-14 00:00:00+00:00,342.3999938964844,357.20001220703125,338.79998779296875,347.20001220703125,118125
2020-12-15 00:00:00+00:00,347.20001220703125,357.6000061035156,330.0,337.6000061035156,110508
2020-12-16 00:00:00+00:00,337.6000061035156,359.20001220703125,330.79998779296875,354.79998779296875,238543
2020-12-17 00:00:00+00:00,353.6000061035156,378.3999938964844,348.79998779296875,374.3999938964844,252000
2020-12-18 00:00:00+00:00,374.79998779296875,392.79998779296875,368.0,384.79998779296875,692045
2020-12-21 00:00:00+00:00,366.3999938964844,378.0,356.79998779296875,377.20001220703125,241468
2020-12-22 00:00:00+00:00,372.3999938964844,389.6000061035156,372.3999938964844,388.0,233190
2020-12-23 00:00:00+00:00,380.79998779296875,389.6000061035156,358.6000061035156,365.6000061035156,99798
2020-12-24 00:00:00+00:00,363.20001220703125,368.79998779296875,356.79998779296875,357.20001220703125,78700
2020-12-28 00:00:00+00:00,360.0,360.79998779296875,346.0,349.6000061035156,57535
2020-12-29 00:00:00+00:00,350.79998779296875,355.20001220703125,340.3999938964844,342.3999938964844,64493
2020-12-30 00:00:00+00:00,345.6000061035156,346.3999938964844,336.20001220703125,339.20001220703125,77303
2020-12-31 00:00:00+00:00,342.3999938964844,342.3999938964844,316.6000061035156,319.6000061035156,105230
2021-01-04 00:00:00+00:00,320.0,321.6000061035156,310.0,316.79998779296875,94253
2021-01-05 00:00:00+00:00,317.6000061035156,319.0,310.6000061035156,314.3999938964844,34578
2021-01-06 00:00:00+00:00,316.79998779296875,320.0,304.0,307.6000061035156,59620
2021-01-07 00:00:00+00:00,309.20001220703125,317.20001220703125,307.79998779296875,317.20001220703125,56160
2021-01-08 00:00:00+00:00,315.6000061035156,319.20001220703125,306.6000061035156,312.3999938964844,46593
2021-01-11 00:00:00+00:00,307.20001220703125,311.6000061035156,303.0,306.3999938964844,37410
2021-01-12 00:00:00+00:00,308.79998779296875,322.3999938964844,307.20001220703125,316.3999938964844,47948
2021-01-13 00:00:00+00:00,317.6000061035156,319.6000061035156,304.79998779296875,307.6000061035156,50823
2021-01-14 00:00:00+00:00,309.20001220703125,313.20001220703125,300.0,304.79998779296875,55965
2021-01-15 00:00:00+00:00,305.20001220703125,306.1600036621094,294.20001220703125,297.20001220703125,36985
2021-01-19 00:00:00+00:00,300.0,301.20001220703125,292.3999938964844,296.3999938964844,32108
2021-01-20 00:00:00+00:00,298.79998779296875,301.20001220703125,292.3999938964844,297.20001220703125,32885
2021-01-21 00:00:00+00:00,301.6000061035156,303.3599853515625,295.6000061035156,300.0,38708
2021-01-22 00:00:00+00:00,298.3999938964844,300.3999938964844,294.20001220703125,299.6000061035156,20540
2021-01-25 00:00:00+00:00,298.3999938964844,308.3999938964844,292.79998779296875,297.20001220703125,45505
2021-01-26 00:00:00+00:00,300.3999938964844,316.3999938964844,296.0,316.0,96503
2021-01-27 00:00:00+00:00,312.0,349.20001220703125,307.6000061035156,348.0,150845
2021-01-28 00:00:00+00:00,342.3999938964844,350.0,324.79998779296875,328.79998779296875,65223
2021-01-29 00:00:00+00:00,328.0,339.20001220703125,317.3999938964844,319.20001220703125,58270
2021-02-01 00:00:00+00:00,319.6000061035156,324.79998779296875,311.6000061035156,319.20001220703125,29098
2021-02-02 00:00:00+00:00,322.0,324.0,305.6000061035156,309.6000061035156,28785
2021-02-03 00:00:00+00:00,311.20001220703125,317.20001220703125,308.3999938964844,312.0,16870
2021-02-04 00:00:00+00:00,314.0,318.79998779296875,311.20001220703125,317.20001220703125,22213
2021-02-05 00:00:00+00:00,320.0,323.20001220703125,313.20001220703125,315.6000061035156,24183
2021-02-08 00:00:00+00:00,318.79998779296875,333.0,317.6000061035156,332.0,22893
2021-02-09 00:00:00+00:00,332.0,340.79998779296875,331.3999938964844,334.79998779296875,40298
2021-02-10 00:00:00+00:00,334.79998779296875,336.79998779296875,314.20001220703125,317.20001220703125,21893
2021-02-11 00:00:00+00:00,320.0,321.20001220703125,307.6000061035156,320.0,24610
2021-02-12 00:00:00+00:00,317.20001220703125,321.6000061035156,306.0,306.79998779296875,22828
2021-02-16 00:00:00+00:00,308.0,324.3999938964844,295.20001220703125,296.79998779296875,62503
2021-02-17 00:00:00+00:00,299.6000061035156,300.0,284.79998779296875,289.20001220703125,43515
2021-02-18 00:00:00+00:00,286.79998779296875,290.79998779296875,278.20001220703125,288.0,53578
2021-02-19 00:00:00+00:00,290.3999938964844,302.79998779296875,289.20001220703125,297.6000061035156,32455
2021-02-22 00:00:00+00:00,298.79998779296875,306.6000061035156,296.0,300.79998779296875,33218
2021-02-23 00:00:00+00:00,296.79998779296875,308.3999938964844,293.6000061035156,305.6000061035156,52280
2021-02-24 00:00:00+00:00,306.0,310.0,300.3999938964844,306.3999938964844,30165
2021-02-25 00:00:00+00:00,308.0,308.3999938964844,286.3999938964844,289.6000061035156,56353
2021-02-26 00:00:00+00:00,289.6000061035156,290.79998779296875,274.79998779296875,284.3999938964844,51378
2021-03-01 00:00:00+00:00,286.79998779296875,293.6000061035156,279.6000061035156,279.6000061035156,48598
2021-03-02 00:00:00+00:00,285.6000061035156,287.6000061035156,268.6000061035156,272.79998779296875,62635
2021-03-03 00:00:00+00:00,273.20001220703125,275.20001220703125,258.3999938964844,261.20001220703125,72785
2021-03-04 00:00:00+00:00,258.79998779296875,261.6000061035156,246.0,256.3999938964844,120323
2021-03-05 00:00:00+00:00,262.0,276.0,242.8000030517578,276.0,141343
2021-03-08 00:00:00+00:00,274.79998779296875,298.0,274.0,296.3999938964844,78898
2021-03-09 00:00:00+00:00,300.0,321.6000061035156,298.79998779296875,311.20001220703125,87103
2021-03-10 00:00:00+00:00,278.0,284.0,249.1999969482422,250.0,138723
2021-03-11 00:00:00+00:00,260.79998779296875,264.0,251.0,253.1999969482422,102343
2021-03-12 00:00:00+00:00,250.8000030517578,256.0,245.1999969482422,246.8000030517578,87958
2021-03-15 00:00:00+00:00,250.0,253.60000610351562,243.8000030517578,248.0,71668
2021-03-16 00:00:00+00:00,248.0,257.0,244.36000061035156,252.0,60458
2021-03-17 00:00:00+00:00,251.60000610351562,252.8000030517578,241.60000610351562,249.1999969482422,70530
2021-03-18 00:00:00+00:00,246.39999389648438,250.8000030517578,242.39999389648438,244.0,49915
2021-03-19 00:00:00+00:00,242.0,250.8000030517578,235.39999389648438,247.60000610351562,81115
2021-03-22 00:00:00+00:00,246.39999389648438,247.60000610351562,238.39999389648438,246.8000030517578,61320
2021-03-23 00:00:00+00:00,248.0,252.8000030517578,241.1999969482422,242.39999389648438,41845
2021-03-24 00:00:00+00:00,243.1999969482422,245.60000610351562,234.0,234.8000030517578,38198
2021-03-25 00:00:00+00:00,234.0,237.0,227.1999969482422,234.39999389648438,52890
2021-03-26 00:00:00+00:00,234.39999389648438,239.1999969482422,230.0,235.1999969482422,42535
2021-03-29 00:00:00+00:00,236.39999389648438,236.8000030517578,228.8000030517578,230.39999389648438,40535
2021-03-30 00:00:00+00:00,227.60000610351562,230.8000030517578,219.1999969482422,220.39999389648438,69570
2021-03-31 00:00:00+00:00,221.1999969482422,230.8000030517578,220.1999969482422,222.0,51525
2021-04-01 00:00:00+00:00,224.39999389648438,240.0,224.0,236.8000030517578,52608
2021-04-05 00:00:00+00:00,236.8000030517578,247.60000610351562,233.60000610351562,242.39999389648438,54843
2021-04-06 00:00:00+00:00,243.1999969482422,246.0,240.0,242.39999389648438,38168
2021-04-07 00:00:00+00:00,250.8000030517578,259.6000061035156,246.1999969482422,247.1999969482422,74775
2021-04-08 00:00:00+00:00,246.39999389648438,254.0,246.39999389648438,250.8000030517578,42518
2021-04-09 00:00:00+00:00,250.8000030517578,256.0,246.0,250.0,48345
2021-04-12 00:00:00+00:00,248.0,256.6000061035156,247.60000610351562,252.39999389648438,45715
2021-04-13 00:00:00+00:00,252.0,255.0,246.0,247.1999969482422,50473
2021-04-14 00:00:00+00:00,248.0,265.20001220703125,244.8000030517578,263.6000061035156,63813
2021-04-15 00:00:00+00:00,262.79998779296875,262.79998779296875,250.0,252.8000030517578,37378
2021-04-16 00:00:00+00:00,253.60000610351562,261.20001220703125,253.39999389648438,256.0,51605
2021-04-19 00:00:00+00:00,254.0,257.6000061035156,250.60000610351562,256.79998779296875,34993
2021-04-20 00:00:00+00:00,256.3999938964844,267.3999938964844,247.60000610351562,248.39999389648438,37133
2021-04-21 00:00:00+00:00,246.8000030517578,264.0,244.8000030517578,259.6000061035156,34858
2021-04-22 00:00:00+00:00,261.6000061035156,284.3999938964844,259.8800048828125,277.20001220703125,58540
2021-04-23 00:00:00+00:00,276.3999938964844,290.0,275.6000061035156,287.20001220703125,40490
2021-04-26 00:00:00+00:00,286.79998779296875,304.20001220703125,286.0799865722656,294.79998779296875,52435
2021-04-27 00:00:00+00:00,293.6000061035156,307.20001220703125,291.20001220703125,306.3999938964844,30205
2021-04-28 00:00:00+00:00,305.6000061035156,307.20001220703125,298.79998779296875,304.0,35975
2021-04-29 00:00:00+00:00,304.3999938964844,310.0,301.20001220703125,308.79998779296875,34013
2021-04-30 00:00:00+00:00,306.3999938964844,308.20001220703125,297.20001220703125,297.20001220703125,44163
2021-05-03 00:00:00+00:00,298.3999938964844,303.79998779296875,289.20001220703125,301.20001220703125,31118
2021-05-04 00:00:00+00:00,296.79998779296875,306.3999938964844,288.79998779296875,294.3999938964844,33060
2021-05-05 00:00:00+00:00,294.3999938964844,301.20001220703125,290.0,291.20001220703125,39545
2021-05-06 00:00:00+00:00,292.79998779296875,294.79998779296875,274.0,276.3999938964844,42723
2021-05-07 00:00:00+00:00,276.79998779296875,282.79998779296875,275.0,279.6000061035156,60338
2021-05-10 00:00:00+00:00,279.20001220703125,279.20001220703125,244.8000030517578,256.79998779296875,60120
2021-05-11 00:00:00+00:00,248.8000030517578,274.20001220703125,243.1999969482422,272.3999938964844,60150
2021-05-12 00:00:00+00:00,270.0,270.0,241.8000030517578,246.0,60280
2021-05-13 00:00:00+00:00,270.0,296.0,270.0,286.0,157048
2021-05-14 00:00:00+00:00,290.79998779296875,301.0,279.20001220703125,297.20001220703125,43195
2021-05-17 00:00:00+00:00,296.79998779296875,319.6000061035156,292.3999938964844,307.20001220703125,66483
2021-05-18 00:00:00+00:00,306.79998779296875,324.20001220703125,303.6000061035156,312.3999938964844,79773
2021-05-19 00:00:00+00:00,309.6000061035156,317.6000061035156,304.79998779296875,311.6000061035156,36395
2021-05-20 00:00:00+00:00,314.0,324.20001220703125,309.6000061035156,318.3999938964844,45283
2021-05-21 00:00:00+00:00,321.6000061035156,326.79998779296875,317.20001220703125,319.6000061035156,42540
2021-05-24 00:00:00+00:00,319.20001220703125,335.20001220703125,318.0,331.20001220703125,35095
2021-05-25 00:00:00+00:00,330.79998779296875,340.6000061035156,330.3999938964844,336.79998779296875,45198
2021-05-26 00:00:00+00:00,337.6000061035156,346.3999938964844,327.6000061035156,329.20001220703125,50548
2021-05-27 00:00:00+00:00,332.79998779296875,344.0,324.20001220703125,341.20001220703125,110838
2021-05-28 00:00:00+00:00,344.0,348.79998779296875,336.79998779296875,337.6000061035156,50433
2021-06-01 00:00:00+00:00,334.0,340.3999938964844,329.6000061035156,339.20001220703125,52158
2021-06-02 00:00:00+00:00,337.20001220703125,340.0,331.79998779296875,335.20001220703125,41233
2021-06-03 00:00:00+00:00,332.79998779296875,339.0,329.0,331.6000061035156,56553
2021-06-04 00:00:00+00:00,335.20001220703125,336.3999938964844,329.3999938964844,331.20001220703125,28980
2021-06-07 00:00:00+00:00,332.0,342.0,330.79998779296875,334.3999938964844,95355
2021-06-08 00:00:00+00:00,336.3999938964844,360.79998779296875,334.79998779296875,359.20001220703125,122185
2021-06-09 00:00:00+00:00,360.0,360.79998779296875,347.6000061035156,352.79998779296875,36720
