"('date', '')","('open', 'ARI')","('high', 'ARI')","('low', 'ARI')","('close', 'ARI')","('volume', 'ARI')"
2024-01-02 00:00:00+00:00,9.746020502232781,9.846667779035068,9.678922317697925,9.762795448303223,666700
2024-01-03 00:00:00+00:00,9.645374738011203,9.687311309890314,9.460854301667256,9.569889068603516,828000
2024-01-04 00:00:00+00:00,9.60343816613209,9.704085458717811,9.536339971074941,9.569889068603516,655700
2024-01-05 00:00:00+00:00,9.536338684588067,9.762795662261254,9.502789591585389,9.65376091003418,729700
2024-01-08 00:00:00+00:00,9.695698839705637,9.871831802706625,9.636987318789586,9.863444328308105,676400
2024-01-09 00:00:00+00:00,9.754409078536664,9.82989474464452,9.72924745645856,9.804732322692871,447400
2024-01-10 00:00:00+00:00,9.813118935951685,9.980864401548383,9.813118935951685,9.955702781677246,810400
2024-01-11 00:00:00+00:00,9.880216691241172,9.930540728661914,9.695697087069805,9.888604164123535,800600
2024-01-12 00:00:00+00:00,10.014413587500199,10.064737627582444,9.771182460161898,9.82150650024414,587400
2024-01-16 00:00:00+00:00,9.729247005764156,9.729247005764156,9.544726586034123,9.578275680541992,748600
2024-01-17 00:00:00+00:00,9.477628092617609,9.66214850642125,9.36020586567466,9.536338806152344,1109700
2024-01-18 00:00:00+00:00,9.586663028731193,9.71247193152158,9.527951514205316,9.695697784423828,1089800
2024-01-19 00:00:00+00:00,9.73763345815222,9.838280739388143,9.586662936235083,9.829894065856934,602100
2024-01-22 00:00:00+00:00,9.880217213778858,9.97247782061739,9.762795786709423,9.82150650024414,650900
2024-01-23 00:00:00+00:00,9.888604687104811,9.9305412538611,9.779569933487851,9.82150650024414,580300
2024-01-24 00:00:00+00:00,9.964091423138626,9.980865571728199,9.636987126969498,9.687311172485352,758200
2024-01-25 00:00:00+00:00,9.855055252070288,9.896991817372939,9.653760698465716,9.762795448303223,568700
2024-01-26 00:00:00+00:00,9.846669288374423,9.930542431836155,9.821507665285335,9.855056762695312,554500
2024-01-29 00:00:00+00:00,9.829894094665235,10.03957613115629,9.829894094665235,9.989252090454102,593500
2024-01-30 00:00:00+00:00,9.947315964375484,9.955703438176775,9.762796339988252,9.771183013916016,474100
2024-01-31 00:00:00+00:00,9.746021608822549,9.746021608822549,9.343432455902336,9.360206604003906,861700
2024-02-01 00:00:00+00:00,9.376981450377672,9.502790359333689,9.200848497915127,9.494402885437012,1077100
2024-02-02 00:00:00+00:00,9.35181888677573,9.3937554557492,9.209235032190039,9.309883117675781,908700
2024-02-05 00:00:00+00:00,9.21762284848972,9.309883463634502,9.024715743866182,9.2260103225708,897100
2024-02-06 00:00:00+00:00,9.2176231506976,9.309883768867227,9.150524955596186,9.26794719696045,938700
2024-02-07 00:00:00+00:00,9.309881683229941,9.368592390822673,8.689222317774119,8.815032005310059,2028300
2024-02-08 00:00:00+00:00,8.781484529887564,8.982779107108124,8.73116048564565,8.932455062866211,1135800
2024-02-09 00:00:00+00:00,8.957617050430983,9.016327765970804,8.882131387666348,9.007940292358398,979600
2024-02-12 00:00:00+00:00,9.007940378051622,9.209234947423235,8.98277875684855,9.15891170501709,796000
2024-02-13 00:00:00+00:00,8.831808181416834,8.991166995634975,8.756322511510723,8.840195655822754,1137000
2024-02-14 00:00:00+00:00,8.99116623675074,9.049876952889631,8.932454720738331,9.016327857971191,738500
2024-02-15 00:00:00+00:00,9.100201591088197,9.343432745142126,9.058265019725747,9.242785453796387,985900
2024-02-16 00:00:00+00:00,9.12536261012182,9.24278484219202,9.03310279912821,9.15891170501709,718200
2024-02-20 00:00:00+00:00,9.075039212734188,9.18407397886044,9.033103441040192,9.116975784301758,787300
2024-02-21 00:00:00+00:00,9.108588844135578,9.158912892942347,9.00794154639566,9.049878120422363,779600
2024-02-22 00:00:00+00:00,9.016327335898891,9.091812995062917,8.974390769710713,9.083425521850586,878600
2024-02-23 00:00:00+00:00,9.100200348133633,9.251170864595087,9.04148883629591,9.200847625732422,775500
2024-02-26 00:00:00+00:00,9.17568650457221,9.267947121995578,9.091814161310646,9.116975784301758,662100
2024-02-27 00:00:00+00:00,9.175685760354611,9.209234854912866,9.091813423895728,9.150524139404297,457100
2024-02-28 00:00:00+00:00,9.10019982458218,9.217621241755232,9.058263261360342,9.125361442565918,526700
2024-02-29 00:00:00+00:00,9.25117120286406,9.43569161847889,9.200847962161326,9.402142524719238,760000
2024-03-01 00:00:00+00:00,9.385367913037111,9.469241050367943,9.301495575579796,9.460853576660156,606500
2024-03-04 00:00:00+00:00,9.133749996923957,9.226009807039892,8.974391197782285,9.007940292358398,1323300
2024-03-05 00:00:00+00:00,9.016326698138503,9.175684678533393,8.940841044313876,9.125361442565918,858600
2024-03-06 00:00:00+00:00,9.234398146101947,9.276334718220772,9.133750852940922,9.14213752746582,958800
2024-03-07 00:00:00+00:00,9.23439665680823,9.276333222163657,9.091812814523841,9.209234237670898,810200
2024-03-08 00:00:00+00:00,9.301496202841133,9.360206923007857,9.175686488360704,9.259559631347656,589500
2024-03-11 00:00:00+00:00,9.200849092373161,9.30988386045399,9.200849092373161,9.276334762573242,529300
2024-03-12 00:00:00+00:00,9.25117194494049,9.301495989553421,9.125363033218491,9.2260103225708,671600
2024-03-13 00:00:00+00:00,9.234397693684727,9.435692270144832,9.234397693684727,9.360206604003906,758500
2024-03-14 00:00:00+00:00,9.318268987645633,9.368593026046838,9.133749379879271,9.209234237670898,704700
2024-03-15 00:00:00+00:00,9.15891100380644,9.360205557766845,9.142136057706344,9.351818084716797,1613900
2024-03-18 00:00:00+00:00,9.35182005507055,9.427305728678295,9.267947706519209,9.343433380126953,717500
2024-03-19 00:00:00+00:00,9.343432212879854,9.410530403288,9.267946548702309,9.309883117675781,685200
2024-03-20 00:00:00+00:00,9.251171503810358,9.527951736299691,9.251171503810358,9.444079399108887,690400
2024-03-21 00:00:00+00:00,9.486016590169072,9.762796840822348,9.452467493116359,9.687311172485352,1288600
2024-03-22 00:00:00+00:00,9.687309906997637,9.746020619201904,9.494402024239603,9.502789497375488,634300
2024-03-25 00:00:00+00:00,9.56988768271564,9.687309906997637,9.502789497375488,9.502789497375488,689100
2024-03-26 00:00:00+00:00,9.578275595066742,9.586663068587237,9.267946273669912,9.284720420837402,1079500
2024-03-27 00:00:00+00:00,9.37133205959558,9.509909854593186,9.36267156689984,9.49258804321289,861500
2024-03-28 00:00:00+00:00,9.492589495863253,9.665811766118452,9.492589495863253,9.648489952087402,735100
2024-04-01 00:00:00+00:00,9.648489545549408,9.648489545549408,9.423300190711506,9.475266456604004,690100
2024-04-02 00:00:00+00:00,9.345348039596091,9.466604011666492,9.310703594145796,9.379992485046387,808100
2024-04-03 00:00:00+00:00,9.328027118150438,9.509909854593186,9.293381843412224,9.49258804321289,602800
2024-04-04 00:00:00+00:00,9.587859698357766,9.700454358917037,9.535893440246582,9.535893440246582,945100
2024-04-05 00:00:00+00:00,9.475265037798493,9.561876569302173,9.423298779687311,9.535893440246582,422100
2024-04-08 00:00:00+00:00,9.570538295975375,9.631165875021347,9.535893847093561,9.587860107421875,527300
2024-04-09 00:00:00+00:00,9.605182732672207,9.700454760479131,9.544555153703147,9.691793441772461,559900
2024-04-10 00:00:00+00:00,9.4059762655821,9.431960220965127,9.146143319662135,9.206770896911621,1497200
2024-04-11 00:00:00+00:00,9.302043125822966,9.43196042761821,9.241415547245136,9.397315979003906,788400
2024-04-12 00:00:00+00:00,9.336687312230099,9.423298844327904,9.267398416947369,9.319365501403809,550600
2024-04-15 00:00:00+00:00,9.345348092341402,9.397315173804516,9.050869891357484,9.163464546203613,922700
2024-04-16 00:00:00+00:00,9.050869575662857,9.102836655313357,8.955597559957102,8.990242004394531,711400
2024-04-17 00:00:00+00:00,9.076853293979726,9.12882037701662,8.99890390840753,9.033548355102539,473600
2024-04-18 00:00:00+00:00,9.085514877431123,9.180787728115762,9.033548618865673,9.111498832702637,559600
2024-04-19 00:00:00+00:00,9.076854787817103,9.310705460986314,9.076854787817103,9.284722328186035,548200
2024-04-22 00:00:00+00:00,9.310703959402845,9.379992853021625,9.250076383983604,9.336687088012695,422000
2024-04-23 00:00:00+00:00,9.310704119128038,9.544554758594707,9.284720990072447,9.535893440246582,544900
2024-04-24 00:00:00+00:00,9.501250339049125,9.509910832635551,9.328028077487156,9.388655662536621,588600
2024-04-25 00:00:00+00:00,9.258737242797853,9.362671413330105,9.258737242797853,9.293381690979004,559200
2024-04-26 00:00:00+00:00,9.3020434939975,9.431960800934867,9.293382175003908,9.354010581970215,420400
2024-04-29 00:00:00+00:00,9.397315397949217,9.457942972778323,9.232753657714849,9.250076293945312,600600
2024-04-30 00:00:00+00:00,8.920953261158274,8.972919515668439,8.323335552370342,8.340658187866211,2436700
2024-05-01 00:00:00+00:00,8.357980869822677,8.791036890559372,8.357980869822677,8.661120414733887,1297800
2024-05-02 00:00:00+00:00,8.825681278805261,8.851665234583658,8.687103485275692,8.773715019226074,1257800
2024-05-03 00:00:00+00:00,8.964260560497701,8.998905011439218,8.678443633732973,8.704426765441895,1448900
2024-05-06 00:00:00+00:00,8.782375975817944,8.84300355149092,8.695764445437604,8.71308708190918,1103400
2024-05-07 00:00:00+00:00,8.704426182005319,8.799698209211419,8.600492836147168,8.661120414733887,952900
2024-05-08 00:00:00+00:00,8.583169522480661,8.669781050198448,8.574508204511133,8.635136604309082,929300
2024-05-09 00:00:00+00:00,8.626475966114503,8.687103544701221,8.609153328810407,8.661120414733887,1063400
2024-05-10 00:00:00+00:00,8.669781770022817,8.791036927708655,8.669781770022817,8.756392478942871,975200
2024-05-13 00:00:00+00:00,8.825681652783809,8.834342971743622,8.72174830323257,8.730409622192383,1309400
2024-05-14 00:00:00+00:00,8.843003857031803,8.920954071869668,8.817020727415448,8.886309623718262,1056400
2024-05-15 00:00:00+00:00,9.016226245523685,9.033548882877625,8.843004001928326,8.860325813293457,1143400
2024-05-16 00:00:00+00:00,8.817021722639854,8.903632439800187,8.808360403127153,8.877649307250977,1084600
2024-05-17 00:00:00+00:00,8.903631509917755,9.085515070744355,8.860325742865934,9.07685375213623,861100
2024-05-20 00:00:00+00:00,9.10283793365287,9.128821064132657,9.016226397401816,9.059532165527344,833600
2024-05-21 00:00:00+00:00,9.033547720365249,9.120158418022733,8.972919323417432,9.102836608886719,752700
2024-05-22 00:00:00+00:00,9.094176351396525,9.137482118267602,8.981581687927246,8.981581687927246,750100
2024-05-23 00:00:00+00:00,9.007564510549058,9.007564510549058,8.791036509564814,8.808359146118164,1166200
2024-05-24 00:00:00+00:00,8.868986722077345,8.886309358630696,8.773714699000235,8.808359146118164,921000
2024-05-28 00:00:00+00:00,8.851665344762205,8.886309793575823,8.652459144592285,8.652459144592285,701100
2024-05-29 00:00:00+00:00,8.522542594578367,8.62647594012337,8.461915016174316,8.461915016174316,749800
