"('date', '')","('open', 'ASB')","('high', 'ASB')","('low', 'ASB')","('close', 'ASB')","('volume', 'ASB')"
2024-01-02 00:00:00+00:00,19.822248273354155,20.467405046688274,19.812897942573382,20.336503982543945,1204900
2024-01-03 00:00:00+00:00,20.1027535722842,20.121454236179826,19.597846347463083,19.64459800720215,1564300
2024-01-04 00:00:00+00:00,19.68199629490957,20.009250758614055,19.635246421548935,19.906400680541992,1168600
2024-01-05 00:00:00+00:00,19.794199627550952,20.271055853540677,19.728749087719834,19.95315170288086,1322200
2024-01-08 00:00:00+00:00,19.878353582724174,20.271058659462607,19.775501701099387,20.24300765991211,1059200
2024-01-09 00:00:00+00:00,19.953153600734453,20.112105691183164,19.869002389120805,20.056005477905273,1253800
2024-01-10 00:00:00+00:00,19.971854266291626,20.084054692847406,19.77550084472857,20.056005477905273,1349400
2024-01-11 00:00:00+00:00,19.87835121154785,19.915750756426963,19.476295849584833,19.87835121154785,1658400
2024-01-12 00:00:00+00:00,19.971854827016863,20.09340558976386,19.392146662224153,19.569799423217773,916500
2024-01-16 00:00:00+00:00,19.270594909917982,19.5230467554895,19.177093367701993,19.382795333862305,1088300
2024-01-17 00:00:00+00:00,19.027490989954437,19.429546359931727,18.93398945080263,19.32669448852539,810800
2024-01-18 00:00:00+00:00,19.429546606433945,19.588498689990576,19.279944855250474,19.560447692871094,1211300
2024-01-19 00:00:00+00:00,19.597848468790183,20.056005866857966,19.4575970411787,19.981204986572266,1185600
2024-01-22 00:00:00+00:00,20.205605950914137,20.383256912231445,20.10275408028258,20.383256912231445,1677000
2024-01-23 00:00:00+00:00,20.570261296972127,20.598312295307885,20.056005477905273,20.056005477905273,1603800
2024-01-24 00:00:00+00:00,20.29910835459743,20.579613006540075,20.140158036908463,20.439361572265625,2171500
2024-01-25 00:00:00+00:00,20.570259604280935,20.66376114097909,20.26170578155246,20.458057403564453,2439000
2024-01-26 00:00:00+00:00,20.71986395190833,20.71986395190833,19.962504797981957,20.24300765991211,1788800
2024-01-29 00:00:00+00:00,20.280405942715085,20.5796094260156,20.093402873955544,20.57025909423828,1515700
2024-01-30 00:00:00+00:00,20.46741078908427,20.645063556975238,20.411310572053235,20.439361572265625,919500
2024-01-31 00:00:00+00:00,19.897051619612707,20.48610826517721,19.635247675254334,19.64459800720215,2253200
2024-02-01 00:00:00+00:00,19.803549436453828,19.88770063784107,18.821786014733817,19.485645294189453,2744400
2024-02-02 00:00:00+00:00,18.93399058081828,19.597848159968642,18.93399058081828,19.20514488220215,3647200
2024-02-05 00:00:00+00:00,18.962040853745986,18.971391186200808,18.531934477791925,18.67218589782715,2600800
2024-02-06 00:00:00+00:00,18.62543487548828,18.840487158565974,18.5225830081931,18.62543487548828,2255200
2024-02-07 00:00:00+00:00,18.7189365399877,18.83113695654394,18.185980102861883,18.58803367614746,2156500
2024-02-08 00:00:00+00:00,18.4290814727787,18.67218475149875,18.401032260529803,18.62543487548828,1046700
2024-02-09 00:00:00+00:00,18.625434754676306,19.027490105974902,18.43843168506049,18.933988571166992,1806100
2024-02-12 00:00:00+00:00,18.887239199773767,19.65394859556256,18.887239199773767,19.4014949798584,1578700
2024-02-13 00:00:00+00:00,18.78438927969724,18.877890826704625,18.139230567079327,18.447784423828125,2142100
2024-02-14 00:00:00+00:00,18.756336465313186,18.793737793853857,18.438432306291478,18.718936920166016,1434800
2024-02-15 00:00:00+00:00,18.84048753942476,19.49499651716292,18.821786875285156,19.4014949798584,1747300
2024-02-16 00:00:00+00:00,19.149040488640487,19.691347240139706,19.008789080792887,19.485645294189453,2066700
2024-02-20 00:00:00+00:00,19.214492281175257,19.588498437710662,19.214492281175257,19.429546356201172,1096800
2024-02-21 00:00:00+00:00,19.354743066346675,19.494994465849096,19.177090342500513,19.336042404174805,1152600
2024-02-22 00:00:00+00:00,19.345394004689577,19.476295081695685,19.130339942388,19.279943466186523,1413000
2024-02-23 00:00:00+00:00,19.279944740260714,19.54174691157357,19.055540331430358,19.28929328918457,1506000
2024-02-26 00:00:00+00:00,19.16774521473979,19.429549206036047,18.980742109043348,19.139694213867188,877300
2024-02-27 00:00:00+00:00,19.29864222813038,19.513696289116336,19.21449102674314,19.485645294189453,1200100
2024-02-28 00:00:00+00:00,19.307995352526,19.67265120574652,19.242544804956427,19.29864501953125,922100
2024-02-29 00:00:00+00:00,19.657773344543944,19.87514433159676,19.51601091132316,19.69557762145996,1209500
2024-03-01 00:00:00+00:00,19.544367470043362,19.572718879984304,19.071824743214876,19.506563186645508,885900
2024-03-04 00:00:00+00:00,19.6577752161918,19.922399771977826,19.421503870792346,19.487661361694336,1161500
2024-03-05 00:00:00+00:00,19.393153843264145,20.281532867316617,19.393153843264145,20.25318145751953,1830900
2024-03-06 00:00:00+00:00,20.215374652256315,20.34768782436268,19.61997168690292,20.073612213134766,1882500
2024-03-07 00:00:00+00:00,20.262630191111167,20.4043926315672,19.733381102918035,19.960203170776367,1641600
2024-03-08 00:00:00+00:00,20.17757210161127,20.338236679382312,19.95075183933577,19.96965217590332,1081500
2024-03-11 00:00:00+00:00,19.912947979157373,20.101965769659923,19.752283398012377,19.95075225830078,1433000
2024-03-12 00:00:00+00:00,19.90349798313272,20.054711502649585,19.60107094409899,19.676677703857422,947600
2024-03-13 00:00:00+00:00,19.62942435162445,19.91294925290696,19.459308689812,19.563268661499023,990000
2024-03-14 00:00:00+00:00,19.459307746256247,19.525463433173872,18.845002621526074,18.977313995361328,1042700
2024-03-15 00:00:00+00:00,18.892257085111872,19.383701929780706,18.873354944330604,19.13797950744629,2401200
2024-03-18 00:00:00+00:00,19.12853017734328,19.185234802238632,18.91116094640481,18.93951416015625,1302000
2024-03-19 00:00:00+00:00,18.873354322632572,19.270290252927143,18.873354322632572,19.175783157348633,770900
2024-03-20 00:00:00+00:00,19.166332833889122,19.82789154174607,19.034019650231837,19.65777587890625,1113600
2024-03-21 00:00:00+00:00,19.705031516756936,20.083065327098485,19.69558044617247,19.856245040893555,1919000
2024-03-22 00:00:00+00:00,19.9129495092759,20.007458411789276,19.39315324936341,19.440406799316406,1209200
2024-03-25 00:00:00+00:00,19.430954940921204,19.686128426578367,19.430954940921204,19.487661361694336,884500
2024-03-26 00:00:00+00:00,19.638876581118133,19.657776920407084,19.31754737930891,19.39315414428711,1065600
2024-03-27 00:00:00+00:00,19.525464341381912,20.09251594543457,19.50656220063844,20.09251594543457,1005300
2024-03-28 00:00:00+00:00,20.092517388879177,20.37604230997023,20.02636169413176,20.32878875732422,1877000
2024-04-01 00:00:00+00:00,20.328785208357953,20.347687347159447,19.988553920359724,20.101964950561523,1279800
2024-04-02 00:00:00+00:00,19.922402215687576,19.931853286975713,19.582170859744764,19.66722869873047,1286400
2024-04-03 00:00:00+00:00,19.572719000103874,19.856245719505466,19.563269731803867,19.7144832611084,960600
2024-04-04 00:00:00+00:00,19.941303350586,20.234279335283407,19.742834468779254,19.827892303466797,1470400
2024-04-05 00:00:00+00:00,19.742835577025765,19.988558024071253,19.70503309426898,19.87514877319336,920200
2024-04-08 00:00:00+00:00,20.016909938898227,20.357141274664293,19.92240103422905,20.262632369995117,1040800
2024-04-09 00:00:00+00:00,20.33823871078583,20.489452234072854,20.168123046436083,20.281532287597656,1331300
2024-04-10 00:00:00+00:00,19.752284594953657,19.837342425573382,19.260839751952435,19.459308624267578,1542800
2024-04-11 00:00:00+00:00,19.516013719533916,19.553818001889688,19.109626697246327,19.43095588684082,1029100
2024-04-12 00:00:00+00:00,19.15688234371405,19.38370263350186,19.071824509717693,19.20413589477539,881500
2024-04-15 00:00:00+00:00,19.251390232138323,19.55381726922322,18.977314603150553,19.15688133239746,1057700
2024-04-16 00:00:00+00:00,18.986764286935383,19.00566642602475,18.684337271934286,18.80719757080078,1208200
2024-04-17 00:00:00+00:00,19.005667292681796,19.175782947028974,18.83555163833462,18.863903045654297,1008100
2024-04-18 00:00:00+00:00,18.86390559015241,19.119079106092798,18.769398482862655,18.93951416015625,786200
2024-04-19 00:00:00+00:00,18.845004084605478,19.449858186362892,18.722141968556368,19.421504974365234,1352800
2024-04-22 00:00:00+00:00,19.459309554892403,19.950754421396553,19.40260493263652,19.827892303466797,1030100
2024-04-23 00:00:00+00:00,19.799537940166285,20.2248252475569,19.714480118166726,20.101964950561523,1497900
2024-04-24 00:00:00+00:00,19.865694316936732,20.21537488393696,19.77118542223683,20.168121337890625,1890100
2024-04-25 00:00:00+00:00,20.045260658833314,20.26263167287618,19.723933278184994,20.196475982666016,1786000
2024-04-26 00:00:00+00:00,20.253180942189452,20.933641799117147,20.016909585985857,20.3854923248291,2239500
2024-04-29 00:00:00+00:00,20.50835603879987,20.820234181205237,20.385493914532816,20.404396057128906,2139700
2024-04-30 00:00:00+00:00,20.272084002928302,20.357141839228724,19.903499444757305,19.91295051574707,1881600
2024-05-01 00:00:00+00:00,20.06416329184939,20.763526295325086,20.03581188255373,20.376041412353516,1579100
2024-05-02 00:00:00+00:00,20.69737301904982,20.706824090787197,20.38549486214689,20.669021606445312,1397400
2024-05-03 00:00:00+00:00,20.924189594772354,21.094305250438357,20.669017913880648,20.763525009155273,765300
2024-05-06 00:00:00+00:00,20.924192269807268,21.047054393543156,20.83913443110012,20.933643341064453,871000
2024-05-07 00:00:00+00:00,21.018701179771597,21.24552148212148,20.914741198550082,20.933643341064453,1171500
2024-05-08 00:00:00+00:00,20.772974685461225,21.16991058784743,20.71627007157953,21.160459518432617,968900
2024-05-09 00:00:00+00:00,21.113208454652604,21.330577668911438,21.08485524307682,21.132110595703125,1093100
2024-05-10 00:00:00+00:00,21.23606924338795,21.23606924338795,20.886388639133784,21.103757858276367,1233000
2024-05-13 00:00:00+00:00,21.226617565767224,21.302226129506344,20.914739450772846,20.924190521240234,809400
2024-05-14 00:00:00+00:00,21.207717198753585,21.207717198753585,20.961994774755933,21.14156150817871,704300
2024-05-15 00:00:00+00:00,21.38728208939962,21.519595272908226,21.028150425835953,21.245519638061523,706600
2024-05-16 00:00:00+00:00,21.179361450389898,21.31167281569054,20.943090125148952,20.961992263793945,689400
2024-05-17 00:00:00+00:00,21.056503453777403,21.113208073297358,20.924190271421033,21.04705238342285,871000
2024-05-20 00:00:00+00:00,21.075405415833718,21.084856486916518,20.63121589058712,20.640666961669922,897700
2024-05-21 00:00:00+00:00,20.612311459633847,20.820231395153044,20.53670470197431,20.555606842041016,1171300
2024-05-22 00:00:00+00:00,20.48945207447111,20.555607765067943,20.177573959795065,20.290983200073242,773200
2024-05-23 00:00:00+00:00,20.29098411964953,20.29098411964953,19.7617367682823,19.81844139099121,748800
2024-05-24 00:00:00+00:00,19.931849774013216,20.073612213134766,19.81843874115165,20.073612213134766,652100
2024-05-28 00:00:00+00:00,20.08306516725959,20.139769787707667,19.790089191902577,19.86569595336914,649600
2024-05-29 00:00:00+00:00,19.440404965977773,19.60106954431673,19.29864252688039,19.54436492919922,853100
2024-05-30 00:00:00+00:00,19.837341067135835,20.045259192964203,19.6483250807302,19.960203170776367,1316000
2024-05-31 00:00:00+00:00,20.05471273275036,20.25318161591937,19.979105968354418,20.243730545043945,870500
2024-06-03 00:00:00+00:00,20.453806133340276,20.453806133340276,19.70898901047872,19.77583122253418,662800
2024-06-04 00:00:00+00:00,19.508460743921912,19.794927863451004,19.46071500979138,19.64214515686035,1239800
2024-06-05 00:00:00+00:00,19.83312624881328,19.83312624881328,19.584853872766878,19.699440002441406,974100
2024-06-06 00:00:00+00:00,19.699440002441406,19.775831362662323,19.51801166023779,19.699440002441406,770200
2024-06-07 00:00:00+00:00,19.52756187466596,19.689893751667356,19.49891443002555,19.651697158813477,794700
2024-06-10 00:00:00+00:00,19.3174810125562,19.508460302126295,19.183796602645227,19.36522674560547,1038600
2024-06-11 00:00:00+00:00,19.183799628873295,19.26974014060553,18.9737238342577,19.221994400024414,1155500
2024-06-12 00:00:00+00:00,19.794930915111024,20.005008535044666,19.37477931787136,19.537109375,1161200
2024-06-13 00:00:00+00:00,19.451167399578107,19.470263871637282,19.10740540412391,19.250638961791992,772400
2024-06-14 00:00:00+00:00,18.964170214778278,19.126502051852004,18.88777886917378,19.097854614257812,799700
2024-06-17 00:00:00+00:00,19.050115028158388,19.346131331869042,18.93552707309833,19.33658218383789,1469800
