"('date', '')","('open', 'BXSL')","('high', 'BXSL')","('low', 'BXSL')","('close', 'BXSL')","('volume', 'BXSL')"
2021-10-28 00:00:00+00:00,17.72171144092774,19.65314108160546,17.72171144092774,18.724699020385742,1774500
2021-10-29 00:00:00+00:00,18.772144130921113,20.05976383147597,18.56883494077029,19.653146743774414,411900
2021-11-01 00:00:00+00:00,20.50026041881728,20.669684058642215,19.38206465449266,19.56504249572754,242900
2021-11-02 00:00:00+00:00,19.348183604848224,19.888984215157286,19.327853590653202,19.653146743774414,240000
2021-11-03 00:00:00+00:00,19.49727560078871,20.154638953035196,19.41595167316854,19.85645294189453,92900
2021-11-04 00:00:00+00:00,20.2291855632924,20.29221144495107,19.924222453718155,20.18852424621582,210500
2021-11-05 00:00:00+00:00,20.32405823809004,20.43248925648641,20.144469606233496,20.256288528442383,119700
2021-11-08 00:00:00+00:00,20.601915572803364,20.601915572803364,20.195298554454638,20.357946395874023,154500
2021-11-09 00:00:00+00:00,20.168193646029312,20.784895695737397,20.086869716434833,20.737457275390625,235600
2021-11-10 00:00:00+00:00,20.737456037603593,21.686228265708348,20.619537316179997,21.571020126342773,84500
2021-11-11 00:00:00+00:00,21.438871324977868,23.461789062796626,21.438871324977868,23.068727493286133,217700
2021-11-12 00:00:00+00:00,22.926410191582363,23.177156476646132,21.293164971318788,21.686227798461914,210500
2021-11-15 00:00:00+00:00,21.686226093944267,21.964080762364944,21.00853152850851,21.36771011352539,90900
2021-11-16 00:00:00+00:00,21.17795621025517,21.516803509619255,20.866217315288154,21.16440200805664,88600
2021-11-17 00:00:00+00:00,21.164402631837447,21.686227798461914,21.08308000144916,21.686227798461914,62300
2021-11-18 00:00:00+00:00,22.025073588526674,22.397805086061815,21.855649945538005,21.93019676208496,47200
2021-11-19 00:00:00+00:00,22.12673074201962,22.194499171057412,21.821767640949854,21.85565185546875,99000
2021-11-22 00:00:00+00:00,21.930197573219186,22.132150790628906,21.415149524371532,21.449033737182617,85100
2021-11-23 00:00:00+00:00,21.347382839042247,21.48292229474285,21.11018943786621,21.11018943786621,60200
2021-11-24 00:00:00+00:00,21.04919444706312,21.557465409933155,20.669685823381464,21.22539520263672,70100
2021-11-26 00:00:00+00:00,21.347379272460937,21.6862265625,21.177955627441406,21.177955627441406,11200
2021-11-29 00:00:00+00:00,21.144069803622763,21.55068548659265,21.06477915084776,21.245723724365234,59200
2021-11-30 00:00:00+00:00,21.24572934129442,21.99187110059616,20.74423541279389,21.144075393676758,51700
2021-12-01 00:00:00+00:00,21.34738213637063,21.686229471868575,20.994980597228764,21.0220890045166,28000
2021-12-02 00:00:00+00:00,20.94076241477847,22.086066625181324,20.669684839339883,21.95052719116211,46800
2021-12-03 00:00:00+00:00,21.821767020496292,23.04161680489178,21.724178313888714,22.60111427307129,54700
2021-12-06 00:00:00+00:00,23.028061244795623,23.028061244795623,21.855649945538005,21.93019676208496,91700
2021-12-07 00:00:00+00:00,22.36392028046301,22.897265046478896,22.01829719543457,22.01829719543457,81200
2021-12-08 00:00:00+00:00,22.194499095558566,22.758341523138455,21.65776507358152,22.73665428161621,27000
2021-12-09 00:00:00+00:00,22.363920714497006,23.10938370423373,22.211440470978008,22.845083236694336,36900
2021-12-10 00:00:00+00:00,23.380465675802792,23.380465675802792,22.838310467027068,23.04161834716797,30800
2021-12-13 00:00:00+00:00,23.380464025400684,23.85485076904297,22.855249669011048,23.85485076904297,35900
2021-12-14 00:00:00+00:00,23.31269414252521,23.75319406002432,22.662105393351773,22.845083236694336,33600
2021-12-15 00:00:00+00:00,22.689216564323647,23.173768342322493,22.36392344265448,22.377477645874023,29700
2021-12-16 00:00:00+00:00,22.770536001002558,23.04839066498695,22.578073063830555,22.973846435546875,13000
2021-12-17 00:00:00+00:00,23.549888764328113,23.787080854493187,22.906078338623047,22.906078338623047,46400
2021-12-20 00:00:00+00:00,23.068725285270105,23.854850934247356,22.87354787141655,23.820966720581055,26300
2021-12-21 00:00:00+00:00,23.848074503283573,23.848074503283573,22.88913851012006,22.987401962280273,23600
2021-12-22 00:00:00+00:00,22.811201687445433,23.712536807777965,22.70277064746256,23.407573699951172,60500
2021-12-23 00:00:00+00:00,23.732867375521806,25.68462872610703,23.516005290479,25.508426666259766,48800
2021-12-27 00:00:00+00:00,25.969255266474278,25.969255266474278,24.783289789484247,25.196683883666992,109200
2021-12-28 00:00:00+00:00,25.752392119595875,25.752392119595875,22.363919472280628,23.787076950073242,137100
