"('date', '')","('open', 'BATRK')","('high', 'BATRK')","('low', 'BATRK')","('close', 'BATRK')","('volume', 'BATRK')"
2025-09-26 00:00:00+00:00,40.93000030517578,41.2400016784668,40.85499954223633,41.0099983215332,274667
