"('date', '')","('open', 'ASR')","('high', 'ASR')","('low', 'ASR')","('close', 'ASR')","('volume', 'ASR')"
2024-03-04 00:00:00+00:00,255.39841333843157,258.49558593415475,254.43442844640805,256.28204345703125,47100
2024-03-05 00:00:00+00:00,255.8893100380226,259.4952781230766,254.77360445072048,258.8526306152344,37900
2024-03-06 00:00:00+00:00,258.87938117531513,264.9577424421578,258.87938117531513,262.4407043457031,68000
2024-03-07 00:00:00+00:00,261.4588711716506,264.3954155399579,258.6651403694665,259.5487976074219,64000
2024-03-08 00:00:00+00:00,261.441024096286,265.3593673846303,261.2982105332187,262.5120849609375,42200
2024-03-11 00:00:00+00:00,263.60994890513473,263.60994890513473,259.87903650129664,262.5120849609375,33600
2024-03-12 00:00:00+00:00,263.1815372786589,265.75212721993194,262.07476609129606,264.99346923828125,33400
2024-03-13 00:00:00+00:00,263.46716642836464,273.8566296464119,263.46716642836464,270.7594299316406,57300
2024-03-14 00:00:00+00:00,272.8390753653222,277.24834561757996,270.9022258987182,275.14190673828125,34000
2024-03-15 00:00:00+00:00,274.1422629621345,276.5343291919339,271.5538042214962,272.47314453125,36800
2024-03-18 00:00:00+00:00,274.2761243803767,274.2761243803767,269.59016124146626,270.3488464355469,23300
2024-03-19 00:00:00+00:00,269.9739344781595,272.4374207499112,268.483340059218,268.5279846191406,31700
2024-03-20 00:00:00+00:00,266.64469863194364,273.7316626385524,266.64469863194364,273.1247253417969,36000
2024-03-21 00:00:00+00:00,275.31149371271425,275.53463480755715,269.95610743648496,271.8215637207031,22900
2024-03-22 00:00:00+00:00,271.51808261014435,277.4089854518836,271.51808261014435,276.5610656738281,31100
2024-03-25 00:00:00+00:00,277.4982592996402,281.7200986079139,276.1594127344387,276.5343017578125,21900
2024-03-26 00:00:00+00:00,277.6410772892361,283.73730733363743,277.0252056803252,281.1667175292969,24800
2024-03-27 00:00:00+00:00,283.067904227234,286.2543386288211,281.2024205467467,282.94293212890625,31200
2024-03-28 00:00:00+00:00,282.9429420485849,285.4778219200359,282.37168770289685,284.44244384765625,39100
2024-04-01 00:00:00+00:00,287.271860771834,287.271860771834,279.229846722249,283.71051025390625,37800
2024-04-02 00:00:00+00:00,285.26357572605673,288.5482060429881,282.6215928397339,287.7449035644531,17500
2024-04-03 00:00:00+00:00,285.4153191948319,290.79748164117666,285.4153191948319,288.5660705566406,27600
2024-04-04 00:00:00+00:00,286.6291842695452,296.6169811835238,286.6291842695452,294.4034118652344,50100
2024-04-05 00:00:00+00:00,292.8503791716059,296.21533708562146,289.9406105699399,295.7422790527344,36600
2024-04-08 00:00:00+00:00,295.65301007153596,298.23253414819345,292.91285818621895,294.90325927734375,82800
2024-04-09 00:00:00+00:00,296.32242545296697,296.32242545296697,291.14556319517186,291.6632385253906,33200
2024-04-10 00:00:00+00:00,292.546914029235,292.546914029235,286.245411596716,288.4589538574219,38800
2024-04-11 00:00:00+00:00,287.9948611177928,289.5032972824165,284.4603133703529,288.0216369628906,26500
2024-04-12 00:00:00+00:00,285.0583128718984,293.2788240842489,281.91649571654307,282.9518737792969,48600
2024-04-15 00:00:00+00:00,281.5683949182025,283.45172021338647,278.0606229035774,279.0870666503906,31100
2024-04-16 00:00:00+00:00,278.3819185588517,278.3819185588517,273.6780868263555,275.23114013671875,20700
2024-04-17 00:00:00+00:00,276.4361242071595,278.38193538174465,270.67909993079485,271.1075134277344,28900
2024-04-18 00:00:00+00:00,271.8483453901447,275.14191019974214,271.027174158402,274.1422424316406,27800
2024-04-19 00:00:00+00:00,273.4281684916051,275.2043628886997,269.8668453371803,275.0972595214844,42900
2024-04-22 00:00:00+00:00,277.45364977948395,281.70223781009,274.57959131579855,281.3898620605469,34300
2024-04-23 00:00:00+00:00,287.6734894249644,305.3998322158327,285.51349887429575,302.02593994140625,56500
2024-04-24 00:00:00+00:00,299.60712840099023,306.5245030612905,293.957180037564,303.6415100097656,61600
2024-04-25 00:00:00+00:00,297.01866162478854,310.4428385527583,296.4652760251233,310.35357666015625,55800
2024-04-26 00:00:00+00:00,306.51552574707966,318.27058294616614,305.98891605088886,316.2801818847656,35600
2024-04-29 00:00:00+00:00,319.35952049890903,319.4487823836361,315.21803598882235,318.5205078125,50200
2024-04-30 00:00:00+00:00,318.52054828930926,319.04718530445166,306.24778664957717,307.48846435546875,43000
2024-05-01 00:00:00+00:00,308.2203413474918,309.0771955340407,301.07982623547616,307.7919006347656,49900
2024-05-02 00:00:00+00:00,310.871276064522,312.47788115904797,299.1429662622056,300.6156921386719,45400
2024-05-03 00:00:00+00:00,303.11487724779823,304.04315185546875,301.1244488195489,304.04315185546875,25600
2024-05-06 00:00:00+00:00,306.8279487542767,310.3000101274772,305.81041225732235,307.27423095703125,19000
2024-05-07 00:00:00+00:00,307.06000769037604,307.80975854849356,297.00081629533474,300.43719482421875,35400
2024-05-08 00:00:00+00:00,298.6877783386164,307.79191931565407,298.42892702320233,306.59588623046875,31900
2024-05-09 00:00:00+00:00,305.3998415619838,310.4517593874098,303.22198222412794,309.8537292480469,19700
2024-05-10 00:00:00+00:00,310.6124210522445,317.75293647873286,308.24713076500115,311.1300964355469,26200
2024-05-13 00:00:00+00:00,314.10235094808263,314.8074844726962,310.13936271089693,313.35260009765625,75600
2024-05-14 00:00:00+00:00,314.98599783495985,316.4498166488915,311.6745912590228,313.682861328125,17600
2024-05-15 00:00:00+00:00,313.68280753115033,318.3419943819676,310.2464294433594,310.2464294433594,29200
2024-05-16 00:00:00+00:00,311.0586978500498,317.32449022168373,310.4874435512035,316.2712707519531,23600
2024-05-17 00:00:00+00:00,315.45901285967585,318.556212255283,315.3608438554828,315.3697509765625,15500
2024-05-20 00:00:00+00:00,318.4223564862064,318.4401979685813,315.77143907215395,316.7532653808594,10000
2024-05-21 00:00:00+00:00,314.6200288266817,314.6200288266817,308.4970498801756,308.77374267578125,33500
2024-05-22 00:00:00+00:00,308.9076273117137,314.09342458844236,306.36381318077486,311.92449951171875,23000
2024-05-23 00:00:00+00:00,314.36120243026687,314.44152996011655,307.29208017554384,309.5145568847656,24900
2024-05-24 00:00:00+00:00,306.6768199014843,313.3527994491715,306.54949951171875,306.54949951171875,24200
2024-05-28 00:00:00+00:00,304.19379360770324,306.2766074154204,291.7877309695461,294.68914794921875,63600
2024-05-29 00:00:00+00:00,291.0783086152408,301.8471931610317,291.0783086152408,301.01043701171875,33500
2024-05-30 00:00:00+00:00,301.8108150005733,307.56818381641796,298.3818799952925,305.3398132324219,27600
2024-05-31 00:00:00+00:00,303.2570080334281,307.8956118212903,302.6385034724948,305.2306823730469,32600
2024-06-03 00:00:00+00:00,290.94190368422096,296.0807681176188,270.9958185289133,274.4156494140625,63500
2024-06-04 00:00:00+00:00,274.1245882018702,287.11273842132624,274.1245882018702,281.59185791015625,76600
2024-06-05 00:00:00+00:00,285.1026751055035,298.3182102110448,282.66512931989445,296.9630126953125,66700
2024-06-06 00:00:00+00:00,294.48904466149463,305.32160261316807,293.23388275804217,295.5350036621094,39400
2024-06-07 00:00:00+00:00,293.39760233283585,294.48905474454403,279.0451502298484,279.8000793457031,72900
2024-06-10 00:00:00+00:00,279.42716770242134,283.1653408731861,278.8359758763787,283.09259033203125,23200
2024-06-11 00:00:00+00:00,281.21895940038075,286.4487824987476,277.6444956660827,278.8723449707031,24100
2024-06-12 00:00:00+00:00,279.73642813279486,282.34678770235377,271.5960832686587,275.1341857910156,47000
2024-06-13 00:00:00+00:00,276.7804334417598,280.13661786990014,272.4146790711784,277.362548828125,49300
2024-06-14 00:00:00+00:00,274.5702551613308,279.11792726150713,272.73297786851543,278.09014892578125,53900
2024-06-17 00:00:00+00:00,277.7809180678625,278.490353824409,275.25241342203896,277.4716796875,22000
2024-06-18 00:00:00+00:00,282.4286206386675,286.32142688090516,281.57365605565747,284.1385498046875,25600
2024-06-20 00:00:00+00:00,282.1102919828701,285.2208840310772,279.5908639758772,284.0475769042969,41100
2024-06-21 00:00:00+00:00,285.59380926348626,288.9863826589643,280.2002767883877,286.66705322265625,54300
2024-06-24 00:00:00+00:00,287.3219306110089,292.56085798730993,287.3219306110089,290.61444091796875,30200
2024-06-25 00:00:00+00:00,288.23250020801635,288.23250020801635,279.52118230428516,283.9277648925781,41900
2024-06-26 00:00:00+00:00,285.1219457365327,285.1219457365327,275.67930565735105,276.1699523925781,25300
2024-06-27 00:00:00+00:00,274.84614324934046,275.95702715598367,269.08797267381334,274.5498962402344,171600
2024-06-28 00:00:00+00:00,276.92909171940755,278.9194501729746,272.92057516828953,277.2808532714844,72500
2024-07-01 00:00:00+00:00,277.82702748655555,281.9373628320587,275.8737070811113,278.83612060546875,96200
2024-07-02 00:00:00+00:00,278.234373339227,281.88183351145904,269.77302627461853,273.88336181640625,71800
2024-07-03 00:00:00+00:00,276.08663669207186,281.7892642963762,274.29991640047547,277.206787109375,57900
2024-07-05 00:00:00+00:00,279.52118325855514,279.52118325855514,272.7261761548548,273.68896484375,28600
2024-07-08 00:00:00+00:00,274.7998479292204,279.530448930028,273.20755551674756,278.3732604980469,43300
2024-07-09 00:00:00+00:00,279.3915553065006,282.7705680275057,279.3915553065006,280.974609375,31600
2024-07-10 00:00:00+00:00,282.88165847300655,289.7322082519531,281.641155880067,289.7322082519531,19800
2024-07-11 00:00:00+00:00,287.11235215192914,289.1489868579217,284.2610240112002,287.2974853515625,17500
2024-07-12 00:00:00+00:00,286.37173012160844,293.29635581774266,286.37173012160844,291.4726257324219,23000
2024-07-15 00:00:00+00:00,290.1302726905702,291.6577557424139,284.46468275185106,287.0660400390625,23000
2024-07-16 00:00:00+00:00,285.4089410502519,292.4261474609375,285.4089410502519,292.4261474609375,16300
2024-07-17 00:00:00+00:00,290.14881464438116,290.14881464438116,286.6216782692244,289.065673828125,26600
2024-07-18 00:00:00+00:00,287.4548689648509,290.62092064879835,284.27952248137444,285.1312255859375,38500
2024-07-19 00:00:00+00:00,283.0945679006036,286.5383618188612,278.7250232328323,284.6035461425781,39800
2024-07-22 00:00:00+00:00,282.2058356096053,293.8980712890625,282.2058356096053,293.8980712890625,36800
2024-07-23 00:00:00+00:00,291.7596062075996,292.8890232389141,286.0940162068538,290.546875,28300
2024-07-24 00:00:00+00:00,294.4164940363339,294.4164940363339,285.4737388827546,286.91790771484375,18900
2024-07-25 00:00:00+00:00,282.78906637539166,284.91828167656456,280.4376516959351,280.65985107421875,37400
2024-07-26 00:00:00+00:00,283.5667142662936,283.7426091715908,278.60470373195807,281.52081298828125,24200
2024-07-29 00:00:00+00:00,280.62283346972407,280.62283346972407,273.2723701471462,274.142578125,58000
2024-07-30 00:00:00+00:00,274.02222676510803,276.0588897511929,271.8374685179182,275.0127868652344,14000
2024-07-31 00:00:00+00:00,274.5128679590755,283.9462703339306,274.5128679590755,278.1788330078125,20500
2024-08-01 00:00:00+00:00,280.5117330296637,283.77963192164776,270.8468933105469,270.8468933105469,16400
2024-08-02 00:00:00+00:00,267.68083158533864,267.68083158533864,256.07190892842294,258.0159912109375,33100
2024-08-05 00:00:00+00:00,249.81383646419272,255.5534739547173,248.18450616283795,251.18392944335938,43300
2024-08-06 00:00:00+00:00,251.85974477090588,254.57218766631522,251.16543171395784,252.0726776123047,46000
2024-08-07 00:00:00+00:00,255.48869275964836,256.183005796614,249.8878839771234,250.88771057128906,29000
2024-08-08 00:00:00+00:00,252.42446179931608,256.9143301996951,251.80419638483923,255.86825561523438,17200
2024-08-09 00:00:00+00:00,255.50719853068247,255.50719853068247,250.9154828733523,251.5912628173828,50500
2024-08-12 00:00:00+00:00,249.9527013264032,253.60942807240218,248.35114236582146,249.23988342285156,40300
2024-08-13 00:00:00+00:00,247.55499971882105,254.905462585698,247.55499971882105,254.7851104736328,46500
2024-08-14 00:00:00+00:00,254.581443916164,258.978759765625,254.3037300052869,258.978759765625,25400
2024-08-15 00:00:00+00:00,258.9787734277956,262.30221524440753,258.85842130950994,259.552734375,25000
2024-08-16 00:00:00+00:00,260.9135878836259,262.80212732332524,258.35850677413094,261.487548828125,22700
2024-08-19 00:00:00+00:00,261.9874528361793,263.3853454589844,260.92284516226727,263.3853454589844,57600
2024-08-20 00:00:00+00:00,263.0428246567156,263.8667281113929,257.886386336214,258.4233093261719,15800
2024-08-21 00:00:00+00:00,259.10839300988283,259.10839300988283,250.41557983842344,254.86843872070312,59800
2024-08-22 00:00:00+00:00,254.8776984307915,254.8776984307915,249.52686032745987,249.95269775390625,24800
2024-08-23 00:00:00+00:00,252.17449709904974,255.81269074377755,251.53572682534386,255.11837768554688,24300
2024-08-26 00:00:00+00:00,254.581455895365,255.75714917562576,252.83177341950034,253.6464385986328,28900
2024-08-27 00:00:00+00:00,251.026575628818,252.42446829555234,244.99992923294556,245.999755859375,35900
2024-08-28 00:00:00+00:00,247.4161497876048,258.1548356823623,247.4161497876048,251.80419921875,63400
2024-08-29 00:00:00+00:00,249.24912210078887,252.01713604566646,245.36098591409424,250.1378631591797,57100
2024-08-30 00:00:00+00:00,251.8041963112011,252.1930240450635,247.85125090000514,249.38800048828125,44300
2024-09-03 00:00:00+00:00,248.4900269485271,248.9436357722117,244.3796913881215,244.962890625,47900
2024-09-04 00:00:00+00:00,243.00956246668378,252.55405006952736,243.00956246668378,246.28672790527344,38300
2024-09-05 00:00:00+00:00,244.52781162897568,248.0178817139851,243.065109653169,245.81459045410156,37500
2024-09-06 00:00:00+00:00,244.5092731448745,246.18487967079994,237.98274193630698,238.93626403808594,58900
2024-09-09 00:00:00+00:00,240.83405418363225,245.286913072072,240.69519722018558,242.3708038330078,51300
2024-09-10 00:00:00+00:00,243.90754699933666,243.90754699933666,240.73222876234811,242.5189208984375,34100
2024-09-11 00:00:00+00:00,244.25933911455905,249.29542541503906,242.76886572792608,249.29542541503906,57300
2024-09-12 00:00:00+00:00,252.55404523190847,258.247406364596,250.02673566006393,257.29388427734375,36700
2024-09-13 00:00:00+00:00,257.1920779838364,261.87637447933366,257.1920779838364,261.7930603027344,22100
2024-09-16 00:00:00+00:00,262.7280425032963,263.3575744628906,261.70973931469433,263.3575744628906,29500
2024-09-17 00:00:00+00:00,263.83894682602846,268.05110116767116,261.8948647253976,267.78265380859375,69200
2024-09-18 00:00:00+00:00,268.8565287529788,270.4117831371722,265.9681628587595,266.8013610839844,18200
2024-09-19 00:00:00+00:00,271.86521992257826,271.86521992257826,266.7735910833875,269.3286437988281,17200
2024-09-20 00:00:00+00:00,267.0790895557265,269.0509431600621,263.5427149344144,269.004638671875,32900
2024-09-23 00:00:00+00:00,267.04206253151256,272.8187666194363,265.2553703035486,272.68914794921875,40800
2024-09-24 00:00:00+00:00,273.0964551944984,275.88297382871195,270.9857447386551,271.2356872558594,37100
2024-09-25 00:00:00+00:00,271.52268674238735,274.4388242391747,263.6815766712203,264.9683837890625,51600
2024-09-26 00:00:00+00:00,267.6993400520727,269.42122277849256,264.672117207987,265.7367248535156,34800
2024-09-27 00:00:00+00:00,266.1903605268907,269.52306865138155,261.90413032458275,264.13519287109375,33900
2024-09-30 00:00:00+00:00,261.63567064173185,265.0331883015538,261.63567064173185,261.7652893066406,39200
2024-10-01 00:00:00+00:00,259.9322879266829,259.9322879266829,254.45183119359044,258.3955383300781,36000
2024-10-02 00:00:00+00:00,255.89602828733948,261.7282465644755,252.20226367692788,253.3039093017578,41600
2024-10-03 00:00:00+00:00,250.95249768987878,252.48924730554853,247.71237010605796,252.15599060058594,33100
2024-10-04 00:00:00+00:00,255.109144062665,259.9230310702491,253.38723295583992,257.5623779296875,42100
2024-10-07 00:00:00+00:00,257.5623730762216,257.5623730762216,254.1556171193576,257.13653564453125,32500
2024-10-08 00:00:00+00:00,254.46110617733248,256.2015221215875,250.80440763644614,253.01693725585938,46700
2024-10-09 00:00:00+00:00,252.12821087050125,256.32186044595073,250.00823383958516,255.22021484375,39700
2024-10-10 00:00:00+00:00,253.0817449089782,259.06208685186857,252.57256504476405,257.75677490234375,38900
2024-10-11 00:00:00+00:00,259.29352800599054,261.2098388671875,256.1274762151767,261.2098388671875,51200
2024-10-14 00:00:00+00:00,261.22833370236293,263.1909207258744,257.82157780299707,260.2192687988281,27500
2024-10-15 00:00:00+00:00,258.913953219534,261.2838727900634,257.83084070379886,259.7101135253906,35400
2024-10-16 00:00:00+00:00,259.37684462925733,259.37684462925733,256.2848404396583,259.19171142578125,29600
2024-10-17 00:00:00+00:00,259.1917094747751,259.3398329874439,257.15504649016776,258.4048156738281,44400
2024-10-18 00:00:00+00:00,260.67286546662586,260.71916995187985,257.5530901782626,259.5342102050781,28900
2024-10-21 00:00:00+00:00,259.8119268379736,260.79322031430047,257.5808642733681,258.4140625,54900
2024-10-22 00:00:00+00:00,255.96081295044172,259.2102070869592,253.1187796511507,255.36834716796875,80700
2024-10-23 00:00:00+00:00,256.3126007653773,261.05243999511003,240.59337140992284,247.17544555664062,51200
2024-10-24 00:00:00+00:00,247.90680051258235,252.25781207358534,247.20322090414896,247.36061096191406,38300
2024-10-25 00:00:00+00:00,248.41595541015536,251.06361727315306,246.54594904659615,247.43466186523438,24300
2024-10-28 00:00:00+00:00,247.43465034870601,259.8211994543742,246.47186169318488,257.8308410644531,59900
2024-10-29 00:00:00+00:00,254.8406657522383,257.1735474755027,251.50795739638139,254.5166473388672,39200
2024-10-30 00:00:00+00:00,254.43332424542197,254.43332424542197,246.04602499056963,247.42538452148438,40300
2024-10-31 00:00:00+00:00,248.10120348826072,250.37854244563283,245.73128380462597,249.28616333007812,69500
2024-11-01 00:00:00+00:00,250.7118172345148,250.7118172345148,239.4917230076294,239.50096130371094,43500
2024-11-04 00:00:00+00:00,241.1395565486256,246.18488099719465,241.1395565486256,244.40745544433594,33500
2024-11-05 00:00:00+00:00,246.24968876965096,246.24968876965096,241.9727250112873,245.90716552734375,38700
2024-11-06 00:00:00+00:00,246.73107662752776,246.73107662752776,230.4008482930362,245.21286010742188,54500
2024-11-07 00:00:00+00:00,245.5553749994585,250.16562369031325,245.5553749994585,247.814208984375,35700
2024-11-08 00:00:00+00:00,246.582953924826,247.32357146896734,243.62056850327235,244.2315673828125,38700
2024-11-11 00:00:00+00:00,243.16696254542617,244.50001763724507,239.65835928362517,244.33338928222656,39000
2024-11-12 00:00:00+00:00,242.5281825537726,243.4817046604211,239.76943525170398,240.70445251464844,28900
2024-11-13 00:00:00+00:00,239.5842735106234,240.5841001027957,238.2882281612054,240.10269165039062,23600
2024-11-14 00:00:00+00:00,239.76944446467698,244.41670306323638,239.21398836384546,244.3611602783203,46000
2024-11-15 00:00:00+00:00,243.73164681093021,243.73164681093021,240.1304912249431,242.120849609375,38500
2024-11-18 00:00:00+00:00,240.37117202300578,245.32394409179688,240.37117202300578,245.32394409179688,70100
2024-11-19 00:00:00+00:00,244.3889330445192,253.96119247169608,242.7040881398098,252.5818328857422,35200
2024-11-20 00:00:00+00:00,252.88733666677305,252.88733666677305,245.5091022967413,248.0271453857422,35300
2024-11-21 00:00:00+00:00,246.56444549448983,249.25838350305193,242.53742417753267,246.3330078125,50500
2024-11-22 00:00:00+00:00,248.03639267235624,248.03639267235624,242.82441140846547,245.2313690185547,57500
2024-11-25 00:00:00+00:00,247.71236455103517,249.61017047285938,244.74997920611935,245.13877868652344,42000
2024-11-26 00:00:00+00:00,243.57426617187488,243.57426617187488,236.29787884065894,240.22305297851562,85400
2024-11-27 00:00:00+00:00,241.90792647568063,242.92625795208113,238.88073169061218,242.50965881347656,39000
2024-11-29 00:00:00+00:00,244.5278168454946,244.5278168454946,238.8436936755156,240.82481384277344,36400
2024-12-02 00:00:00+00:00,241.87087837137287,241.87087837137287,234.67780550920656,236.5107879638672,46200
2024-12-03 00:00:00+00:00,235.7424218602672,239.9823760986328,235.3628747899749,239.9823760986328,41600
2024-12-04 00:00:00+00:00,239.90830384516377,243.95383014679618,238.2975065630199,241.4172821044922,73600
2024-12-05 00:00:00+00:00,240.5007871202215,249.5360949235484,240.5007871202215,247.592041015625,35800
2024-12-06 00:00:00+00:00,247.39761549255837,248.804774680087,244.9443817138672,244.9443817138672,29900
2024-12-09 00:00:00+00:00,247.8604879330834,250.78586358905142,244.3796844482422,244.3796844482422,36000
2024-12-10 00:00:00+00:00,246.24043313561793,246.81439408077867,242.27822105272966,246.21266174316406,31200
2024-12-11 00:00:00+00:00,244.55558055360024,246.56444379851894,241.99123297372262,246.1478729248047,51200
2024-12-12 00:00:00+00:00,243.7779275355347,245.46280064616232,238.84368857060556,239.79721069335938,40000
2024-12-13 00:00:00+00:00,240.389703987568,252.3503875732422,239.46395325950226,252.3503875732422,71900
2024-12-16 00:00:00+00:00,254.91472003470528,257.57164849235545,248.73071163346066,256.3589172363281,88400
2024-12-17 00:00:00+00:00,255.04432069476087,258.0715153469252,253.31317138671875,253.31317138671875,84400
2024-12-18 00:00:00+00:00,255.497930625602,255.97007253047823,246.95326961279608,249.52685546875,98600
2024-12-19 00:00:00+00:00,252.4429707135247,252.4429707135247,241.27841908628474,243.8520050048828,51200
2024-12-20 00:00:00+00:00,243.49094141587608,247.2402487399492,242.44486684565615,243.12991333007812,78500
2024-12-23 00:00:00+00:00,243.12992381613077,244.38893127441406,239.2325210719301,244.38893127441406,23800
2024-12-24 00:00:00+00:00,245.33320669329848,246.37004297666547,243.80569540803722,246.0645294189453,13500
2024-12-26 00:00:00+00:00,244.9721571675364,245.69424161723106,243.87977807086227,245.42576599121094,21400
2024-12-27 00:00:00+00:00,245.39799610518767,247.87902958368653,242.63001040631383,243.6298370361328,27600
2024-12-30 00:00:00+00:00,242.6855541636736,242.6855541636736,236.51079833842508,240.16751098632812,52600
2024-12-31 00:00:00+00:00,238.86218775359245,241.0747455087928,237.00144803973114,238.50115966796875,32700
2025-01-02 00:00:00+00:00,237.91793823242188,243.50948056671768,237.51060565002263,240.23231506347656,71600
2025-01-03 00:00:00+00:00,239.46395192458917,241.1117870812934,232.90036856355763,236.31639099121094,52900
2025-01-06 00:00:00+00:00,239.07512304229658,246.30523389333564,234.49265981108653,243.42616271972656,104200
2025-01-07 00:00:00+00:00,242.0745547307197,247.60128784179688,242.0745547307197,247.60128784179688,62800
2025-01-08 00:00:00+00:00,247.17544352936588,247.17544352936588,241.1487972701941,241.2969207763672,54300
2025-01-10 00:00:00+00:00,238.96404147561728,240.6951908278426,237.03846412805913,239.27879333496094,49300
2025-01-13 00:00:00+00:00,239.41764505719127,241.74128838911614,236.89960198585666,240.26934814453125,51900
2025-01-14 00:00:00+00:00,240.37117124753905,246.258960577616,240.37117124753905,245.37948608398438,56700
2025-01-15 00:00:00+00:00,246.24969833076545,250.16563415527344,244.3981968395567,250.16563415527344,59200
2025-01-16 00:00:00+00:00,248.65665674791003,251.73939431030567,246.4163275053501,247.79571533203125,43700
2025-01-17 00:00:00+00:00,248.4900275334277,255.91453834160427,248.4900275334277,252.48001098632812,44600
2025-01-21 00:00:00+00:00,251.69311653895494,254.09080757323733,248.03638980326457,250.9802703857422,20300
2025-01-22 00:00:00+00:00,249.0269446829503,254.85916294177147,249.0269446829503,252.89657592773438,57900
2025-01-23 00:00:00+00:00,253.91491408274123,257.7475357410386,251.53572787949892,255.6645965576172,38900
2025-01-24 00:00:00+00:00,253.70197887859126,257.7290002460565,253.03543721603378,256.2940979003906,66400
2025-01-27 00:00:00+00:00,254.36851778328227,255.22948743301768,250.77662868409578,253.71124267578125,29800
