"('date', '')","('open', 'BCBP')","('high', 'BCBP')","('low', 'BCBP')","('close', 'BCBP')","('volume', 'BCBP')"
2024-01-02 00:00:00+00:00,11.558901134004987,12.0252023518024,11.558901134004987,11.792051315307617,46500
2024-01-03 00:00:00+00:00,11.61270563688288,11.756182946327602,11.442326545715332,11.442326545715332,56700
2024-01-04 00:00:00+00:00,11.460261322116818,11.630641276509495,11.43335953912565,11.612706184387207,34000
2024-01-05 00:00:00+00:00,11.549934268876214,11.8368888813328,11.496129851444504,11.603737831115723,118800
2024-01-08 00:00:00+00:00,11.531999054129482,11.531999054129482,11.271946225586033,11.307815551757812,29600
2024-01-09 00:00:00+00:00,11.307816481126174,11.352653356324005,11.074666269443524,11.262980461120605,36700
2024-01-10 00:00:00+00:00,11.227110597067018,11.325751033648555,11.04776310482099,11.289881706237793,41700
2024-01-11 00:00:00+00:00,11.218141975397979,11.397488595249268,10.98499094199523,11.245043754577637,37200
2024-01-12 00:00:00+00:00,11.325750887247231,11.361620214194332,11.137436706976908,11.298849105834961,27800
2024-01-16 00:00:00+00:00,11.20020688581678,11.316782402518152,11.164337561846521,11.245043754577637,31900
2024-01-17 00:00:00+00:00,11.128469025488586,11.469228054919173,11.128469025488586,11.40645694732666,47700
2024-01-18 00:00:00+00:00,11.406456009002689,11.487162200806655,11.307814727823564,11.352651596069336,21500
2024-01-19 00:00:00+00:00,11.415423384643717,11.594770868406826,11.298848717466752,11.56786823272705,26900
2024-01-22 00:00:00+00:00,11.639606867281826,11.872757911682129,11.639606867281826,11.872757911682129,36000
2024-01-23 00:00:00+00:00,11.962431653433686,12.016235214330875,11.82792104080635,11.872757911682129,33300
2024-01-24 00:00:00+00:00,11.998300293350832,12.204548690322538,11.971398514439768,12.061071395874023,29500
2024-01-25 00:00:00+00:00,12.249387264219143,12.285256592825654,11.352653193864098,11.720314025878906,69000
2024-01-26 00:00:00+00:00,11.845855040891221,12.096940297415584,11.738247073809351,12.03416919708252,19000
2024-01-29 00:00:00+00:00,11.980366139739463,12.464602473923144,11.881725705899303,12.213517189025879,46200
2024-01-30 00:00:00+00:00,12.087974167232312,12.132811039226706,11.603737831115723,11.603737831115723,24700
2024-01-31 00:00:00+00:00,11.693410868731458,11.747215282912965,11.119500823294718,11.137435913085938,59000
2024-02-01 00:00:00+00:00,11.245043757032377,11.245043757032377,10.536623967071032,10.940154075622559,65500
2024-02-02 00:00:00+00:00,10.722079952769281,10.921983377734104,10.540349960327148,10.540349960327148,43000
2024-02-05 00:00:00+00:00,10.449483871459961,10.776597837214744,10.295013170992087,10.449483871459961,48800
2024-02-06 00:00:00+00:00,10.35861732903676,10.4585694576965,10.058762676171161,10.122368812561035,48000
2024-02-07 00:00:00+00:00,10.104196085028521,10.104196085028521,9.440881463387582,9.522659301757812,94900
2024-02-08 00:00:00+00:00,9.522658891455318,9.63169773769788,9.295496217137508,9.350015640258789,70800
2024-02-09 00:00:00+00:00,9.377274874096495,9.713475526506578,9.268236894927561,9.695302963256836,78600
2024-02-12 00:00:00+00:00,9.640784429561823,11.294529432540653,9.640784429561823,11.121885299682617,168600
2024-02-13 00:00:00+00:00,10.812944818132799,10.812944818132799,9.995159395992562,10.11328411102295,73500
2024-02-14 00:00:00+00:00,10.122370281908587,10.195062277000178,9.595352884216096,10.086024284362793,71700
2024-02-15 00:00:00+00:00,10.149629564799824,10.703906244087305,10.140542848772913,10.622127532958984,71300
2024-02-16 00:00:00+00:00,10.504004365967191,10.585782215794731,10.231408933537743,10.440398216247559,41500
2024-02-20 00:00:00+00:00,10.258666605801013,10.576694704785327,9.849773954647505,9.877033233642578,110500
2024-02-21 00:00:00+00:00,9.886120941267848,10.086024362598812,9.831601511247788,10.01333236694336,26700
2024-02-22 00:00:00+00:00,9.94972547597373,9.94972547597373,9.57717880948978,9.722562789916992,48300
2024-02-23 00:00:00+00:00,9.777083095101533,9.958813086978394,9.713476948026917,9.795255661010742,21900
2024-02-26 00:00:00+00:00,9.767995234876366,9.840687223113688,9.58626526428306,9.604437828063965,16900
2024-02-27 00:00:00+00:00,9.658958133718906,9.758909410024687,9.604438704288613,9.677130699157715,24800
2024-02-28 00:00:00+00:00,9.54083300098534,9.622611708214318,9.40453573330831,9.440881729125977,37300
2024-02-29 00:00:00+00:00,9.631698045131103,9.758908592213125,9.477227352339911,9.531745910644531,30500
2024-03-01 00:00:00+00:00,9.468140495897662,9.586265192538466,9.322756520511087,9.477227210998535,36900
2024-03-04 00:00:00+00:00,9.52265993426801,9.631698792451258,9.422708658583113,9.549920082092285,40700
2024-03-05 00:00:00+00:00,9.459054655791887,9.886120772912674,9.459054655791887,9.549920082092285,68300
2024-03-06 00:00:00+00:00,9.56809176233672,9.668043895332628,9.322756520511087,9.477227210998535,23400
2024-03-07 00:00:00+00:00,9.54083336615086,9.658958073718606,9.413621942641688,9.549920082092285,21800
2024-03-08 00:00:00+00:00,9.668044977598809,9.668044977598809,9.404536276073577,9.468141555786133,20500
2024-03-11 00:00:00+00:00,9.377276127719387,9.813428969260048,9.377276127719387,9.468141555786133,29600
2024-03-12 00:00:00+00:00,9.504487905931814,9.504487905931814,9.22280576173149,9.240979194641113,26300
2024-03-13 00:00:00+00:00,9.240976884286008,9.4045342733534,9.177371618118359,9.26823616027832,30000
2024-03-14 00:00:00+00:00,9.23189151930937,9.23189151930937,8.87751827994871,8.968382835388184,44900
2024-03-15 00:00:00+00:00,8.913862391286953,9.213717007314166,8.795737714282792,8.832083702087402,242100
2024-03-18 00:00:00+00:00,8.904778202141882,9.413622175660304,8.795740207816506,9.331844329833984,113800
2024-03-19 00:00:00+00:00,9.340929727643193,9.767995834679049,9.340929727643193,9.495400428771973,68600
2024-03-20 00:00:00+00:00,9.35910370323378,9.686217689406485,9.250065707842879,9.595353126525879,27500
2024-03-21 00:00:00+00:00,9.658956983381636,9.695302976487545,9.2954961857657,9.486312866210938,34800
2024-03-22 00:00:00+00:00,9.486312790725528,9.486312790725528,9.240977555852044,9.359102249145508,26800
2024-03-25 00:00:00+00:00,9.331844162472427,9.34093001191888,8.813912615519524,8.86843204498291,102100
2024-03-26 00:00:00+00:00,8.968382835388184,9.113766817336854,8.968382835388184,8.968382835388184,35500
2024-03-27 00:00:00+00:00,9.00472971368661,9.395449853396986,8.950211148389377,9.377276420593262,39000
2024-03-28 00:00:00+00:00,9.277324450669074,9.568092421472938,9.277324450669074,9.495400428771973,23200
2024-04-01 00:00:00+00:00,9.449967423837423,9.595352271290743,9.177372892935038,9.31367015838623,48000
2024-04-02 00:00:00+00:00,9.23189133551212,9.268237330275676,8.932036662073559,9.050161361694336,36500
2024-04-03 00:00:00+00:00,9.068334802095952,9.250065660031762,9.031988803820182,9.122854232788086,33500
2024-04-04 00:00:00+00:00,9.268237553859157,9.38636225632953,9.131940286847053,9.304583549499512,36400
2024-04-05 00:00:00+00:00,9.150112785981014,9.204632212330267,9.122853506084828,9.177372932434082,12000
2024-04-08 00:00:00+00:00,9.195545232703724,9.213718663150406,9.059247970581055,9.059247970581055,16400
2024-04-09 00:00:00+00:00,9.131940841674805,9.27732483306929,9.086508127724791,9.131940841674805,29800
2024-04-10 00:00:00+00:00,9.041073500013484,9.059246928369422,8.586748189796156,8.72304630279541,83100
2024-04-11 00:00:00+00:00,8.795740003309795,9.04107526819845,8.677615295564543,9.004729270935059,62700
2024-04-12 00:00:00+00:00,8.968383017225472,9.041075009673664,8.868431744248435,8.886604309082031,40000
2024-04-15 00:00:00+00:00,8.968383061552315,8.977469777292475,8.632182378178506,8.750307083129883,57700
2024-04-16 00:00:00+00:00,8.79573976341342,8.813912328271009,8.63218234691059,8.686701774597168,39500
2024-04-17 00:00:00+00:00,8.650356118012931,8.850258672080846,8.35050055379718,8.459539413452148,54300
2024-04-18 00:00:00+00:00,8.450451936426697,8.768479171018425,8.450451936426697,8.650355339050293,41700
2024-04-19 00:00:00+00:00,8.568576613759841,9.059247970581055,8.486797909863496,9.059247970581055,36000
2024-04-22 00:00:00+00:00,9.077420171372632,9.086506886232502,8.732132805708977,8.741219520568848,50100
2024-04-23 00:00:00+00:00,8.68670296737008,9.013816978734926,8.595837530934665,8.732134819030762,57800
2024-04-24 00:00:00+00:00,8.677616380727649,8.859346389770508,8.523145656401958,8.859346389770508,40500
2024-04-25 00:00:00+00:00,8.414106862105175,8.777566846114423,8.414106862105175,8.57766342163086,67600
2024-04-26 00:00:00+00:00,8.632181679190614,8.704873666111883,8.450451711887442,8.59583568572998,38300
2024-04-29 00:00:00+00:00,8.632181504490607,8.723046919581659,8.559489519040495,8.677614212036133,52300
2024-04-30 00:00:00+00:00,8.650354662420032,8.650354662420032,8.414105283849457,8.559489250183105,64800
2024-05-01 00:00:00+00:00,8.69578728521991,8.904777405566072,8.632182010859147,8.841171264648438,59300
2024-05-02 00:00:00+00:00,8.850408803864765,8.961269769634375,8.785740127426983,8.952031135559082,77900
2024-05-03 00:00:00+00:00,9.05365476895697,9.13680071740854,8.915077894522796,9.072131156921387,44900
2024-05-06 00:00:00+00:00,9.146039137652908,9.820444527892304,9.127562748341486,9.746537208557129,162100
2024-05-07 00:00:00+00:00,9.718822070665224,9.912828120872774,9.580245187745176,9.598722457885742,70500
2024-05-08 00:00:00+00:00,9.515576615373524,9.774252233046633,9.497099345017357,9.746537208557129,17600
2024-05-09 00:00:00+00:00,9.801967884903258,9.838921546936035,9.681868263035533,9.838921546936035,25900
2024-05-10 00:00:00+00:00,9.894352547561068,9.922067574012274,9.6356769115786,9.70958423614502,24200
2024-05-13 00:00:00+00:00,9.801967006104933,9.829682910928238,9.321569442749023,9.321569442749023,71600
2024-05-14 00:00:00+00:00,9.35852360364638,9.506338246456846,9.35852360364638,9.460145950317383,24400
2024-05-15 00:00:00+00:00,9.59872298750786,9.68186806459385,9.524815664957128,9.672630310058594,32700
2024-05-16 00:00:00+00:00,9.663390928881192,10.189980781686316,9.663390928881192,10.032927513122559,74900
2024-05-17 00:00:00+00:00,10.10683552359112,10.226935141973037,9.959020879750227,9.99597454071045,35500
2024-05-20 00:00:00+00:00,9.959019933606958,9.959019933606958,9.607959747314453,9.607959747314453,29700
2024-05-21 00:00:00+00:00,9.607961004082588,9.857398885277858,9.49710001723296,9.70958423614502,34900
2024-05-22 00:00:00+00:00,9.635675552682342,9.80196656898276,9.62643691815324,9.783490180969238,50100
2024-05-23 00:00:00+00:00,9.885113342984708,9.885113342984708,9.303092534727375,9.376999855041504,40000
2024-05-24 00:00:00+00:00,9.54329190715946,9.54329190715946,9.293854917677995,9.460145950317383,19500
2024-05-28 00:00:00+00:00,9.478622685199344,9.534052732596457,9.266138487391162,9.386238098144531,24800
2024-05-29 00:00:00+00:00,9.2476627027469,9.2476627027469,9.072132152084478,9.136801719665527,26400
2024-05-30 00:00:00+00:00,9.229185369677799,9.386238648248654,9.118324387341568,9.266139030456543,48200
2024-05-31 00:00:00+00:00,9.386238948998653,9.386238948998653,9.155278341469966,9.238424301147461,29100
2024-06-03 00:00:00+00:00,9.386238537532025,9.386238537532025,9.090609254789207,9.118324279785156,36300
2024-06-04 00:00:00+00:00,9.109085533449814,9.109085533449814,8.887363574094243,8.97050952911377,47200
