"('date', '')","('open', 'BEAM')","('high', 'BEAM')","('low', 'BEAM')","('close', 'BEAM')","('volume', 'BEAM')"
2024-01-02 00:00:00+00:00,26.950000762939453,28.770000457763672,26.065000534057617,27.40999984741211,947400
2024-01-03 00:00:00+00:00,26.799999237060547,26.902999877929688,25.5,25.81999969482422,776200
2024-01-04 00:00:00+00:00,25.790000915527344,26.440000534057617,25.5,26.020000457763672,565800
2024-01-05 00:00:00+00:00,25.649999618530273,26.229999542236328,24.899999618530273,26.06999969482422,1020300
2024-01-08 00:00:00+00:00,25.84000015258789,28.100000381469727,25.3799991607666,27.860000610351562,1198800
2024-01-09 00:00:00+00:00,27.43000030517578,28.540000915527344,27.1200008392334,27.959999084472656,1221700
2024-01-10 00:00:00+00:00,27.84000015258789,28.049999237060547,26.51099967956543,27.079999923706055,1124100
2024-01-11 00:00:00+00:00,26.40999984741211,26.65999984741211,25.790000915527344,26.079999923706055,1267000
2024-01-12 00:00:00+00:00,26.260000228881836,27.079999923706055,25.481000900268555,25.600000381469727,993200
2024-01-16 00:00:00+00:00,25.280000686645508,25.690000534057617,24.40999984741211,25.100000381469727,902300
2024-01-17 00:00:00+00:00,24.34000015258789,24.78499984741211,23.559999465942383,24.1299991607666,787500
2024-01-18 00:00:00+00:00,24.389999389648438,24.399999618530273,23.079999923706055,23.459999084472656,665800
2024-01-19 00:00:00+00:00,23.459999084472656,23.989999771118164,22.75,23.690000534057617,748400
2024-01-22 00:00:00+00:00,24.020000457763672,25.75,23.81999969482422,24.760000228881836,1150800
2024-01-23 00:00:00+00:00,25.25,25.475000381469727,24.31999969482422,25.0,4643300
2024-01-24 00:00:00+00:00,25.469999313354492,25.69499969482422,24.725000381469727,24.760000228881836,959700
2024-01-25 00:00:00+00:00,25.059999465942383,25.860000610351562,24.770000457763672,24.920000076293945,762500
2024-01-26 00:00:00+00:00,25.229999542236328,25.610000610351562,24.18000030517578,24.290000915527344,839000
2024-01-29 00:00:00+00:00,26.049999237060547,28.5,24.649999618530273,28.290000915527344,2134400
2024-01-30 00:00:00+00:00,28.100000381469727,28.100000381469727,25.790000915527344,25.84000015258789,1582500
2024-01-31 00:00:00+00:00,25.579999923706055,26.025999069213867,24.270000457763672,24.399999618530273,1456700
2024-02-01 00:00:00+00:00,24.559999465942383,26.780000686645508,24.079999923706055,26.43000030517578,1322400
2024-02-02 00:00:00+00:00,25.459999084472656,26.280000686645508,24.010000228881836,25.920000076293945,1373700
2024-02-05 00:00:00+00:00,25.229999542236328,26.05500030517578,24.139999389648438,25.93000030517578,1135200
2024-02-06 00:00:00+00:00,25.860000610351562,27.959999084472656,25.360000610351562,27.8799991607666,1058200
2024-02-07 00:00:00+00:00,27.760000228881836,27.850000381469727,26.84000015258789,27.56999969482422,703800
2024-02-08 00:00:00+00:00,27.549999237060547,28.450000762939453,27.350000381469727,28.110000610351562,744100
2024-02-09 00:00:00+00:00,28.450000762939453,29.540000915527344,28.030000686645508,29.049999237060547,923900
2024-02-12 00:00:00+00:00,28.75,33.558998107910156,28.75,33.400001525878906,2547200
2024-02-13 00:00:00+00:00,31.149999618530273,31.610000610351562,29.520000457763672,29.979999542236328,2194600
2024-02-14 00:00:00+00:00,30.84000015258789,31.709999084472656,29.75,31.290000915527344,2598000
2024-02-15 00:00:00+00:00,31.90999984741211,34.220001220703125,31.700000762939453,33.02000045776367,1864300
2024-02-16 00:00:00+00:00,32.400001525878906,33.75,32.2599983215332,32.900001525878906,1429800
2024-02-20 00:00:00+00:00,32.349998474121094,33.13999938964844,31.329999923706055,31.799999237060547,869700
2024-02-21 00:00:00+00:00,31.219999313354492,32.15999984741211,30.68000030517578,31.760000228881836,802600
2024-02-22 00:00:00+00:00,31.84000015258789,33.869998931884766,31.399999618530273,33.540000915527344,1224100
2024-02-23 00:00:00+00:00,33.36000061035156,34.65999984741211,33.275001525878906,33.9900016784668,1008500
2024-02-26 00:00:00+00:00,33.849998474121094,36.02000045776367,33.779998779296875,35.79999923706055,1476600
2024-02-27 00:00:00+00:00,39.75,49.5,38.52000045776367,45.06999969482422,7426800
2024-02-28 00:00:00+00:00,44.849998474121094,45.790000915527344,42.650001525878906,43.61000061035156,2291900
2024-02-29 00:00:00+00:00,45.0,45.04999923706055,38.91999816894531,39.4900016784668,2390200
2024-03-01 00:00:00+00:00,40.0099983215332,41.2599983215332,39.11000061035156,39.84000015258789,1502900
2024-03-04 00:00:00+00:00,40.47999954223633,40.650001525878906,38.034000396728516,38.2400016784668,1061300
2024-03-05 00:00:00+00:00,37.130001068115234,38.86000061035156,37.099998474121094,38.5099983215332,1057000
2024-03-06 00:00:00+00:00,39.7599983215332,40.084999084472656,37.5099983215332,38.279998779296875,1041700
2024-03-07 00:00:00+00:00,38.43000030517578,39.13600158691406,36.779998779296875,36.959999084472656,924600
2024-03-08 00:00:00+00:00,37.90999984741211,38.9900016784668,36.880001068115234,37.529998779296875,734200
2024-03-11 00:00:00+00:00,37.099998474121094,38.36899948120117,36.33000183105469,36.56999969482422,957700
2024-03-12 00:00:00+00:00,37.22999954223633,37.22999954223633,35.33000183105469,35.79999923706055,2016500
2024-03-13 00:00:00+00:00,35.599998474121094,37.4900016784668,35.0,37.369998931884766,1053600
2024-03-14 00:00:00+00:00,37.060001373291016,37.41999816894531,33.845001220703125,34.61000061035156,1792100
2024-03-15 00:00:00+00:00,34.040000915527344,35.45000076293945,33.505001068115234,35.40999984741211,3022600
