"('date', '')","('open', 'BXMX')","('high', 'BXMX')","('low', 'BXMX')","('close', 'BXMX')","('volume', 'BXMX')"
2004-10-27 00:00:00+00:00,3.528912639151593,3.564201900160443,3.528912639151593,3.539499282836914,303200
2004-10-28 00:00:00+00:00,3.5465557575225826,3.5553779007416595,3.5289111345412385,3.546555757522583,99000
2004-10-29 00:00:00+00:00,3.5342066831188514,3.546557825444522,3.5306776891562635,3.5430288314819336,53700
2004-11-01 00:00:00+00:00,3.5447927170265956,3.5447927170265956,3.5289125834774806,3.530677080154419,64500
2004-11-02 00:00:00+00:00,3.5324421861375574,3.544793328463228,3.5306776891562635,3.5430288314819336,38800
2004-11-03 00:00:00+00:00,3.5447934503565968,3.5447934503565968,3.5289133135222746,3.5377354621887207,81300
2004-11-04 00:00:00+00:00,3.5377341324459413,3.541263125203422,3.5289119870955115,3.5359699726104736,61400
2004-11-05 00:00:00+00:00,3.5377352861644047,3.5377352861644047,3.5306776348910898,3.5342066287994385,68600
2004-11-08 00:00:00+00:00,3.5306770801544185,3.5359705701852335,3.5289125834774806,3.530677080154419,62200
2004-11-09 00:00:00+00:00,3.5306776348910898,3.535971125753613,3.5289131379369154,3.5342066287994385,89700
2004-11-10 00:00:00+00:00,3.5342066287994385,3.535971125753613,3.5289131379369154,3.5342066287994385,58700
2004-11-11 00:00:00+00:00,3.5306780725597617,3.532442569732666,3.5306780725597617,3.532442569732666,30100
2004-11-12 00:00:00+00:00,3.5342070669055703,3.5342070669055703,3.5289135753868575,3.532442569732666,39300
2004-11-15 00:00:00+00:00,3.5342055333925746,3.5536143207860844,3.5289120441707382,3.5447921752929688,60500
2004-11-16 00:00:00+00:00,3.5465557575225826,3.5624358845514736,3.5324401264461454,3.546555757522583,35400
2004-11-17 00:00:00+00:00,3.5642022696385443,3.571259920645935,3.546557637305013,3.5624377727508545,71500
2004-11-18 00:00:00+00:00,3.553615288312404,3.573024417533625,3.546557637305013,3.5624377727508545,60300
2004-11-19 00:00:00+00:00,3.562436802822478,3.5730234447228724,3.5289120441707382,3.5447921752929688,152200
2004-11-22 00:00:00+00:00,3.544791261570129,3.57125802777055,3.5289111345412385,3.546555757522583,86300
2004-11-23 00:00:00+00:00,3.52891206741333,3.534205556670031,3.52891206741333,3.52891206741333,509700
2004-11-24 00:00:00+00:00,3.5289131379369154,3.5377352861644047,3.5289131379369154,3.5342066287994385,201700
2004-11-26 00:00:00+00:00,3.52891206741333,3.5359700530889313,3.52891206741333,3.52891206741333,77900
2004-11-29 00:00:00+00:00,3.5306765638322304,3.534205556670031,3.52891206741333,3.52891206741333,313300
2004-11-30 00:00:00+00:00,3.52891206741333,3.534205556670031,3.52891206741333,3.52891206741333,111900
2004-12-01 00:00:00+00:00,3.5289135753868575,3.543029216226668,3.5289135753868575,3.532442569732666,142600
2004-12-02 00:00:00+00:00,3.5377342129645513,3.5394987093834516,3.52891206741333,3.52891206741333,116100
2004-12-03 00:00:00+00:00,3.5200905571924404,3.5289127043359434,3.5200905571924404,3.525383710861206,132900
2004-12-06 00:00:00+00:00,3.5271472351194517,3.5271472351194517,3.5112671054048255,3.518325090408325,160900
2004-12-07 00:00:00+00:00,3.5289127043359434,3.5289127043359434,3.5112680735055957,3.525383710861206,73100
2004-12-08 00:00:00+00:00,3.5271482075985747,3.5289127043359434,3.5112680735055957,3.525383710861206,38400
2004-12-09 00:00:00+00:00,3.525382142636331,3.5483202534750364,3.525382142636331,3.546555757522583,98200
2004-12-10 00:00:00+00:00,3.5377328822071266,3.5553775032156296,3.5289107399744517,3.550084352493286,114000
2004-12-13 00:00:00+00:00,3.567729056688463,3.569493552651215,3.5394977943708184,3.5642004013061523,103800
2004-12-14 00:00:00+00:00,3.5642020863702784,3.5712597370147705,3.5394994677561744,3.5712597370147705,181500
2004-12-15 00:00:00+00:00,3.5360768110985563,3.589384706092711,3.5360768110985563,3.5804998874664307,129100
2004-12-16 00:00:00+00:00,3.585829510584502,3.585829510584502,3.5609527050704592,3.5645062923431396,129100
2004-12-17 00:00:00+00:00,3.571616389537121,3.5929392822591377,3.562731568468556,3.578723907470703,76500
2004-12-20 00:00:00+00:00,3.5929384356070275,3.603600218376927,3.566284656524658,3.566284656524658,85300
2004-12-21 00:00:00+00:00,3.564508325530219,3.578723699492524,3.5627313614197744,3.57694673538208,87100
2004-12-22 00:00:00+00:00,3.580499006152776,3.6071527776286345,3.562729712195173,3.5964913368225098,73200
2004-12-23 00:00:00+00:00,3.5964927370243434,3.6071541819812274,3.5645080632324673,3.5982697010040283,66500
2004-12-27 00:00:00+00:00,3.6018217662276184,3.6071523164886745,3.5733910350984877,3.589383363723755,47000
2004-12-28 00:00:00+00:00,3.589383363723755,3.6089292795493764,3.5804985484202456,3.589383363723755,105600
2004-12-29 00:00:00+00:00,3.589382812681863,3.6000442504882812,3.5822749615302527,3.6000442504882812,46700
2004-12-30 00:00:00+00:00,3.5982683594339195,3.601822286068251,3.5822760285005253,3.592937469482422,63100
2004-12-31 00:00:00+00:00,3.6071541819812274,3.642692783732473,3.5893852200268292,3.5982697010040283,60700
2005-01-03 00:00:00+00:00,3.5982702583602517,3.6338088656162713,3.564508615359161,3.5680625438690186,76800
2005-01-04 00:00:00+00:00,3.566285289640663,3.58938548415519,3.5591777721201354,3.57694673538208,67000
2005-01-05 00:00:00+00:00,3.5645066754830426,3.6071527776286345,3.5645066754830426,3.5964913368225098,75600
2005-01-06 00:00:00+00:00,3.5982678401062147,3.6071523164886745,3.576944622298842,3.589383363723755,61700
2005-01-07 00:00:00+00:00,3.6018217662276184,3.614260168731482,3.5733910350984877,3.589383363723755,86800
2005-01-10 00:00:00+00:00,3.6018217662276184,3.6018217662276184,3.5733910350984877,3.589383363723755,134100
2005-01-11 00:00:00+00:00,3.5858321811572704,3.6071550763579476,3.576947359055898,3.6018245220184326,78200
2005-01-12 00:00:00+00:00,3.6003917004618566,3.6147073589774967,3.580707542010768,3.605759859085083,98800
2005-01-13 00:00:00+00:00,3.6182867054488113,3.623655206404797,3.6057605445304644,3.61112904548645,62500
2005-01-14 00:00:00+00:00,3.6200755792256825,3.6451282380386933,3.609338920484236,3.632601737976074,107300
2005-01-18 00:00:00+00:00,3.650495481351235,3.659442979152279,3.6236536705723865,3.639758825302124,108400
2005-01-19 00:00:00+00:00,3.6290210260386155,3.6558628283617582,3.618284032059731,3.6254420280456543,122600
2005-01-20 00:00:00+00:00,3.623655080795288,3.6558654027900994,3.611128920311145,3.623655080795288,138200
2005-01-21 00:00:00+00:00,3.641549742049325,3.6504969020202056,3.6147079208244075,3.623655080795288,131000
2005-01-24 00:00:00+00:00,3.6415481567382817,3.6504953128141087,3.6147063471986733,3.6415481567382812,133200
2005-01-25 00:00:00+00:00,3.65407438908297,3.65407438908297,3.6147064236793973,3.621864080429077,164500
2005-01-26 00:00:00+00:00,3.6487052620105973,3.6487052620105973,3.6057583049741613,3.614705801010132,192800
2005-01-27 00:00:00+00:00,3.6147064442384518,3.6379692554473877,3.6147064442384518,3.6379692554473877,71700
2005-01-28 00:00:00+00:00,3.637970238002911,3.661233055494749,3.6236545792435737,3.632601737976074,116100
2005-01-31 00:00:00+00:00,3.637968799787665,3.641547798390654,3.6182846487833187,3.629021644592285,113400
2005-02-01 00:00:00+00:00,3.6379707990042633,3.6504969596862797,3.6272341386071467,3.6504969596862793,118300
2005-02-02 00:00:00+00:00,3.643337509853545,3.666600319503444,3.6379690116364394,3.659442663192749,102400
2005-02-03 00:00:00+00:00,3.6594464109816514,3.677340740740761,3.6487094035512313,3.6612355709075928,95500
2005-02-04 00:00:00+00:00,3.668391704559326,3.69165452616693,3.6630232035826693,3.668391704559326,111600
2005-02-07 00:00:00+00:00,3.6683898889969413,3.6862845420837402,3.650495235910142,3.6862845420837402,103100
2005-02-08 00:00:00+00:00,3.6862849209641553,3.7041795758901865,3.6612322675428497,3.689863920211792,124400
2005-02-09 00:00:00+00:00,3.7006001962907558,3.707757852738204,3.6719688878767247,3.6862845420837402,165400
2005-02-10 00:00:00+00:00,3.6880759364220554,3.711338758468628,3.6773389342661345,3.711338758468628,127700
2005-02-11 00:00:00+00:00,3.729716346510009,3.7405270219041773,3.70088764968211,3.738725185394287,130100
2005-02-14 00:00:00+00:00,3.7387239766630382,3.7387239766630382,3.7080934532281122,3.717102289199829,125800
2005-02-15 00:00:00+00:00,3.720705083984413,3.727912425994873,3.709894414633705,3.727912425994873,130000
2005-02-16 00:00:00+00:00,3.7297167755332663,3.733320105302358,3.7008880753892495,3.731518268585205,153600
2005-02-17 00:00:00+00:00,3.7477342786871044,3.7567434618481297,3.709896740406391,3.720707416534424,171800
2005-02-18 00:00:00+00:00,3.7297160384447827,3.7297160384447827,3.706292509416106,3.7261123657226562,101900
2005-02-22 00:00:00+00:00,3.7261129120591656,3.7261129120591656,3.6684555147117828,3.6756625175476074,157200
2005-02-23 00:00:00+00:00,3.684672250551771,3.7116991166335302,3.6684560621696654,3.70989727973938,163800
2005-02-24 00:00:00+00:00,3.7098964649238044,3.7387251615679826,3.699085789598531,3.735121488571167,77800
2005-02-25 00:00:00+00:00,3.747733831405639,3.774761033997897,3.7351213201506694,3.7477338314056396,93300
2005-02-28 00:00:00+00:00,3.7747592975419457,3.80178614403622,3.7315159307531083,3.7567412853240967,147300
2005-03-01 00:00:00+00:00,3.7621477608135496,3.7801657793168135,3.7459319221922422,3.7783639430999756,123400
2005-03-02 00:00:00+00:00,3.774761237946782,3.7801664038251475,3.744130704530403,3.7603468894958496,105500
2005-03-03 00:00:00+00:00,3.760345144165682,3.772957650248121,3.7495341300964355,3.7495341300964355,91100
2005-03-04 00:00:00+00:00,3.7567434524801815,3.7837703145654666,3.7495361059693337,3.76214861869812,165200
2005-03-07 00:00:00+00:00,3.7801662478841247,3.7837699207644917,3.7495357157313296,3.75494122505188,135600
2005-03-08 00:00:00+00:00,3.753138303756714,3.756741975595429,3.7369221241475556,3.753138303756714,127100
2005-03-09 00:00:00+00:00,3.7477315301531315,3.7477315301531315,3.7134976902434484,3.722506523132324,116800
2005-03-10 00:00:00+00:00,3.729714794544309,3.7513361363358237,3.6990842739521375,3.7189037799835205,123900
2005-03-11 00:00:00+00:00,3.7446688583186223,3.748297496572231,3.6920549878252564,3.706569194793701,97200
