"('date', '')","('open', 'ALUR')","('high', 'ALUR')","('low', 'ALUR')","('close', 'ALUR')","('volume', 'ALUR')"
2025-09-26 00:00:00+00:00,2.0,2.125499963760376,2.014699935913086,2.0899999141693115,21684
