"('date', '')","('open', 'AIN')","('high', 'AIN')","('low', 'AIN')","('close', 'AIN')","('volume', 'AIN')"
2024-02-27 00:00:00+00:00,94.69783746975573,96.39672148890554,90.3627728617019,92.25691986083984,136900
2024-02-28 00:00:00+00:00,91.63204483133076,91.9737718040851,89.66954500338534,90.65567779541016,97900
2024-02-29 00:00:00+00:00,91.97377628679628,92.31551072529575,90.59710257257696,91.65158081054688,99900
2024-03-01 00:00:00+00:00,91.76872507515222,92.00305850018987,90.47016272790542,91.63203430175781,99400
2024-03-04 00:00:00+00:00,91.7687354073808,92.30574025552615,91.0559916443035,91.48558807373047,75700
2024-03-05 00:00:00+00:00,90.80213322792356,91.73944467703078,89.513329054265,90.30418395996094,82700
2024-03-06 00:00:00+00:00,91.19269084647225,91.92496618927193,90.8119082641436,91.85662078857422,210500
2024-03-07 00:00:00+00:00,92.85250575370057,93.94603954065923,92.59864823279973,93.81910705566406,140400
2024-03-08 00:00:00+00:00,94.78571949460043,95.29342710706628,93.17471229592121,93.2235336303711,95100
2024-03-11 00:00:00+00:00,92.43266521859425,93.03801546067575,91.96401321428348,92.72557830810547,62500
2024-03-12 00:00:00+00:00,92.26668387429034,92.39360890588443,91.10480473068331,91.12433624267578,158600
2024-03-13 00:00:00+00:00,90.80213416938238,91.6418104146178,90.40182010984697,91.07551574707031,118000
2024-03-14 00:00:00+00:00,90.56637785667563,90.69365764449599,88.75505179352402,89.56770324707031,153700
2024-03-15 00:00:00+00:00,88.9998253673654,90.44888322307867,88.9998253673654,90.25306701660156,297700
2024-03-18 00:00:00+00:00,90.17474550214672,90.51742762867116,89.41105177163223,89.81248474121094,121100
2024-03-19 00:00:00+00:00,89.78310687971536,90.87969717032034,89.20544378237226,90.03767395019531,169500
2024-03-20 00:00:00+00:00,89.48938617410859,92.02524151985928,89.34252026325538,91.39862060546875,99600
2024-03-21 00:00:00+00:00,91.81962976655201,92.95538481207501,91.53569100517126,92.78893280029297,90300
2024-03-22 00:00:00+00:00,92.92602184555302,92.92602184555302,91.26155386089866,91.32029724121094,86200
2024-03-25 00:00:00+00:00,91.99586568943356,92.0252373762996,90.51742853459145,90.62512969970703,66200
2024-03-26 00:00:00+00:00,91.39861836939033,92.749775752291,90.65450325053999,92.64207458496094,132800
2024-03-27 00:00:00+00:00,93.6603250685926,94.47296905517578,93.01411813598602,94.47296905517578,97100
2024-03-28 00:00:00+00:00,92.28958932020839,92.41686910865312,90.4488840939981,91.55526733398438,198100
2024-04-01 00:00:00+00:00,92.09377026157681,92.09377026157681,88.76484973296908,88.7746353149414,130200
2024-04-02 00:00:00+00:00,88.1578118371968,88.1578118371968,86.07233987838671,86.87519836425781,225600
2024-04-03 00:00:00+00:00,86.10171875090563,87.58014857503063,86.10171875090563,87.3157958984375,165300
2024-04-04 00:00:00+00:00,87.81512164834844,88.6767234295458,86.82623260783232,87.2668228149414,227600
2024-04-05 00:00:00+00:00,86.8653944253137,88.0990574216444,86.73810717027149,87.25703430175781,140400
2024-04-08 00:00:00+00:00,87.83472064275325,88.07949469675822,86.74792324537829,86.86541748046875,156000
2024-04-09 00:00:00+00:00,87.02205624573207,87.94240894437074,86.54230126172074,87.70742797851562,100900
2024-04-10 00:00:00+00:00,85.27925491373423,86.96330112638552,85.11281039664664,86.93392944335938,182000
2024-04-11 00:00:00+00:00,87.31578117348853,89.53832579641153,86.69895338551923,89.25439453125,412000
2024-04-12 00:00:00+00:00,88.4613163556741,88.69629728882468,86.91434298345531,87.66825103759766,199700
2024-04-15 00:00:00+00:00,88.09906799532966,88.63756635390045,87.07101413001507,87.6095199584961,120400
2024-04-16 00:00:00+00:00,86.74789596896007,87.46263926867653,86.1604399180461,86.63040924072266,162200
2024-04-17 00:00:00+00:00,87.48223195734451,87.96198693785864,86.09191733713041,86.11149597167969,170900
2024-04-18 00:00:00+00:00,86.46395752069279,87.56054763031513,85.92545925152183,85.9939956665039,188000
2024-04-19 00:00:00+00:00,85.85693027119376,87.31578121351605,85.67089964160093,86.3856430053711,150700
2024-04-22 00:00:00+00:00,86.77728034202909,86.9045676094471,85.44570911459957,85.73944091796875,136100
2024-04-23 00:00:00+00:00,85.75901474404603,86.69895347416451,85.75901474404603,86.23877716064453,198700
2024-04-24 00:00:00+00:00,85.63173495367418,86.47375810821933,85.37716790302086,86.23877716064453,200900
2024-04-25 00:00:00+00:00,85.61216423587109,86.08212617447153,84.77014100347577,85.55341339111328,177300
2024-04-26 00:00:00+00:00,85.96463166016468,86.26814902934237,85.50445534566326,85.84713745117188,125300
2024-04-29 00:00:00+00:00,85.83735775940448,86.88499034210497,85.83735775940448,86.45419311523438,161300
2024-04-30 00:00:00+00:00,83.85957671895106,85.01491033666706,76.90799637875581,78.0829086303711,519200
2024-05-01 00:00:00+00:00,78.4353781900673,81.99928689763755,78.09269609701427,80.0019302368164,328900
2024-05-02 00:00:00+00:00,80.78521664480382,81.94055027498806,79.7082124908819,81.91117858886719,244100
2024-05-03 00:00:00+00:00,83.27211618522173,83.73228502164072,81.65660632233359,82.90005493164062,289700
2024-05-06 00:00:00+00:00,84.26100281406647,85.55340928810132,83.88894900802507,84.8288803100586,139500
2024-05-07 00:00:00+00:00,84.98555230787134,86.35628099839256,84.64286266532993,85.72966003417969,272200
2024-05-08 00:00:00+00:00,84.89741601751592,86.84581502914345,84.89741601751592,86.05274963378906,108700
2024-05-09 00:00:00+00:00,86.35627245067673,87.44306971195313,86.30732212795252,87.10038757324219,108900
2024-05-10 00:00:00+00:00,87.24725209087735,88.07948226303033,86.52272308487585,86.97310638427734,82100
2024-05-13 00:00:00+00:00,87.73679346829095,88.030525257295,87.1982876784201,87.88365936279297,116700
2024-05-14 00:00:00+00:00,89.21523456981834,89.7047825937464,88.54944895847977,88.90192413330078,129000
2024-05-15 00:00:00+00:00,89.74394266420175,89.97892361189035,89.0096206665039,89.0096206665039,107800
2024-05-16 00:00:00+00:00,88.64736194892564,88.9508793500971,87.94241156047923,88.2067642211914,102800
2024-05-17 00:00:00+00:00,88.37321168815089,88.62777128317161,87.87387061037782,88.216552734375,70200
2024-05-20 00:00:00+00:00,88.09906581914638,89.16627692752488,88.09906581914638,88.65715026855469,78900
2024-05-21 00:00:00+00:00,88.2361521728215,89.19566226501502,88.2361521728215,88.8236083984375,67300
2024-05-22 00:00:00+00:00,88.37321629898075,88.88234298549571,87.93261857093064,88.30467987060547,116300
2024-05-23 00:00:00+00:00,88.28509019161021,88.28509019161021,86.35626975267117,86.69895935058594,105300
2024-05-24 00:00:00+00:00,87.30598803821003,87.30598803821003,85.94504520342561,86.4345932006836,84600
2024-05-28 00:00:00+00:00,86.85560837174941,86.85560837174941,85.38696431919381,85.56320190429688,78700
2024-05-29 00:00:00+00:00,83.67355501668675,83.92812210401883,83.1350566229932,83.55606079101562,98900
2024-05-30 00:00:00+00:00,84.38829004543055,85.10302597120537,83.70291833574885,84.77992248535156,178200
2024-05-31 00:00:00+00:00,84.70160896189165,86.08213063166068,84.70160896189165,85.88631439208984,189500
2024-06-03 00:00:00+00:00,87.16891432429334,87.46264610767267,85.06385646316687,85.13239288330078,138600
2024-06-04 00:00:00+00:00,84.65264414580929,85.80797779123759,84.47640655684869,85.00511932373047,95900
2024-06-05 00:00:00+00:00,85.35759078921919,86.21919259226975,84.68201214926798,86.12128448486328,104400
2024-06-06 00:00:00+00:00,85.66110458902531,85.99400110420923,83.8889432682078,84.27079010009766,102300
2024-06-07 00:00:00+00:00,83.34766741722252,84.14313583878037,82.78789195528475,82.85663604736328,66900
2024-06-10 00:00:00+00:00,81.90402382306655,82.4932598952382,81.42281523825642,82.10043334960938,102700
2024-06-11 00:00:00+00:00,81.70761405338321,82.08080267648569,80.36219294285347,82.0611572265625,157400
2024-06-12 00:00:00+00:00,84.4770298924361,85.48856076400162,84.02528195095763,84.25115966796875,141300
2024-06-13 00:00:00+00:00,83.88779505165064,83.88779505165064,82.33613416864988,83.04322052001953,139800
2024-06-14 00:00:00+00:00,81.74689149095082,82.29685166048095,80.53895864791993,81.7959976196289,103400
2024-06-17 00:00:00+00:00,81.27551916680923,83.08251111662723,81.098747563671,82.98430633544922,102800
2024-06-18 00:00:00+00:00,83.07268195402031,83.64228013028094,82.37541832137462,83.58335876464844,116000
2024-06-20 00:00:00+00:00,82.90572730793795,84.33953788117314,82.25756985355049,82.43434143066406,92000
2024-06-21 00:00:00+00:00,82.98430000863046,83.79941386609738,82.01206001176709,83.60299682617188,400500
2024-06-24 00:00:00+00:00,83.93691030552141,84.6930953791325,83.51462299381673,84.12350463867188,111500
2024-06-25 00:00:00+00:00,83.53424071004343,83.74047295286879,82.32630793170311,82.63074493408203,98900
2024-06-26 00:00:00+00:00,82.32631701507957,83.83869445520806,81.70761272579662,82.80752563476562,109800
2024-06-27 00:00:00+00:00,83.35747990601281,83.67173967267611,82.77806650507331,83.44586944580078,81800
2024-06-28 00:00:00+00:00,84.20205001866896,84.66362066574736,82.532546500662,82.93518829345703,950300
2024-07-01 00:00:00+00:00,82.87626883883186,82.9450129266248,80.342545330103,80.88268280029297,132400
2024-07-02 00:00:00+00:00,81.04963497329832,81.97277632646525,81.04963497329832,81.2755126953125,94600
2024-07-03 00:00:00+00:00,81.70761158834999,81.97277270650673,80.78447776849303,81.30496978759766,58000
2024-07-05 00:00:00+00:00,80.79429395407055,81.5995850576221,80.11667579504324,80.96125030517578,75800
2024-07-08 00:00:00+00:00,81.76653848600996,82.85662862890118,81.04962945348362,81.06927490234375,178600
2024-07-09 00:00:00+00:00,80.69609115032002,81.31479545336815,79.7925952545711,79.83187866210938,118100
2024-07-10 00:00:00+00:00,80.48984796363742,81.42281190791381,79.93989531777704,81.24604034423828,70800
2024-07-11 00:00:00+00:00,83.65209061781542,85.6063930483496,82.67002804070678,84.84038543701172,141300
2024-07-12 00:00:00+00:00,86.19563907672548,87.14824108562979,85.85191863344653,86.01886749267578,136900
2024-07-15 00:00:00+00:00,87.0107559055975,88.86685385578497,85.77335477462454,88.19905090332031,143700
2024-07-16 00:00:00+00:00,89.74088985631175,92.26479078075994,89.16147644018484,91.95053100585938,144300
2024-07-17 00:00:00+00:00,90.92918223160899,92.84420900129727,89.59358384635941,89.80963134765625,184100
2024-07-18 00:00:00+00:00,88.90613027376551,90.67384603617148,87.8062249038626,88.2776107788086,122900
2024-07-19 00:00:00+00:00,88.29725581916514,88.95523599169479,87.08931547168447,87.31519317626953,133600
2024-07-22 00:00:00+00:00,87.5999931207684,89.0632719931524,86.74560333502718,88.77847290039062,105300
2024-07-23 00:00:00+00:00,88.54277790489621,90.88990719233006,88.54277790489621,89.44627380371094,155100
2024-07-24 00:00:00+00:00,89.20075195859577,90.69348388420175,88.23832726853553,88.25797271728516,93500
2024-07-25 00:00:00+00:00,88.81775808232983,91.66573408172297,88.81775808232983,89.91766357421875,173400
2024-07-26 00:00:00+00:00,91.50860095892251,92.01927025656684,90.1533571558119,90.45779418945312,88000
2024-07-29 00:00:00+00:00,90.84080500849073,91.65591889488564,89.98640771271657,90.37923431396484,107300
2024-07-30 00:00:00+00:00,91.09614003461456,91.73448230133009,90.12389254686806,91.35147094726562,118000
2024-07-31 00:00:00+00:00,91.3809361963622,93.75752610521688,90.52653895972965,91.90142822265625,155500
2024-08-01 00:00:00+00:00,91.70501478073234,92.45138455141525,87.51161023175385,88.21869659423828,195100
2024-08-02 00:00:00+00:00,84.71272989656735,85.67514713875217,84.19223786869586,85.11537170410156,190200
2024-08-05 00:00:00+00:00,80.82376263708662,83.49496686851376,79.91044403282515,82.84680938720703,220000
2024-08-06 00:00:00+00:00,82.28703461137495,85.17430134977036,82.28703461137495,84.29044342041016,113900
2024-08-07 00:00:00+00:00,86.22510194127149,88.73917987733977,85.03679956511647,85.832275390625,331400
2024-08-08 00:00:00+00:00,86.69649405885806,88.24815492488814,86.26438407273733,87.48214721679688,157400
2024-08-09 00:00:00+00:00,87.3348320374007,87.85532404472195,86.27420257387244,87.43303680419922,129400
2024-08-12 00:00:00+00:00,87.23663661105824,87.46250684962449,85.15466086631197,85.34125518798828,102600
2024-08-13 00:00:00+00:00,86.2840321704112,87.00093376842715,84.62434375691954,86.43134307861328,213600
2024-08-14 00:00:00+00:00,87.27591676402032,87.27591676402032,85.42963405222412,85.87156677246094,88600
2024-08-15 00:00:00+00:00,88.14994814285996,88.64097948223689,87.39375568439505,87.70801544189453,84200
2024-08-16 00:00:00+00:00,87.52142923968127,87.86514968113917,86.68666996287017,87.32501220703125,71600
2024-08-19 00:00:00+00:00,87.7669452310221,88.17940976227516,86.96165412558075,87.80622863769531,61400
2024-08-20 00:00:00+00:00,87.38394900343262,87.38394900343262,86.1072643991017,86.9027328491211,63800
2024-08-21 00:00:00+00:00,87.34466096469725,87.89461369185906,86.12689779377617,87.71784210205078,110700
2024-08-22 00:00:00+00:00,87.61962461968815,88.53294311913677,86.92236108672844,87.57051849365234,211500
2024-08-23 00:00:00+00:00,88.55258830033411,90.88007950306786,88.55258830033411,89.78016662597656,121000
2024-08-26 00:00:00+00:00,90.78187613621881,91.71483268108447,89.91765618640444,89.93730163574219,83400
2024-08-27 00:00:00+00:00,89.63286550041342,90.53636894092176,89.08291274818214,90.03551483154297,130500
2024-08-28 00:00:00+00:00,90.00604060842967,91.51841794211508,89.41680453502393,90.6934814453125,104600
2024-08-29 00:00:00+00:00,91.59697956878243,92.36299472533747,90.29084194574521,91.41039276123047,156200
2024-08-30 00:00:00+00:00,91.16487842500698,92.51029947248853,90.8113352683952,92.47102355957031,101500
2024-09-03 00:00:00+00:00,91.15141468118296,91.9983277573269,87.57665891556836,87.606201171875,215300
2024-09-04 00:00:00+00:00,87.49786399063572,88.95534440318043,87.48801406862627,88.04934692382812,173900
2024-09-05 00:00:00+00:00,87.70466782026662,88.09858205692184,84.71093014029175,85.07530212402344,99000
2024-09-06 00:00:00+00:00,85.60708279731837,86.21765022254421,83.24360495746642,83.28299713134766,144900
2024-09-09 00:00:00+00:00,83.63753976847474,84.38597622985114,82.8595610477385,83.89358520507812,299400
2024-09-10 00:00:00+00:00,84.40565707944627,84.40565707944627,83.1057452514634,84.1693115234375,80900
2024-09-11 00:00:00+00:00,83.21407736102856,83.21407736102856,80.88999128574015,82.9284896850586,299700
2024-09-12 00:00:00+00:00,83.69661396667134,84.2579393651646,82.42624437780974,83.58828735351562,98600
2024-09-13 00:00:00+00:00,84.85866480388717,85.7055779415883,83.49966832197377,84.13977813720703,110300
2024-09-16 00:00:00+00:00,84.7700236740016,85.07530364405144,83.31254322632344,84.48443603515625,134100
2024-09-17 00:00:00+00:00,84.92758452714732,86.35552271571872,84.49428562276121,85.23287200927734,120500
2024-09-18 00:00:00+00:00,85.41997961940318,88.14782968081187,84.62230868729742,85.68587493896484,132300
2024-09-19 00:00:00+00:00,88.29555010972422,88.29555010972422,86.3555285349502,87.1236572265625,102100
2024-09-20 00:00:00+00:00,86.52293804853491,86.71004901316796,85.17378414521848,85.68587493896484,485300
2024-09-23 00:00:00+00:00,86.20780764116176,86.22749997313468,84.90789584555183,84.9571304321289,79600
2024-09-24 00:00:00+00:00,85.44952411053713,85.88283056069524,84.67155300344751,85.26242065429688,120300
2024-09-25 00:00:00+00:00,85.58739999939081,85.58739999939081,84.60261808254566,85.27226257324219,152300
2024-09-26 00:00:00+00:00,86.44416293804011,87.10396507622556,85.56770755727663,85.83360290527344,140000
2024-09-27 00:00:00+00:00,86.7691415464886,87.89179241152213,85.84344407369977,85.86314392089844,111200
2024-09-30 00:00:00+00:00,85.70556861919984,87.56680583225025,84.70109437457332,87.49787139892578,150800
2024-10-01 00:00:00+00:00,86.94639914081498,86.94639914081498,85.02606983313002,86.1290283203125,106600
2024-10-02 00:00:00+00:00,85.58739422436508,86.82821394629678,85.5480020487545,85.59723663330078,54900
2024-10-03 00:00:00+00:00,81.2445033928261,82.54441514657974,75.89713759625761,76.15318298339844,264500
2024-10-04 00:00:00+00:00,77.2462908393393,77.80761619418763,76.03500585609329,76.53724670410156,294200
2024-10-07 00:00:00+00:00,76.09409089134671,76.36983612285677,72.46025094295307,73.01172637939453,287900
2024-10-08 00:00:00+00:00,73.27762974362477,73.27762974362477,71.36715032410171,71.71182250976562,231600
2024-10-09 00:00:00+00:00,71.42623611899559,71.97771162594948,70.31343518152353,70.39221954345703,221200
2024-10-10 00:00:00+00:00,69.45666241437617,69.47636225874326,68.13705834677069,69.15138244628906,380000
2024-10-11 00:00:00+00:00,69.45666724736869,71.61334204499151,69.28925612504547,71.24897003173828,195700
2024-10-14 00:00:00+00:00,70.94369210799994,71.97770864065234,70.49069331560602,71.93832397460938,210300
2024-10-15 00:00:00+00:00,71.84968714530298,73.87833547263757,71.84968714530298,72.92310333251953,168300
2024-10-16 00:00:00+00:00,73.67153666919697,74.54799202021731,72.93295019272207,74.10484313964844,240300
2024-10-17 00:00:00+00:00,74.44950194407987,74.44950194407987,73.0905057764234,74.2426986694336,279500
2024-10-18 00:00:00+00:00,74.6563105452901,74.68585279902037,73.14959549873151,73.3760986328125,251500
2024-10-21 00:00:00+00:00,73.64199061914621,73.68138279745737,70.84521357866232,72.3519287109375,494600
2024-10-22 00:00:00+00:00,72.2534550698388,72.2534550698388,70.35282558756322,71.1701889038086,202100
2024-10-23 00:00:00+00:00,70.76643555170476,72.58828076013333,70.68765118803563,72.19436645507812,179600
2024-10-24 00:00:00+00:00,72.20421478818571,72.3913257694552,69.7225674936029,70.39221954345703,210500
2024-10-25 00:00:00+00:00,71.03231386626916,71.57394690228062,69.99829740655107,70.02783966064453,138600
2024-10-28 00:00:00+00:00,70.67779120567712,71.95801063658827,70.55962219028122,71.1504898071289,298000
2024-10-29 00:00:00+00:00,70.39221173831385,71.25881708362157,70.11646650212147,70.57931518554688,251800
2024-10-30 00:00:00+00:00,69.85057799181531,71.14063983083894,69.60438252554124,69.6733169555664,185600
2024-10-31 00:00:00+00:00,72.47994439963149,72.47994439963149,66.36444986572056,66.88638305664062,438000
2024-11-01 00:00:00+00:00,66.9356282905264,68.60975454886032,66.9356282905264,68.47188568115234,307100
2024-11-04 00:00:00+00:00,67.92040197648261,70.15585335756879,67.81207537737427,69.23016357421875,307900
2024-11-05 00:00:00+00:00,68.88548795802554,72.65720427714918,68.88548795802554,72.27313995361328,257700
2024-11-06 00:00:00+00:00,75.21764351123855,79.40296684742731,75.21764351123855,78.91057586669922,428900
2024-11-07 00:00:00+00:00,78.71361076424233,80.61423996750081,78.22121985680013,80.1218490600586,403100
2024-11-08 00:00:00+00:00,80.05292071540997,82.1505034356894,79.16661551202093,80.71272277832031,337500
2024-11-11 00:00:00+00:00,81.37252454868133,83.00726608608721,80.97861780484864,82.01263427734375,286000
2024-11-12 00:00:00+00:00,82.21943492899265,82.21943492899265,79.92489891809332,80.0430679321289,248800
2024-11-13 00:00:00+00:00,80.54531320501776,81.95355163483038,80.53546328221076,80.86044311523438,200000
2024-11-14 00:00:00+00:00,81.37252228096284,81.84522087899407,78.91056763417151,79.29463195800781,220900
2024-11-15 00:00:00+00:00,79.92490150451832,80.61424581966452,78.60528986986618,78.87117767333984,262600
2024-11-18 00:00:00+00:00,78.84163968636906,80.88013800097096,78.69392840604931,80.61425018310547,261800
2024-11-19 00:00:00+00:00,79.49159259904077,82.55426477151626,79.49159259904077,82.25882720947266,405300
2024-11-20 00:00:00+00:00,81.54978940530526,82.96787779199691,81.15588264303749,82.28837585449219,508800
2024-11-21 00:00:00+00:00,83.02696620050621,83.95266366452037,80.95892554837842,81.27405548095703,312500
2024-11-22 00:00:00+00:00,81.68766193827247,83.82464453719265,81.303597568534,83.48981475830078,265600
2024-11-25 00:00:00+00:00,84.19885291024164,86.7888266166145,83.73600421258531,84.9275894165039,396200
2024-11-26 00:00:00+00:00,84.4056555170203,84.54352438158082,81.75658980899824,81.80583190917969,361300
2024-11-27 00:00:00+00:00,82.56410737797688,82.83000268710994,81.09678451310666,81.14602661132812,155800
2024-11-29 00:00:00+00:00,81.49070131896492,81.95355000894519,81.10663698329822,81.63842010498047,142300
2024-12-02 00:00:00+00:00,81.6581198927741,83.89357919247227,80.22033910507675,83.85418701171875,299000
2024-12-03 00:00:00+00:00,83.87387150441441,83.87387150441441,81.67781210406089,81.82552337646484,198600
2024-12-04 00:00:00+00:00,81.56948192079564,82.23913387507551,80.84073794685425,80.98845672607422,169300
2024-12-05 00:00:00+00:00,80.63394093012296,81.02785520090455,79.03859902772773,79.17646789550781,378600
2024-12-06 00:00:00+00:00,79.59007175624049,80.36805034807094,78.71361647843051,78.87117767333984,279800
2024-12-09 00:00:00+00:00,79.93474854012851,81.78614340216912,79.70825290059587,80.79151153564453,224600
2024-12-10 00:00:00+00:00,80.61425052580836,82.26868449203226,79.26509655792965,81.34298706054688,185900
2024-12-11 00:00:00+00:00,82.02248663385454,82.83000750393711,80.57485601611499,80.66349029541016,209300
2024-12-12 00:00:00+00:00,80.47637877194818,81.22481512619628,79.19615928546773,80.86044311523438,153100
2024-12-13 00:00:00+00:00,80.5748539148253,81.32329025471934,80.06277063802806,80.71272277832031,165700
2024-12-16 00:00:00+00:00,80.25971952686871,81.79597678472557,79.5605253258367,80.08245849609375,242400
2024-12-17 00:00:00+00:00,79.5390302907246,79.9243740580117,78.9659522384397,79.1536865234375,172400
2024-12-18 00:00:00+00:00,79.68724513016548,80.23067500261587,76.19938558009774,76.4266357421875,249300
2024-12-19 00:00:00+00:00,76.97995491349359,78.97583789641644,76.81197855518161,78.303955078125,238800
2024-12-20 00:00:00+00:00,77.28625049598548,81.95978193217228,77.28625049598548,80.2109146118164,825400
2024-12-23 00:00:00+00:00,79.91448684295867,79.91448684295867,78.4916820659274,78.9461898803711,230700
2024-12-24 00:00:00+00:00,79.15367972414562,79.76628112792969,78.62012512181455,79.76628112792969,67200
2024-12-26 00:00:00+00:00,79.22285261510588,79.86509475639176,79.06475899459052,79.84532928466797,123500
2024-12-27 00:00:00+00:00,79.30189960681577,80.16150917079906,78.38300116584419,79.17344665527344,119300
2024-12-30 00:00:00+00:00,78.45216584611846,79.37106429418475,77.52338466209136,78.80786895751953,145800
2024-12-31 00:00:00+00:00,79.489631416758,79.82557661333918,78.91656085041002,79.01536560058594,106800
2025-01-02 00:00:00+00:00,79.62794563014091,80.11210163635968,77.90871915553119,78.2545394897461,138100
2025-01-03 00:00:00+00:00,78.60037859127762,80.24055849858087,77.99765983483272,80.00342559814453,159500
2025-01-06 00:00:00+00:00,80.1417435538567,80.991477838807,78.42251705240012,79.34141540527344,293900
2025-01-07 00:00:00+00:00,79.26237156285733,79.82556686221383,78.36323110795718,79.80580139160156,186100
2025-01-08 00:00:00+00:00,78.95607973282459,80.7049470794926,78.67941589454193,80.62590026855469,193000
2025-01-10 00:00:00+00:00,79.36118427189975,79.79593420921552,76.60448883343845,77.3158950805664,315000
2025-01-13 00:00:00+00:00,76.298191371805,78.99559791377926,76.298191371805,78.82762908935547,254600
2025-01-14 00:00:00+00:00,79.5291482652,80.06270291812724,77.64195281603604,79.93425750732422,174800
2025-01-15 00:00:00+00:00,81.34718365019235,81.34718365019235,79.14380106082629,79.33153533935547,222800
2025-01-16 00:00:00+00:00,79.558792783225,80.7741130300792,78.99559743427281,80.33936309814453,125900
2025-01-17 00:00:00+00:00,81.39658430998733,81.7127640017492,79.70699837541746,80.35912322998047,106800
2025-01-21 00:00:00+00:00,81.27802529655173,82.25620508412011,81.27802529655173,81.60408020019531,178800
2025-01-22 00:00:00+00:00,81.44599131129493,81.44599131129493,79.75640535884241,80.29983520507812,187100
2025-01-23 00:00:00+00:00,80.26031138801123,80.87290524629115,79.4105771281541,79.8255615234375,180300
2025-01-24 00:00:00+00:00,78.9857153128946,80.57649647350345,78.5806060866802,79.9737777709961,154100
