"('date', '')","('open', 'AMCX')","('high', 'AMCX')","('low', 'AMCX')","('close', 'AMCX')","('volume', 'AMCX')"
2025-09-26 00:00:00+00:00,8.119999885559082,8.335000038146973,8.074999809265137,8.329999923706055,206878
