"('date', '')","('open', 'AN')","('high', 'AN')","('low', 'AN')","('close', 'AN')","('volume', 'AN')"
2025-09-26 00:00:00+00:00,217.38999938964844,218.9600067138672,216.18499755859375,217.66000366210938,307379
