"('date', '')","('open', 'BYM')","('high', 'BYM')","('low', 'BYM')","('close', 'BYM')","('volume', 'BYM')"
2002-12-06 00:00:00+00:00,4.139123053724143,4.139123053724143,4.1363654136657715,4.1363654136657715,15800
2002-12-09 00:00:00+00:00,4.1363654136657715,4.139123053724143,4.1363654136657715,4.1363654136657715,31000
2002-12-10 00:00:00+00:00,4.1363654136657715,4.139123053724143,4.1363654136657715,4.1363654136657715,52500
2002-12-11 00:00:00+00:00,4.1363654136657715,4.139123053724143,4.1363654136657715,4.1363654136657715,61400
2002-12-12 00:00:00+00:00,4.1363654136657715,4.139123053724143,4.1363654136657715,4.1363654136657715,52200
2002-12-13 00:00:00+00:00,4.1363676114932275,4.1363676114932275,3.9984886911101203,4.020549297332764,135300
2002-12-16 00:00:00+00:00,4.017794504032971,4.020552147511494,3.998491525650025,3.9984915256500244,33700
2002-12-17 00:00:00+00:00,3.998489287233949,4.012277233924501,3.998489287233949,4.001246929168701,14200
2002-12-18 00:00:00+00:00,4.001246398479194,4.004004040048197,3.984700812048348,3.9957311153411865,88800
2002-12-19 00:00:00+00:00,4.006266994379069,4.009039560983523,3.895366974265951,3.9840869903564453,50200
2002-12-20 00:00:00+00:00,3.9840844131215967,3.995174407958984,3.9840844131215967,3.9951744079589844,18900
2002-12-23 00:00:00+00:00,3.992404069042095,4.089441776275635,3.992404069042095,4.089441776275635,38700
2002-12-24 00:00:00+00:00,4.086667070354483,4.097757065568764,4.086667070354483,4.092212200164795,10900
2002-12-26 00:00:00+00:00,4.06171864066516,4.089443789065537,4.039538627707502,4.047856330871582,18400
2002-12-27 00:00:00+00:00,4.075581722734961,4.078354290801819,4.050629138946533,4.050629138946533,12600
2002-12-30 00:00:00+00:00,4.061715441258052,4.072805439001305,3.956360594900339,4.022900581359863,73200
2002-12-31 00:00:00+00:00,4.061716641521343,4.09221434263236,4.061716641521343,4.089441776275635,32900
2003-01-02 00:00:00+00:00,4.092216255284422,4.103306261488176,4.083898552326652,4.094988822937012,36400
2003-01-03 00:00:00+00:00,4.097761126182997,4.122713706243095,4.083898552326652,4.094988822937012,33900
2003-01-06 00:00:00+00:00,4.0949866302516975,4.119938932544331,4.0783514976501465,4.0783514976501465,26500
2003-01-07 00:00:00+00:00,4.089442607797699,4.128257751464844,4.0838974739567355,4.128257751464844,25300
2003-01-08 00:00:00+00:00,4.142121764258245,4.147666900384407,4.136576892538725,4.139349460601807,39100
2003-01-09 00:00:00+00:00,4.144892597969836,4.144892597969836,4.020129995808801,4.0450825691223145,55300
2003-01-10 00:00:00+00:00,4.045079812843203,4.047852377856956,4.006264695869709,4.011809825897217,33500
2003-01-13 00:00:00+00:00,4.03912979559242,4.092092999899729,4.027979689291856,4.083730220794678,65600
2003-01-14 00:00:00+00:00,4.069791062105666,4.092091265253693,4.041915675250937,4.053065776824951,40300
2003-01-15 00:00:00+00:00,4.041916368087521,4.0809418632057355,4.041916368087521,4.044703960418701,52000
2003-01-16 00:00:00+00:00,4.044704468209015,4.0697922706604,4.036341690165574,4.0697922706604,38900
2003-01-17 00:00:00+00:00,4.04749085895764,4.064215878398964,4.041915675250937,4.053065776824951,10600
2003-01-21 00:00:00+00:00,4.0474922846969035,4.069792495700234,4.036341913355753,4.055854797363281,20100
2003-01-22 00:00:00+00:00,4.055855983778331,4.055855983778331,4.036343094062912,4.039130687713623,26000
2003-01-23 00:00:00+00:00,4.039128996275728,4.0419165887591,4.000103764866338,4.0335540771484375,33300
2003-01-24 00:00:00+00:00,4.033553348140761,4.041915858240017,4.008465552003587,4.014040470123291,47600
2003-01-27 00:00:00+00:00,4.0056807361877205,4.022406033817216,3.952717781066894,3.9527177810668945,28800
2003-01-28 00:00:00+00:00,3.9638640904825313,4.002889304469596,3.933201118533458,3.9582889080047607,68100
2003-01-29 00:00:00+00:00,3.9861657825983023,3.997315885893202,3.9638655760085038,3.994528293609619,41700
2003-01-30 00:00:00+00:00,3.972228339274344,4.039128963292234,3.972228339274344,4.0084662437438965,48400
2003-01-31 00:00:00+00:00,4.014040147955982,4.025190249139884,3.924839338484768,3.9722273349761963,60100
2003-02-03 00:00:00+00:00,3.9805891062371783,3.9805891062371783,3.9304137931339054,3.9582889080047607,73700
2003-02-04 00:00:00+00:00,3.930419213814096,3.961081962212698,3.9164815042366588,3.9415693283081055,53100
2003-02-05 00:00:00+00:00,3.930419213814096,3.944356657551834,3.9025437946592216,3.9415693283081055,79200
2003-02-06 00:00:00+00:00,3.941564623180312,3.9722273349761963,3.93041452199641,3.9722273349761963,40000
2003-02-07 00:00:00+00:00,3.9722301784011296,3.9722301784011296,3.944354772567749,3.944354772567749,17800
2003-02-10 00:00:00+00:00,3.9443547986878804,4.014043047893246,3.9443547986878804,3.9861679077148438,25200
2003-02-11 00:00:00+00:00,3.9722311594430675,4.0279817190392535,3.9332056348059186,3.9833812713623047,29700
2003-02-12 00:00:00+00:00,3.995990395969614,4.004397032919853,3.9315388000386613,3.965165615081787,29300
2003-02-13 00:00:00+00:00,3.9623651504516597,3.965167185716868,3.9175291120587343,3.96236515045166,37100
2003-02-14 00:00:00+00:00,3.95115130839389,3.9875801268518027,3.909117624628541,3.931535482406616,33900
2003-02-18 00:00:00+00:00,3.9091184915566655,3.9091184915566655,3.760600084029395,3.8194470405578613,93800
2003-02-19 00:00:00+00:00,3.7998322005429364,3.878294735097742,3.7998322005429364,3.836261034011841,63100
2003-02-20 00:00:00+00:00,3.82505375816972,3.8530762377044385,3.794229244475266,3.8110427856445312,99200
2003-02-21 00:00:00+00:00,3.8138449662883933,3.8642853244913584,3.8138449662883933,3.841867446899414,43600
2003-02-24 00:00:00+00:00,3.8530756006411915,3.875493473665552,3.825053125739678,3.847470998764038,62300
2003-02-25 00:00:00+00:00,3.8474693225038745,3.909118580082665,3.825051459246498,3.9063162803649902,82100
2003-02-26 00:00:00+00:00,3.9119211031317844,3.931536667791338,3.889503238594573,3.9231300354003906,37800
2003-02-27 00:00:00+00:00,3.9203253412059555,3.9231276393721255,3.8810942358470264,3.9147210121154785,18800
2003-02-28 00:00:00+00:00,3.928737331784638,3.9483529099080434,3.9259350299835205,3.9259350299835205,17000
2003-03-03 00:00:00+00:00,3.948352095793616,3.9623633346680043,3.925934220491456,3.9399454593658447,27100
2003-03-04 00:00:00+00:00,3.9119248415167487,4.004398687914796,3.9119248415167487,3.973574161529541,103600
2003-03-05 00:00:00+00:00,3.9763706463785597,3.9903818723567683,3.951150760308073,3.979172945022583,36200
2003-03-06 00:00:00+00:00,3.9567572181776507,3.9875817181126605,3.9455482848156422,3.970768451690674,29100
2003-03-07 00:00:00+00:00,3.9623652185492406,3.9791784993985506,3.95676061343795,3.973574161529541,12000
2003-03-10 00:00:00+00:00,3.956759122467466,4.004397178993527,3.942747882211181,3.987583637237549,17500
2003-03-11 00:00:00+00:00,3.993183320448325,4.029612393335472,3.970765470554981,4.024007797241211,46900
2003-03-12 00:00:00+00:00,4.01499705443629,4.023449604577568,3.99809168545201,4.020632266998291,24400
2003-03-13 00:00:00+00:00,4.020626074465813,4.020626074465813,3.9980855276362814,4.000903129577637,24600
2003-03-14 00:00:00+00:00,3.998091090949448,4.02344900630437,3.9755507814565583,3.986820936203003,26400
2003-03-17 00:00:00+00:00,4.000910206743374,4.003727813668763,3.8966611688200543,3.907931327819824,55600
2003-03-18 00:00:00+00:00,3.9051137208944358,3.941741804819135,3.8797560646712923,3.907931327819824,26800
2003-03-19 00:00:00+00:00,3.9276516683474947,3.9304692735723092,3.891023875231401,3.9107465744018555,39500
2003-03-20 00:00:00+00:00,3.907931163900777,3.907931163900777,3.8684854747052473,3.871303081512451,24200
2003-03-21 00:00:00+00:00,3.8656641529083613,3.916379679665173,3.8177659613536243,3.8374886512756348,48500
2003-03-24 00:00:00+00:00,3.8515762743622073,3.8543938781723392,3.8036780843959175,3.8459410667419434,82500
2003-03-25 00:00:00+00:00,3.8403101849711527,3.8487627366298733,3.7557838622786277,3.8262224197387695,87400
2003-03-26 00:00:00+00:00,3.8036777648561015,3.840305805206299,3.775502266524729,3.840305805206299,77100
2003-03-27 00:00:00+00:00,3.8318581438776835,3.902296710723216,3.8065002168210027,3.89384388923645,39100
2003-03-28 00:00:00+00:00,3.905110359191894,3.907927963691757,3.8712999112982067,3.9051103591918945,24100
2003-03-31 00:00:00+00:00,3.876933558889712,3.9332842826843266,3.8656634141307893,3.933284282684326,39100
2003-04-01 00:00:00+00:00,3.9389218986800443,3.9642798088031426,3.9248344096797707,3.9586448669433594,31000
2003-04-02 00:00:00+00:00,3.9445544274432494,3.9501896341734337,3.9191965345603115,3.933284282684326,67500
2003-04-03 00:00:00+00:00,3.905112878161677,3.9220182473640057,3.8825725650263907,3.896660327911377,59500
2003-04-04 00:00:00+00:00,3.8882062435150146,3.8938411852246273,3.871300880982933,3.8882062435150146,30600
2003-04-07 00:00:00+00:00,3.8966577226147283,3.8966577226147283,3.8262192239865493,3.8572120666503906,53500
2003-04-08 00:00:00+00:00,3.8713004386346457,3.9304687976837163,3.8628478926852328,3.930468797683716,41800
2003-04-09 00:00:00+00:00,3.9304671441895516,3.9304671441895516,3.9022919133105827,3.913562059402466,32100
2003-04-10 00:00:00+00:00,3.9051124654469533,3.947375749635284,3.9051124654469533,3.9445581436157227,43900
2003-04-11 00:00:00+00:00,3.946824865992556,3.9496579878279,3.921324878024499,3.9383246898651123,29700
2003-04-14 00:00:00+00:00,3.9553235249501353,3.966656819339967,3.926990153872029,3.9439902305603027,41800
2003-04-15 00:00:00+00:00,3.963823428190746,3.9921567992688525,3.943990230560303,3.9439902305603027,27100
2003-04-16 00:00:00+00:00,3.9666545391082764,3.9694879286287232,3.9354880650040514,3.9666545391082764,41200
2003-04-17 00:00:00+00:00,3.9666556606199324,3.9666556606199324,3.9269890067392224,3.9354891777038574,23600
2003-04-21 00:00:00+00:00,3.946825359856331,3.983658650396102,3.9241587610944983,3.969491958618164,45900
2003-04-22 00:00:00+00:00,3.9694880450311127,4.00915441865297,3.9666546554275786,3.989321231842041,48400
2003-04-23 00:00:00+00:00,3.99215667711783,4.037489853290065,3.99215667711783,4.003489971160889,51900
2003-04-24 00:00:00+00:00,4.003490117507659,4.02048992409015,3.9836569197590683,4.0176568031311035,36400
2003-04-25 00:00:00+00:00,4.017655594986539,4.023322105407715,3.9808223315244917,4.023322105407715,22700
2003-04-28 00:00:00+00:00,4.037491603014169,4.077158284458711,4.037491603014169,4.06582498550415,35600
2003-04-29 00:00:00+00:00,4.074325289293508,4.074325289293508,4.0063254889381925,4.009158611297607,45200
2003-04-30 00:00:00+00:00,4.023322428493648,4.048822402954102,4.023322428493648,4.048822402954102,20700
2003-05-01 00:00:00+00:00,4.074322074473474,4.074322074473474,4.020488739013672,4.020488739013672,31700
2003-05-02 00:00:00+00:00,4.009156377874545,4.122489585538198,4.009156377874545,4.099822998046875,30900
2003-05-05 00:00:00+00:00,4.094156424326155,4.094156424326155,4.045989855905266,4.0686564445495605,39100
2003-05-06 00:00:00+00:00,4.071488659919086,4.071488659919086,4.003488913623141,4.023322105407715,76200
2003-05-07 00:00:00+00:00,4.009155745992619,4.054489184037311,4.009155745992619,4.048822402954102,51200
2003-05-08 00:00:00+00:00,4.045985515287344,4.065818961728653,4.034652233123779,4.034652233123779,31500
2003-05-09 00:00:00+00:00,4.062991284076063,4.079991096110872,4.0601578920012145,4.077157974243164,44900
2003-05-12 00:00:00+00:00,4.07998958035475,4.116822853022434,4.065823165657752,4.094156265258789,33300
2003-05-13 00:00:00+00:00,4.0992818045106665,4.142012220928621,4.0992818045106665,4.124919891357422,75700
2003-05-14 00:00:00+00:00,4.139166514852212,4.14201528383289,4.110679640066117,4.13062047958374,52700
2003-05-15 00:00:00+00:00,4.139166514852212,4.144864052813569,4.124922941622383,4.13062047958374,41600
2003-05-16 00:00:00+00:00,4.139166514852212,4.147712821794247,4.124922941622383,4.13062047958374,73400
2003-05-19 00:00:00+00:00,4.130621117459786,4.147713462309799,4.116377542030376,4.122075080871582,49200
2003-05-20 00:00:00+00:00,4.147714905325368,4.147714905325368,4.10498416417085,4.142017364501953,49500
2003-05-21 00:00:00+00:00,4.130619558608071,4.147711897007618,4.110678723536519,4.144863128662109,39200
2003-05-22 00:00:00+00:00,4.147711897007618,4.147711897007618,4.124922021917055,4.144863128662109,63700
2003-05-23 00:00:00+00:00,4.14486613491366,4.1591097152984995,4.136320095352237,4.142017364501953,98800
2003-05-27 00:00:00+00:00,4.136319024715981,4.159108638763428,4.136319024715981,4.159108638763428,50600
2003-05-28 00:00:00+00:00,4.164805906438475,4.187595520485921,4.133470255041643,4.159108638763428,64100
2003-05-29 00:00:00+00:00,4.159107495668499,4.159107495668499,4.133469118993202,4.153409957885742,61800
2003-05-30 00:00:00+00:00,4.17050344578715,4.216082673882044,4.144865062065366,4.159108638763428,62700
2003-06-02 00:00:00+00:00,4.216080999065962,4.218929767608643,4.18189659157437,4.218929767608643,51000
2003-06-03 00:00:00+00:00,4.218932185818054,4.2929983086663315,4.187596257234478,4.273057460784912,127200
2003-06-04 00:00:00+00:00,4.24456712867922,4.2730542657871915,4.230323831798708,4.270205497741699,36500
2003-06-05 00:00:00+00:00,4.23886986426171,4.270205497741699,4.230323831798708,4.270205497741699,29900
2003-06-06 00:00:00+00:00,4.241722065601068,4.273057724444464,4.233175754547119,4.233175754547119,35400
2003-06-09 00:00:00+00:00,4.230323831798708,4.270205497741699,4.218929031290215,4.270205497741699,30700
2003-06-10 00:00:00+00:00,4.24457056427869,4.273057724444464,4.224629715166865,4.233175754547119,106800
2003-06-11 00:00:00+00:00,4.2445672316614935,4.258810800561059,4.227475166320801,4.227475166320801,69100
2003-06-12 00:00:00+00:00,4.261271060923018,4.2669984337290225,4.232633377565432,4.264134883880615,52400
2003-06-13 00:00:00+00:00,4.264130619944077,4.2927680015563965,4.252675612677367,4.2927680015563965,49600
2003-06-16 00:00:00+00:00,4.289904607367785,4.292768427746015,4.255539582155865,4.281313419342041,48000
2003-06-17 00:00:00+00:00,4.2841816337474485,4.2956366539001465,4.2584077701265715,4.2956366539001465,62000
2003-06-18 00:00:00+00:00,4.266994166929067,4.295631821650303,4.264130619944077,4.2927680015563965,56700
2003-06-19 00:00:00+00:00,4.281313304717201,4.295632133116041,4.246948280425344,4.266994476318359,104700
2003-06-20 00:00:00+00:00,4.266994476318359,4.281313304717201,4.238357092629614,4.266994476318359,62400
2003-06-23 00:00:00+00:00,4.238355427688314,4.309949268449574,4.209717782140279,4.3042216300964355,69800
2003-06-24 00:00:00+00:00,4.324270564286651,4.324270564286651,4.258404051100449,4.298496723175049,43400
2003-06-25 00:00:00+00:00,4.29849564174421,4.29849564174421,4.241220605410655,4.2927680015563965,24500
2003-06-26 00:00:00+00:00,4.28990404878937,4.295631688800046,4.238356654237826,4.241220474243164,53300
2003-06-27 00:00:00+00:00,4.244085582034843,4.275587067461401,4.206856727600098,4.206856727600098,32300
2003-06-30 00:00:00+00:00,4.224042221645916,4.275589942932129,4.212587202816667,4.275589942932129,57400
2003-07-01 00:00:00+00:00,4.275586051694526,4.289904607367785,4.244084573751891,4.281313419342041,46200
2003-07-02 00:00:00+00:00,4.269862276267019,4.284181118011475,4.2584072574932925,4.284181118011475,20300
2003-07-03 00:00:00+00:00,4.289904492512931,4.289904492512931,4.2498121007269,4.266994476318359,15800
2003-07-07 00:00:00+00:00,4.255539971167898,4.272722621899049,4.226902584094604,4.249812602996826,58500
2003-07-08 00:00:00+00:00,4.252675341111264,4.266993894448615,4.218310048396703,4.244083881378174,54500
2003-07-09 00:00:00+00:00,4.269857714359644,4.269857714359644,4.218310048396703,4.244083881378174,53500
2003-07-10 00:00:00+00:00,4.215450621236804,4.255543046736834,4.21258679852704,4.218314170837402,39900
2003-07-11 00:00:00+00:00,4.260923543167203,4.260923543167203,4.232133409772691,4.24077033996582,25200
2003-07-14 00:00:00+00:00,4.2177357778538855,4.272436943121667,4.2177357778538855,4.266678810119629,27100
2003-07-15 00:00:00+00:00,4.272439038778102,4.272439038778102,4.232132911682129,4.232132911682129,35000
2003-07-16 00:00:00+00:00,4.240767723462142,4.243646789937855,4.209098815917969,4.209098815917969,35200
2003-07-17 00:00:00+00:00,4.226372966846077,4.232130825270902,4.116970911145488,4.217735767364502,48100
2003-07-18 00:00:00+00:00,4.191822741067913,4.214854711521906,4.148637590544617,4.174548625946045,33200
2003-07-21 00:00:00+00:00,4.177430041025537,4.240767858125135,4.099696891090258,4.116971015930176,26900
2003-07-22 00:00:00+00:00,4.116970979750736,4.154398021105902,4.059391021728516,4.059391021728516,32100
2003-07-23 00:00:00+00:00,4.085301832817477,4.116971015930176,4.042116932562032,4.116971015930176,52400
2003-07-24 00:00:00+00:00,4.111211054500514,4.114090119787302,4.044994200281057,4.07954216003418,18400
2003-07-25 00:00:00+00:00,4.099696225624125,4.142881393432617,4.070906388314653,4.142881393432617,37500
2003-07-28 00:00:00+00:00,4.131366600155057,4.131366600155057,4.042117447152086,4.085302352905273,42000
2003-07-29 00:00:00+00:00,4.056512781810763,4.085302629407134,3.973021757024268,4.013327598571777,53500
2003-07-30 00:00:00+00:00,3.9672616539122205,4.013325606856362,3.9010447901957215,3.9154398441314697,83200
2003-07-31 00:00:00+00:00,3.9154442070915825,3.9586291424567706,3.880895929323684,3.9010491371154785,50400
2003-08-01 00:00:00+00:00,3.929839002504563,3.935597140320254,3.8751380660711163,3.9010491371154785,84100
2003-08-04 00:00:00+00:00,3.8866515408607163,3.944231508775694,3.8664986207312104,3.8952884674072266,68100
2003-08-05 00:00:00+00:00,3.9154414371713857,3.93847342301427,3.8664983986145236,3.912562370300293,33300
2003-08-06 00:00:00+00:00,3.9125655610760024,3.9528714318898324,3.8808963487929615,3.9068074226379395,28400
2003-08-07 00:00:00+00:00,3.929837733783856,3.958627864441371,3.903926945667734,3.9557487964630127,33000
2003-08-08 00:00:00+00:00,3.9355907772688186,3.9557436779143402,3.9183166663136006,3.944227695465088,21200
2003-08-11 00:00:00+00:00,3.929839002504563,3.9730242124328745,3.8837749982315297,3.9010491371154785,58000
2003-08-12 00:00:00+00:00,3.901048108828877,3.92695917304328,3.8837739744982582,3.8981690406799316,27400
2003-08-13 00:00:00+00:00,3.917859378007015,3.9236508770876015,3.865737267051117,3.897589683532715,40900
2003-08-14 00:00:00+00:00,3.8946937613780905,3.923650703189888,3.822301683002461,3.8396759033203125,77900
2003-08-15 00:00:00+00:00,3.8483606402388344,3.9091699618019007,3.8483606402388344,3.8889002799987793,21200
2003-08-18 00:00:00+00:00,3.90337846634175,3.9207526765684992,3.8889002799987797,3.8889002799987793,29700
2003-08-19 00:00:00+00:00,3.8946946071367035,3.9526082271827585,3.8946946071367035,3.9497127532958984,26300
2003-08-20 00:00:00+00:00,3.9439189229628107,3.978667074459613,3.92944045746737,3.958397388458252,29800
2003-08-21 00:00:00+00:00,3.9410230076598527,3.961292968956177,3.909170605842412,3.952605724334717,24800
2003-08-22 00:00:00+00:00,3.938127535606448,3.9583972207490237,3.920753322517277,3.952605724334717,18600
2003-08-25 00:00:00+00:00,3.961292968956177,3.961292968956177,3.909170605842412,3.952605724334717,29900
2003-08-26 00:00:00+00:00,3.952604228536848,3.990248112522888,3.8917949199676514,3.8917949199676514,48300
2003-08-27 00:00:00+00:00,3.9207544566954065,3.9381286748105127,3.888902045663844,3.906275987625122,43900
2003-08-28 00:00:00+00:00,3.900483938768977,3.9439190606175574,3.8802139759063725,3.880213975906372,36300
2003-08-29 00:00:00+00:00,3.9091693819008193,3.9120651292013284,3.8860039558040707,3.900482416152954,23800
2003-09-02 00:00:00+00:00,3.9294403840632426,3.9410231010124717,3.900483729767047,3.903379201889038,19300
2003-09-03 00:00:00+00:00,3.903380584803527,3.946815995867026,3.8802151426978684,3.894693613052368,33100
2003-09-04 00:00:00+00:00,3.9033818917446754,3.9033818917446754,3.880216441882697,3.8831121921539307,45400
2003-09-05 00:00:00+00:00,3.883110891999539,3.903380584803527,3.883110891999539,3.894693613052368,29900
2003-09-08 00:00:00+00:00,3.8946922332155554,3.903379201889038,3.886005264542072,3.903379201889038,51900
2003-09-09 00:00:00+00:00,3.894689685641237,3.9149596341588304,3.877315759658814,3.8773157596588135,59000
2003-09-10 00:00:00+00:00,3.88021376799058,3.9178576671140135,3.874422547592843,3.903379201889038,47300
2003-09-11 00:00:00+00:00,3.9086240237242302,3.9435744285583496,3.891148682426607,3.9435744285583496,27200
2003-09-12 00:00:00+00:00,3.952310092840182,3.969785425880622,3.9086221768805745,3.931922435760498,47800
2003-09-15 00:00:00+00:00,3.9115347891429613,3.931922446277176,3.8969720578638096,3.902796983718872,42500
2003-09-16 00:00:00+00:00,3.9027965050348232,3.9464846935138547,3.9027965050348232,3.911534309387207,24700
2003-09-17 00:00:00+00:00,3.9260982313074564,3.9464861713366353,3.9086231715808073,3.9202733039855957,34700
2003-09-18 00:00:00+00:00,3.914447102720058,3.9348350375607373,3.902796973280096,3.931922435760498,56400
2003-09-19 00:00:00+00:00,3.917359704520297,3.9377476393609765,3.9057095750803352,3.931922435760498,42500
2003-09-22 00:00:00+00:00,3.931922037056735,3.9435721653153535,3.931922037056735,3.9377472400665283,22800
2003-09-23 00:00:00+00:00,3.931920007229192,3.969782973963439,3.905707162739266,3.9144446849823,82100
2003-09-24 00:00:00+00:00,3.9319235178713248,3.9348361204731463,3.905710649977078,3.917360782623291,22800
2003-09-25 00:00:00+00:00,3.9406606034786615,3.9464858080253236,3.9173603408140947,3.926097869873047,24100
2003-09-26 00:00:00+00:00,3.9435732057519925,3.958135939357607,3.9260978698730473,3.926097869873047,21500
2003-09-29 00:00:00+00:00,3.9377469179352507,3.9756096233576383,3.931921715401994,3.9610471725463867,23800
2003-09-30 00:00:00+00:00,3.9785227775573726,4.004735637078188,3.9726978519755156,3.978522777557373,34400
2003-10-01 00:00:00+00:00,4.007652144736928,4.05425270585413,3.993089399947489,4.022214889526367,46200
2003-10-02 00:00:00+00:00,4.033863588119273,4.071726322174072,3.96105016795655,4.071726322174072,74600
2003-10-03 00:00:00+00:00,4.048421374262796,4.048421374262796,4.007646083831787,4.007646083831787,27000
2003-10-06 00:00:00+00:00,4.019296206492195,4.030946329152602,4.007646083831787,4.007646083831787,28300
2003-10-07 00:00:00+00:00,4.007645243056511,4.030945483489102,3.966869683419089,3.9930825233459473,47900
2003-10-08 00:00:00+00:00,4.007649804188984,4.013474732046132,3.963961595335457,3.9726994037628174,41500
2003-10-09 00:00:00+00:00,3.990174471056382,3.990174471056382,3.963961601257324,3.963961601257324,34800
2003-10-10 00:00:00+00:00,3.966304015715217,4.0131731471105185,3.963374625162496,3.9955973625183105,40300
2003-10-13 00:00:00+00:00,4.013172389686471,4.024889670323841,3.983879327774048,3.983879327774048,24400
2003-10-14 00:00:00+00:00,3.9926658106521846,4.02488825120326,3.9604433701011095,4.004383087158203,33500
2003-10-15 00:00:00+00:00,3.998525719049256,3.998525719049256,3.9604447664993065,3.983879327774048,24000
2003-10-16 00:00:00+00:00,3.9692324000059465,4.004384239640887,3.9692324000059465,3.9926669597625732,24000
2003-10-17 00:00:00+00:00,3.986808180142422,3.9926669597625732,3.9692324000059465,3.9926669597625732,14200
2003-10-20 00:00:00+00:00,3.995596749830384,4.010243141623982,3.9692327976226807,3.9692327976226807,33000
2003-10-21 00:00:00+00:00,3.992668512428294,4.013173690348882,3.978021837044118,3.986809730529785,35300
2003-10-22 00:00:00+00:00,4.013170541159047,4.027817205049785,3.9868066020280932,4.01609992980957,47500
2003-10-23 00:00:00+00:00,4.027817640170241,4.027817640170241,4.001453698191222,4.004383087158203,17900
2003-10-24 00:00:00+00:00,4.004383469141345,4.030747413635254,4.004383469141345,4.030747413635254,21400
2003-10-27 00:00:00+00:00,4.033679072341934,4.05125485898521,4.0073151130149265,4.024890899658203,36200
2003-10-28 00:00:00+00:00,4.024890719557549,4.04832528694136,4.010244045102147,4.027820110321045,42600
2003-10-29 00:00:00+00:00,4.02782029055278,4.02782029055278,3.9838805445824956,4.024890899658203,39900
2003-10-30 00:00:00+00:00,4.051253941185544,4.051253941185544,3.9926675333770456,4.007314205169678,38500
2003-10-31 00:00:00+00:00,4.0131731471105185,4.0131731471105185,3.989738581412868,3.9955973625183105,23600
2003-11-03 00:00:00+00:00,4.01609992980957,4.021958427748738,3.995594767979663,4.01609992980957,30000
2003-11-04 00:00:00+00:00,4.027817802769797,4.101050853729248,4.024888413684558,4.101050853729248,52800
2003-11-05 00:00:00+00:00,4.071761195162817,4.109842449542248,4.060043907612389,4.095195770263672,64500
2003-11-06 00:00:00+00:00,4.098123694296714,4.098123694296714,4.057113342238682,4.083477020263672,30900
2003-11-07 00:00:00+00:00,4.071759781509608,4.071759781509608,4.045396103195844,4.065901279449463,24700
