"('date', '')","('open', 'APG')","('high', 'APG')","('low', 'APG')","('close', 'APG')","('volume', 'APG')"
2025-09-26 00:00:00+00:00,33.9900016784668,34.29499816894531,33.810001373291016,34.209999084472656,882432
