"('date', '')","('open', 'AEG')","('high', 'AEG')","('low', 'AEG')","('close', 'AEG')","('volume', 'AEG')"
2025-09-26 00:00:00+00:00,7.929999828338623,7.96999979019165,7.929999828338623,7.949999809265137,3069236
