"('date', '')","('open', 'BP')","('high', 'BP')","('low', 'BP')","('close', 'BP')","('volume', 'BP')"
1970-01-02 00:00:00+00:00,0.22326982225335779,0.22460676729679108,0.2219328772099245,0.22460676729679108,57600
1970-01-05 00:00:00+00:00,0.2246067396987825,0.22728062945710134,0.22326979481962309,0.2259436845779419,326400
1970-01-06 00:00:00+00:00,0.22460676500966692,0.22460676500966692,0.2239383332950816,0.22427254915237427,166400
1970-01-07 00:00:00+00:00,0.22427246687989394,0.22427246687989394,0.21825617565240818,0.21925890445709229,108800
1970-01-08 00:00:00+00:00,0.21892472876563265,0.21892472876563265,0.2159166234019907,0.21658505499362946,182400
1970-01-09 00:00:00+00:00,0.2165850737409324,0.2165850737409324,0.20990034924275547,0.2109030783176422,156800
1970-01-12 00:00:00+00:00,0.21090313200062227,0.21090313200062227,0.2078950256109238,0.20789502561092377,44800
1970-01-13 00:00:00+00:00,0.2078948737793696,0.21056876230643157,0.2065579295158386,0.20655792951583862,608000
1970-01-14 00:00:00+00:00,0.2062236867564147,0.2062236867564147,0.2005416925347526,0.2028813660144806,700800
1970-01-15 00:00:00+00:00,0.20288136840089746,0.2032155841588974,0.1992047502610244,0.2032155841588974,1228800
1970-01-16 00:00:00+00:00,0.20321558176854929,0.2055552552482773,0.2008759082888213,0.2028813660144806,707200
1970-01-19 00:00:00+00:00,0.2028813512624571,0.20722640055128116,0.20187862247253843,0.2038840800523758,339200
1970-01-20 00:00:00+00:00,0.20388421635404466,0.20488686421364072,0.20254727094057773,0.20421843230724335,195200
1970-01-21 00:00:00+00:00,0.20421823263780578,0.20455244826423322,0.20154434442520142,0.20154434442520142,150400
1970-01-22 00:00:00+00:00,0.20154434963191142,0.2025470781376907,0.1955280601978302,0.1955280601978302,393600
1970-01-23 00:00:00+00:00,0.19552819896200682,0.19586249643491013,0.1881750417692258,0.1898462027311325,368000
1970-01-26 00:00:00+00:00,0.1871722742267277,0.1871722742267277,0.1791506053312965,0.1844983845949173,665600
1970-01-27 00:00:00+00:00,0.18449832007532124,0.18583526442369314,0.18182443137857746,0.1838298887014389,726400
1970-01-28 00:00:00+00:00,0.18349552747065026,0.18349552747065026,0.17915048025272512,0.18048742413520813,352000
1970-01-29 00:00:00+00:00,0.18048751583466163,0.18048751583466163,0.17380279302597046,0.17380279302597046,780800
1970-01-30 00:00:00+00:00,0.17246580762522562,0.17246580762522562,0.16310719790912812,0.16845497488975525,3072000
1970-02-02 00:00:00+00:00,0.16845497488975525,0.17112886338006883,0.16377571083200695,0.16845497488975525,1318400
1970-02-03 00:00:00+00:00,0.1684549956022737,0.17313434183597565,0.16745226689496456,0.17313434183597565,1708800
1970-02-04 00:00:00+00:00,0.1731343116269467,0.17881630397593465,0.16979191038597946,0.17213158309459686,787200
1970-02-05 00:00:00+00:00,0.1717973520830114,0.1717973520830114,0.1684549511410296,0.17112883925437927,297600
1970-02-06 00:00:00+00:00,0.17112883925437927,0.1732178143429337,0.17112883925437927,0.17112883925437927,793600
1970-02-09 00:00:00+00:00,0.17112891618595566,0.17246586084365845,0.17112891618595566,0.17246586084365845,470400
1970-02-10 00:00:00+00:00,0.17246581902024194,0.17313433198729022,0.15842794431889748,0.161101832985878,2003200
1970-02-11 00:00:00+00:00,0.16110188240670015,0.16277304293606912,0.15842799291945725,0.1617703139781952,1488000
1970-02-12 00:00:00+00:00,0.1617702721999815,0.1641099452972412,0.15943059910272175,0.1641099452972412,1056000
1970-02-13 00:00:00+00:00,0.16410998767969057,0.1644442034654381,0.16043336923457374,0.1617703139781952,1404800
1970-02-16 00:00:00+00:00,0.16444415189098752,0.16845498486393845,0.16444415189098752,0.16778655350208282,646400
1970-02-17 00:00:00+00:00,0.16912347909814404,0.17280001438243228,0.16912347909814404,0.17213158309459686,249600
1970-02-18 00:00:00+00:00,0.1738026849965091,0.18850906603467527,0.1738026849965091,0.18349550664424896,422400
1970-02-19 00:00:00+00:00,0.18349557617960877,0.1898460817072915,0.18182441628303975,0.1828271448612213,1164800
1970-02-20 00:00:00+00:00,0.18683792701305574,0.1925199180841446,0.18683792701305574,0.1925199180841446,1456000
1970-02-24 00:00:00+00:00,0.19786768060927548,0.20722628712457905,0.19786768060927548,0.20020735263824463,1081600
1970-02-25 00:00:00+00:00,0.20020748677486674,0.20187864722925666,0.1938569791274319,0.20121021568775177,230400
1970-02-26 00:00:00+00:00,0.1995389610528946,0.1995389610528946,0.19519391150516135,0.1995389610528946,393600
1970-02-27 00:00:00+00:00,0.20121020564351355,0.20388409487731027,0.20121020564351355,0.2028813660144806,179200
1970-03-02 00:00:00+00:00,0.20054175633273713,0.20054175633273713,0.19519397616386414,0.19519397616386414,272000
1970-03-03 00:00:00+00:00,0.19519395879539334,0.19586247205734253,0.18984617910236887,0.19586247205734253,515200
1970-03-04 00:00:00+00:00,0.1925200451590458,0.1925200451590458,0.18583532136880115,0.1905146688222885,361600
1970-03-05 00:00:00+00:00,0.19051451297246252,0.1951937749974614,0.186503681979364,0.18784062564373016,569600
1970-03-06 00:00:00+00:00,0.18850925764147666,0.19118314782078838,0.18850925764147666,0.1898462027311325,425600
1970-03-09 00:00:00+00:00,0.1898461638585381,0.1898461638585381,0.18316143977901211,0.1844983845949173,60800
1970-03-10 00:00:00+00:00,0.18449839125288295,0.18850922584533691,0.18449839125288295,0.18850922584533691,380800
1970-03-11 00:00:00+00:00,0.18850907942186385,0.189177592134995,0.18449824794480293,0.18884329497814178,179200
1970-03-12 00:00:00+00:00,0.1871722189340335,0.1871722189340335,0.1858352745130761,0.18616949021816254,172800
1970-03-13 00:00:00+00:00,0.18616954521463985,0.18750649003054506,0.18316143977901211,0.1844983845949173,297600
1970-03-16 00:00:00+00:00,0.18048749326315142,0.18048749326315142,0.1778136044740677,0.1778136044740677,192000
1970-03-17 00:00:00+00:00,0.1778136044740677,0.1798190618661855,0.1778136044740677,0.1778136044740677,192000
1970-03-18 00:00:00+00:00,0.17747942380301918,0.17747942380301918,0.17447131872177124,0.17447131872177124,227200
1970-03-19 00:00:00+00:00,0.1758081824788577,0.1791505017865209,0.1758081824788577,0.1784820705652237,230400
1970-03-20 00:00:00+00:00,0.17848212982265166,0.1791505612658732,0.17547394352630769,0.17647667229175568,86400
1970-03-23 00:00:00+00:00,0.17647667229175568,0.17781361677881444,0.17380278331763818,0.17647667229175568,182400
1970-03-24 00:00:00+00:00,0.17647663337081226,0.17948473740311988,0.17580820207500955,0.1791505217552185,393600
1970-03-25 00:00:00+00:00,0.17915045736479934,0.18316128849983215,0.1771450825975671,0.18316128849983215,841600
1970-03-26 00:00:00+00:00,0.18382989868194585,0.18650378752386063,0.18382989868194585,0.18616949021816254,176000
1970-03-30 00:00:00+00:00,0.18616951531993536,0.18717224417100714,0.18516686806948623,0.1865038126707077,176000
1970-03-31 00:00:00+00:00,0.1865039065298171,0.18717233836650848,0.1844984478184155,0.18717233836650848,339200
1970-04-01 00:00:00+00:00,0.18717233836650848,0.1881750677222093,0.1865039065298171,0.18717233836650848,92800
1970-04-02 00:00:00+00:00,0.18717233836650848,0.188509283640555,0.18516696125577062,0.18717233836650848,281600
1970-04-03 00:00:00+00:00,0.18717219897601714,0.18717219897601714,0.18516682335871842,0.18550103902816772,64000
1970-04-06 00:00:00+00:00,0.1855010561358439,0.1855010561358439,0.18449832743441727,0.18483254313468933,38400
1970-04-07 00:00:00+00:00,0.18483247135313327,0.18483247135313327,0.18048742413520813,0.18048742413520813,128000
1970-04-08 00:00:00+00:00,0.1804874267043914,0.18182437060590542,0.1801532111291579,0.18082164227962494,83200
1970-04-09 00:00:00+00:00,0.1808216614403525,0.1808216614403525,0.1784820705652237,0.1784820705652237,220800
1970-04-10 00:00:00+00:00,0.17848211747164364,0.17915054886860957,0.17447128428801806,0.1778136044740677,163200
1970-04-13 00:00:00+00:00,0.17647663422493653,0.17647663422493653,0.17346853017807007,0.17346853017807007,291200
1970-04-14 00:00:00+00:00,0.1714629775307061,0.1714629775307061,0.16979181861377948,0.1707945466041565,105600
1970-04-15 00:00:00+00:00,0.17112883925437927,0.1724657833110541,0.17112883925437927,0.17112883925437927,265600
1970-04-16 00:00:00+00:00,0.17112892150878906,0.17112892150878906,0.16711808741092682,0.16711808741092682,150400
1970-04-17 00:00:00+00:00,0.16711806998618187,0.16711806998618187,0.16578112542629242,0.16578112542629242,176000
1970-04-20 00:00:00+00:00,0.16511274917493732,0.16511274917493732,0.16277307501238217,0.16310729086399078,211200
1970-04-21 00:00:00+00:00,0.16310713663471385,0.1651125930493602,0.16177019289180636,0.16243870556354523,233600
1970-04-22 00:00:00+00:00,0.1624387836809821,0.16310721507360196,0.15508554875850677,0.15508554875850677,483200
