"('date', '')","('open', 'AUNA')","('high', 'AUNA')","('low', 'AUNA')","('close', 'AUNA')","('volume', 'AUNA')"
2025-09-26 00:00:00+00:00,6.730000019073486,6.730000019073486,6.599899768829346,6.659999847412109,108290
