"('date', '')","('open', 'ARES')","('high', 'ARES')","('low', 'ARES')","('close', 'ARES')","('volume', 'ARES')"
2024-03-01 00:00:00+00:00,127.12384796142578,127.96421463083173,125.57682256682368,127.12384796142578,861700
2024-03-04 00:00:00+00:00,127.12386155568484,129.99351178636977,126.57476423654106,129.75955200195312,1200500
2024-03-05 00:00:00+00:00,129.28206284961726,130.04601667144672,127.62043268701949,129.41575622558594,1176400
2024-03-06 00:00:00+00:00,130.7144885904413,131.27790959297292,128.9239446295691,129.6067352294922,800600
2024-03-07 00:00:00+00:00,127.96424118904856,129.7309175116716,127.79235591907891,129.44442749023438,1232000
2024-03-08 00:00:00+00:00,130.1224186782248,130.88638709332307,127.04745637178122,128.05972290039062,1149900
2024-03-11 00:00:00+00:00,127.16205394058073,127.53448651837722,125.91106283494345,126.61772155761719,917000
2024-03-12 00:00:00+00:00,127.56316930668847,128.90010339860018,126.67505163946309,128.00244140625,690300
2024-03-13 00:00:00+00:00,128.39393676297163,129.1197132449485,127.75411746592853,128.6517791748047,737900
2024-03-14 00:00:00+00:00,128.74795115277254,129.13258327526665,126.78630385161259,127.68058013916016,900100
2024-03-15 00:00:00+00:00,127.89211951867189,129.24797182601216,126.82474861096603,127.03630065917969,2918000
2024-03-18 00:00:00+00:00,127.66134972689078,128.7094994512637,124.3823218560475,125.17082214355469,1302200
2024-03-19 00:00:00+00:00,124.80539361992149,127.88250898895171,124.45921887454426,127.093994140625,989000
2024-03-20 00:00:00+00:00,127.05554442894594,128.56524085860406,126.05547747214078,128.3729248046875,875400
2024-03-21 00:00:00+00:00,129.8153337980162,132.58473228099564,128.91143208911177,131.33465576171875,1564400
2024-03-22 00:00:00+00:00,130.94036983473455,131.28654456994812,128.54599336010978,128.72869873046875,574000
2024-03-25 00:00:00+00:00,128.41138044240535,129.67108212530817,128.06520568083937,128.6517791748047,471100
2024-03-26 00:00:00+00:00,129.5941513777815,130.03647682389013,128.28156903078548,128.8152618408203,518000
2024-03-27 00:00:00+00:00,129.50760404753342,129.9114868486308,126.13241097119707,128.161376953125,913200
2024-03-28 00:00:00+00:00,128.04600429002835,128.89701065306895,126.02664875424622,127.87290954589844,784500
2024-04-01 00:00:00+00:00,127.67096038288092,127.79595774376693,125.18041841323303,127.30554962158203,844800
2024-04-02 00:00:00+00:00,125.87276964622737,126.2718397563259,123.36300630839945,125.77661895751953,1424900
2024-04-03 00:00:00+00:00,125.9304843493322,127.92579098738429,125.48814420492607,126.91130065917969,962500
2024-04-04 00:00:00+00:00,127.89213507514376,128.7479540387356,126.47858925049121,127.12285614013672,1639900
2024-04-05 00:00:00+00:00,126.88245229620921,129.62300380690814,126.18049208235453,129.00758361816406,1218200
2024-04-08 00:00:00+00:00,129.39219921467748,130.4499594069031,128.53638039470326,129.9691619873047,1319000
2024-04-09 00:00:00+00:00,130.05573264024827,131.08464640351409,126.71899658833625,128.6614227294922,1809000
2024-04-10 00:00:00+00:00,126.8728558130595,130.40093955403086,126.04588346640723,128.89219665527344,1105000
2024-04-11 00:00:00+00:00,128.96910377356178,129.77685464388145,127.805582156977,128.92103576660156,1589800
2024-04-12 00:00:00+00:00,128.03637076866835,128.72872035540215,126.27666479789343,126.30551147460938,976800
2024-04-15 00:00:00+00:00,127.44018387940967,128.24792015606263,123.05531303726471,124.33423614501953,1298000
2024-04-16 00:00:00+00:00,123.50724706078046,126.12278627275035,122.81585864939008,125.86315155029297,1256200
2024-04-17 00:00:00+00:00,126.75743779531203,127.5170912565609,125.45927890302198,126.64203643798828,1240400
2024-04-18 00:00:00+00:00,126.76704967589994,127.54593914962688,125.32465741410255,125.6804428100586,701500
2024-04-19 00:00:00+00:00,125.13235222814188,126.72858865160138,123.7091811753973,124.55538940429688,1193100
2024-04-22 00:00:00+00:00,126.05548935963395,127.42095254581643,124.31500469747725,126.94015502929688,674400
2024-04-23 00:00:00+00:00,127.69980744319719,131.36348171586909,127.17573997608962,131.25770568847656,671300
2024-04-24 00:00:00+00:00,132.45969451667912,133.13280799709122,129.48836986350562,130.72882080078125,1124800
2024-04-25 00:00:00+00:00,129.74801206883555,130.4307510051753,127.48827252215162,128.59410095214844,735300
2024-04-26 00:00:00+00:00,129.07486994208887,130.60381687332787,127.94019508544777,128.48829650878906,501200
2024-04-29 00:00:00+00:00,129.11335191625753,129.90185210798708,128.03924618233302,129.71914672851562,685900
2024-04-30 00:00:00+00:00,128.96910983632154,129.48837932542145,127.37287337264007,127.97866821289062,920000
2024-05-01 00:00:00+00:00,127.77672596957345,129.430670254411,126.2670150404247,126.64203643798828,1216900
2024-05-02 00:00:00+00:00,124.04575166139361,130.4403523701772,120.4205418369742,129.46914672851562,2778000
2024-05-03 00:00:00+00:00,130.15189879292396,130.53171828175664,126.73823335464103,126.84400939941406,1085300
2024-05-06 00:00:00+00:00,127.22861195326072,130.98845132928398,127.20265581792131,130.94036865234375,1721800
2024-05-07 00:00:00+00:00,131.7673703265285,134.95987297904412,131.29618346339663,132.0173797607422,1393700
2024-05-08 00:00:00+00:00,131.01731749340357,133.42130497034677,130.25766390671058,133.34437561035156,729800
2024-05-09 00:00:00+00:00,133.02704400574044,137.63309210723708,133.02704400574044,136.96958923339844,1468300
2024-05-10 00:00:00+00:00,138.17158493617248,138.80624114403577,136.16185495071366,136.80612182617188,780400
2024-05-13 00:00:00+00:00,137.37346123469374,137.796565379097,134.74831101317824,134.7675323486328,861400
2024-05-14 00:00:00+00:00,135.07524726642208,139.44088199542574,135.07524726642208,139.36395263671875,1410700
2024-05-15 00:00:00+00:00,141.06600577706988,144.21042603055335,140.37365609423355,144.06619262695312,2118700
2024-05-16 00:00:00+00:00,143.7872998225875,144.35463735367193,140.90251480961865,141.02752685546875,1618300
2024-05-17 00:00:00+00:00,141.36407756296123,142.21028586959378,139.49859556308337,140.00823974609375,873200
2024-05-20 00:00:00+00:00,139.56590560320063,140.02746712091712,137.56578612939438,139.0081787109375,1265400
2024-05-21 00:00:00+00:00,138.43123203792095,141.60448401476154,132.25777880748527,138.10427856445312,2587500
2024-05-22 00:00:00+00:00,139.48897957751635,141.4025590637078,137.7196481565982,139.19088745117188,1313700
2024-05-23 00:00:00+00:00,140.277494583903,140.37845795865078,138.18120968536456,139.19088745117188,1109800
2024-05-24 00:00:00+00:00,139.91207290986404,141.12367733121428,139.55628745410988,140.40248107910156,614900
2024-05-28 00:00:00+00:00,140.63328099070284,142.3064617185354,138.71970149194604,138.796630859375,1140100
2024-05-29 00:00:00+00:00,137.38307451056792,138.2485188240342,136.67726999383143,136.7099609375,748200
2024-05-30 00:00:00+00:00,136.40225347770718,138.09465535653135,136.40225347770718,137.4888458251953,761900
2024-05-31 00:00:00+00:00,137.93119354015383,139.6986027414119,133.7290279516212,134.78677368164062,2689600
2024-06-03 00:00:00+00:00,136.0272346152226,136.20992533936504,131.0750115812458,132.89242553710938,1615500
2024-06-04 00:00:00+00:00,132.00774616889825,132.57508363615784,129.93069767176038,129.99801635742188,1605200
2024-06-05 00:00:00+00:00,131.09424758337158,134.5656061063181,130.5269100571199,134.2001953125,1153600
2024-06-06 00:00:00+00:00,133.81556294055713,134.61368854663252,128.1613796782652,128.85372924804688,1206700
2024-06-07 00:00:00+00:00,128.40176903692912,130.14225350184768,126.98822332472777,127.8248062133789,967000
2024-06-10 00:00:00+00:00,127.35364364744669,132.53664009017882,126.93053950146444,131.58465576171875,1328900
2024-06-11 00:00:00+00:00,131.24810756216206,131.7673624090289,129.3345282193202,130.56536865234375,969900
2024-06-12 00:00:00+00:00,132.87317442611413,133.73861862797006,131.57503013249058,132.20968627929688,789600
2024-06-13 00:00:00+00:00,127.34401697118145,128.97874018583425,124.71886676740465,128.62294006347656,3758100
2024-06-14 00:00:00+00:00,127.34475384207336,129.01997118220174,126.79281480857044,128.42929077148438,1315500
2024-06-17 00:00:00+00:00,128.71008330411004,130.13352584233036,127.56746400159543,129.78492736816406,1208400
2024-06-18 00:00:00+00:00,129.80431962696733,130.9178904729947,128.8262992803887,130.72422790527344,1567600
2024-06-20 00:00:00+00:00,130.6855023155622,131.43110394584747,129.66390899148556,130.44342041015625,1539600
2024-06-21 00:00:00+00:00,129.9592563451212,129.9592563451212,126.54104625400966,127.61589050292969,2799100
2024-06-24 00:00:00+00:00,127.91606835848914,130.17225842572304,127.4803091641129,129.6106414794922,2027900
2024-06-25 00:00:00+00:00,128.98122775439694,131.1502868032283,128.4099180413697,131.06314086914062,1584800
2024-06-26 00:00:00+00:00,130.1141624049805,131.673170282481,129.39760950602715,131.1599578857422,1227600
2024-06-27 00:00:00+00:00,130.7823083879278,132.1670243813886,130.25941804473945,131.6441192626953,1097100
2024-06-28 00:00:00+00:00,132.0701999702394,132.99980096181207,128.9618618919094,129.05870056152344,2650500
2024-07-01 00:00:00+00:00,130.12383656420226,132.3219290532981,129.0005732701294,131.8861846923828,1687100
2024-07-02 00:00:00+00:00,130.97597329530655,132.11860743698338,130.72421346263445,131.1599578857422,786900
2024-07-03 00:00:00+00:00,131.69254870404524,134.70404801910652,131.22775561046677,133.96812438964844,554700
2024-07-05 00:00:00+00:00,133.96811162957718,134.016516182762,132.1766998966009,133.88095092773438,601900
2024-07-08 00:00:00+00:00,134.0552505568127,134.84927135894537,131.42139878907295,131.46981811523438,746400
2024-07-09 00:00:00+00:00,131.4311082668565,132.17672469716206,129.60096959283916,130.51119995117188,865100
2024-07-10 00:00:00+00:00,131.60539553168294,134.60720194969406,130.83073056798466,134.34576416015625,906400
2024-07-11 00:00:00+00:00,136.03063888399066,137.81237265863956,134.79118090410728,136.63101196289062,1457700
2024-07-12 00:00:00+00:00,138.72259950109654,139.24550465240725,137.3378981967667,138.03509521484375,887300
2024-07-15 00:00:00+00:00,138.7710276219803,141.36615330372715,136.69880712465942,141.35646057128906,1014500
2024-07-16 00:00:00+00:00,141.85996313352842,144.0096511289232,141.34190443193702,143.3124542236328,1740300
2024-07-17 00:00:00+00:00,141.53076677222793,142.24248815533352,137.89953824118047,139.1680450439453,855500
2024-07-18 00:00:00+00:00,139.69093169718664,143.53519338078672,139.69093169718664,142.7218017578125,1748500
2024-07-19 00:00:00+00:00,142.67338541635638,144.72624998114662,142.257011639495,142.63465881347656,708400
2024-07-22 00:00:00+00:00,143.76758697516507,146.05284049588,142.75084013185239,146.01409912109375,998600
2024-07-23 00:00:00+00:00,146.2174543999584,147.79583297362956,145.2588048433198,146.01409912109375,741900
2024-07-24 00:00:00+00:00,144.37763301477926,145.03608860819165,139.43915696216726,139.93299865722656,1109000
2024-07-25 00:00:00+00:00,139.9329958209744,143.6784975446382,139.33263752438393,140.69798278808594,1056200
2024-07-26 00:00:00+00:00,142.9251427465769,143.7288415569659,140.998165731566,142.44097900390625,664800
2024-07-29 00:00:00+00:00,143.14784683321278,143.14784683321278,140.60114094487963,140.74639892578125,1055600
2024-07-30 00:00:00+00:00,141.61789028728816,145.21522323632797,141.61789028728816,144.84242248535156,1787500
2024-07-31 00:00:00+00:00,147.85393658694593,150.60398329423296,147.18578821059322,148.3477783203125,1700700
2024-08-01 00:00:00+00:00,147.73776143761248,149.0449949421462,142.70244567412487,144.43576049804688,1430700
2024-08-02 00:00:00+00:00,139.1390034031384,140.35909093181715,133.25156947531747,134.84930419921875,2114000
2024-08-05 00:00:00+00:00,126.8509155901288,132.34133130864078,123.94593279035486,129.49444580078125,1875900
2024-08-06 00:00:00+00:00,129.21363560821086,134.37482342137363,128.99092440028258,131.45046997070312,1443600
2024-08-07 00:00:00+00:00,134.626589960688,135.2511654226308,130.995361328125,130.995361328125,1170300
2024-08-08 00:00:00+00:00,132.69960541209596,135.19306075757981,131.56183232299907,134.55880737304688,806700
2024-08-09 00:00:00+00:00,134.95581399366355,137.5412469338644,134.04558367809713,137.0570831298828,639900
2024-08-12 00:00:00+00:00,137.05707063492662,137.40566913303326,134.8880264471567,135.89508056640625,689300
2024-08-13 00:00:00+00:00,136.63103139380468,137.85790081823723,136.62133866140073,137.0570831298828,634400
2024-08-14 00:00:00+00:00,137.73491415420432,139.59410125180761,137.73491415420432,139.27455139160156,866900
2024-08-15 00:00:00+00:00,140.7560757120477,141.84059770468687,139.5069398294904,140.9884796142578,988200
2024-08-16 00:00:00+00:00,140.42685664884328,141.3951841382358,139.51662644473353,140.40748596191406,1067100
2024-08-19 00:00:00+00:00,140.872282307623,141.162783516322,139.3616937529945,140.00079345703125,567300
2024-08-20 00:00:00+00:00,140.20411639682004,140.46556892944736,139.10022376245328,140.1266632080078,1027700
2024-08-21 00:00:00+00:00,139.86524255114855,140.55274688094133,138.48052638361818,139.92333984375,802000
2024-08-22 00:00:00+00:00,140.13633183351288,140.51397889972102,138.8387767624902,138.95497131347656,806900
2024-08-23 00:00:00+00:00,139.91364995049642,142.8660766849687,138.99372697776488,142.34414672851562,1165500
2024-08-26 00:00:00+00:00,142.82831028542637,143.43836135582418,141.1046884687681,142.305419921875,740300
2024-08-27 00:00:00+00:00,140.9787999660105,143.5061353819958,140.72704013021507,141.51138305664062,967500
2024-08-28 00:00:00+00:00,141.220883424708,142.28604961787724,140.0298446999864,140.5914764404297,942100
2024-08-29 00:00:00+00:00,141.28868008433105,141.5598106234248,139.77809143066406,139.77809143066406,816100
2024-08-30 00:00:00+00:00,140.32033932183361,141.79218645987677,139.32296319486164,141.7631378173828,1607300
2024-09-03 00:00:00+00:00,140.98847981968223,141.48232149015624,137.0570580396291,137.52186584472656,900900
2024-09-04 00:00:00+00:00,137.51216062182843,138.17063089814584,135.73044185732687,136.39859008789062,906100
2024-09-05 00:00:00+00:00,136.72783903892466,137.4928260325791,135.40123510184677,136.5825958251953,600000
2024-09-06 00:00:00+00:00,136.58260373887785,137.0764454696761,131.80874123913827,133.09661865234375,981200
2024-09-09 00:00:00+00:00,134.529740251058,137.9285794286442,133.5614126951428,135.64332580566406,1098900
2024-09-10 00:00:00+00:00,135.63364396572985,136.5729080746085,133.5033115833088,135.6529998779297,1156500
2024-09-11 00:00:00+00:00,135.67238133953364,137.10550205791813,133.1450456992405,136.97962951660156,573600
2024-09-12 00:00:00+00:00,137.20232722799395,139.4294834556407,136.03064443991065,139.2842254638672,717200
2024-09-13 00:00:00+00:00,139.82647821413525,142.80892854054036,138.50955228787203,142.73146057128906,989800
2024-09-16 00:00:00+00:00,142.91662012340677,145.59642849328006,142.76070043143181,145.57693481445312,614000
2024-09-17 00:00:00+00:00,146.17138216165708,149.78669422295704,145.22613936746595,148.89991760253906,1108400
2024-09-18 00:00:00+00:00,149.97183628431083,151.67716912320665,146.9616906726856,148.46141052246094,882200
2024-09-19 00:00:00+00:00,152.73935316863637,153.50918256319227,150.4493289271291,152.5152130126953,1118800
2024-09-20 00:00:00+00:00,151.60894134233368,153.28211159204466,149.35790470369116,152.661376953125,1633700
2024-09-23 00:00:00+00:00,153.6358552405119,154.454411328125,151.42866819075346,152.2618408203125,583700
2024-09-24 00:00:00+00:00,152.5054685489816,153.79178379158907,151.3263462432581,153.3142852783203,1004300
2024-09-25 00:00:00+00:00,153.6066368340782,154.34723314563848,153.14863198358168,154.0159149169922,733500
2024-09-26 00:00:00+00:00,154.76627329650813,155.86742097884527,151.75513139242273,152.0669708251953,661300
2024-09-27 00:00:00+00:00,154.298507410475,154.34723417838356,152.38854301076339,152.90501403808594,513300
2024-09-30 00:00:00+00:00,152.40802406853453,152.8465501168523,150.00106741773448,151.86231994628906,1152200
2024-10-01 00:00:00+00:00,151.7648690166347,153.24606155182283,149.0947999264345,152.3203125,1129100
2024-10-02 00:00:00+00:00,151.86231669214757,155.77971387049837,151.86231669214757,154.0159149169922,556000
2024-10-03 00:00:00+00:00,153.94769831964797,155.23401364326037,152.52497183430694,153.04144287109375,674200
2024-10-04 00:00:00+00:00,155.12682025323275,156.2961883544922,153.85999861465078,156.2961883544922,1052700
2024-10-07 00:00:00+00:00,156.3351511517571,157.43631360405323,155.72124148653143,156.4618377685547,1141800
2024-10-08 00:00:00+00:00,151.04374918920897,154.43492081404725,148.8122061469147,149.46510314941406,5101100
2024-10-09 00:00:00+00:00,149.56255308454348,154.41545364642866,149.38715456437313,154.12310791015625,4636200
2024-10-10 00:00:00+00:00,154.53239408323745,155.27299043382007,152.39828942684332,153.78204345703125,1827900
2024-10-11 00:00:00+00:00,153.8015247415181,158.22077627702404,153.8015247415181,157.8163604736328,1196300
2024-10-14 00:00:00+00:00,158.83957628114507,160.35001694357263,157.5630151944189,159.18064880371094,596200
2024-10-15 00:00:00+00:00,160.0868830264324,160.3987224193011,157.874818799897,158.47900390625,1044600
2024-10-16 00:00:00+00:00,159.13191349134996,160.13562245387408,157.76763834364246,159.30731201171875,903700
2024-10-17 00:00:00+00:00,161.73376127883583,166.77179974071612,160.5887491581081,164.42330932617188,2114900
2024-10-18 00:00:00+00:00,164.22840797503272,166.16762020057774,163.8678566815279,165.55369567871094,1121300
2024-10-21 00:00:00+00:00,165.37829258766973,167.37595605838266,164.14070417302338,164.3843231201172,888000
2024-10-22 00:00:00+00:00,163.0103358770888,164.2186914091617,161.93840638336908,163.49757385253906,761900
2024-10-23 00:00:00+00:00,163.67295529382906,165.53419269590265,161.91889595087486,163.10775756835938,719600
2024-10-24 00:00:00+00:00,164.42332114141036,166.68411245877883,163.58040896994035,166.4697265625,860700
2024-10-25 00:00:00+00:00,167.03490997743657,167.39546128582657,163.76067050783982,165.14442443847656,636000
2024-10-28 00:00:00+00:00,166.32352951777744,167.38961524805876,166.05067747165748,166.61587524414062,781500
2024-10-29 00:00:00+00:00,166.5379123504079,167.3749956478349,166.0117019480233,166.05067443847656,982300
2024-10-30 00:00:00+00:00,166.6256443350631,167.28828082904053,164.5694995315514,164.68643188476562,1264900
2024-10-31 00:00:00+00:00,164.3648371366244,166.18710218802343,161.97737431718627,163.4001007080078,2569100
2024-11-01 00:00:00+00:00,166.35279734937134,166.35279734937134,153.9672013794466,157.73841857910156,2488000
2024-11-04 00:00:00+00:00,156.15976749839558,157.02705047974482,154.28877550051823,155.60430908203125,1416500
2024-11-05 00:00:00+00:00,156.68598221290998,160.6131339901081,156.34492455036056,160.24282836914062,904000
2024-11-06 00:00:00+00:00,163.526797353946,171.25439892356567,163.526797353946,168.0970916748047,2848400
2024-11-07 00:00:00+00:00,167.25904622922363,168.15556229085038,163.11752357132346,163.97506713867188,1577400
2024-11-08 00:00:00+00:00,164.20892422752866,167.43541836765286,163.205215266532,166.0312042236328,1118600
2024-11-11 00:00:00+00:00,167.72677888362645,170.6014945424077,166.57690451557113,167.00567626953125,1392200
2024-11-12 00:00:00+00:00,166.31380670830265,166.8448943106862,164.9982731123769,166.1481475830078,1037500
2024-11-13 00:00:00+00:00,165.88502131270837,167.17133658385148,162.55231565927613,163.1759796142578,1090100
2024-11-14 00:00:00+00:00,164.09199279597425,164.8228497057852,162.62053957051083,164.70591735839844,866400
2024-11-15 00:00:00+00:00,164.04327107997293,164.30054009533285,162.40615868885473,162.94212341308594,1182500
2024-11-18 00:00:00+00:00,163.22471459146033,164.0919975548152,161.57784792783403,163.156494140625,975500
2024-11-19 00:00:00+00:00,162.03584450383923,166.1013549291364,161.21728835162938,166.00196838378906,723400
2024-11-20 00:00:00+00:00,167.15185835165366,168.54536669084854,165.1103300488401,167.50267028808594,1294000
2024-11-21 00:00:00+00:00,167.60984754724615,171.80983611541419,166.73282522292521,170.5430145263672,1114300
2024-11-22 00:00:00+00:00,171.50775279823426,172.31656955313545,169.81215943465952,171.04000854492188,940700
2024-11-25 00:00:00+00:00,172.48223009418442,173.9342045027354,169.30544409060334,171.5369873046875,2048300
2024-11-26 00:00:00+00:00,171.2738851859889,174.31426021793803,170.53328882746578,174.26553344726562,1586300
2024-11-27 00:00:00+00:00,175.19127284165035,175.77596431846308,170.06553505630336,170.3188934326172,1213100
2024-11-29 00:00:00+00:00,171.770865637898,173.10589282060144,171.42394949248617,172.2191162109375,455300
2024-12-02 00:00:00+00:00,172.56018496347482,173.67108683552058,169.39313845719371,169.51007080078125,898500
2024-12-03 00:00:00+00:00,170.6502063099611,171.7903412715866,169.56853752031822,170.58200073242188,833800
2024-12-04 00:00:00+00:00,171.3908016336381,173.037668049115,170.70379443769133,172.33604431152344,830800
2024-12-05 00:00:00+00:00,172.3360596805175,174.8209611976621,171.1277042759437,172.55044555664062,915400
2024-12-06 00:00:00+00:00,172.3945372342873,174.15833625667008,171.2933746950732,173.52493286132812,1276900
2024-12-09 00:00:00+00:00,173.94394634135938,175.72723900413564,170.57225321991592,170.8158721923828,1615100
2024-12-10 00:00:00+00:00,171.59545077737974,173.45670324033742,170.02752542178277,171.6149444580078,1213400
2024-12-11 00:00:00+00:00,173.68083193461177,179.1768753032168,173.00357893003724,177.79312133789062,1619500
2024-12-12 00:00:00+00:00,179.68360863979188,179.76156849525736,176.62375494205142,178.0757293701172,1271700
2024-12-13 00:00:00+00:00,178.60193810263544,180.33650397954582,177.61772281675945,177.79312133789062,990700
2024-12-16 00:00:00+00:00,177.6274763930333,179.78107480221036,177.1110053249603,179.01123046875,1244500
2024-12-17 00:00:00+00:00,177.3755585711011,178.49700008967142,173.53616294483498,174.6625213623047,1404400
2024-12-18 00:00:00+00:00,174.38829060607713,175.90641685149862,165.6223560821678,165.73988342285156,949400
2024-12-19 00:00:00+00:00,169.0503592499938,171.2344934651475,166.92497375426098,167.56161499023438,1412100
2024-12-20 00:00:00+00:00,166.74869837861058,173.8593863918309,165.53419440229672,172.41961669921875,2427200
2024-12-23 00:00:00+00:00,171.79277136371152,175.47545392054533,170.68602076007244,175.31874084472656,845200
2024-12-24 00:00:00+00:00,176.40593554543267,177.7673488034837,175.60279214033181,177.33639526367188,307500
2024-12-26 00:00:00+00:00,176.37652857168717,179.21492423949945,175.3579085418501,178.9622344970703,439500
2024-12-27 00:00:00+00:00,177.36576876125213,178.2472686725967,174.56165661257083,175.8084716796875,375400
2024-12-30 00:00:00+00:00,173.2815151153295,175.98965036566855,172.3216736828626,175.3383331298828,519700
2024-12-31 00:00:00+00:00,176.40592664934388,176.63609432627325,172.75264059923654,173.38926696777344,591600
2025-01-02 00:00:00+00:00,174.17280264252466,175.61257225317246,171.75751432103144,175.15223693847656,624700
2025-01-03 00:00:00+00:00,176.42550403613637,178.12873871792257,175.28935666910246,177.38534545898438,1189700
2025-01-06 00:00:00+00:00,179.5107360916426,180.92112402241662,176.38633795652183,176.59202575683594,1326200
2025-01-07 00:00:00+00:00,177.55186357099504,178.61944346056498,170.15224398867534,174.7017059326172,1556800
2025-01-08 00:00:00+00:00,173.85938907523288,179.03080133647984,173.85938907523288,178.55088806152344,960900
2025-01-10 00:00:00+00:00,175.9847604258192,176.32266647906357,171.27368349737498,171.440185546875,942800
2025-01-13 00:00:00+00:00,169.21687310013232,172.8701589604234,167.94360548423197,171.8809356689453,934400
2025-01-14 00:00:00+00:00,172.52736393118394,176.67038221195668,172.43921842180146,175.48526000976562,791100
2025-01-15 00:00:00+00:00,180.3138597013686,181.67527277372415,178.4921113147292,180.70562744140625,786900
2025-01-16 00:00:00+00:00,181.55772284114755,186.23941737862634,181.25410061367208,184.0356903076172,971300
2025-01-17 00:00:00+00:00,185.60279839098422,188.06117308446574,184.652745931854,187.3853759765625,721800
2025-01-21 00:00:00+00:00,188.6194652313114,191.21496023011,187.62043802923455,190.7154541015625,984500
2025-01-22 00:00:00+00:00,192.3217181480916,192.71348588684447,188.27664974030188,189.82415771484375,1157200
