"('date', '')","('open', 'AVPT')","('high', 'AVPT')","('low', 'AVPT')","('close', 'AVPT')","('volume', 'AVPT')"
2024-01-02 00:00:00+00:00,8.09000015258789,8.09000015258789,7.810999870300293,7.900000095367432,755400
2024-01-03 00:00:00+00:00,7.860000133514404,7.934999942779541,7.769999980926514,7.78000020980835,899700
2024-01-04 00:00:00+00:00,7.820000171661377,7.920000076293945,7.804999828338623,7.809999942779541,678500
2024-01-05 00:00:00+00:00,7.760000228881836,7.880000114440918,7.760000228881836,7.769999980926514,895000
2024-01-08 00:00:00+00:00,7.820000171661377,8.0,7.820000171661377,8.0,587600
2024-01-09 00:00:00+00:00,7.75,7.914999961853027,7.75,7.880000114440918,577100
2024-01-10 00:00:00+00:00,7.889999866485596,8.25,7.860000133514404,8.239999771118164,1155100
2024-01-11 00:00:00+00:00,8.380000114440918,8.380000114440918,8.050000190734863,8.15999984741211,730400
2024-01-12 00:00:00+00:00,8.25,8.295000076293945,8.020000457763672,8.130000114440918,790300
2024-01-16 00:00:00+00:00,8.050000190734863,8.109999656677246,7.900000095367432,8.010000228881836,581300
2024-01-17 00:00:00+00:00,7.920000076293945,7.945000171661377,7.800000190734863,7.929999828338623,458300
2024-01-18 00:00:00+00:00,7.980000019073486,8.039999961853027,7.8379998207092285,7.929999828338623,508300
2024-01-19 00:00:00+00:00,7.989999771118164,7.989999771118164,7.849999904632568,7.989999771118164,903200
2024-01-22 00:00:00+00:00,8.050000190734863,8.109999656677246,7.820000171661377,7.96999979019165,1789600
2024-01-23 00:00:00+00:00,7.96999979019165,7.980000019073486,7.724999904632568,7.909999847412109,1781800
2024-01-24 00:00:00+00:00,8.0,8.020000457763672,7.585000038146973,7.610000133514404,1044700
2024-01-25 00:00:00+00:00,7.670000076293945,7.764999866485596,7.635000228881836,7.699999809265137,892200
2024-01-26 00:00:00+00:00,7.71999979019165,7.769999980926514,7.539999961853027,7.619999885559082,631500
2024-01-29 00:00:00+00:00,7.619999885559082,7.940000057220459,7.619999885559082,7.929999828338623,620000
2024-01-30 00:00:00+00:00,7.920000076293945,7.920000076293945,7.71999979019165,7.769999980926514,559000
2024-01-31 00:00:00+00:00,7.739999771118164,7.934999942779541,7.675000190734863,7.699999809265137,702600
2024-02-01 00:00:00+00:00,7.695000171661377,7.824999809265137,7.684999942779541,7.809999942779541,534600
2024-02-02 00:00:00+00:00,7.769999980926514,8.010000228881836,7.71999979019165,7.960000038146973,581900
2024-02-05 00:00:00+00:00,7.900000095367432,7.938000202178955,7.75,7.840000152587891,643500
2024-02-06 00:00:00+00:00,7.860000133514404,7.980000019073486,7.739999771118164,7.909999847412109,674700
2024-02-07 00:00:00+00:00,7.929999828338623,7.940000057220459,7.755000114440918,7.840000152587891,496500
2024-02-08 00:00:00+00:00,7.78000020980835,7.980000019073486,7.78000020980835,7.96999979019165,686400
2024-02-09 00:00:00+00:00,8.020000457763672,8.239999771118164,7.965000152587891,8.170000076293945,3510600
2024-02-12 00:00:00+00:00,8.140000343322754,8.295000076293945,7.985000133514404,8.0,992500
2024-02-13 00:00:00+00:00,7.75,7.84499979019165,7.550000190734863,7.699999809265137,1254200
2024-02-14 00:00:00+00:00,7.800000190734863,8.045000076293945,7.760000228881836,7.989999771118164,685300
2024-02-15 00:00:00+00:00,8.039999961853027,8.135000228881836,7.940000057220459,8.09000015258789,662800
2024-02-16 00:00:00+00:00,8.079999923706055,8.114999771118164,7.929999828338623,8.0,853500
2024-02-20 00:00:00+00:00,7.880000114440918,8.029999732971191,7.849999904632568,7.96999979019165,640800
2024-02-21 00:00:00+00:00,7.909999847412109,7.909999847412109,7.730000019073486,7.840000152587891,618400
2024-02-22 00:00:00+00:00,7.949999809265137,8.039999961853027,7.820000171661377,7.880000114440918,720600
2024-02-23 00:00:00+00:00,7.900000095367432,7.989999771118164,7.849999904632568,7.909999847412109,528000
2024-02-26 00:00:00+00:00,7.889999866485596,8.010000228881836,7.880000114440918,7.889999866485596,584300
2024-02-27 00:00:00+00:00,7.929999828338623,8.109999656677246,7.900000095367432,7.989999771118164,620900
2024-02-28 00:00:00+00:00,7.989999771118164,7.989999771118164,7.84499979019165,7.909999847412109,437800
2024-02-29 00:00:00+00:00,8.039999961853027,8.050000190734863,7.920000076293945,8.0,1408000
2024-03-01 00:00:00+00:00,8.479999542236328,8.569999694824219,7.800000190734863,8.010000228881836,2117600
2024-03-04 00:00:00+00:00,7.949999809265137,7.989999771118164,7.364999771118164,7.380000114440918,1873200
2024-03-05 00:00:00+00:00,7.28000020980835,7.570000171661377,7.079999923706055,7.460000038146973,1530900
2024-03-06 00:00:00+00:00,7.550000190734863,7.699999809265137,7.489999771118164,7.630000114440918,866400
2024-03-07 00:00:00+00:00,7.710000038146973,7.710000038146973,7.545000076293945,7.630000114440918,645700
2024-03-08 00:00:00+00:00,7.679999828338623,7.920000076293945,7.679999828338623,7.889999866485596,723600
2024-03-11 00:00:00+00:00,7.840000152587891,7.929999828338623,7.789999961853027,7.869999885559082,480100
2024-03-12 00:00:00+00:00,7.889999866485596,7.945000171661377,7.829999923706055,7.829999923706055,486600
2024-03-13 00:00:00+00:00,7.809999942779541,7.864999771118164,7.75,7.849999904632568,523300
2024-03-14 00:00:00+00:00,7.840000152587891,7.889999866485596,7.724999904632568,7.78000020980835,930300
2024-03-15 00:00:00+00:00,7.679999828338623,7.710000038146973,7.460000038146973,7.550000190734863,1298200
2024-03-18 00:00:00+00:00,7.519999980926514,7.585000038146973,7.440000057220459,7.559999942779541,501400
2024-03-19 00:00:00+00:00,7.53000020980835,7.775000095367432,7.5,7.75,565000
2024-03-20 00:00:00+00:00,7.730000019073486,8.005000114440918,7.704999923706055,7.989999771118164,717800
2024-03-21 00:00:00+00:00,8.0,8.079999923706055,7.909999847412109,8.029999732971191,1079200
2024-03-22 00:00:00+00:00,8.0,8.039999961853027,7.880000114440918,7.900000095367432,626300
2024-03-25 00:00:00+00:00,7.869999885559082,7.96999979019165,7.699999809265137,7.699999809265137,643300
2024-03-26 00:00:00+00:00,7.75,7.889999866485596,7.695000171661377,7.769999980926514,573500
2024-03-27 00:00:00+00:00,7.78000020980835,7.920000076293945,7.769999980926514,7.909999847412109,573200
2024-03-28 00:00:00+00:00,7.889999866485596,7.96999979019165,7.840000152587891,7.920000076293945,704400
2024-04-01 00:00:00+00:00,7.900000095367432,7.900000095367432,7.695000171661377,7.739999771118164,479000
2024-04-02 00:00:00+00:00,7.650000095367432,7.679999828338623,7.519999980926514,7.639999866485596,585400
2024-04-03 00:00:00+00:00,7.599999904632568,7.860000133514404,7.599999904632568,7.820000171661377,564700
2024-04-04 00:00:00+00:00,7.880000114440918,8.104999542236328,7.769999980926514,8.029999732971191,1587700
