"('date', '')","('open', 'CFG')","('high', 'CFG')","('low', 'CFG')","('close', 'CFG')","('volume', 'CFG')"
2014-12-17 00:00:00+00:00,16.616469581019075,17.014386648008465,16.616469581019075,16.8497314453125,2160100
2014-12-18 00:00:00+00:00,16.980088436181735,17.24765304734486,16.93206415300513,17.20648956298828,1768500
2014-12-19 00:00:00+00:00,17.179048803159386,17.56324440233773,17.04183543488529,17.1516056060791,7523100
2014-12-22 00:00:00+00:00,17.261374513094793,17.34301579387122,16.91834242609599,17.220211029052734,1689600
2014-12-23 00:00:00+00:00,17.36428686140666,17.494639443264138,17.233935588112978,17.453475952148438,1174600
2014-12-24 00:00:00+00:00,17.460333784557154,17.55638235035742,17.275096143173585,17.501497268676758,547200
2014-12-26 00:00:00+00:00,17.50149403380534,17.50149403380534,17.3231172241724,17.364280700683594,304000
2014-12-29 00:00:00+00:00,17.28881795002052,17.50149748053718,17.275096352293357,17.40544891357422,1071000
2014-12-30 00:00:00+00:00,17.467190110913357,17.49463330106464,17.261371419032045,17.281953811645508,511800
2014-12-31 00:00:00+00:00,17.323116071291565,17.347128206705325,17.034969137763195,17.055551528930664,621600
2015-01-02 00:00:00+00:00,17.131018928948215,17.151601321616955,16.664496472193434,16.98694610595703,643500
2015-01-05 00:00:00+00:00,16.86345467660414,16.932061344862564,16.35576742519315,16.58902931213379,1330400
2015-01-06 00:00:00+00:00,16.582166310603117,16.616468985891665,16.259716713775955,16.403789520263672,2075000
2015-01-07 00:00:00+00:00,16.458679133584912,16.55472769778271,16.321467085954282,16.465539932250977,1160200
2015-01-08 00:00:00+00:00,16.513561846193184,16.794848008345713,16.42437409345158,16.58902931213379,661500
2015-01-09 00:00:00+00:00,16.568452558352963,16.589034958404955,16.314609500530707,16.39007568359375,724700
2015-01-12 00:00:00+00:00,16.328326056844546,16.492982602467183,16.20483561047282,16.383211135864258,941100
2015-01-13 00:00:00+00:00,16.424374679758262,16.595890702245317,16.197973582417884,16.37635040283203,989800
2015-01-14 00:00:00+00:00,16.191118608380055,16.289911255226045,15.84808644001846,16.081348419189453,962500
2015-01-15 00:00:00+00:00,16.033315902959522,16.19797110230875,15.553070590101886,15.752028465270996,1558000
2015-01-16 00:00:00+00:00,15.662844670482862,15.944130870500294,15.635402784623459,15.909828186035156,1951800
2015-01-20 00:00:00+00:00,15.889251763009618,16.362636576243013,15.717735659083726,15.848088264465332,1742100
2015-01-21 00:00:00+00:00,15.827497788036753,16.184251416294455,15.786334310488051,15.971571922302246,787300
2015-01-22 00:00:00+00:00,15.985292451336965,16.575307975583495,15.971572164321731,16.561586380004883,486500
2015-01-23 00:00:00+00:00,16.492979142563243,16.492979142563243,16.239134887496437,16.266576766967773,651800
2015-01-26 00:00:00+00:00,16.294020838159767,16.67821633152497,16.14308722147855,16.52728271484375,1167800
2015-01-27 00:00:00+00:00,16.36949298106783,16.904622244115806,16.300886296210386,16.568450927734375,1308200
2015-01-28 00:00:00+00:00,16.58216723999941,16.70565897166073,16.355766168141415,16.369487762451172,1301900
2015-01-29 00:00:00+00:00,16.410653406596904,16.705661180445706,15.957851203012417,16.63019371032715,1818600
2015-01-30 00:00:00+00:00,16.534136336116063,16.630184840629788,16.33517722412309,16.396923065185547,1882300
2015-02-02 00:00:00+00:00,16.362630569387115,16.5753100937809,16.25286040785719,16.465539932250977,1445800
2015-02-03 00:00:00+00:00,16.472430277832284,16.844455685099383,16.396647032491476,16.73422622680664,1351800
2015-02-04 00:00:00+00:00,16.720443964180372,16.79622588074415,16.486206082353714,16.54132080078125,1101600
2015-02-05 00:00:00+00:00,16.596437197515453,16.816896093519393,16.520653959249596,16.77556037902832,984600
2015-02-06 00:00:00+00:00,16.816896298442604,17.22336788566745,16.6859983345807,16.8789005279541,1748400
2015-02-09 00:00:00+00:00,16.865119528784803,16.899567048915753,16.61021445000843,16.71355438232422,781600
2015-02-10 00:00:00+00:00,17.037351481642162,17.19580611626537,16.899565357028315,17.099355697631836,1384900
2015-02-11 00:00:00+00:00,17.140693530223835,17.223366266479907,16.913345148067844,17.20269775390625,1393100
2015-02-12 00:00:00+00:00,17.08558201954658,17.478275947965894,17.051135806159763,17.45071792602539,985100
2015-02-13 00:00:00+00:00,17.41626918961441,17.68495329441709,17.319817440834033,17.533388137817383,1164500
2015-02-17 00:00:00+00:00,17.71251277648232,17.73318129318533,17.402492910170125,17.609172821044922,1807100
2015-02-18 00:00:00+00:00,17.65739653848068,17.65739653848068,17.264703952921376,17.368043899536133,1783500
2015-02-19 00:00:00+00:00,17.23714828491211,17.374934450681824,17.12002932128652,17.23714828491211,896800
2015-02-20 00:00:00+00:00,17.29226322582892,17.40249268541033,17.128296149129252,17.39560317993164,744800
2015-02-23 00:00:00+00:00,17.292261565130996,17.292261565130996,16.999463523580797,17.16136360168457,743600
2015-02-24 00:00:00+00:00,17.12691897142773,17.271594643814463,17.06491473639376,17.17514419555664,530700
2015-02-25 00:00:00+00:00,17.13380550042042,17.223366427667315,17.030464250623556,17.19580841064453,612600
2015-02-26 00:00:00+00:00,17.182027941667418,17.21991955193583,16.95467959409531,17.120023727416992,702900
2015-02-27 00:00:00+00:00,17.085580179879308,17.223367646668123,17.02357595122821,17.11313819885254,468500
2015-03-02 00:00:00+00:00,17.113134224273793,17.347372074989103,16.961569097238506,17.120023727416992,1408600
2015-03-03 00:00:00+00:00,17.099356702506054,17.25781134644113,16.93401255482965,17.25092315673828,905500
2015-03-04 00:00:00+00:00,17.216476574078804,17.216476574078804,16.878898756630814,17.15447235107422,1781500
2015-03-05 00:00:00+00:00,17.147582980779298,17.44382508988231,16.954682120182778,17.43004608154297,1959200
2015-03-06 00:00:00+00:00,17.244034145910216,17.774512808771085,17.188919428442652,17.567832946777344,1542200
2015-03-09 00:00:00+00:00,17.54716290938977,17.59194402407587,17.299147359367772,17.381818771362305,1890600
2015-03-10 00:00:00+00:00,17.188919577739433,17.361153235576346,17.07869014184689,17.223365783691406,1434300
2015-03-11 00:00:00+00:00,17.223369129604908,17.40938183157395,17.223369129604908,17.299152374267578,837700
2015-03-12 00:00:00+00:00,17.30604228498549,17.760739135534898,17.216480027551896,17.56094741821289,2143300
2015-03-13 00:00:00+00:00,17.34048447444395,17.381820183800134,16.830673012255986,17.064910888671875,3480900
2015-03-16 00:00:00+00:00,17.175140838965863,17.44382492891078,17.06491140134546,17.436935424804688,1186800
2015-03-17 00:00:00+00:00,17.34737566503893,17.64361779131215,17.154473479223224,17.636728286743164,1225200
2015-03-18 00:00:00+00:00,17.533390317173886,17.802074455373333,17.292262886309334,17.354267120361328,1287700
2015-03-19 00:00:00+00:00,17.223362529611975,17.354260452767743,16.875451184690654,17.085575103759766,1824100
2015-03-20 00:00:00+00:00,17.071797412405168,17.237141535004852,17.044239401619418,17.085575103759766,6593200
2015-03-23 00:00:00+00:00,17.120025767047586,17.388709851450773,16.88578788842585,17.058021545410156,3773300
2015-03-24 00:00:00+00:00,17.016686344195822,17.168251493817557,16.69977572257403,16.75489044189453,2657600
2015-03-25 00:00:00+00:00,16.72044412678588,16.830673564712924,16.424202019592485,16.53443145751953,5012400
2015-03-26 00:00:00+00:00,16.534432742121176,16.73422443516036,16.417313790969605,16.61710548400879,62491000
2015-03-27 00:00:00+00:00,16.610211092139213,16.906453135185345,16.603321589505782,16.865116119384766,9244300
2015-03-30 00:00:00+00:00,16.878898888875295,17.002907335856058,16.644661003253532,16.75489044189453,5463500
2015-03-31 00:00:00+00:00,16.685995230550336,16.734221755451312,16.561988108634587,16.623991012573242,3946500
2015-04-01 00:00:00+00:00,16.637768970093685,16.85133831074263,16.555097560698513,16.782445907592773,5348500
2015-04-02 00:00:00+00:00,16.76866668951499,17.002904536572867,16.706662476232708,16.96156883239746,6024800
2015-04-06 00:00:00+00:00,16.86512330856534,17.085582230658144,16.727337139276752,17.051136016845703,3718400
2015-04-07 00:00:00+00:00,17.03735340918095,17.223366078194708,17.01668621087179,17.15447235107422,5752800
2015-04-08 00:00:00+00:00,17.223365783691406,17.285370005635777,17.140693049752734,17.223365783691406,4441600
2015-04-09 00:00:00+00:00,17.223365141772977,17.319815566074592,17.17513992962217,17.25092315673828,3584900
2015-04-10 00:00:00+00:00,17.244037645614394,17.430049033544652,17.202700613595418,17.299152374267578,2606700
2015-04-13 00:00:00+00:00,17.35426496326939,17.540276328265833,17.20958799711813,17.533388137817383,4462600
2015-04-14 00:00:00+00:00,17.326704185396494,17.395597905254693,17.237143269407728,17.319814682006836,1860800
2015-04-15 00:00:00+00:00,17.32670715133197,17.678064000118443,17.23714622001242,17.636728286743164,3701300
2015-04-16 00:00:00+00:00,17.63673066465073,17.65739786710555,17.361157014929695,17.56094741821289,1971000
2015-04-17 00:00:00+00:00,17.471382050796986,17.505828255525255,17.250923186843714,17.30603790283203,1303800
2015-04-20 00:00:00+00:00,17.354267102920762,17.416271336910444,17.202700613595418,17.299152374267578,2630000
2015-04-21 00:00:00+00:00,17.354263084781223,17.54027442964313,17.19580712680767,17.25092315673828,3493900
2015-04-22 00:00:00+00:00,17.567836923710768,17.898525303376008,17.168254803105565,17.56094741821289,3562600
2015-04-23 00:00:00+00:00,17.678062760613255,17.733177479262118,17.416268175540807,17.664283752441406,2450300
2015-04-24 00:00:00+00:00,17.678060657619465,17.71939636317915,17.41626610369027,17.616056442260742,1918400
2015-04-27 00:00:00+00:00,17.705622645410443,17.802073084714614,17.55405616760254,17.55405616760254,4843500
2015-04-28 00:00:00+00:00,17.588504684868784,17.791740489192396,17.492052926079417,17.760738372802734,2557100
2015-04-29 00:00:00+00:00,17.657391719497593,18.112089725777885,17.636724524238275,17.974302291870117,3516600
2015-04-30 00:00:00+00:00,17.90541682461586,18.036314815734038,17.69184738629386,17.946752548217773,2700300
2015-05-01 00:00:00+00:00,18.085065232829496,18.190187132724883,17.91908391046418,17.96749496459961,2090700
2015-05-04 00:00:00+00:00,18.0159072390684,18.244131737667608,17.960580127865633,18.188804626464844,1626000
2015-05-05 00:00:00+00:00,18.140390389684736,18.306371694202415,18.078147235602838,18.147306442260742,2164100
2015-05-06 00:00:00+00:00,18.18188995161114,18.280094486059753,17.829179121869426,17.87759017944336,2614500
2015-05-07 00:00:00+00:00,17.856839458618804,17.953661559889312,17.711606306713044,17.946746826171875,2998300
2015-05-08 00:00:00+00:00,18.11272882829884,18.148691512873118,17.683942770820575,17.849924087524414,3298200
2015-05-11 00:00:00+00:00,17.863758045968524,18.11273070639115,17.863758045968524,18.029739379882812,4875100
2015-05-12 00:00:00+00:00,17.99515788583022,18.154223143455013,17.953661568891597,18.085063934326172,3526300
2015-05-13 00:00:00+00:00,18.181890535012336,18.26488054520129,17.974412871335094,18.14039421081543,3532400
2015-05-14 00:00:00+00:00,18.313289642333984,18.38936490944222,18.078149106819687,18.313289642333984,2561300
2015-05-15 00:00:00+00:00,18.292545457359644,18.383835263502505,17.91217038569607,17.932918548583984,2266900
2015-05-18 00:00:00+00:00,17.97441223544192,18.244131737667608,17.905253016662865,18.188804626464844,2182500
2015-05-19 00:00:00+00:00,17.995156562945205,18.596838604199366,17.939829463529854,18.576091766357422,3279800
2015-05-20 00:00:00+00:00,18.430857959640115,18.638335579132853,18.423941907080142,18.500017166137695,3430900
2015-05-21 00:00:00+00:00,18.506934476283668,18.610672633528193,18.299456842692376,18.5622615814209,5403600
2015-05-22 00:00:00+00:00,18.55534678816849,18.66600100595559,18.465440730879838,18.617589950561523,3185400
2015-05-26 00:00:00+00:00,18.583011021531174,18.66600102540682,18.437776536095303,18.46544075012207,5930200
2015-05-27 00:00:00+00:00,18.510392479586496,18.61758932658226,18.38936484515764,18.513851165771484,4423300
2015-05-28 00:00:00+00:00,18.513852439268817,18.617590607215345,18.382450056348617,18.555347442626953,3074900
2015-05-29 00:00:00+00:00,18.596840527468327,18.638336845647927,18.372074739955558,18.5622615814209,11662100
2015-06-01 00:00:00+00:00,18.610671970506456,18.69020459886391,18.47926960582352,18.638336181640625,4060500
2015-06-02 00:00:00+00:00,18.67291510979951,18.908055627821458,18.638336165014834,18.804317474365234,3798500
2015-06-03 00:00:00+00:00,18.873481033298056,19.13628450390245,18.838900761440573,19.10170555114746,6359400
2015-06-04 00:00:00+00:00,19.0394648920682,19.27460549530237,19.0394648920682,19.191614151000977,6119200
2015-06-05 00:00:00+00:00,19.219273820184394,19.606563590624457,18.880393787059194,19.5858154296875,7049800
2015-06-08 00:00:00+00:00,19.63422715001208,19.85553559774682,19.364507644223167,19.39217185974121,11994700
2015-06-09 00:00:00+00:00,19.371426885640016,19.42675400667769,18.880397532215873,19.419837951660156,8313400
2015-06-10 00:00:00+00:00,19.502826114777367,19.57890006936876,19.246937397236124,19.3645076751709,7645800
2015-06-11 00:00:00+00:00,19.42675092956239,19.482078041836488,18.991048766189305,19.03254508972168,10332600
2015-06-12 00:00:00+00:00,19.018714870919457,19.11553699724042,18.90114458077149,19.04637908935547,8410200
2015-06-15 00:00:00+00:00,18.928809348577737,19.3575941939602,18.92189329376801,19.30226707458496,6176000
2015-06-16 00:00:00+00:00,19.260769454650948,19.565069229528,19.177778127283606,19.537405014038086,5020100
2015-06-17 00:00:00+00:00,19.592734781080612,19.64806190045585,19.253856010019447,19.30226707458496,6830800
2015-06-18 00:00:00+00:00,19.364507034290963,19.447498359128677,19.08787148333585,19.412918090820312,6168300
2015-06-19 00:00:00+00:00,19.447503390175278,19.682642679990618,19.378344154769497,19.495914459228516,29234700
2015-06-22 00:00:00+00:00,19.634225199077722,19.737964677860013,19.482075986153838,19.55123519897461,3695200
2015-06-23 00:00:00+00:00,19.627315555486533,19.731055068146556,19.40600705747019,19.495914459228516,5113400
2015-06-24 00:00:00+00:00,19.433668177618944,19.585817415946163,19.35413553128182,19.39908790588379,2675600
2015-06-25 00:00:00+00:00,19.329929524530915,19.392172693018686,18.86656444751221,18.93572235107422,5014800
2015-06-26 00:00:00+00:00,18.928808799207502,19.09824752026918,18.85273351761101,19.04637908935547,9588300
2015-06-29 00:00:00+00:00,18.818155999743492,18.942642362726588,18.534604314772107,18.62451171875,3022500
2015-06-30 00:00:00+00:00,18.818154610764985,19.27460501437971,18.66254798762426,18.887313842773438,5524900
2015-07-01 00:00:00+00:00,19.039463709863877,19.18469690449512,18.908061305838526,18.97722053527832,2837700
2015-07-02 00:00:00+00:00,18.97030266456714,18.997965562233585,18.617591815378365,18.776657104492188,2158000
2015-07-06 00:00:00+00:00,18.624503449841633,18.700578708800453,18.44469004082215,18.67983055114746,3392000
2015-07-07 00:00:00+00:00,18.679828655265126,18.700576810812315,18.285622933582665,18.493099212646484,3582600
2015-07-08 00:00:00+00:00,18.382449471229265,18.472355528827215,18.29945814805226,18.4239444732666,3601900
2015-07-09 00:00:00+00:00,18.610677071115045,18.69366840816072,18.534601788748393,18.659088134765625,2196300
2015-07-10 00:00:00+00:00,18.845816936306154,18.914976161360805,18.70749848619685,18.880395889282227,1767500
2015-07-13 00:00:00+00:00,19.01871112508511,19.15702955181755,18.804318750841883,18.845813751220703,2075200
2015-07-14 00:00:00+00:00,18.88039582564678,19.07404139132663,18.831984764002442,19.053293228149414,3363200
2015-07-15 00:00:00+00:00,19.191609710353323,19.36450709513128,19.101703650673823,19.22618865966797,2356000
2015-07-16 00:00:00+00:00,19.288431733273935,19.46824517089216,19.163945405761137,19.440582275390625,2239400
2015-07-17 00:00:00+00:00,19.419837368145167,19.490379016640258,19.253856010019447,19.30226707458496,3126700
2015-07-20 00:00:00+00:00,19.316092837393636,19.48207414098183,19.274597841272126,19.33683967590332,4131700
2015-07-21 00:00:00+00:00,18.347866092454026,19.074034388727892,17.621696477078153,18.479267120361328,10366900
2015-07-22 00:00:00+00:00,18.45852777492861,18.849274969953818,18.405966814794066,18.700584411621094,3829300
2015-07-23 00:00:00+00:00,18.714414074637926,18.88039541917478,18.237218203757898,18.292545318603516,3075000
2015-07-24 00:00:00+00:00,18.313288401079806,18.43085866086817,18.06431709495906,18.085063934326172,1993900
2015-07-27 00:00:00+00:00,17.995161709966712,18.071235668982872,17.760021140420456,17.939834594726562,2544300
2015-07-28 00:00:00+00:00,17.843009229136037,18.230300313145342,17.801514226957302,18.09889793395996,5631600
2015-07-29 00:00:00+00:00,18.05048627092401,18.209551539842675,17.981327056884766,17.981327056884766,59753900
2015-07-30 00:00:00+00:00,18.07158087887215,18.488135648993307,17.77304898920875,18.390939712524414,17805600
2015-07-31 00:00:00+00:00,18.439539009280633,18.467310035527046,18.036868398075555,18.09935188293457,9396400
2015-08-03 00:00:00+00:00,18.1757253344366,18.397888302061876,18.050758334098447,18.07158660888672,6981500
2015-08-04 00:00:00+00:00,18.085468846522204,18.35623109272255,17.981330132227733,18.23820686340332,5120700
2015-08-05 00:00:00+00:00,18.3909384347725,18.6339295832577,18.335397714335475,18.508962631225586,6478800
2015-08-06 00:00:00+00:00,18.58533162498482,18.63392958986003,18.349283231995017,18.50201988220215,4042000
2015-08-07 00:00:00+00:00,18.418711326237673,18.62004596168032,18.26597333638943,18.53673553466797,8972800
2015-08-10 00:00:00+00:00,18.751959432416214,18.92552440162681,18.67559042222095,18.87692642211914,4443200
2015-08-11 00:00:00+00:00,18.745015488324597,18.876925227350522,18.53673806813254,18.633934020996094,4909300
2015-08-12 00:00:00+00:00,18.592281560831864,18.599224319094624,17.870250591853974,18.07158660888672,6983100
2015-08-13 00:00:00+00:00,18.050753235249026,18.259030627516058,18.033397006592665,18.189605712890625,4317400
2015-08-14 00:00:00+00:00,18.23126475060903,18.342346226344088,18.141010223952012,18.3145751953125,1998500
2015-08-17 00:00:00+00:00,18.265976560758602,18.384000790022917,18.106297110635,18.245149612426758,1746200
2015-08-18 00:00:00+00:00,18.252089825851648,18.453424468771328,18.18266358463281,18.439538955688477,2415200
2015-08-19 00:00:00+00:00,18.349284504361492,18.446480440851627,18.21043203149388,18.231260299682617,4323000
2015-08-20 00:00:00+00:00,18.085466456360837,18.252089966245876,17.585599899291992,17.585599899291992,3193800
2015-08-21 00:00:00+00:00,17.370379845256423,17.4328633307872,17.05796241760254,17.05796241760254,4203100
2015-08-24 00:00:00+00:00,16.370648181351644,16.73166364257871,14.67665367606713,15.988805770874023,8454800
2015-08-25 00:00:00+00:00,16.523386181617568,16.717779443166815,16.01657673895203,16.037405014038086,5607800
2015-08-26 00:00:00+00:00,16.66223584621582,16.97465329801058,16.28039347108492,16.794145584106445,6358500
2015-08-27 00:00:00+00:00,17.11350380269102,17.34955224059259,16.919111906204183,16.995479583740234,5251700
2015-08-28 00:00:00+00:00,17.127387985809058,17.27665393712616,16.919110591699113,17.141273498535156,3096500
2015-08-31 00:00:00+00:00,17.092676168613927,17.314839083773922,17.009364413331213,17.23152732849121,3553100
2015-09-01 00:00:00+00:00,16.98853167241915,17.071843405775876,16.328985857141635,16.447010040283203,5046600
2015-09-02 00:00:00+00:00,16.648344693986253,16.891335815961533,16.273445202986036,16.752483367919922,5658400
2015-09-03 00:00:00+00:00,16.870510700479212,17.210699129259872,16.808027219617077,17.009363174438477,3093800
2015-09-04 00:00:00+00:00,16.828858714558955,16.960768457691714,16.634465478584126,16.724720001220703,2295000
2015-09-08 00:00:00+00:00,17.078790059447126,17.09961700439453,16.811499897660585,17.09961700439453,3484900
2015-09-09 00:00:00+00:00,17.20375510036968,17.349548995464946,16.915636701688225,16.9399356842041,3949800
2015-09-10 00:00:00+00:00,16.870509426189887,17.103780982175678,16.814968705640435,16.96770668029785,2010800
2015-09-11 00:00:00+00:00,16.8705081818546,17.037131655408366,16.703886032495966,16.8843936920166,3544800
2015-09-14 00:00:00+00:00,16.85662525880293,17.12738610627199,16.83579699199945,16.94687843322754,2459300
2015-09-15 00:00:00+00:00,16.97465438553619,17.453692743384956,16.955215193885362,17.3773250579834,2882000
2015-09-16 00:00:00+00:00,17.30789378595368,17.3981469604129,17.103087130324244,17.27318000793457,3541400
2015-09-17 00:00:00+00:00,17.24540765491019,17.32871806094056,16.440066667576446,16.690000534057617,5433100
2015-09-18 00:00:00+00:00,16.447009424055086,16.655286763350656,16.120706581844992,16.488664627075195,11030900
2015-09-21 00:00:00+00:00,16.627521551812734,16.75942995096849,16.467840802831716,16.59280776977539,3422200
2015-09-22 00:00:00+00:00,16.31511047629808,16.43313473271148,16.25956972764448,16.384536743164062,2220000
2015-09-23 00:00:00+00:00,16.488667824042107,16.51643884757002,16.158894202722205,16.204021453857422,3662100
2015-09-24 00:00:00+00:00,16.009630801014424,16.190138509990096,15.967975583310961,16.134597778320312,3495100
2015-09-25 00:00:00+00:00,16.40535795930275,16.53726768779945,16.30121925751923,16.3914737701416,4083200
2015-09-28 00:00:00+00:00,16.245677061825038,16.356758510259766,15.690269819651403,15.71109676361084,5404800
2015-09-29 00:00:00+00:00,15.80134966477936,16.27344643482263,15.665969245998314,16.120708465576172,5979200
2015-09-30 00:00:00+00:00,16.426180522053727,17.516167782115886,16.238730129455845,16.565032958984375,5608500
2015-10-01 00:00:00+00:00,16.48867038970298,16.676120855098098,16.22485224611375,16.315105438232422,3214100
2015-10-02 00:00:00+00:00,15.961031548058711,16.30121866781605,15.6069589154471,16.252620697021484,7919400
2015-10-05 00:00:00+00:00,16.412299469688808,16.544209188168743,16.19013656963544,16.46784019470215,6639600
2015-10-06 00:00:00+00:00,16.426184331406343,16.54420853290958,16.17625041664766,16.217906951904297,3616500
2015-10-07 00:00:00+00:00,16.328989671237693,16.36023141301947,16.092941249818793,16.273448944091797,4528600
