"('date', '')","('open', 'APP')","('high', 'APP')","('low', 'APP')","('close', 'APP')","('volume', 'APP')"
2025-09-26 00:00:00+00:00,652.6699829101562,671.1799926757812,646.52001953125,669.8599853515625,6064462
