"('date', '')","('open', 'ACLS')","('high', 'ACLS')","('low', 'ACLS')","('close', 'ACLS')","('volume', 'ACLS')"
2024-02-01 00:00:00+00:00,131.8000030517578,132.16000366210938,127.43000030517578,130.69000244140625,583300
2024-02-02 00:00:00+00:00,130.25,132.94000244140625,129.47999572753906,131.6199951171875,381200
2024-02-05 00:00:00+00:00,132.3800048828125,134.25999450683594,128.52999877929688,130.1999969482422,554600
2024-02-06 00:00:00+00:00,129.5500030517578,131.2100067138672,128.0,129.82000732421875,718400
2024-02-07 00:00:00+00:00,132.2100067138672,134.3000030517578,129.38999938964844,131.49000549316406,1232700
2024-02-08 00:00:00+00:00,117.44999694824219,124.91000366210938,110.0,122.25,2533800
2024-02-09 00:00:00+00:00,124.62000274658203,127.26000213623047,120.23999786376953,125.31999969482422,1099900
2024-02-12 00:00:00+00:00,125.05999755859375,126.63999938964844,121.23999786376953,122.31999969482422,870300
2024-02-13 00:00:00+00:00,116.91999816894531,122.63999938964844,116.05000305175781,118.3499984741211,913300
2024-02-14 00:00:00+00:00,120.19999694824219,122.69000244140625,119.0,120.5999984741211,618900
2024-02-15 00:00:00+00:00,121.86000061035156,123.0,117.79000091552734,119.26000213623047,635000
2024-02-16 00:00:00+00:00,120.44999694824219,122.4000015258789,116.69000244140625,116.77999877929688,613400
2024-02-20 00:00:00+00:00,114.18000030517578,114.36000061035156,110.55000305175781,111.91000366210938,974200
2024-02-21 00:00:00+00:00,110.0,110.76000213623047,107.4800033569336,109.31999969482422,942100
2024-02-22 00:00:00+00:00,112.16999816894531,113.1500015258789,109.30000305175781,111.44999694824219,732200
2024-02-23 00:00:00+00:00,111.5,112.2300033569336,109.58000183105469,109.6500015258789,657200
2024-02-26 00:00:00+00:00,110.98999786376953,111.77999877929688,109.26000213623047,110.69000244140625,498300
2024-02-27 00:00:00+00:00,111.68000030517578,112.0,109.37000274658203,109.73999786376953,613500
2024-02-28 00:00:00+00:00,108.1500015258789,111.30000305175781,107.13999938964844,110.72000122070312,547300
2024-02-29 00:00:00+00:00,112.66999816894531,114.11000061035156,111.55999755859375,112.66999816894531,842400
2024-03-01 00:00:00+00:00,114.0,117.58000183105469,112.5199966430664,116.2699966430664,557200
2024-03-04 00:00:00+00:00,117.36000061035156,117.36000061035156,114.4000015258789,114.7300033569336,595600
2024-03-05 00:00:00+00:00,112.5999984741211,114.0,110.25,111.41000366210938,475400
2024-03-06 00:00:00+00:00,113.25,114.5,110.20999908447266,113.20999908447266,520900
2024-03-07 00:00:00+00:00,114.68000030517578,119.2300033569336,114.51000213623047,118.62999725341797,503100
2024-03-08 00:00:00+00:00,119.05000305175781,119.19000244140625,111.87999725341797,111.91000366210938,858700
2024-03-11 00:00:00+00:00,111.6500015258789,114.0199966430664,110.91000366210938,112.4800033569336,634200
2024-03-12 00:00:00+00:00,114.5999984741211,114.5999984741211,110.9000015258789,111.88999938964844,513400
2024-03-13 00:00:00+00:00,111.1500015258789,111.97000122070312,108.37000274658203,108.6500015258789,791400
2024-03-14 00:00:00+00:00,108.31999969482422,109.23999786376953,106.94999694824219,108.11000061035156,627800
2024-03-15 00:00:00+00:00,106.55999755859375,108.13999938964844,106.11000061035156,107.61000061035156,773000
2024-03-18 00:00:00+00:00,110.25,111.37999725341797,109.22000122070312,110.20999908447266,539400
2024-03-19 00:00:00+00:00,108.6500015258789,111.20999908447266,107.08999633789062,111.16000366210938,551700
2024-03-20 00:00:00+00:00,112.19999694824219,113.75,109.22000122070312,113.06999969482422,513900
2024-03-21 00:00:00+00:00,116.2699966430664,117.93000030517578,113.75,114.41999816894531,532800
2024-03-22 00:00:00+00:00,113.4000015258789,114.41999816894531,111.97000122070312,112.66000366210938,377000
2024-03-25 00:00:00+00:00,109.0,110.9000015258789,107.45999908447266,109.55000305175781,586500
2024-03-26 00:00:00+00:00,110.45999908447266,110.75,108.01000213623047,108.04000091552734,472000
2024-03-27 00:00:00+00:00,109.22000122070312,112.58000183105469,107.45999908447266,112.47000122070312,507000
2024-03-28 00:00:00+00:00,112.37999725341797,114.08999633789062,111.44999694824219,111.5199966430664,530000
2024-04-01 00:00:00+00:00,111.69999694824219,113.97000122070312,111.6500015258789,112.38999938964844,373300
2024-04-02 00:00:00+00:00,109.98999786376953,109.98999786376953,107.62999725341797,108.18000030517578,623500
2024-04-03 00:00:00+00:00,106.87000274658203,108.95999908447266,106.11000061035156,107.05999755859375,663200
2024-04-04 00:00:00+00:00,108.55000305175781,109.5,103.72000122070312,104.45999908447266,655400
2024-04-05 00:00:00+00:00,105.47000122070312,106.0,103.25,105.23999786376953,482400
2024-04-08 00:00:00+00:00,106.0,106.76000213623047,104.61000061035156,104.72000122070312,328200
2024-04-09 00:00:00+00:00,106.5999984741211,109.0199966430664,105.77999877929688,108.9000015258789,531400
2024-04-10 00:00:00+00:00,105.94999694824219,107.86000061035156,103.73999786376953,105.13999938964844,552300
2024-04-11 00:00:00+00:00,106.0199966430664,108.30000305175781,104.4800033569336,108.12000274658203,400000
2024-04-12 00:00:00+00:00,105.5999984741211,107.19000244140625,104.20999908447266,104.61000061035156,458300
2024-04-15 00:00:00+00:00,105.27999877929688,105.88999938964844,102.9800033569336,104.33000183105469,410300
2024-04-16 00:00:00+00:00,103.30999755859375,105.36000061035156,102.36000061035156,104.31999969482422,418100
2024-04-17 00:00:00+00:00,104.33000183105469,104.81999969482422,101.56999969482422,101.72000122070312,545700
2024-04-18 00:00:00+00:00,101.61000061035156,101.61000061035156,98.04000091552734,98.25,647800
2024-04-19 00:00:00+00:00,98.0,99.06999969482422,94.45999908447266,94.79000091552734,709900
2024-04-22 00:00:00+00:00,96.0,97.94999694824219,93.7699966430664,96.95999908447266,582900
2024-04-23 00:00:00+00:00,97.04000091552734,99.66999816894531,96.86000061035156,97.23999786376953,478800
2024-04-24 00:00:00+00:00,99.55999755859375,100.77999877929688,96.94999694824219,98.68000030517578,510900
2024-04-25 00:00:00+00:00,98.5,101.0199966430664,97.87999725341797,100.0,384300
2024-04-26 00:00:00+00:00,100.4800033569336,104.20999908447266,100.33000183105469,103.05999755859375,428500
2024-04-29 00:00:00+00:00,103.05999755859375,105.02999877929688,102.31999969482422,104.8499984741211,371100
2024-04-30 00:00:00+00:00,103.69000244140625,106.4000015258789,103.26000213623047,103.5199966430664,584000
2024-05-01 00:00:00+00:00,101.55000305175781,105.9800033569336,100.18000030517578,101.69999694824219,895000
2024-05-02 00:00:00+00:00,101.25,108.55999755859375,99.7300033569336,106.63999938964844,1014800
2024-05-03 00:00:00+00:00,110.81999969482422,114.16000366210938,110.11000061035156,111.44999694824219,763600
2024-05-06 00:00:00+00:00,112.5,113.58999633789062,111.69999694824219,113.43000030517578,364200
2024-05-07 00:00:00+00:00,113.41000366210938,114.4800033569336,111.2699966430664,111.2699966430664,360900
2024-05-08 00:00:00+00:00,109.08000183105469,111.48999786376953,108.94999694824219,111.45999908447266,322600
2024-05-09 00:00:00+00:00,112.04000091552734,113.55999755859375,110.83000183105469,113.04000091552734,450300
2024-05-10 00:00:00+00:00,113.93000030517578,115.0,111.5199966430664,113.79000091552734,564500
2024-05-13 00:00:00+00:00,114.55000305175781,115.0,111.55999755859375,111.95999908447266,379400
2024-05-14 00:00:00+00:00,112.83000183105469,113.80000305175781,112.08000183105469,112.1500015258789,382700
2024-05-15 00:00:00+00:00,114.0,114.0,111.33999633789062,112.94000244140625,534100
2024-05-16 00:00:00+00:00,113.26000213623047,114.95999908447266,113.06999969482422,113.56999969482422,412200
2024-05-17 00:00:00+00:00,114.5,114.62000274658203,112.12000274658203,113.2300033569336,288900
2024-05-20 00:00:00+00:00,113.2300033569336,117.19999694824219,113.2300033569336,115.19000244140625,339500
2024-05-21 00:00:00+00:00,112.98999786376953,113.81999969482422,111.91000366210938,112.19000244140625,337300
2024-05-22 00:00:00+00:00,113.08000183105469,114.47000122070312,111.94000244140625,113.58000183105469,333600
2024-05-23 00:00:00+00:00,114.83000183105469,114.97000122070312,108.70999908447266,109.26000213623047,447300
2024-05-24 00:00:00+00:00,110.91999816894531,111.7699966430664,109.12999725341797,111.37000274658203,349600
2024-05-28 00:00:00+00:00,112.0,115.87000274658203,110.98999786376953,115.33000183105469,468400
2024-05-29 00:00:00+00:00,113.01000213623047,115.37999725341797,112.79000091552734,112.88999938964844,397600
2024-05-30 00:00:00+00:00,113.7300033569336,115.36000061035156,113.08000183105469,113.68000030517578,293800
2024-05-31 00:00:00+00:00,113.97000122070312,115.0999984741211,108.36000061035156,112.48999786376953,484000
2024-06-03 00:00:00+00:00,114.98999786376953,114.98999786376953,109.55000305175781,111.54000091552734,324300
2024-06-04 00:00:00+00:00,111.81999969482422,112.13999938964844,109.66999816894531,111.29000091552734,458400
2024-06-05 00:00:00+00:00,113.0,127.58999633789062,113.0,127.12999725341797,1233800
2024-06-06 00:00:00+00:00,127.01000213623047,128.6300048828125,125.1500015258789,127.31999969482422,887500
2024-06-07 00:00:00+00:00,127.31999969482422,127.83999633789062,123.94999694824219,124.95999908447266,471100
2024-06-10 00:00:00+00:00,123.08999633789062,128.66000366210938,122.86000061035156,127.19999694824219,549100
2024-06-11 00:00:00+00:00,126.19000244140625,128.99000549316406,124.48999786376953,128.27999877929688,352000
2024-06-12 00:00:00+00:00,130.47000122070312,137.52999877929688,130.47000122070312,136.57000732421875,700500
2024-06-13 00:00:00+00:00,136.0,145.25,136.0,141.16000366210938,924500
2024-06-14 00:00:00+00:00,139.0,140.52000427246094,136.61000061035156,138.72999572753906,474900
2024-06-17 00:00:00+00:00,138.99000549316406,138.99000549316406,133.5800018310547,138.02000427246094,516500
2024-06-18 00:00:00+00:00,138.02000427246094,142.27000427246094,135.88999938964844,140.64999389648438,579900
2024-06-20 00:00:00+00:00,141.5,142.77000427246094,135.55999755859375,136.02000427246094,675500
2024-06-21 00:00:00+00:00,134.99000549316406,138.2899932861328,130.10000610351562,137.67999267578125,791900
2024-06-24 00:00:00+00:00,137.47999572753906,139.14999389648438,135.0399932861328,135.58999633789062,397600
2024-06-25 00:00:00+00:00,136.7899932861328,141.3300018310547,133.9600067138672,141.16000366210938,439800
2024-06-26 00:00:00+00:00,141.0,143.3000030517578,137.55999755859375,139.1699981689453,542200
2024-06-27 00:00:00+00:00,141.0,144.67999267578125,138.47999572753906,139.4199981689453,464800
2024-06-28 00:00:00+00:00,141.22000122070312,145.6999969482422,140.63999938964844,142.19000244140625,1140000
2024-07-01 00:00:00+00:00,142.19000244140625,143.02000427246094,139.24000549316406,140.69000244140625,457700
2024-07-02 00:00:00+00:00,140.0,144.91000366210938,139.0,141.22000122070312,368200
2024-07-03 00:00:00+00:00,142.5,144.11000061035156,140.77000427246094,141.75,282200
2024-07-05 00:00:00+00:00,142.57000732421875,148.47000122070312,141.5,141.80999755859375,524600
2024-07-08 00:00:00+00:00,143.0,145.8800048828125,142.92999267578125,143.6300048828125,515600
2024-07-09 00:00:00+00:00,146.97999572753906,152.0,144.00999450683594,151.05999755859375,954200
2024-07-10 00:00:00+00:00,153.4499969482422,158.61000061035156,151.6699981689453,155.02000427246094,812700
2024-07-11 00:00:00+00:00,158.0,158.0,144.52999877929688,144.57000732421875,839600
2024-07-12 00:00:00+00:00,148.6999969482422,153.6999969482422,145.58999633789062,148.74000549316406,644000
2024-07-15 00:00:00+00:00,151.30999755859375,152.64999389648438,146.41000366210938,147.8699951171875,503700
2024-07-16 00:00:00+00:00,149.27000427246094,151.5800018310547,146.0399932861328,147.3699951171875,463000
2024-07-17 00:00:00+00:00,142.14999389648438,143.05999755859375,134.50999450683594,134.74000549316406,1087400
2024-07-18 00:00:00+00:00,137.5500030517578,138.74000549316406,131.3800048828125,134.08999633789062,621600
2024-07-19 00:00:00+00:00,134.5,134.5,127.5,127.95999908447266,643800
2024-07-22 00:00:00+00:00,131.08999633789062,137.22999572753906,130.11000061035156,136.91000366210938,729900
2024-07-23 00:00:00+00:00,134.22999572753906,137.99000549316406,134.22999572753906,136.3800048828125,402700
2024-07-24 00:00:00+00:00,133.91000366210938,136.05999755859375,125.45999908447266,125.62999725341797,809600
2024-07-25 00:00:00+00:00,124.19999694824219,126.30999755859375,118.47000122070312,120.23999786376953,913100
2024-07-26 00:00:00+00:00,124.26000213623047,125.87000274658203,121.91000366210938,123.55000305175781,593300
2024-07-29 00:00:00+00:00,125.0,128.6999969482422,122.45999908447266,122.98999786376953,452800
2024-07-30 00:00:00+00:00,123.6500015258789,124.0,116.73999786376953,117.36000061035156,857000
2024-07-31 00:00:00+00:00,122.27999877929688,127.87999725341797,120.58000183105469,126.3499984741211,996600
2024-08-01 00:00:00+00:00,113.73999786376953,121.0,110.69000244140625,112.81999969482422,1938400
2024-08-02 00:00:00+00:00,106.79000091552734,108.41000366210938,102.87000274658203,106.33000183105469,1460900
2024-08-05 00:00:00+00:00,98.43000030517578,110.47000122070312,98.0,109.27999877929688,932300
2024-08-06 00:00:00+00:00,110.0,110.91999816894531,106.91999816894531,107.18000030517578,638100
2024-08-07 00:00:00+00:00,110.38999938964844,111.48999786376953,102.43000030517578,102.68000030517578,543800
2024-08-08 00:00:00+00:00,107.2699966430664,115.2300033569336,105.75,114.83000183105469,858500
2024-08-09 00:00:00+00:00,112.8499984741211,116.45999908447266,110.87999725341797,112.47000122070312,394500
2024-08-12 00:00:00+00:00,113.0,114.54000091552734,111.08999633789062,111.12999725341797,401200
2024-08-13 00:00:00+00:00,112.55999755859375,113.73999786376953,110.7699966430664,112.66000366210938,528000
2024-08-14 00:00:00+00:00,114.0,114.12000274658203,108.5,110.22000122070312,601500
2024-08-15 00:00:00+00:00,114.08999633789062,117.56999969482422,112.72000122070312,116.97000122070312,702200
2024-08-16 00:00:00+00:00,115.11000061035156,117.33000183105469,114.0,115.47000122070312,292900
2024-08-19 00:00:00+00:00,115.5999984741211,116.0999984741211,113.69999694824219,116.08999633789062,383200
2024-08-20 00:00:00+00:00,115.44000244140625,115.4800033569336,111.7699966430664,112.36000061035156,352800
2024-08-21 00:00:00+00:00,114.38999938964844,116.29000091552734,113.2300033569336,115.61000061035156,331500
2024-08-22 00:00:00+00:00,116.18000030517578,117.08999633789062,109.2300033569336,109.83999633789062,535600
2024-08-23 00:00:00+00:00,112.11000061035156,115.37000274658203,111.08999633789062,114.22000122070312,529000
2024-08-26 00:00:00+00:00,113.36000061035156,113.75,109.26000213623047,109.80000305175781,488100
2024-08-27 00:00:00+00:00,109.3499984741211,111.18000030517578,107.20999908447266,110.87999725341797,432500
2024-08-28 00:00:00+00:00,109.91999816894531,111.18000030517578,106.5,109.0199966430664,416800
2024-08-29 00:00:00+00:00,110.7300033569336,113.37000274658203,108.70999908447266,109.4800033569336,368900
2024-08-30 00:00:00+00:00,111.7300033569336,112.45999908447266,108.2300033569336,109.33000183105469,631500
2024-09-03 00:00:00+00:00,107.0,107.01000213623047,100.66999816894531,101.04000091552734,869400
2024-09-04 00:00:00+00:00,99.93000030517578,101.66999816894531,97.7699966430664,100.01000213623047,622800
2024-09-05 00:00:00+00:00,98.5,102.05000305175781,98.5,100.73999786376953,422800
2024-09-06 00:00:00+00:00,100.68000030517578,100.87000274658203,95.91000366210938,96.9800033569336,660800
2024-09-09 00:00:00+00:00,98.27999877929688,99.31999969482422,97.0,97.55999755859375,458600
2024-09-10 00:00:00+00:00,98.06999969482422,98.37999725341797,95.62000274658203,97.62999725341797,432400
2024-09-11 00:00:00+00:00,98.58000183105469,101.76000213623047,95.83000183105469,101.52999877929688,725000
2024-09-12 00:00:00+00:00,101.87999725341797,101.87999725341797,97.94000244140625,99.58999633789062,352000
2024-09-13 00:00:00+00:00,100.76000213623047,103.68000030517578,100.69000244140625,103.2699966430664,440200
2024-09-16 00:00:00+00:00,100.83000183105469,101.12999725341797,96.2300033569336,98.86000061035156,864100
2024-09-17 00:00:00+00:00,101.0,101.19999694824219,97.81999969482422,99.7699966430664,505400
2024-09-18 00:00:00+00:00,101.01000213623047,101.81999969482422,97.63999938964844,97.83999633789062,615900
2024-09-19 00:00:00+00:00,102.2699966430664,102.98999786376953,100.06999969482422,102.2300033569336,677000
2024-09-20 00:00:00+00:00,100.31999969482422,101.87000274658203,98.58999633789062,101.29000091552734,3094800
2024-09-23 00:00:00+00:00,102.44000244140625,103.4000015258789,101.37999725341797,102.54000091552734,479800
2024-09-24 00:00:00+00:00,103.37999725341797,104.94999694824219,102.0,103.55000305175781,445900
2024-09-25 00:00:00+00:00,103.41999816894531,104.1500015258789,101.54000091552734,101.75,402000
2024-09-26 00:00:00+00:00,108.68000030517578,110.16999816894531,105.4000015258789,108.05000305175781,845900
2024-09-27 00:00:00+00:00,109.01000213623047,109.47000122070312,106.76000213623047,107.37000274658203,360900
2024-09-30 00:00:00+00:00,104.94000244140625,106.97000122070312,103.9000015258789,104.8499984741211,581300
2024-10-01 00:00:00+00:00,104.98999786376953,105.0,99.38999938964844,101.76000213623047,517100
2024-10-02 00:00:00+00:00,102.9800033569336,104.80999755859375,100.33999633789062,100.58999633789062,603800
2024-10-03 00:00:00+00:00,99.66000366210938,102.01000213623047,99.36000061035156,99.61000061035156,395600
2024-10-04 00:00:00+00:00,102.16999816894531,102.54000091552734,100.16999816894531,100.27999877929688,448800
2024-10-07 00:00:00+00:00,99.4800033569336,100.0199966430664,98.55999755859375,98.94000244140625,475000
2024-10-08 00:00:00+00:00,98.94999694824219,98.94999694824219,96.72000122070312,98.5,580300
2024-10-09 00:00:00+00:00,98.58999633789062,102.05000305175781,98.1500015258789,100.1500015258789,377800
2024-10-10 00:00:00+00:00,98.23999786376953,100.16999816894531,97.5,99.33000183105469,364400
2024-10-11 00:00:00+00:00,98.75,101.87000274658203,98.37000274658203,101.18000030517578,399000
2024-10-14 00:00:00+00:00,101.62000274658203,105.38999938964844,101.62000274658203,105.0999984741211,705200
2024-10-15 00:00:00+00:00,104.86000061035156,107.2300033569336,96.27999877929688,96.5999984741211,1153500
2024-10-16 00:00:00+00:00,97.98999786376953,98.0999984741211,94.70999908447266,95.6500015258789,1027700
2024-10-17 00:00:00+00:00,97.5,98.0,93.69000244140625,93.79000091552734,712900
2024-10-18 00:00:00+00:00,94.52999877929688,94.73999786376953,92.16000366210938,92.26000213623047,553500
2024-10-21 00:00:00+00:00,92.0,92.30999755859375,90.44999694824219,91.4000015258789,432400
2024-10-22 00:00:00+00:00,90.97000122070312,91.55000305175781,90.29000091552734,90.4000015258789,317300
2024-10-23 00:00:00+00:00,90.9000015258789,92.0,88.88999938964844,90.04000091552734,534600
2024-10-24 00:00:00+00:00,91.55000305175781,92.76000213623047,89.83000183105469,89.93000030517578,615000
2024-10-25 00:00:00+00:00,90.76000213623047,91.8499984741211,89.62999725341797,89.88999938964844,553000
2024-10-28 00:00:00+00:00,89.6500015258789,90.51000213623047,88.30999755859375,90.12000274658203,744800
2024-10-29 00:00:00+00:00,89.91000366210938,92.20999908447266,89.7699966430664,92.08999633789062,483300
2024-10-30 00:00:00+00:00,90.0,91.83999633789062,89.58000183105469,90.1500015258789,440400
2024-10-31 00:00:00+00:00,89.56999969482422,89.56999969482422,85.26000213623047,85.30999755859375,574400
2024-11-01 00:00:00+00:00,85.5,87.0199966430664,85.47000122070312,86.08999633789062,511600
2024-11-04 00:00:00+00:00,85.66999816894531,86.97000122070312,85.05000305175781,85.16000366210938,419000
2024-11-05 00:00:00+00:00,85.05000305175781,86.26000213623047,85.04000091552734,85.48999786376953,541000
2024-11-06 00:00:00+00:00,87.93000030517578,90.83000183105469,86.80999755859375,87.94999694824219,856400
2024-11-07 00:00:00+00:00,88.5,92.47000122070312,81.47000122070312,87.0999984741211,1335200
2024-11-08 00:00:00+00:00,85.20999908447266,86.83999633789062,83.08000183105469,85.08000183105469,935700
2024-11-11 00:00:00+00:00,84.61000061035156,85.5,83.27999877929688,85.33000183105469,752300
2024-11-12 00:00:00+00:00,84.80000305175781,85.87999725341797,80.87000274658203,82.7300033569336,883600
2024-11-13 00:00:00+00:00,82.0999984741211,82.69000244140625,79.06999969482422,79.72000122070312,824100
2024-11-14 00:00:00+00:00,80.33000183105469,80.9000015258789,78.61000061035156,78.8499984741211,599200
2024-11-15 00:00:00+00:00,77.25,77.25,73.1500015258789,73.22000122070312,1003700
2024-11-18 00:00:00+00:00,72.4800033569336,74.0,71.63999938964844,72.13999938964844,1166700
2024-11-19 00:00:00+00:00,71.83000183105469,71.83000183105469,69.8499984741211,70.25,1008500
2024-11-20 00:00:00+00:00,69.81999969482422,71.27999877929688,69.3499984741211,71.0,899600
2024-11-21 00:00:00+00:00,71.8499984741211,73.95999908447266,70.80000305175781,73.27999877929688,582300
2024-11-22 00:00:00+00:00,73.27999877929688,75.16999816894531,73.2699966430664,75.06999969482422,546700
2024-11-25 00:00:00+00:00,76.62000274658203,77.9800033569336,75.37000274658203,77.47000122070312,849700
2024-11-26 00:00:00+00:00,77.66000366210938,77.66000366210938,73.58000183105469,74.44999694824219,587100
2024-11-27 00:00:00+00:00,74.55999755859375,74.56999969482422,72.5199966430664,73.51000213623047,376800
2024-11-29 00:00:00+00:00,74.62999725341797,75.58000183105469,73.93000030517578,74.23999786376953,257900
2024-12-02 00:00:00+00:00,74.22000122070312,78.01000213623047,74.22000122070312,77.2699966430664,599300
2024-12-03 00:00:00+00:00,76.36000061035156,76.6500015258789,74.80000305175781,76.19999694824219,448100
2024-12-04 00:00:00+00:00,77.69999694824219,77.69999694824219,75.69000244140625,76.2300033569336,482000
2024-12-05 00:00:00+00:00,76.08000183105469,76.37000274658203,73.19000244140625,73.51000213623047,564500
2024-12-06 00:00:00+00:00,74.2300033569336,74.9800033569336,73.30000305175781,74.19000244140625,444800
2024-12-09 00:00:00+00:00,74.41000366210938,78.37999725341797,73.62999725341797,77.0999984741211,460300
2024-12-10 00:00:00+00:00,77.6500015258789,77.6500015258789,75.19999694824219,76.48999786376953,615200
2024-12-11 00:00:00+00:00,77.79000091552734,78.5199966430664,75.0999984741211,75.8499984741211,351500
2024-12-12 00:00:00+00:00,75.12999725341797,76.31999969482422,74.20999908447266,75.66000366210938,335300
2024-12-13 00:00:00+00:00,76.56999969482422,77.22000122070312,74.37999725341797,75.29000091552734,490200
2024-12-16 00:00:00+00:00,75.0,77.1500015258789,74.0,75.61000061035156,541300
2024-12-17 00:00:00+00:00,75.5999984741211,76.69000244140625,74.30999755859375,74.83000183105469,477300
2024-12-18 00:00:00+00:00,75.2300033569336,76.63999938964844,70.20999908447266,70.97000122070312,636000
2024-12-19 00:00:00+00:00,71.5199966430664,71.5199966430664,68.79000091552734,69.18000030517578,673900
2024-12-20 00:00:00+00:00,68.51000213623047,71.16999816894531,68.2300033569336,69.47000122070312,2322100
2024-12-23 00:00:00+00:00,69.87999725341797,71.19999694824219,68.5,70.73999786376953,968100
2024-12-24 00:00:00+00:00,70.83000183105469,72.0999984741211,69.94000244140625,72.0999984741211,296000
2024-12-26 00:00:00+00:00,71.02999877929688,73.23999786376953,70.73999786376953,72.05000305175781,344200
2024-12-27 00:00:00+00:00,71.88999938964844,71.91999816894531,70.05000305175781,71.23999786376953,360500
2024-12-30 00:00:00+00:00,70.0,70.5999984741211,68.94000244140625,70.0199966430664,416700
2024-12-31 00:00:00+00:00,70.27999877929688,71.19999694824219,69.58999633789062,69.87000274658203,414200
2025-01-02 00:00:00+00:00,71.63999938964844,73.76000213623047,69.9000015258789,70.19999694824219,397100
2025-01-03 00:00:00+00:00,70.33000183105469,72.6500015258789,70.0,71.95999908447266,380700
2025-01-06 00:00:00+00:00,74.26000213623047,76.94000244140625,74.19000244140625,74.44999694824219,639200
2025-01-07 00:00:00+00:00,75.41000366210938,76.77999877929688,73.31999969482422,73.72000122070312,593000
2025-01-08 00:00:00+00:00,73.70999908447266,73.83000183105469,71.4000015258789,73.0999984741211,535100
2025-01-10 00:00:00+00:00,70.6500015258789,71.44000244140625,67.2699966430664,69.44000244140625,906600
2025-01-13 00:00:00+00:00,68.08000183105469,68.91000366210938,66.75,68.7699966430664,510200
2025-01-14 00:00:00+00:00,69.43000030517578,69.7699966430664,67.98999786376953,69.66000366210938,333200
2025-01-15 00:00:00+00:00,71.54000091552734,72.38999938964844,70.76000213623047,71.7699966430664,390500
2025-01-16 00:00:00+00:00,73.3499984741211,74.22000122070312,71.69999694824219,71.9800033569336,415200
2025-01-17 00:00:00+00:00,73.77999877929688,73.97000122070312,71.33999633789062,71.61000061035156,324800
2025-01-21 00:00:00+00:00,72.66999816894531,72.72000122070312,71.23999786376953,71.44999694824219,454000
2025-01-22 00:00:00+00:00,71.69000244140625,72.0,70.06999969482422,70.58000183105469,564500
2025-01-23 00:00:00+00:00,69.61000061035156,70.9800033569336,68.58999633789062,70.95999908447266,446100
2025-01-24 00:00:00+00:00,70.8499984741211,71.79000091552734,69.51000213623047,70.81999969482422,448900
2025-01-27 00:00:00+00:00,68.91000366210938,69.58000183105469,68.04000091552734,69.44999694824219,564700
2025-01-28 00:00:00+00:00,69.5,69.73999786376953,67.72000122070312,68.19000244140625,448800
2025-01-29 00:00:00+00:00,69.01000213623047,69.12000274658203,67.5,68.61000061035156,357800
2025-01-30 00:00:00+00:00,69.88999938964844,70.9000015258789,68.75,70.1500015258789,369700
2025-01-31 00:00:00+00:00,70.27999877929688,71.33000183105469,67.56999969482422,68.0,855700
2025-02-03 00:00:00+00:00,66.05999755859375,67.08000183105469,64.18000030517578,65.69999694824219,944600
2025-02-04 00:00:00+00:00,65.51000213623047,67.63999938964844,65.51000213623047,66.1500015258789,436000
